timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
235758660,1,1,0,1,0,1,1,0,1,1,1,1,0
236264643,1,1,0,1,0,1,1,0,1,1,1,1,0
236770642,1,1,0,1,0,1,1,0,1,1,1,1,0
237276641,1,1,0,1,0,1,1,0,1,1,1,1,0
237782714,1,1,0,1,0,1,1,0,1,1,1,1,0
238288789,1,1,0,1,0,1,1,0,1,1,1,1,0
238794641,1,1,0,1,0,1,1,0,1,1,1,1,0
239300801,1,1,0,1,0,1,1,0,1,1,1,1,0
239806641,1,1,0,1,0,1,1,0,1,1,1,1,0
240312642,1,1,0,1,0,1,1,0,1,1,1,1,0
240818661,1,1,0,1,0,1,1,0,1,1,1,1,0
241324641,1,1,0,1,0,1,1,0,1,1,1,1,0
241830977,1,1,0,1,0,1,1,0,1,1,1,1,0
242336641,1,1,0,1,0,1,1,0,1,1,1,1,0
242842640,1,1,0,1,0,1,1,0,1,1,1,1,0
243348650,1,1,0,1,0,1,1,0,1,1,1,1,0
243854655,1,1,0,1,0,1,1,0,1,1,1,1,0
244361641,1,1,0,1,0,1,1,0,1,1,1,1,0
244867642,1,1,0,1,0,1,1,0,1,1,1,1,0
245373657,1,1,0,1,0,1,1,0,1,1,1,1,0
245879640,1,1,0,1,0,1,1,0,1,1,1,1,0
