timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
217066594,216966969,2490378,-0.0003214795,-0.0005979224,0.0014564695,0.34906584,2.1560284e-07,2.1808306e-07,4.2496245e-07,2490378,0.13393277,0.05873275,-0.04490544,0.4,0.0005124404,0.00058895664,0.0005124404,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
218074230,217974512,2490378,-0.00030461597,-0.0006068165,0.0014124053,0.34906584,2.1302984e-07,2.156761e-07,4.249661e-07,2490378,0.13393629,0.058815207,-0.044801723,0.4,0.00051243906,0.0005888459,0.0005124381,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
219081428,218982051,2490378,-0.00031569644,-0.0006218479,0.0013499007,0.34906584,2.1053314e-07,2.1324347e-07,4.2564733e-07,2490378,0.13390407,0.058883257,-0.045229364,0.4,0.00051244226,0.00058883725,0.00051244145,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
220089371,219989593,2490378,-0.00031385632,-0.0006545778,0.0012974092,0.34906584,2.0819289e-07,2.1086888e-07,4.2557414e-07,2490378,0.13382412,0.05886182,-0.04519545,0.4,0.0005124425,0.0005887311,0.0005124425,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
221096491,220997136,2490378,-0.0003300079,-0.00065836095,0.0013023858,0.34906584,2.0613322e-07,2.0869882e-07,4.261814e-07,2490378,0.13373676,0.058885235,-0.044554442,0.4,0.000512443,0.0005885056,0.000512443,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
221511531,221412007,2490378,-0.00033825455,-0.00065869215,0.0013190726,0.34906584,2.0547573e-07,2.0797798e-07,4.2595542e-07,2490378,0.13368367,0.0588804,-0.043555804,0.4,0.0005124437,0.00058838667,0.00051244017,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
222429959,222330649,2490378,-0.0003457895,-0.00067727786,0.0013711523,0.34906584,2.0513065e-07,2.0747825e-07,4.2636324e-07,2490378,0.13353881,0.05873384,-0.04254366,0.4,0.00051245536,0.00058812235,0.00051244075,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
223437415,223338194,2490378,-0.00036074652,-0.0006824095,0.0014955606,0.34906584,2.036051e-07,2.0576081e-07,4.2616983e-07,2490378,0.13340078,0.058550574,-0.041696314,0.4,0.00051245454,0.00058760523,0.0005124425,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
223467419,223367827,2490378,-0.00036760405,-0.00068543473,0.0014961439,0.34906584,2.015957e-07,2.0373729e-07,4.264355e-07,2490378,0.13336244,0.058572523,-0.04281858,0.4,0.00051244046,0.0005874389,0.00051244046,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
224257574,224158061,2490378,-0.00033854702,-0.0006897068,0.0016166688,0.34906584,2.0020921e-07,2.021499e-07,4.2619953e-07,2490378,0.13353531,0.058193527,-0.043809053,0.4,0.00051243714,0.0005867374,0.00051243714,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
225265193,225165604,2490378,-0.00032300642,-0.0007223013,0.0017629082,0.34906584,1.9886004e-07,2.004781e-07,4.2652837e-07,2490378,0.13341127,0.057642184,-0.044447813,0.4,0.0005124396,0.0005859456,0.0005124396,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
226272836,226173149,2490378,-0.0003385168,-0.00073488953,0.0019047159,0.34906584,1.9789607e-07,1.9924472e-07,4.2688814e-07,2490378,0.13324739,0.05743261,-0.045367263,0.4,0.0005124398,0.0005853787,0.0005124398,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
227141858,227042405,2490378,-0.00036590084,-0.0007235832,0.0019042133,0.34906584,2.0111186e-07,2.024679e-07,4.3543173e-07,2490378,0.13289465,0.056753736,-0.04465754,0.4,0.0005124455,0.0005829841,0.00051243877,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
227468026,227368376,2490378,-0.00037639868,-0.0007383138,0.0019026452,0.34906584,2.0271864e-07,2.0413395e-07,4.3863517e-07,2490378,0.13367866,0.05610605,-0.044233993,0.4,0.00051243865,0.0005782659,0.00051243865,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
227863068,227763493,2490378,-0.00037205784,-0.0007233627,0.0019038052,0.34906584,2.0540524e-07,2.0688512e-07,4.425195e-07,2490378,0.13255954,0.05657964,-0.044850007,0.4,0.00051243795,0.00057100557,0.00051243795,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
228060781,227961051,2490378,-0.00036779122,-0.0007186585,0.0019041337,0.34906584,2.0685641e-07,2.0836566e-07,4.444592e-07,2490378,0.132144,0.05705377,-0.04574266,0.4,0.0005124381,0.00056661793,0.0005124381,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
