timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
218219163,218218987,2490378,0.49057195,-0.099598795,-9.931388,36.225845,0,0,0,0,20
219219295,219219120,2490378,0.4629189,-1.4330494,-9.948985,36.313408,0,0,0,0,20
220216957,220216784,2490378,0.43490675,-0.77548194,-10.444944,36.195652,0,0,0,0,20
221217090,221216919,2490378,1.6275784,1.8434156,-9.37737,36.403988,0,0,0,0,20
222219693,222219523,2490378,3.412336,2.2867022,-9.261491,36.280193,0,0,0,0,20
223219834,223219659,2490378,-1.551323,-4.6036906,-16.328217,36.352657,0,0,0,0,20
224217499,224217326,2490378,0.8535329,-6.495469,-10.922109,36.325485,0,0,0,0,20
225217636,225217463,2490378,-1.4298173,-4.4478283,-17.480066,36.34662,0,0,0,0,20
226220243,226220070,2490378,-1.9062635,-1.2133814,-15.2745285,36.455315,0,0,0,0,20
227217908,227217738,2490378,0.8492234,-6.369654,-9.470744,36.42512,0,0,0,0,20
228218050,228217877,2490378,-0.52899885,5.6711454,-2.622848,36.376812,0,0,0,0,20
229218185,229218016,2490378,1.0041282,-11.829033,-7.153516,36.491547,0,0,0,0,20
230220797,230220625,2490378,-1.3976153,9.985019,-7.050445,36.551933,0,0,0,0,20
231218468,231218296,2490378,2.0276494,-2.296997,-9.913551,36.545895,0,0,0,0,20
232218609,232218437,2490378,0.61040175,2.6032155,-6.806476,36.56401,0,0,0,0,20
233218750,233218578,2490378,-2.0332758,0.44903255,-10.052535,36.4221,0,0,0,0,20
234216421,234216250,2490378,1.4553155,0.7752425,-8.732372,36.51872,0,0,0,0,20
235219033,235218862,2490378,-0.12449849,1.4115016,-13.098199,36.65459,0,0,0,0,20
236219179,236219005,2490378,1.2852674,0.33874962,-1.4903307,36.56099,0,0,0,0,20
237216853,237216679,2490378,-0.9719262,-8.599853,-6.7200456,36.633453,0,0,0,0,20
238216993,238216824,2490378,1.1720815,-5.9273252,-17.352217,36.557972,0,0,0,0,20
239219608,239219438,2490378,1.1553221,8.9777775,-12.00764,36.7029,0,0,0,0,20
240219755,240219583,2490378,-1.2299014,21.386566,-7.4660788,36.666668,0,0,0,0,20
241217431,241217259,2490378,0.29939494,6.162795,-4.82288,36.711956,0,0,0,0,20
242217575,242217405,2490378,-0.014604631,-11.426927,-13.127408,36.760265,0,0,0,0,20
243220191,243220021,2490378,0.6440403,-4.9024873,-12.574587,36.727055,0,0,0,0,20
244220341,244220168,2490378,-2.9005754,-12.596972,-15.760073,36.648552,0,0,0,0,20
245218019,245217846,2490378,0.66642606,-8.275678,-16.581404,36.711956,0,0,0,0,20
246218166,246217993,2490378,-0.4915296,-10.227311,-16.367601,36.796497,0,0,0,0,20
247220783,247220611,2490378,-2.4727316,-17.673878,-12.907261,36.769325,0,0,0,0,20
248215996,248215820,2490378,-0.5892131,6.303215,-11.705611,36.811596,0,0,0,0,20
249218612,249218438,2490378,1.8881872,6.8704014,-8.604761,36.78442,0,0,0,0,20
250218759,250218587,2490378,0.52528787,1.9071014,-8.483135,36.772343,0,0,0,0,20
251221376,251221206,2490378,2.5212142,10.070491,-4.0388985,36.862923,0,0,0,0,20
252216670,252216416,2490378,0.27665,10.680414,-8.322006,36.79348,0,0,0,0,20
253219267,253219037,2490378,-0.28526914,16.109507,-6.335297,36.83273,0,0,0,0,20
