timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
217451538,217352205,0.00024138537,0.00093290507,0.0021663692,67109399,0,0.36816782,0.3966718,0.06306865,0.020089988,0.008430827,0.016424337,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217461401,217362083,0.00023885653,0.0009636397,0.0020661913,67109399,0,0.36900127,0.39734846,0.06306865,0.020089988,0.008430827,0.016424337,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217659607,217559640,0.0005425765,0.0035206915,0.007368496,67109399,0,0.3519876,0.3917832,0.076158874,0.008842171,0.007095813,0.01737941,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217856503,217757197,0.0006297711,0.0023254221,0.005064537,67109399,0,0.36774483,0.39497048,0.08137922,0.008842171,0.007095813,0.010414905,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218054186,217954754,0.0005135516,0.0017645168,0.0024921345,67109399,0,0.36712137,0.39634866,0.07215765,0.015478387,0.0067496547,0.018978577,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218261783,218162189,0.0005695972,0.002008556,0.0045454344,67109399,0,0.350887,0.39150828,0.075892754,0.019273689,0.007591279,0.016679872,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218459224,218359746,0.0005617985,0.0010758972,0.0026263376,67109399,0,0.36673358,0.39727756,0.077906966,0.019273689,0.007591279,0.014732818,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218656551,218557303,0.0005971823,0.0021293752,0.001715978,67109399,0,0.3659948,0.396135,0.066996105,0.013096286,0.0058600646,0.010709875,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218854069,218754860,0.0004464848,0.0021927424,0.003108775,67109399,0,0.36533827,0.39500958,0.07950127,0.0251655,0.0073433546,0.01587488,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
219061822,218962295,0.00050776603,0.0061978856,0.008972591,67109399,0,0.34899732,0.39269197,0.038680356,0.010135439,0.0072275647,0.016683804,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
