timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
217900656,217900426,-0.8603503,-0.013038785,-0.0037466965,-0.5095225,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
218399583,218399258,-0.86001337,-0.012983087,-0.003736005,-0.5100926,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
218898308,218898089,-0.85968864,-0.01301335,-0.0037311104,-0.5106391,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
219402078,219401860,-0.8593663,-0.012757297,-0.0036059471,-0.51118875,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
219901174,219900693,-0.85898906,-0.011723928,-0.0032174077,-0.5118496,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
220399779,220399525,-0.85805416,-0.008862549,-0.0029330493,-0.51347446,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
220899225,220898357,-0.8574744,-0.0036394692,-0.0025085201,-0.51450765,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
221397407,221397190,-0.8569153,-0.00020515853,-0.005955053,-0.51542276,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
221901281,221900962,-0.8548892,0.012532247,-0.016643928,-0.51839197,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
222400131,222399795,-0.8439597,0.009872428,-0.01706406,-0.53604436,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
222899375,222898628,-0.83392084,0.015219827,-0.010604776,-0.55157226,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
223402628,223402400,-0.8352399,-0.0007738974,0.0026409237,-0.5498791,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
223896685,223896297,-0.8383511,-0.018672042,-0.005834011,-0.5447798,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
224400290,224400067,-0.8427282,-0.031506363,0.008728227,-0.5373457,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
224899665,224898900,-0.8435146,-0.014832453,0.013759442,-0.5367251,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
225397961,225397734,-0.8435145,-0.024016142,0.00085202407,-0.53656846,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
225901857,225901507,-0.8477946,-0.0045990553,0.0075885784,-0.53025067,0.9999988,-1.2980095e-09,8.5929797e-10,-0.0015599533,3
226400681,226400341,0.8782895,-0.003946201,-0.014611605,0.47788954,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
226899697,226899176,0.87697506,-0.0037683188,-0.015990172,0.48025504,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
227398396,227398014,0.87687874,-0.0023734774,-0.0118218735,0.4805605,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
227897107,227896844,0.87024933,0.0014540609,-0.009684666,0.49251407,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
228400845,228400618,0.85883754,4.205689e-05,0.0034264124,0.51223683,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
228899956,228899453,0.8482687,-0.0033120636,0.00041457938,0.52955556,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
229398526,229398288,0.842782,-0.001077744,0.00746171,0.5382022,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
229902297,229902062,0.8401566,0.0073822807,0.009998879,0.5422014,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
230401253,230400897,0.837864,0.015747523,0.014973903,0.54544646,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
230900036,230899733,0.8360444,0.020180747,0.010342042,0.5481931,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
231398902,231398568,0.83475506,0.014076278,0.010280495,0.5503455,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
231897668,231897404,0.83399266,0.009600701,0.0022648117,0.55168754,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
232401396,232401178,0.83543193,0.012744724,-0.0054545635,0.54941916,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
232900350,232900015,0.84211296,0.017319664,-0.0051640915,0.53899837,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
233399070,233398850,0.84885997,0.015257447,-0.010575114,0.52829176,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
233902846,233902626,0.8540193,0.009542799,-0.011190838,0.5200335,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
234396746,234396523,0.858053,0.0092355395,-0.0070761605,0.5134294,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
234900525,234900299,0.8599431,0.008349681,-0.002196826,0.510317,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
235399567,235399135,0.8597702,0.0024598192,0.0003699626,0.5106751,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
235898232,235897972,0.8604582,0.006359531,-0.0017903688,0.5094782,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
236401967,236401748,0.85947293,0.012472381,0.011547317,0.5108988,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
236900980,236900585,0.85350186,0.017691057,0.015031541,0.5205725,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
237399643,237399422,0.84512454,0.013299583,0.0043353266,0.53438646,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
237898643,237898259,0.84197605,0.010053456,-0.00092335325,0.53942055,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
238397317,238397097,0.8418438,0.012849654,0.00408511,0.53955287,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
238901097,238900873,0.8394139,0.012356187,0.00440398,0.54333436,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
239400126,239399711,0.83564544,0.011583005,-0.00035796422,0.54914695,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
239898768,239898548,0.8308743,0.016277682,0.0016048745,0.55621976,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
240402550,240402325,0.82720816,0.012984727,-0.0009886045,0.56174463,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
240901540,240901164,0.8238636,0.010584751,-0.00067165296,0.5666889,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
241400229,241400002,0.8221436,0.008248958,0.0036955643,0.5692084,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
241899178,241898840,0.8215054,0.0055345236,0.008902375,0.5701043,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
242397902,242397683,0.8187611,0.0070294794,0.012626955,0.57395244,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
242901688,242901456,0.81910694,0.0061945072,0.013304896,0.5734531,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
243401275,243400294,0.8232317,0.005558795,0.009221229,0.5676034,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
243899355,243899133,0.8259503,0.008288874,-0.00057600753,0.5636818,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
244403157,244402911,0.82483,0.015743468,-0.0039311866,0.56514806,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
244897041,244896811,0.82321143,0.016073234,-0.0053194263,0.56748235,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
245396431,245395651,0.8217787,0.010087461,-0.006750169,0.5696775,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
245899789,245899428,0.819048,0.006388078,-0.008399273,0.5736279,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
246398612,246398267,0.81836194,-0.0012936647,-0.0047694203,0.5746819,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
246902269,246902045,0.8189095,-0.00532075,-0.0050797244,0.5738754,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
247401849,247400884,0.8212529,-0.008259545,0.0039573,0.57049096,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
247899944,247899724,0.8218917,-0.0056814463,0.010718123,0.56951463,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
248399011,248398563,0.8208622,-0.0016628949,0.015080886,0.5709248,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
248897635,248897403,0.8178434,0.0066586128,0.017351637,0.5751407,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
249401771,249401182,0.8129672,0.0154158985,0.01478963,0.58191746,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
249900352,249900021,0.80664814,0.01837874,0.005109481,0.59072405,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
250399132,250398861,0.79957795,0.022433493,-0.0034437329,0.60013336,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
250898074,250897701,0.79283386,0.024988014,-0.010812574,0.6088294,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
251402224,251401480,0.7829324,-0.015622923,0.09422388,0.6147313,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
251895742,251895381,0.77097535,-0.0118856225,0.033791028,0.63585687,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
252399490,252399160,0.7561742,0.033268124,-0.04933922,0.65165913,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
252898222,252898000,0.7423299,0.06802289,-0.007927528,0.66652566,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
253402125,253401779,0.7470927,0.01253328,-0.16026896,0.6449878,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
253900974,253900619,0.77165115,-0.010094824,-0.18451668,0.60861015,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
254399691,254399459,0.80830854,-0.13802762,-0.048124213,0.5703243,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
254898726,254898300,0.82222503,-0.12921067,-0.04557635,0.552425,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
255397398,255397140,0.84335667,-0.1028926,0.0055506215,0.52738225,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
255896310,255895981,0.8595118,-0.059595026,0.09987461,0.49770772,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
256400155,256399761,0.870532,-0.02470793,0.166262,0.46251562,-0.99834216,-7.7630763e-10,2.3063396e-10,0.05755918,4
