timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
219279078,219178399,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
219328921,219228403,-2.806809,3.6393547,-2.513054,-1.2564169,0.00022016621,1.2568573,2.5134945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
220328971,220228486,1.6220331,3.6842737,-2.511534,-1.2547445,0.0019944455,1.258543,2.5150228,0.056897923,0.056977987,0.0302546,0.013661573,0.030128483,-0.020647883,0.0074750315,0.016240872,-0.0064661466,-0.02926252,0.19996162,0.19993241,0.19999662,0.20006548,0.20004393
221329048,221228569,-0.3040479,3.6456041,-2.505012,-1.2483727,0.007535602,1.2637205,2.5208066,0.012850011,0.009364398,-0.022881836,-0.039348632,-0.017271519,-0.05657149,-0.023782648,-0.016961109,-0.04551582,-0.070013374,0.1998048,0.20019393,0.20031516,0.20000063,0.1996855
222329204,222228653,0.9438795,3.674585,-2.4685957,-1.211041,0.04555258,1.3012457,2.557342,0.08226235,0.095431894,0.056289203,0.01893964,0.03496547,-0.04886289,-0.0034121214,0.023140242,-0.005859173,-0.050360553,0.1995919,0.19976595,0.20026362,0.20039698,0.19998156
223329216,223228737,0.8327198,3.7988012,-2.4133945,-1.1529528,0.10276328,1.3550346,2.609885,0.0051283035,-0.107563354,-0.081911445,0.04636471,0.1003006,0.24579123,0.18222168,0.055563413,0.040699027,0.15813744,0.19811389,0.1992265,0.20141222,0.20164561,0.19960178
224329319,224228822,1.408051,3.3633754,-2.4528122,-1.1647545,0.103643335,1.3362509,2.56647,0.34554017,0.26724732,0.03969305,-0.019182548,0.1643668,-0.02578558,0.1906105,0.17891902,-0.036330074,-0.16239107,0.1895293,0.18837366,0.20314136,0.21385308,0.20510256
225329387,225228907,1.3205957,3.1519206,-2.464535,-1.1431826,0.1314471,1.3358973,2.5421708,0.19403134,0.32220978,0.1642249,-0.04247585,-0.031921893,-0.32029516,-0.11528322,0.059237935,-0.029897213,-0.25486344,0.17680053,0.1772992,0.20876963,0.22924356,0.207887
226329522,226228992,1.1359441,2.9295917,-2.4854703,-1.1248459,0.14330027,1.3068963,2.4929988,0.21911924,0.31326577,0.15507403,-0.012720823,0.01200372,-0.38379782,-0.18626386,-0.052130282,-0.14778301,-0.34207255,0.15794626,0.16716248,0.22199623,0.24861167,0.20428342
227329547,227229078,1.1424478,2.8966358,-2.4861298,-1.1201806,0.14935637,1.3079133,2.490892,-0.050765775,-0.09601913,-0.0031272098,0.08584044,0.06604624,0.09570844,-0.018259905,-0.0862724,-0.027847022,0.07862408,0.15597944,0.1653338,0.22281991,0.25121996,0.20464693
