timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
217905573,217905365,-0.8691524,-0.013014869,-0.003365815,-0.49436164,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
218404400,218404196,-0.86830527,-0.012960401,-0.0033599231,-0.4958495,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
218908169,218907967,-0.8674013,-0.012991571,-0.0033728469,-0.4974282,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
219407005,219406799,-0.8666298,-0.012730063,-0.0032540597,-0.49877876,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
219905840,219905631,-0.8664288,-0.011729414,-0.0028309121,-0.4991549,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
220404688,220404464,-0.86571485,-0.008791289,-0.0026168905,-0.50045353,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
220903516,220903296,-0.8658959,-0.003576124,-0.0022724513,-0.5002064,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
221407271,221407069,-0.86644834,-0.000126796,-0.005831726,-0.49923265,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
221906104,221905901,-0.86595464,0.012384232,-0.016800813,-0.49968678,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
222404939,222404734,-0.8574778,0.009362222,-0.01705862,-0.5141528,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
222908749,222908506,-0.8505731,0.014747094,-0.010471266,-0.5255457,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
223407544,223407339,-0.85490566,-0.0015783284,0.002512051,-0.51877505,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
223906512,223906172,-0.8608287,-0.017167654,-0.0039764224,-0.5085897,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
224405213,224405006,-0.8672256,-0.030630939,0.010583678,-0.49685982,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
224904056,224903839,-0.8702844,-0.013856027,0.014862135,-0.49213034,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
225407818,225407612,-0.87277603,-0.023564864,0.0029305827,-0.4875429,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
225906670,225906446,-0.8789807,-0.0041191336,0.008019065,-0.4767722,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
226405485,226405280,-0.8827624,0.004157999,0.014675787,-0.46957222,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
226909649,226909055,-0.88508147,0.004103794,0.015712122,-0.46515283,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
227403165,227402949,-0.8880936,0.0024741946,0.01167818,-0.4595078,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
227906994,227906722,-0.884606,-0.0011372173,0.009689288,-0.46623716,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
228405762,228405557,-0.87753636,-0.00057364843,-0.0034663405,-0.47949713,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
228904734,228904392,-0.8710481,0.0028698663,-0.00034811953,-0.49118924,0.99999976,-1.4708315e-09,1.913252e-09,-0.00069037545,3
