timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
217793770,217693277,0.10065172,0.10066244,0.21407983,1.2341346,1.2341543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406287,0.0,0.0,nan,0.0,0.0,0.09034428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218293744,218193318,0.100649595,0.100654714,0.21407953,1.2164503,1.2164661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.408082,0.0,0.0,nan,0.0,0.0,0.09034462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218793808,218693359,0.10062586,0.10062851,0.21409711,1.2032789,1.2032921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406546,0.0,0.0,nan,0.0,0.0,0.090345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219293805,219193401,0.10061701,0.10061738,0.21409887,1.1857907,1.1858004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404435,0.0,0.0,nan,0.0,0.0,0.09034533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219793853,219693441,0.10061289,0.100612685,0.21412098,1.1749058,1.1749134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405817,0.0,0.0,nan,0.0,0.0,0.09034582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220293993,220193483,0.10057876,0.10057856,0.21411927,1.1576078,1.1576128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403794,0.0,0.0,nan,0.0,0.0,0.09034612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220793932,220693524,0.10056594,0.10056618,0.2140784,1.144754,1.1447575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405216,0.0,0.0,nan,0.0,0.0,0.090346456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221294102,221193566,0.10054709,0.100547135,0.21408555,1.1297634,1.129765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403488,0.0,0.0,nan,0.0,0.0,0.09034673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221794005,221693608,0.10048419,0.1004849,0.2140658,1.1188768,1.1188776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405528,0.0,0.0,nan,0.0,0.0,0.090347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222294196,222193650,0.10048286,0.10048439,0.21410353,1.1042742,1.1042739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403605,0.0,0.0,nan,0.0,0.0,0.09034729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
