timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
217659592,217540112,4028193,3.5627315,0.03198368,3.4460971,14.8837385,0.08865444
218261769,218147335,4028193,3.5846374,0.031990476,3.3951037,14.841975,0.08629227
218666742,218523034,4028193,3.5991602,0.032019217,3.2973382,14.816469,0.08153419
219269793,219123471,4028193,3.6211503,0.031812917,3.418289,14.771965,0.08788945
219664661,219556139,4028193,3.6349971,0.03167659,3.383714,14.746645,0.086268365
220266970,220162322,4028193,3.6563318,0.031473804,3.1783805,14.705791,0.076327465
220662050,220547664,4028193,3.6709285,0.031339727,3.3656988,14.680808,0.08573498
221264867,221125090,4028193,3.692457,0.031140333,3.3523147,14.646651,0.08525282
221660055,221510431,4028193,3.7062051,0.031008592,3.326135,14.625035,0.08405049
222262237,222109063,4028193,3.7279942,0.03081274,3.40296,14.594319,0.0881632
222677131,222548382,4028193,3.7420785,0.030683383,3.134128,14.5759735,0.07487786
223269981,223140648,4028193,3.7665586,0.030490994,3.891839,14.551604,0.11565286
223664956,223522535,4028193,3.783506,0.03036387,4.3823595,14.530428,0.14685714
224257556,224117037,4028193,3.8045275,0.030174838,3.5393863,14.500339,0.09599204
224672432,224549369,4028193,3.8184614,0.030049995,3.383309,14.485337,0.087803565
225265171,225143496,4028193,3.8396974,0.029864307,3.5132146,14.455551,0.094870724
225660219,225521877,4028193,3.8539846,0.029741602,3.3676536,14.443645,0.087244
226272816,226170618,4028193,3.8742409,0.029559337,2.9560714,14.425845,0.0673048
226667807,226548922,4028193,3.886578,0.029438853,3.0720093,14.411099,0.07276214
227270532,227143598,4028193,3.9029202,0.029259792,3.0916963,14.390529,0.07380307
227665468,227518381,4028193,3.9166255,0.0291415,3.4560628,14.3817005,0.09228062
228258120,228117674,4028193,3.935275,0.02896573,2.931084,14.364161,0.06645593
228663245,228515694,4028193,3.9493515,0.028849619,4.0272474,14.349628,0.12558375
229265705,229122189,4028193,3.9659894,0.028677074,2.1582832,14.329359,0.036119986
229660993,229556090,4028193,3.9802806,0.028563013,3.7644274,14.314949,0.10999313
230263484,230112410,4028193,3.998619,0.028393302,3.2606077,14.292011,0.0826535
230658436,230537959,4028193,4.010095,0.028281204,2.5787363,14.280562,0.051739957
231270962,231151840,4028193,4.0275803,0.028114596,2.9668407,14.266271,0.068554424
231656121,231536535,4028193,4.038281,0.028004445,3.02879,14.252086,0.07151833
232268567,232156611,4028193,4.0549283,0.027840732,2.5691028,14.2323,0.051528245
232673585,232541965,4028193,4.066113,0.027732478,2.584909,14.218236,0.052215837
233266234,233136646,4028193,4.080459,0.027571533,1.9719,14.206946,0.030410707
233671292,233569237,4028193,4.090359,0.0274653,2.5645804,14.20684,0.051439017
234264042,234124382,4028193,4.10591,0.027307395,2.4226303,14.206681,0.0459028
234659056,234558469,4028193,4.1149874,0.027203223,2.2944517,14.209355,0.041166216
235261692,235153536,4028193,4.1288013,0.027048374,3.292698,14.2092,0.08477966
235666607,235535761,4028193,4.138305,0.026946109,2.4996238,14.209098,0.048858516
236269137,236144980,4028193,4.153735,0.02679423,3.59511,14.208945,0.10106947
236664289,236527274,4028193,4.1610055,0.02669389,2.460163,14.208844,0.04732891
237247096,237118204,4028193,4.177504,0.026544794,3.4568682,14.208694,0.093447775
237671868,237548370,4028193,4.1890283,0.02644637,3.1636577,14.208596,0.07826819
238264611,238156462,4028193,4.2011533,0.02630007,1.8127584,14.20567,0.025702516
238669522,238538418,4028193,4.204207,0.02620339,0.979362,14.205573,0.0075021414
239272065,239136677,4028193,4.2205334,0.026059734,2.9714112,14.205429,0.06906033
239657266,239514817,4028193,4.228391,0.025964804,2.743764,14.205334,0.0588843
240269838,240165684,4028193,4.241387,0.025823819,2.653078,14.205193,0.055056732
240684664,240547624,4028193,4.248063,0.025730617,1.129108,14.205099,0.009972043
241267385,241139425,4028193,4.2572575,0.025592092,1.1564965,14.20496,0.010461794
241662667,241514267,4028193,4.2655754,0.025500545,1.3668151,14.204867,0.014613016
242274931,242128257,4028193,4.2689996,0.025364561,0.5425558,14.204731,0.0023025726
242670152,242560984,4028193,4.274082,0.025274724,1.5262766,14.204641,0.018221902
243272696,243147043,4028193,4.280838,0.025141051,2.2742887,14.204507,0.040459685
243657855,243527616,4028193,4.2868075,0.025052708,1.8853817,14.201641,0.027811058
243865291,243744281,4028193,4.288309,0.025008794,0.8509221,14.198822,0.0056661074
244665439,244555233,4028193,4.293946,0.024834588,1.6066508,14.1986475,0.0202001
245267969,245142747,4028193,4.2967277,0.024705479,-1.2529984,14.1957445,0.01228854
245653211,245523974,4028193,4.3002324,0.02462016,0.66297054,14.198432,0.0034395813
246058324,245956326,4028193,4.301764,0.024535503,0.41387606,14.198347,0.0013404799
246661606,246551269,4028193,4.3054695,0.02440954,1.4598851,14.19822,0.016678652
247263354,247146283,4028193,4.307731,0.024284871,0.4409914,14.198095,0.0015219053
247460959,247308621,4028193,4.309889,0.02424355,1.2613759,14.198054,0.012451387
248270955,248128110,4028193,4.312528,0.024079932,0.58544636,14.200665,0.0026817792
250662096,250530750,4028193,4.310516,0.023602042,-0.8208852,14.200186,0.0052726422
251067124,250963125,4028193,4.309164,0.023524316,-0.2759266,14.205664,0.0005955018
251867046,251734029,4028193,4.3105545,0.023370327,1.2382388,14.205509,0.011992494
252064127,251951588,4028193,4.311836,0.023332173,0.7787132,14.205471,0.0047430415
252498728,252384312,4028193,4.3107424,0.02325624,-0.49547672,14.205395,0.0019202187
253072323,252925366,4028193,4.3092136,0.023143135,-0.6045685,14.210845,0.0028577787
253269300,253141663,4028193,4.3122244,0.023105735,1.8486195,14.210808,0.026719835
