timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
217658901,217540052,4028193,3.5626152,0.031978853,3.446202,14.883734,0.08865987
218268979,218147274,4028193,3.5845187,0.031985693,3.3952112,14.84197,0.086297765
218668984,218522975,4028193,3.5990396,0.03201448,3.2974474,14.816464,0.081539616
219269015,219123408,4028193,3.6210268,0.03180825,3.418401,14.77196,0.087895244
219659086,219556075,4028193,3.634872,0.03167196,3.3838277,14.74664,0.08627419
220259083,220104583,4028193,3.6567087,0.031469148,3.4136631,14.705787,0.088046186
220659081,220547601,4028193,3.6713018,0.03133519,3.365313,14.680803,0.08571535
221269135,221125030,4028193,3.6928248,0.031135855,3.3519347,14.6466465,0.08523351
221659249,221510372,4028193,3.7065694,0.031004151,3.3257582,14.6250305,0.08403149
222259196,222109001,4028193,3.728353,0.030808356,3.402589,14.594315,0.08814401
222669320,222548320,4028193,3.7424335,0.030679036,3.1337607,14.575969,0.074860334
223269334,223140584,4028193,3.7669077,0.030486701,3.8914776,14.5516,0.1156314
223669446,223522471,4028193,3.783851,0.030359615,4.382003,14.530423,0.14683329
224259376,224116973,4028193,3.8048675,0.030170636,3.5390341,14.500334,0.09597298
224669434,224549309,4028193,3.818798,0.030045828,3.38296,14.485333,0.0877855
225269466,225143434,4028193,3.8400288,0.029860193,3.512871,14.455547,0.09485219
225669588,225521813,4028193,3.8543124,0.029737521,3.3673136,14.443641,0.087226406
226269529,226116550,4028193,3.8753886,0.029555235,3.3573694,14.425841,0.08681897
226669638,226548858,4028193,3.8877196,0.029434858,3.0708542,14.411096,0.072707444
227269788,227143536,4028193,3.9040525,0.029255847,3.0905504,14.390525,0.07374839
227659636,227518316,4028193,3.9177513,0.029137587,3.4549234,14.381697,0.09221981
228259728,228117615,4028193,3.9363916,0.028961865,2.9299538,14.364157,0.066404715
228659774,228515635,4028193,3.9504616,0.028845785,4.0261235,14.349625,0.1255137
229259773,229122126,4028193,3.9670904,0.028673287,2.1571689,14.329355,0.036082707
229660034,229556028,4028193,3.9813752,0.028559256,3.763319,14.314946,0.109928384
230269928,230166394,4028193,3.998763,0.028389664,2.7865329,14.292007,0.060366027
230659932,230537897,4028193,4.010237,0.028277522,2.5785828,14.280559,0.051733807
231269943,231151779,4028193,4.0277195,0.028110955,2.96669,14.266267,0.06854747
231659990,231536474,4028193,4.0384183,0.028000833,3.0286407,14.252082,0.071511306
232270081,232156547,4028193,4.055063,0.027837165,2.5689569,14.232297,0.051522404
232670006,232541905,4028193,4.0662456,0.02772894,2.584765,14.218232,0.052210037
233260128,233136582,4028193,4.0805893,0.027568033,1.9717588,14.206943,0.030406361
233670185,233569177,4028193,4.0904875,0.027461829,2.5644407,14.206837,0.051433425
234260261,234124317,4028193,4.1060348,0.027303962,2.422494,14.206678,0.045897637
234660283,234558410,4028193,4.115111,0.027199818,2.2943168,14.2093525,0.041161384
235260325,235153472,4028193,4.1289225,0.027045008,3.2925653,14.209197,0.08477284
235670328,235535697,4028193,4.1384244,0.026942767,2.4994931,14.209094,0.048853423
236260460,236144918,4028193,4.1536674,0.026790928,3.5951667,14.208941,0.10107269
236660499,236527210,4028193,4.1609373,0.026690612,2.4602203,14.208841,0.04733113
237250492,237118140,4028193,4.1774344,0.026541553,3.4569268,14.208692,0.09345096
237670567,237548311,4028193,4.1889577,0.026443154,3.1637173,14.208592,0.07827116
238260719,238156397,4028193,4.201082,0.02629689,1.812819,14.2056675,0.025704239
238670628,238538353,4028193,4.2041354,0.026200233,0.97942257,14.20557,0.007503071
239270674,239136614,4028193,4.2204604,0.02605661,2.9714732,14.205426,0.069063224
239660711,239514757,4028193,4.2283173,0.025961705,2.7438269,14.205331,0.058887016
240270814,240165621,4028193,4.2413116,0.025820753,2.6531415,14.205189,0.05505938
240680874,240547565,4028193,4.2479873,0.025727574,1.1291723,14.205095,0.009973183
241270919,241139362,4028193,4.257181,0.02558908,1.1565614,14.204957,0.010462969
241660885,241514207,4028193,4.265498,0.025497554,1.3668809,14.2048645,0.014614426
242070984,241969647,4028193,4.2703667,0.025406834,1.46591,14.204774,0.01680884
242671072,242560922,4028193,4.2764063,0.025271785,1.5239363,14.2046385,0.018166067
243271042,243146979,4028193,4.283149,0.025138142,2.2719617,14.204504,0.040376943
243661094,243527551,4028193,4.289109,0.02504982,1.8830643,14.201638,0.02774274
243861095,243744219,4028193,4.2906065,0.025005916,0.848609,14.198819,0.005635345
244671199,244555168,4028193,4.296226,0.02483175,1.6043549,14.198645,0.020142412
245261252,245142688,4028193,4.2989955,0.02470267,-1.2552814,14.195742,0.012333366
245651308,245523914,4028193,4.302492,0.024617372,0.66069555,14.198429,0.0034160165
246061325,245956265,4028193,4.304016,0.024532735,0.4116087,14.198344,0.0013258331
246661395,246551208,4028193,4.307709,0.0244068,1.4576297,14.198218,0.016627159
247261434,247146223,4028193,4.309959,0.02428216,0.43874788,14.198092,0.0015064599
247461453,247308557,4028193,4.3121123,0.024240848,1.2591367,14.198051,0.01240722
248271605,248128050,4028193,4.3150687,0.024077266,0.58289003,14.200663,0.0026584112
250251693,250097615,4028193,4.3139434,0.023677744,-0.31947422,14.194713,0.0007989186
250661753,250530688,4028193,4.3123903,0.023599483,-0.82277393,14.200183,0.005296935
251061770,250906945,4028193,4.3102174,0.023521695,-0.7692838,14.205661,0.0046288082
251861892,251733970,4028193,4.3116007,0.02336782,1.2371793,14.205506,0.011971982
252061882,251951524,4028193,4.31288,0.023329673,0.7776556,14.205468,0.004730168
252491931,252384254,4028193,4.3117833,0.023253758,-0.49653053,14.205392,0.0019283959
253071954,252925303,4028193,4.31025,0.023140678,-0.605618,14.210842,0.0028677098
253271977,253141601,4028193,4.313258,0.023103286,1.8475718,14.210805,0.026689565
253481993,253325014,4028193,4.3116436,0.023066025,-0.99351025,14.21634,0.0077146175
253872090,253765664,4028193,4.3105216,0.02299194,-0.080545425,14.227434,5.066554e-05
255862187,255722944,4028193,4.312832,0.02262911,1.2535415,14.257946,0.01224554
256072192,255939273,4028193,4.314472,0.02259347,1.0330772,14.252279,0.008320296
256482264,256376313,4028193,4.315624,0.022522526,0.962255,14.246584,0.007221495
257062291,256917361,4028193,4.317579,0.022416772,0.86913204,14.243669,0.0058926023
257272302,257133573,4028193,4.3199153,0.022381779,1.4843545,14.240827,0.017190859
257862420,257732520,4028193,4.320502,0.022277372,-0.70671463,14.237916,0.0038976173
258262479,258117674,4028193,4.321994,0.022208337,1.7881927,14.24908,0.024934424
258662506,258550673,4028193,4.3246737,0.022139836,1.836576,14.260274,0.026281334
259462631,259308070,4028193,4.3223023,0.022004152,-1.9729176,14.2856,0.030274492
