timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
218263988,218136638,0.012923536,0.011322399,0.016710969,1,0,0,0,0,0,0,0,0,0,0
219264075,219139138,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
220264166,220132615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
221264210,221135616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
222264258,222130616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
223264350,223136625,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
224254441,224126611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
225264491,225139614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
226264579,226139614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
227274729,227140615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
228264718,228131615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
229264803,229133622,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
230264905,230138619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
231264997,231139907,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
232275090,232140615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
233265133,233135616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
234265283,234134611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
235265313,235131612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
236265489,236135614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
237245507,237119612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
238265617,238133614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
239265763,239138621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
240265783,240136635,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
241265923,241139625,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
242275958,242143614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
243266107,243138615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
244266155,244139610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
245266232,245134612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
246256342,246129612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
247266491,247132621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
248266525,248138658,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
249266630,249138608,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
250256825,250122609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
251266814,251137612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
252256904,252130611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
253276997,253143616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
254267133,254137041,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
255267198,255138612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
256267313,256137730,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
257267523,257140612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
258257562,258130612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
259257731,259127630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
260257908,260129621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
261267956,261138615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
262268037,262138000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
263248185,263123084,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
264258244,264133407,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
265268416,265138636,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
266258379,266133785,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
267258435,267128615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
268268524,268135615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
269258502,269133616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
270268839,270134611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
271258722,271133678,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
272268840,272138886,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
273259114,273132613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
274259078,274131615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
275259129,275131611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
276249337,276117634,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
277249304,277123613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
278259627,278125650,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
279259508,279127611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
280259589,280128611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
281259714,281129669,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
282249816,282124837,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
283259936,283131616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
284269976,284136609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
285260084,285133609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
286260181,286132610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,1
287270302,287137614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
288260380,288129619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
289250452,289121613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
290260593,290131614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
291260685,291128609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
292260771,292131618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
293270934,293137618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
294260995,294132616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
295261019,295132614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
296261234,296135633,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
297261192,297136612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
298261370,298129614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
299261406,299133615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
300261608,300131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
301261538,301128731,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
302251673,302121630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
303271763,303138611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
304271944,304138614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
305281896,305147610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
306262030,306132616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
307262158,307131621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
308262243,308134610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
309262419,309128611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
310262400,310130614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
311262472,311131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
312262495,312131616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
313262579,313131610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
314262867,314131612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
315252735,315122631,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
316262839,316135630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
317262885,317131608,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
318263006,318128613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
319253088,319126612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
320263178,320131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
321263213,321130624,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
322253295,322125616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
323253369,323125612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
324253541,324126612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
325263595,325129637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
326263623,326130637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
327263853,327131610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
328243780,328116616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
329263833,329133770,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
330253967,330127611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
331263986,331131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
332264138,332131612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
333264133,333133615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
334254309,334129637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
335264284,335130621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
336254387,336129616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
337254478,337126710,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
338264576,338131688,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
339254702,339125610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
340264823,340134612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
341254806,341125633,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
342254883,342125614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
343264908,343132622,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
344265004,344130611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
345265224,345135611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
346255234,346129630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
347265201,347133612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
348255675,348126613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
349255543,349125622,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
350255574,350123613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
351255586,351129615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
352245690,352120621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
353265718,353135665,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
354235821,354109614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
355245920,355119615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
356246112,356119615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
357246041,357119610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
358256066,358125983,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
359256133,359126626,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
360256217,360128614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
361256307,361125613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
362256360,362125615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
363266532,363134662,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
364256464,364129610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
365266523,365135610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
366256756,366123632,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
367246663,367113619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
368256823,368130613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
369256851,369125612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
370246993,370120612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
371257125,371128614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
372247070,372120649,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
373247120,373119617,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
374257191,374126610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
375267245,375134618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
376247298,376121611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
377257408,377128653,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
378247495,378120612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
379247504,379118612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
380237596,380109613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
381257651,381128611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
382247714,382118613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
383277824,383144615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
384258086,384123621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
385248087,385119613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
386248031,386118184,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
387248322,387123153,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
388260727,388124616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
389248232,389121614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
390258295,390124609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
391258425,391128610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
392258434,392125915,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
393248513,393124011,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
394258550,394127611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
395258637,395129610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
396248847,396123792,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
