timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,yaw_acceptance,altitude_acceptance,type
283139903,0.38489616,-0.022470968,-0.9513015,-0.89197254,3.163054,163.73721,40.259327,nan,0.0,0
283640114,0.30039328,-0.018436834,-0.9020677,-0.8803401,1.1809944,153.64539,40.156227,nan,0.0,0
284139956,0.17743674,-0.012100942,-0.87556046,-0.8734647,0.11641346,143.50928,40.04578,nan,0.0,0
284619977,0.09016785,-0.00919535,-0.8661882,-0.87073135,-0.25723466,133.82458,39.78761,nan,0.0,0
285140113,0.041138966,-0.004697099,-0.865377,-0.87032586,-0.2874614,123.4959,39.50609,nan,0.0,0
285640086,0.011953491,-0.0028624346,-0.8689976,-0.87139076,-0.14351408,113.655785,39.255745,nan,0.0,0
286140171,-0.009187535,0.00084678014,-0.8729801,-0.8727766,0.012794745,103.90499,39.16693,nan,0.0,0
286640255,-0.004389531,0.003558149,-0.8769315,-0.87442625,0.16717018,94.29924,39.076637,nan,0.0,0
287140217,0.011507593,0.0053827786,-0.8786891,-0.8754338,0.23552984,84.71476,39.02373,nan,0.0,0
287620269,0.011318094,0.008790712,-0.87861997,-0.87573624,0.23295069,75.565834,39.043255,nan,0.0,0
288120470,0.0142153045,0.01328089,-0.8778683,-0.8757434,0.20395371,66.00694,39.110374,nan,0.0,0
288620358,0.025029227,0.0150628155,-0.87576425,-0.874812,0.12189204,56.470657,39.184418,nan,0.0,0
289140447,0.031813383,0.017090006,-0.87257206,-0.8725847,-0.0032015403,46.4916,39.29819,nan,0.0,0
289640496,0.05324694,0.019625911,-0.8611403,-0.76044923,4.717947,240.80695,39.31795,nan,0.0,0
290140577,0.13633575,0.018846275,-0.8259083,-0.75524116,3.3275795,231.32349,39.171013,nan,0.0,0
290640590,0.1440472,0.017038936,-0.7934756,-0.75004745,2.039171,221.8533,38.77073,nan,0.0,0
291140672,0.12344193,0.016697293,-0.7679575,-0.74574053,1.0380948,212.51527,38.308247,nan,0.0,0
291620636,0.104117624,0.017094545,-0.7503615,-0.742627,0.3605447,203.5503,37.929665,nan,0.0,0
292120719,0.06837431,0.017091885,-0.73853874,-0.7404064,-0.08730561,194.30301,37.68048,nan,0.0,0
292620753,0.035748642,0.019204902,-0.7331112,-0.739281,-0.29147366,185.08556,37.63624,nan,0.0,0
293140780,0.023265881,0.02152767,-0.7304418,-0.73861873,-0.39269614,175.54237,37.70937,nan,0.0,0
293640864,0.022657527,0.021225905,-0.72947544,-0.73826706,-0.43045497,166.28256,37.825375,nan,0.0,0
294140906,0.015804045,0.01782807,-0.7290866,-0.7380258,-0.44442827,157.04301,37.762913,nan,0.0,0
294640956,0.009616626,0.011483495,-0.729976,-0.738085,-0.40940505,147.7615,37.630787,nan,0.0,0
295120984,0.0305565,0.01348502,-0.73022485,-0.73797846,-0.39968044,138.90814,37.596706,nan,0.0,0
295621043,0.030179696,0.013895587,-0.7291667,-0.73746926,-0.43918195,129.68744,37.57301,nan,0.0,0
296121125,0.02617136,0.017564826,-0.7277522,-0.73676944,-0.4925244,120.531334,37.588234,nan,0.0,0
296621142,0.02107306,0.018889386,-0.7269971,-0.73617625,-0.5209607,111.32952,37.59227,nan,0.0,0
297141169,0.04230578,0.017068898,-0.7250889,-0.73504585,-0.5914225,101.796776,37.51209,nan,0.0,0
297641244,0.037725646,0.014944876,-0.7236838,-0.73391265,-0.64320004,92.63934,37.458252,nan,0.0,0
298121230,0.033309784,0.014183427,-0.72286904,-0.73285234,-0.6708623,83.82392,37.29977,nan,0.0,0
298621365,0.029044399,0.014572255,-0.72278744,-0.73186743,-0.67160165,74.72097,37.17213,nan,0.0,0
299121308,0.025992587,0.012161577,-0.72332597,-0.73095953,-0.6490419,65.586464,37.0268,nan,0.0,0
299621558,0.041783553,0.013176716,-0.7239567,-0.7297867,-0.6257919,56.53672,37.033043,nan,0.0,0
300121408,0.045651488,0.011005554,-0.7232742,-0.7271812,-0.649016,47.46331,36.916412,nan,0.0,0
300641512,0.02971723,0.012906437,-0.7234992,-0.7241036,-0.63797724,38.08546,36.759075,nan,0.0,0
301141495,0.72617984,0.011674109,-0.029812455,0.42257,29.004957,88.73125,36.596066,nan,0.0,0
301621572,0.87266463,0.009212274,0.15232068,0.51247615,20.48076,85.08388,36.100494,nan,0.0,0
302121618,0.87266463,-0.0013582315,0.3996583,0.60208315,12.299618,80.44698,35.298004,nan,0.0,0
302621642,0.7006682,-0.022014285,0.5839497,0.67552197,5.9104934,73.91017,34.607788,nan,0.0,0
303121732,0.6305835,-0.031272557,0.7112093,0.7322284,1.5436394,66.1213,34.804085,nan,0.0,0
303621759,0.45531175,-0.03499321,0.78651613,0.77428627,-1.0816286,57.813095,34.96442,nan,0.0,0
304121759,0.32840303,-0.027610006,0.8223421,0.8035983,-2.3560917,49.08143,35.31499,nan,0.0,0
304641939,0.14141236,-0.020021895,0.82775736,0.8198917,-2.5602987,39.835815,35.501205,nan,0.0,0
305121851,0.37349346,-0.041947123,1.9852004,2.6662583,29.145864,279.86838,35.6254,nan,0.0,0
305621921,0.87266463,-0.08334319,2.1185575,2.6963675,20.918203,282.0939,34.472847,nan,0.0,0
306122079,0.87266463,0.00014455654,2.4024348,2.7261252,12.600929,283.49225,35.01291,nan,0.0,0
306622101,0.87266463,-0.0032481402,2.6660683,2.756912,3.8640924,282.53558,37.037094,nan,0.0,0
307122023,0.87266463,-0.018474482,2.8827221,2.7860873,-4.316116,278.4983,38.57175,nan,0.0,0
307622196,0.87266463,-0.08494187,3.048858,2.8103461,-10.795687,271.61084,39.30111,nan,0.0,0
308122104,0.87266463,-0.11415772,-3.1219609,2.8272552,-14.891056,262.925,39.107086,nan,0.0,0
308642194,0.78399765,-0.13022184,-3.069143,2.8353662,-16.383167,253.0917,38.18373,nan,0.0,0
309122245,0.454334,-0.13874157,-3.0829885,2.833644,-15.383314,244.12793,36.93344,nan,0.0,0
309622224,0.07858316,-0.1406095,3.139448,2.825605,-12.937577,235.27849,35.88275,nan,0.0,0
310122302,-0.16854437,-0.13478018,3.0519493,2.8137856,-9.798391,226.90254,35.28882,nan,0.0,0
310622303,-0.26466185,-0.12658638,2.963886,2.8012908,-6.7162485,218.7919,34.963024,nan,0.0,0
311122390,-0.2438992,-0.122028805,2.8917165,2.7903733,-4.1674123,210.65355,34.489384,nan,0.0,0
311622446,-0.19015712,-0.11831773,2.8392193,2.7821662,-2.3440955,202.47723,34.182137,nan,0.0,0
312122474,-0.15001522,-0.112681255,2.8046691,2.7765074,-1.149715,194.25923,33.74216,nan,0.0,0
312622664,-0.08551754,-0.11150191,2.783945,2.772999,-0.44839785,186.04114,33.573483,nan,0.0,0
313122532,-0.052225307,-0.10888009,2.7749817,2.7714024,-0.14476326,177.94797,32.95372,nan,0.0,0
313622574,-0.006147057,-0.101568535,2.772892,2.7710316,-0.075206615,169.86635,32.65582,nan,0.0,0
314122631,0.03698267,-0.09784387,2.777419,2.771963,-0.22240877,161.88126,32.56266,nan,0.0,0
314622692,0.02822706,-0.094628364,2.773396,2.773396,73.9043,153.9043,32.510757,nan,0.0,2
315122686,0.036849163,-0.092795864,2.775102,2.775102,65.95889,145.9589,32.355927,nan,0.0,2
315622762,0.01945879,-0.08861344,2.776752,2.776752,58.07097,138.07097,32.29952,nan,0.0,2
316122813,0.00803911,-0.085586086,2.77805,2.77805,50.139038,130.13902,32.268692,nan,0.0,2
316622791,0.030670382,-0.08459782,2.7793086,2.7793086,42.270317,122.27032,32.17191,nan,0.0,2
317122985,0.02174684,-0.08343041,2.7808511,2.7808511,34.523247,114.52324,31.718517,nan,0.0,2
317622947,0.2766442,-0.08120975,2.781776,2.781776,26.839417,106.83941,31.353392,nan,0.0,2
318123073,0.63557494,-0.07699244,2.780591,2.780591,19.21386,99.21385,31.03143,nan,0.0,2
318622963,0.21948609,-0.07476828,2.769531,2.770226,0.033278752,91.7258,31.459736,nan,0.0,0
319123191,-0.65357816,-0.0768476,2.6986876,2.7436051,2.278175,84.4381,31.712057,nan,0.0,0
319623042,-0.81448925,-0.08115798,2.605849,2.7041852,5.142325,77.49717,31.356506,nan,0.0,0
320123117,-0.80083,-0.023102526,2.5090477,2.6575768,7.9699554,70.67337,30.823254,nan,0.0,0
320623126,-0.5548586,0.01568551,2.4682486,2.622195,9.391204,63.51851,31.54003,nan,0.0,0
321123238,-0.1326575,0.040385652,2.4936638,2.6113713,8.836045,55.73179,32.319214,nan,0.0,0
321623222,0.18088852,0.054020125,2.5597975,2.6248126,6.9221363,47.653217,33.083252,nan,0.0,0
322113478,0.29100507,0.059094742,2.6355283,2.6544306,4.580997,39.526302,34.021435,nan,0.0,0
322623291,0.2749827,0.06696837,2.7020729,2.7377884,2.1420145,84.75589,35.141968,nan,0.0,0
323123386,0.16241728,0.06789748,2.7429395,2.7534647,0.7297615,76.02366,36.26471,nan,0.0,0
323623349,0.06503964,0.061052572,2.7602153,2.761499,0.10484615,66.991684,36.806656,nan,0.0,0
324133464,0.013440782,0.053533275,2.7653272,2.7645018,-0.08298449,57.711136,36.66343,nan,0.0,0
324633507,0.022572339,0.044458807,2.7658212,2.7651203,-0.100206174,48.72801,36.341187,nan,0.0,0
325133533,-0.00841867,0.03429521,2.7647746,2.7646024,-0.06125777,39.818077,35.808933,nan,0.0,0
325633569,-0.02810869,0.03549851,2.7576683,2.7276022,-1.2847427,197.58614,35.14058,nan,0.0,0
326133634,-0.022973286,0.04181997,2.7472517,2.72591,-0.90885943,188.95796,34.75725,nan,0.0,0
326633596,-0.017905116,0.047322724,2.7388647,2.724513,-0.6157889,180.41699,34.66583,nan,0.0,0
327133654,-0.010268126,0.049759604,2.7323837,2.7233946,-0.39451212,171.92422,34.96359,nan,0.0,0
327633859,0.007373132,0.057414018,2.7289245,2.722789,-0.2758472,163.31915,35.254677,nan,0.0,0
328133773,-0.014567507,0.05923157,2.72649,2.7223406,-0.19190851,154.68538,35.605732,nan,0.0,0
328633753,0.0027947368,0.056265052,2.7239692,2.7218103,-0.10361252,145.88026,36.113007,nan,0.0,0
329133853,-0.00618074,0.049657278,2.7232046,2.7216556,-0.07611104,136.98474,36.164703,nan,0.0,0
329633835,-0.007374496,0.042609878,2.7215583,2.7212286,-0.016460702,128.1426,35.92297,nan,0.0,0
330133901,0.0054914965,0.036765594,2.7210307,2.7210793,0.0024640348,119.325935,35.568638,nan,0.0,0
330633930,0.016903888,0.029100383,2.7226818,2.7216022,-0.055534974,110.602325,35.11193,nan,0.0,0
331133967,0.007927461,0.023553653,2.7239172,2.7220562,-0.09751863,102.00605,34.61684,nan,0.0,0
331634013,-0.006930637,0.01962344,2.7240276,2.7221613,-0.099348925,93.604225,33.93667,nan,0.0,0
332134008,-0.015410602,0.018426524,2.7233813,2.721994,-0.07623711,85.28446,33.42072,nan,0.0,0
332634133,-0.006348695,0.022692742,2.7223146,2.7216203,-0.04013131,77.142426,33.041576,nan,0.0,0
333134131,-0.013677483,0.025665304,2.7205374,2.720832,0.018497512,69.05118,32.876987,nan,0.0,0
333634205,0.0010932721,0.031132149,2.7192326,2.7200947,0.061354443,61.028214,32.85402,nan,0.0,0
334134240,0.008601216,0.039641984,2.7199152,2.7203584,0.03925471,52.92584,33.129025,nan,0.0,0
334634260,0.009876169,0.047960322,2.72198,2.7217622,-0.029604541,44.72355,33.64828,nan,0.0,0
335134312,0.007841039,0.05416275,2.723291,2.723171,-0.075395055,36.405445,34.413006,nan,0.0,0
335634346,0.0052955016,0.111453354,2.7230754,2.7210438,-0.24948312,50.000706,35.533287,nan,0.0,0
336134336,-0.0048599592,0.050271105,2.72122,2.720643,-0.18901436,41.189903,36.589996,nan,0.0,0
336634362,-0.21795896,0.08860315,1.256995,1.256995,0.4643631,75.46436,37.053757,nan,0.0,2
337134468,-0.3527921,0.12813403,1.134469,1.134469,-0.13828278,74.86172,37.879738,nan,0.0,2
337634439,-0.4020796,0.14004968,1.0078857,1.0078857,-0.26674652,74.73325,38.69383,nan,0.0,2
338134538,-0.36534384,0.14079353,0.8795354,0.8795354,-0.37483215,74.62517,39.22799,nan,0.0,2
338634518,-0.4369032,0.14057054,0.7484027,0.7484027,-0.46933746,74.53066,39.980278,nan,0.0,2
339134592,-0.48251384,0.13821352,0.61484265,0.61484265,-0.3848343,74.61517,40.59477,nan,0.0,2
339634629,-0.48194245,0.1344457,0.47988656,0.47988656,-0.2373352,74.762665,40.64816,nan,0.0,2
340134646,-0.46891525,0.12810397,0.34532812,0.34532812,-0.12450409,74.875496,40.36406,nan,0.0,2
340634897,-0.459336,0.11269717,0.21252988,0.21252988,-0.10752869,74.89247,40.093536,nan,0.0,2
341134715,-0.5202423,0.10967761,0.079911225,0.079911225,0.027763367,75.02776,40.156284,nan,0.0,2
341634848,-0.52017707,0.10885007,-0.050874136,-0.050874136,0.2914505,75.29145,39.85607,nan,0.0,2
342134790,-0.435144,0.10519154,-0.17980374,-0.17980374,0.3252411,75.32524,39.245075,nan,0.0,2
342635003,-0.41789636,0.10089581,-0.30714542,-0.30714542,0.1273346,75.127335,38.9432,nan,0.0,2
343134860,-0.45819443,0.10479845,-0.43341532,-0.43341532,0.017433167,75.01743,39.020363,nan,0.0,2
343635081,-0.4752096,0.11042387,-0.56063604,-0.56063604,0.050064087,75.050064,39.12003,nan,0.0,2
344134981,-0.44317475,0.11132183,-0.6865806,-0.6865806,0.0021514893,75.002144,38.96883,nan,0.0,2
344635038,-0.43001455,0.11605167,-0.8132886,-0.8132886,-0.10925293,74.89075,38.814747,nan,0.0,2
345135004,-0.41197795,0.117241696,-0.9392154,-0.9392154,-0.26545715,74.73454,38.520912,nan,0.0,2
345635264,-0.4212831,0.12002271,-1.06503,-1.06503,-0.40257263,74.59743,38.493385,nan,0.0,2
346135097,-0.42621928,0.12552336,-1.1926489,-1.1926489,-0.47283936,74.52715,38.442772,nan,0.0,2
346635235,-0.3627718,0.12470918,-1.3183645,-1.3183645,-0.59049225,74.40951,38.037037,nan,0.0,2
347135292,-0.34721544,0.12108476,-1.4444237,-1.4444237,-0.81230927,74.18768,37.83031,nan,0.0,2
347635312,-0.40435088,0.12162225,-1.5689967,-1.5689967,-0.94558716,74.05441,37.848595,nan,0.0,2
348135243,-0.4057968,0.12247213,-1.6941063,-1.6941063,-0.9591675,74.04083,37.73935,nan,0.0,2
348635313,-0.43178302,0.12316163,-1.8199528,-1.8199528,-0.8634262,74.13657,37.82595,nan,0.0,2
349135332,-0.41329864,0.12424745,-1.9438429,-1.9438429,-0.7805252,74.219475,37.716805,nan,0.0,2
349635424,-0.390938,0.08951826,-2.0671806,-2.0671806,-0.84802246,74.15198,37.61893,nan,0.0,2
350135382,-0.4355939,0.047402233,-2.1914196,-2.1914196,-0.8503647,74.149635,37.83907,nan,0.0,2
350635545,-0.42946953,0.032765172,-2.3149643,-2.3149643,-0.78577423,74.214226,37.805088,nan,0.0,2
351135456,-0.45059827,0.02295881,-2.4389935,-2.4389935,-0.69117737,74.30882,37.886475,nan,0.0,2
351635522,-0.43629733,0.017740937,-2.5632362,-2.5632362,-0.5834732,74.41653,37.865326,nan,0.0,2
352135670,-0.4276277,0.01589873,-2.687077,-2.687077,-0.5549469,74.44505,37.991867,nan,0.0,2
352635663,-0.4218823,0.013763512,-2.812441,-2.812441,-0.5620117,74.43798,38.288128,nan,0.0,2
353135606,-0.42824146,0.014172631,-2.9389393,-2.9389393,-0.55506134,74.44494,38.62205,nan,0.0,2
353635793,-0.43349212,0.014682567,-3.067192,-3.067192,-0.5811157,74.41889,38.944145,nan,0.0,2
354135679,-0.43911102,0.014973758,3.0866833,3.0866833,-0.6419983,74.358,39.2357,nan,0.0,2
354635716,-0.43962196,0.011694349,2.9560952,2.9560952,-0.665329,74.33467,39.59005,nan,0.0,2
355135834,-0.45152092,0.007990837,2.8250499,2.8250499,-0.6871948,74.312805,39.833645,nan,0.0,2
355635789,-0.45473304,0.004530054,2.6925716,2.6925716,-0.6835251,74.316475,40.1418,nan,0.0,2
356135893,-0.48362294,0.0052014855,2.5591273,2.5591273,-0.628479,74.37152,40.650288,nan,0.0,2
356635881,-0.4764666,0.0061539724,2.4242082,2.4242082,-0.55368805,74.44632,41.17094,nan,0.0,2
357135946,-0.48506275,0.006638416,2.2875361,2.2875361,-0.5678253,74.432175,41.727207,nan,0.0,2
357635968,-0.49665555,0.008756412,2.149365,2.149365,-0.5982437,74.40176,42.332096,nan,0.0,2
358135973,-0.4926695,0.0071920976,2.0089726,2.0089726,-0.6798096,74.32019,42.78771,nan,0.0,2
358636153,-0.49822113,0.0035986623,1.8678147,1.8678147,-0.784317,74.21568,42.994057,nan,0.0,2
359136034,-0.4937091,0.00038416038,1.72502,1.72502,-0.81275177,74.18725,43.277576,nan,0.0,2
359636144,-0.44701526,-0.011886321,1.5816765,1.5816765,-0.95638275,74.043625,42.988197,nan,0.0,2
360136117,-0.48776707,-0.019094398,1.4382956,1.4382956,-1.081192,73.91881,42.719307,nan,0.0,2
360636149,-0.49034005,-0.02465761,1.2954165,1.2954165,-1.018425,73.981575,42.472954,nan,0.0,2
361136187,-0.5330422,-0.02170392,1.1545205,1.1545205,-0.8881073,74.11189,42.108376,nan,0.0,2
361636260,-0.50271124,-0.026683178,1.0148189,1.0148189,-0.7603531,74.239655,41.70678,nan,0.0,2
362136292,-0.4416213,-0.031771395,0.8768971,0.8768971,-0.8008194,74.19918,41.207497,nan,0.0,2
362636331,-0.38807818,-0.041916605,0.74018675,0.74018675,-0.9879532,74.01205,40.925552,nan,0.0,2
363136333,-0.46434426,-0.04571,0.6041758,0.6041758,-1.124588,73.87541,40.822716,nan,0.0,2
363636517,-0.51868874,-0.042125754,0.46906123,0.46906123,-0.9252243,74.074776,40.320225,nan,0.0,2
364136427,-0.4448413,-0.038828492,0.33595943,0.33595943,-0.7972107,74.20279,39.568764,nan,0.0,2
364636472,-0.40166643,-0.036449283,0.2055051,0.2055051,-0.8043518,74.195656,39.144695,nan,0.0,2
365136611,-0.39578068,-0.031316243,0.07608935,0.07608935,-0.91426086,74.08575,38.741016,nan,0.0,2
365636523,-0.41715586,-0.023583194,-0.051962316,-0.051962316,-0.9651489,74.03485,38.47461,nan,0.0,2
366136567,-0.42685056,-0.0119587425,-0.18020669,-0.18020669,-0.94538116,74.05462,38.070324,nan,0.0,2
366636665,-0.3794691,-0.0050406577,-0.30558226,-0.30558226,-0.9526901,74.04731,37.682022,nan,0.0,2
367136688,-0.35309732,0.00015818556,-0.43039688,-0.43039688,-1.0589447,73.941055,37.5196,nan,0.0,2
367636687,-0.36360326,0.0072919345,-0.554434,-0.554434,-1.1786728,73.82133,37.347713,nan,0.0,2
368136817,-0.34800327,0.010253077,-0.6782963,-0.6782963,-1.2601776,73.73982,37.215485,nan,0.0,2
368636771,-0.37172294,0.013858477,-0.8016,-0.8016,-1.319046,73.680954,37.034485,nan,0.0,2
369136792,-0.3543723,0.010814121,-0.92335963,-0.92335963,-1.311142,73.68886,36.626564,nan,0.0,2
369636786,-0.30641577,0.0024852399,-1.0445689,-1.0445689,-1.4392929,73.56071,36.21923,nan,0.0,2
370137104,-0.3291048,-0.0056510433,-1.1648859,-1.1648859,-1.60466,73.39534,36.01408,nan,0.0,2
370636867,-0.397573,-0.0052308156,-1.2860112,-1.2860112,-1.5270691,73.47293,35.960598,nan,0.0,2
371136954,-0.38423383,-0.0033875261,-1.4047279,-1.4047279,-1.2633362,73.73666,35.506542,nan,0.0,2
371637076,-0.34180647,-0.006122353,-1.5221026,-1.5221026,-1.101799,73.8982,35.227657,nan,0.0,2
372137112,-0.34283113,-0.0063750194,-1.6389219,-1.6389219,-1.0615234,73.93848,35.237194,nan,0.0,2
372637008,-0.35122356,-0.0052789273,-1.7566264,-1.7566264,-1.0626221,73.93738,35.24368,nan,0.0,2
373137135,-0.35437092,-0.004493975,-1.8732659,-1.8732659,-1.0406876,73.95931,35.291725,nan,0.0,2
373637101,-0.37164792,-0.0019103371,-1.9908783,-1.9908783,-0.959465,74.040535,35.39659,nan,0.0,2
374137193,-0.3695539,-0.001530812,-2.1085238,-2.1085238,-0.84519196,74.15481,35.537464,nan,0.0,2
374637142,-0.3709103,0.0018265598,-2.2268403,-2.2268403,-0.73244476,74.26755,35.682064,nan,0.0,2
375137258,-0.3841748,0.007025059,-2.3456247,-2.3456247,-0.6222687,74.37773,35.945312,nan,0.0,2
375637211,-0.38667038,0.010616992,-2.4643917,-2.4643917,-0.5362625,74.46373,36.14598,nan,0.0,2
376137252,-0.38445443,0.011973632,-2.584046,-2.584046,-0.47459412,74.525406,36.366234,nan,0.0,2
376637424,-0.3656114,0.012065858,-2.7040253,-2.7040253,-0.49150085,74.50849,36.566692,nan,0.0,2
377137377,-0.36596093,0.012972332,-2.8256638,-2.8256638,-0.56170654,74.4383,36.8669,nan,0.0,2
377637338,-0.39048398,0.015070443,-2.9473746,-2.9473746,-0.5950928,74.40491,37.179905,nan,0.0,2
378137560,-0.40499812,0.016828867,-3.071052,-3.071052,-0.6023178,74.39769,37.53297,nan,0.0,2
378637412,-0.3993934,0.01701463,3.0883157,3.0883157,-0.62480164,74.3752,37.8887,nan,0.0,2
379137447,-0.3911417,0.015085075,2.9621682,2.9621682,-0.707077,74.29292,38.217064,nan,0.0,2
379637515,-0.40938675,0.014839427,2.8355114,2.8355114,-0.75476074,74.24523,38.61394,nan,0.0,2
380137513,-0.42471343,0.013867385,2.7067065,2.7067065,-0.7508087,74.2492,39.11106,nan,0.0,2
380637554,-0.4494471,0.011160551,2.5762715,2.5762715,-0.7178726,74.282135,39.742455,nan,0.0,2
381137584,-0.4694149,0.013084487,2.4436877,2.4436877,-0.62882996,74.37117,40.22837,nan,0.0,2
381637642,-0.49085385,0.015818205,2.3105686,2.3105686,-0.5761719,74.42383,40.820732,nan,0.0,2
382137679,-0.50319463,0.021046786,2.1746407,2.1746407,-0.4803238,74.51968,41.587845,nan,0.0,2
382637739,-0.47338036,0.019745119,2.0374918,2.0374918,-0.51493835,74.485054,42.087334,nan,0.0,2
383137901,-0.44192496,0.019046253,1.898136,1.898136,-0.66018677,74.33981,42.149796,nan,0.0,2
383637878,-0.10521707,0.0,-1.1006198,-1.309379,-36.89295,67.668465,41.37007,nan,0.0,0
384137937,0.7675557,0.0,-1.1006198,-1.1677302,-45.87298,69.70632,38.751312,nan,0.0,0
384637909,0.87266463,0.0,-1.1006198,-1.0442017,-54.40103,72.938515,36.30427,nan,0.0,0
385137957,0.87266463,0.0,-1.1006198,-0.9354855,-61.720413,75.84973,33.123493,nan,0.0,0
385638133,0.87266463,0.0,-1.1006198,-0.8375637,-66.60234,76.85048,28.816292,nan,0.0,0
386138017,0.87266463,0.0,-1.1006198,-0.75167114,-68.802055,75.91915,24.918476,nan,0.0,0
386638052,0.5497554,0.0,-1.1006198,-0.68281555,-68.457,73.35795,21.090895,nan,0.0,0
387138101,0.26179382,0.0,-1.1006198,-0.63183933,-66.41673,69.890945,19.006859,nan,0.0,0
387418183,0.16937418,0.0,-1.1006198,-0.60851383,-64.8998,67.79502,18.26688,nan,0.0,0
