timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
278831622,1693632422400309,366616313,1263440481,58101,75760,0.287,0.022403046,0.9620001,1.4610001,0.62,0.93,97,86,19.053001,5.6920004,-18.183,-1.4890001,5.0157375,0,nan,0.0,3,0,1,18,0
279242614,1693632422800309,366616401,1263439630,58603,76262,0.363,0.015981456,0.9710001,1.475,0.63,0.93,97,97,19.542002,-0.418,-19.538,-1.126,4.6910043,0,nan,0.0,3,0,1,17,0
279837614,1693632423400310,366616175,1263438337,58771,76430,0.30600002,0.009667902,0.98,1.4890001,0.62,0.93,97,97,19.990002,-7.1010003,-18.686,0.509,4.349227,0,nan,0.0,3,0,1,18,0
280243613,1693632423800310,366615893,1263437516,58138,75796,0.30200002,0.008949699,0.98100007,1.496,0.62,0.93,97,81,20.092001,-8.103001,-18.385,2.7440002,4.297245,0,nan,0.0,3,0,1,18,0
280836621,1693632424400310,366615467,1263436262,56259,73917,0.298,0.009745918,0.984,1.4990001,0.64,0.94,97,81,20.696001,-6.9950004,-19.478,3.0830002,4.3676033,0,nan,0.0,3,0,1,17,0
281244669,1693632424800310,366615270,1263435364,55305,72963,0.275,0.011485662,0.98700005,1.4970001,0.64,0.94,97,95,21.037,-3.5540001,-20.734001,1.9100001,4.5426517,0,nan,0.0,3,0,1,17,0
281839801,1693632425400310,366615212,1263433946,54573,72231,0.21700001,0.010998716,0.989,1.493,0.61,0.94,97,95,20.917002,1.4380001,-20.868002,1.0020001,4.781168,0,nan,0.0,3,0,1,18,0
282239837,1693632425800310,366615300,1263433012,54316,71973,0.22900002,0.012858887,0.99000007,1.4920001,0.59,0.93,97,95,20.815,3.7800002,-20.469002,0.75000006,4.89502,0,nan,0.0,3,0,1,19,0
282841613,1693632426400311,366615602,1263431663,54052,71709,0.27100003,0.018587232,0.99500006,1.498,0.59,0.93,97,95,20.937,7.564,-19.523,0.43300003,5.082005,0,nan,0.0,3,0,1,19,0
283246614,1693632426800311,366615906,1263430814,54140,71797,0.23300001,0.015438832,1.003,1.503,0.59,0.93,97,101,20.675001,9.508,-18.359001,0.45000002,5.1902566,0,nan,0.0,3,0,1,19,0
283846614,1693632427400311,366616459,1263429620,54035,71691,0.22700001,0.01617187,1.008,1.5100001,0.59,0.93,97,101,20.427,11.237,-17.059,0.869,5.2948785,0,nan,0.0,3,0,1,19,0
284251612,1693632427800311,366616877,1263428871,53878,71534,0.215,0.01393401,1.0120001,1.5130001,0.59,0.93,97,96,20.261002,12.221001,-16.16,0.307,5.3598886,0,nan,0.0,3,0,1,19,0
284862613,1693632428400311,366617549,1263427804,53788,71444,0.20700002,0.013304121,1.013,1.516,0.59,0.93,97,96,19.978,12.858001,-15.290001,0.266,5.4116035,0,nan,0.0,3,0,1,19,0
285248612,1693632428800311,366618007,1263427119,53819,71475,0.20700002,0.0115272,1.0120001,1.5150001,0.59,0.93,97,77,19.761002,12.910001,-14.961,0.067,5.424313,0,nan,0.0,3,0,1,19,0
285849613,1693632429400311,366618700,1263426126,53808,71464,0.223,0.012381016,1.013,1.5170001,0.62,0.93,97,77,19.427,12.773001,-14.6380005,0.155,5.429848,0,nan,0.0,3,0,1,18,0
286247612,1693632429800312,366619155,1263425471,53712,71367,0.216,0.011827049,1.0120001,1.5180001,0.65,0.94,97,95,19.27,12.7300005,-14.467001,0.264,5.434008,0,nan,0.0,3,0,1,17,0
286852626,1693632430400312,366619833,1263424497,53607,71262,0.201,0.012922243,1.011,1.5200001,0.62,0.93,97,95,19.167002,12.574,-14.466001,0.17300001,5.4279203,0,nan,0.0,3,0,1,18,0
287252613,1693632430800312,366620277,1263423836,53612,71267,0.20600002,0.011410264,1.0090001,1.5200001,0.59,0.93,98,95,19.101002,12.378,-14.548,0.18900001,5.417365,0,nan,0.0,3,0,1,19,0
287844613,1693632431400312,366620935,1263422843,53726,71381,0.21700001,0.01159108,1.005,1.521,0.59,0.93,98,95,19.119001,12.39,-14.561001,0.272,5.4173985,0,nan,0.0,3,0,1,19,0
288244619,1693632431800312,366621374,1263422184,53692,71347,0.20600002,0.011915187,1.0040001,1.5220001,0.62,0.93,98,99,19.128,12.287001,-14.659,0.36,5.4099736,0,nan,0.0,3,0,1,18,0
288846613,1693632432400312,366622028,1263421185,53691,71345,0.202,0.011492294,1.0020001,1.5220001,0.61,0.94,98,99,19.231,12.282001,-14.798,0.106000006,5.4051375,0,nan,0.0,3,0,1,18,0
289236613,1693632432800312,366622463,1263420515,53815,71469,0.208,0.0119261835,1.0,1.524,0.59,0.93,98,97,19.160002,12.200001,-14.774001,-0.15900001,5.4026694,0,nan,0.0,3,0,1,19,0
289846614,1693632433400313,366623118,1263419517,53764,71418,0.209,0.012007167,0.9990001,1.5270001,0.61,0.94,98,97,19.222,12.338,-14.740001,0.26200002,5.4093385,0,nan,0.0,3,0,1,18,0
290246612,1693632433800313,366623551,1263418844,53843,71497,0.20700002,0.011852006,0.99700004,1.5270001,0.59,0.93,98,86,19.085001,12.152,-14.716001,-0.287,5.402636,0,nan,0.0,3,0,1,19,0
290842637,1693632434400313,366624209,1263417872,53983,71637,0.20600002,0.011786558,0.99700004,1.5320001,0.61,0.94,98,86,18.772001,12.436001,-14.062,-0.377,5.4365106,0,nan,0.0,3,0,1,18,0
291243612,1693632434800313,366624661,1263417245,54078,71731,0.20500001,0.01152598,0.99600005,1.5270001,0.65,0.95,98,90,18.841002,12.865001,-13.764001,-0.56100005,5.4640193,0,nan,0.0,3,0,1,17,0
291837613,1693632435400313,366625359,1263416336,54326,71979,0.21200001,0.011691087,0.99500006,1.5250001,0.59,0.93,98,90,18.574001,13.065001,-13.202001,-0.333,5.4925404,0,nan,0.0,3,0,1,19,0
292246619,1693632435800313,366625832,1263415754,54374,72027,0.23,0.011481473,0.99500006,1.524,0.61,0.94,98,93,18.380001,13.251,-12.738001,-0.157,5.5175242,0,nan,0.0,3,0,1,18,0
292852612,1693632436400313,366626553,1263414903,54413,72066,0.22200002,0.012295321,0.99300003,1.524,0.59,0.93,98,93,18.284,13.445001,-12.391001,0.171,5.5385394,0,nan,0.0,3,0,1,19,0
293252618,1693632436800314,366627041,1263414340,54451,72104,0.21100001,0.010808475,0.99200004,1.5250001,0.59,0.93,98,92,18.551,13.687,-12.521001,0.18300001,5.5422454,0,nan,0.0,3,0,1,19,0
293852672,1693632437400314,366627782,1263413503,54514,72167,0.20400001,0.013673781,0.99100006,1.5280001,0.59,0.93,98,92,18.557001,13.691001,-12.527,-0.046000004,5.5421667,0,nan,0.0,3,0,1,19,0
294247614,1693632437800314,366628275,1263412941,54655,72308,0.22500001,0.011534183,0.99000007,1.529,0.59,0.93,98,93,18.588001,13.776001,-12.478001,-0.287,5.5471897,0,nan,0.0,3,0,1,19,0
294844614,1693632438400314,366629019,1263412109,55104,72756,0.215,0.014103306,0.989,1.5300001,0.59,0.93,98,93,18.470001,13.709001,-12.378,-0.823,5.5487742,0,nan,0.0,3,0,1,19,0
295247611,1693632438800314,366629508,1263411557,55253,72905,0.21900001,0.014129487,0.99000007,1.5330001,0.59,0.93,98,78,18.331001,13.434001,-12.473001,-0.23600002,5.5348773,0,nan,0.0,3,0,1,19,0
295846612,1693632439400314,366630236,1263410719,55261,72912,0.20700002,0.012212941,0.99000007,1.536,0.59,0.93,98,78,18.327002,13.437,-12.464001,-0.116000004,5.535325,0,nan,0.0,3,0,1,19,0
296250635,1693632439800314,366630722,1263410163,55196,72848,0.21300001,0.012823631,0.989,1.5370001,0.59,0.93,98,94,18.348001,13.466001,-12.462001,0.22100002,5.536499,0,nan,0.0,3,0,1,19,0
296847614,1693632440400315,366631449,1263409327,55188,72839,0.23400001,0.014044315,0.98800004,1.5410001,0.59,0.93,98,94,18.373001,13.547001,-12.412001,-0.061000004,5.5414867,0,nan,0.0,3,0,1,19,0
297251613,1693632440800315,366631936,1263408772,55326,72977,0.21000001,0.011757759,0.98800004,1.542,0.59,0.93,98,93,18.398,13.504001,-12.494,-0.40300003,5.536621,0,nan,0.0,3,0,1,19,0
297851613,1693632441400315,366632663,1263407937,55500,73151,0.21200001,0.012169831,0.9850001,1.5380001,0.57,0.87,98,93,18.367,13.469001,-12.487,-0.15,5.5356317,0,nan,0.0,3,0,1,20,0
298244614,1693632441800315,366633151,1263407385,55534,73185,0.21900001,0.012169307,0.984,1.5350001,0.57,0.87,98,96,18.383001,13.548,-12.425,-0.41200003,5.5409884,0,nan,0.0,3,0,1,20,0
298849612,1693632442400315,366633880,1263406560,55570,73221,0.21100001,0.012597089,0.98200005,1.5330001,0.57,0.87,98,96,18.258001,13.530001,-12.26,-0.303,5.5469847,0,nan,0.0,3,0,1,20,0
299248614,1693632442800315,366634367,1263406015,55575,73226,0.20500001,0.0116542615,0.98,1.5300001,0.57,0.87,98,81,18.17,13.394001,-12.278001,-0.45000002,5.5412226,0,nan,0.0,3,0,1,20,0
299861614,1693632443400315,366635092,1263405197,55652,73302,0.20300001,0.010979866,0.97700006,1.5220001,0.57,0.87,98,81,18.151001,13.316001,-12.334001,-0.019000001,5.536036,0,nan,0.0,3,0,1,20,0
300246612,1693632443800316,366635572,1263404649,55675,73325,0.20600002,0.010893996,0.975,1.516,0.57,0.87,98,85,18.134,13.330001,-12.294001,-0.148,5.5381966,0,nan,0.0,3,0,1,20,0
300844619,1693632444400316,366636291,1263403830,55686,73336,0.238,0.011415849,0.97200006,1.5090001,0.57,0.87,98,85,18.068,13.327001,-12.201,0.12200001,5.541865,0,nan,0.0,3,0,1,20,0
301243729,1693632444800316,366636776,1263403293,55694,73344,0.21700001,0.011142181,0.9710001,1.5040001,0.57,0.87,98,90,18.036001,13.569,-11.882001,-0.194,5.563975,0,nan,0.0,3,0,1,20,0
301847613,1693632445400316,366637543,1263402562,55818,73468,0.238,0.011998439,0.96900004,1.491,0.57,0.87,98,90,17.79,15.003,-9.559,-0.259,5.7159157,0,nan,0.0,3,0,1,20,0
302236632,1693632445800316,366638129,1263402243,56133,73783,0.24900001,0.014145719,0.96800005,1.488,0.59,0.87,98,92,18.066,17.409,-4.8250003,-1.1140001,6.0127993,0,nan,0.0,3,0,1,19,0
302860613,1693632446400316,366639077,1263402241,57118,74767,0.289,0.014946301,0.97300005,1.4900001,0.62,0.95,98,92,17.604,17.17,3.8850002,-2.01,0.22251847,0,nan,0.0,3,0,1,19,0
303253611,1693632446800316,366639677,1263402482,57746,75396,0.277,0.013477258,0.9760001,1.491,0.62,0.95,98,97,17.404001,16.145,6.5000005,-0.99500006,0.3827678,0,nan,0.0,3,0,1,19,0
303847614,1693632447400317,366640508,1263403050,57959,75608,0.28100002,0.012506505,0.97800004,1.4840001,0.62,0.95,98,97,17.613,14.501,9.997001,-0.001,0.6036055,0,nan,0.0,3,0,1,19,0
304253612,1693632447800317,366641018,1263403527,57668,75318,0.25300002,0.011852879,0.97900003,1.4770001,0.62,0.95,98,98,17.693,13.723001,11.169001,0.77500004,0.6831428,0,nan,0.0,3,0,1,19,0
304846889,1693632448400317,366641718,1263404336,57222,74872,0.24400002,0.010873924,0.97900003,1.4660001,0.62,0.95,98,98,17.558,12.254001,12.574,0.758,0.79827833,0,nan,0.0,3,0,1,19,0
305262613,1693632448800317,366642156,1263404911,57004,74653,0.24300002,0.010891029,0.97800004,1.4640001,0.62,0.95,98,87,17.653002,11.88,13.057,0.333,0.83255976,0,nan,0.0,3,0,1,19,0
305847077,1693632449400317,366642765,1263405798,56440,74090,0.22800002,0.011571533,0.97900003,1.457,0.66999996,0.96,98,87,16.898,10.3,13.397,1.5300001,0.9153588,0,nan,0.0,3,0,1,18,0
306247613,1693632449800317,366643092,1263406430,55690,73340,0.256,0.01411884,0.98,1.4540001,0.62,0.95,98,79,17.02,8.0060005,15.02,2.071,1.0810796,0,nan,0.0,3,0,1,19,0
306847757,1693632450400318,366643316,1263407579,54916,72566,0.252,0.011779401,0.98600006,1.4510001,0.58,0.87,98,79,18.547,-0.094000004,18.547,0.526,1.5758598,0,nan,0.0,3,0,1,19,0
307246618,1693632450800318,366643206,1263408407,54879,72530,0.19900002,0.010617884,0.98600006,1.4510001,0.57,0.87,98,95,19.212002,-6.0670004,18.229,-0.21700001,1.8920907,0,nan,0.0,3,0,1,20,0
307842612,1693632451400318,366642671,1263409534,55242,72893,0.296,0.0152492905,0.99100006,1.4580001,0.57,0.87,98,95,19.921001,-12.971001,15.119,-0.469,2.2798772,0,nan,0.0,3,0,1,20,0
308249613,1693632451800318,366642149,1263410132,55381,73032,0.18100001,0.012989612,0.99500006,1.462,0.57,0.87,98,91,19.646002,-15.864,11.588,0.085,2.5107045,0,nan,0.0,3,0,1,20,0
308842762,1693632452400318,366641223,1263410711,55204,72855,0.22200002,0.01648254,0.9990001,1.4740001,0.58,0.87,98,91,18.719002,-17.855001,5.622,0.70600003,2.8365602,0,nan,0.0,3,0,1,19,0
309243613,1693632452800318,366640571,1263410893,54663,72314,0.201,0.012576668,1.001,1.4770001,0.57,0.87,98,82,18.298,-18.104,2.6580002,1.5320001,2.9958065,0,nan,0.0,3,0,1,20,0
309841612,1693632453400318,366639605,1263410973,53700,71351,0.20700002,0.01234576,0.9990001,1.475,0.57,0.87,98,82,17.504002,-17.504002,-0.052,2.095,3.144559,0,nan,0.0,3,0,1,20,0
310245614,1693632453800319,366638978,1263410966,52761,70412,0.202,0.01066815,0.99700004,1.4720001,0.57,0.87,98,98,17.168001,-17.165,-0.326,2.707,3.1605628,0,nan,0.0,3,0,1,20,0
310845613,1693632454400319,366638053,1263410974,51031,68682,0.192,0.010032153,0.99200004,1.4710001,0.57,0.87,98,98,16.92,-16.905,0.702,2.9180002,3.100095,0,nan,0.0,3,0,1,20,0
311246612,1693632454800319,366637445,1263411039,49880,67531,0.20400001,0.010536902,0.989,1.4720001,0.57,0.87,98,80,16.852001,-16.725,2.0670002,2.9,3.018625,0,nan,0.0,3,0,1,20,0
311855613,1693632455400319,366636554,1263411230,48116,65768,0.209,0.01234227,0.98600006,1.4760001,0.57,0.87,98,80,16.640001,-16.232,3.6620002,2.673,2.9197109,0,nan,0.0,3,0,1,20,0
312246613,1693632455800319,366635974,1263411411,46936,64588,0.19100001,0.011564901,0.984,1.4770001,0.57,0.87,98,95,16.487001,-15.900001,4.361,3.0340002,2.8739278,0,nan,0.0,3,0,1,20,0
312861613,1693632456400319,366635128,1263411744,45237,62889,0.21100001,0.011624766,0.98100007,1.48,0.57,0.87,98,95,16.341002,-15.457001,5.3030005,2.3530002,2.8111074,0,nan,0.0,3,0,1,20,0
313246612,1693632456800319,366634576,1263411993,44250,61901,0.18900001,0.011122284,0.97900003,1.4790001,0.57,0.87,98,96,16.303001,-15.302001,5.624,2.6480002,2.7893822,0,nan,0.0,3,0,1,20,0
313843613,1693632457400320,366633767,1263412388,42371,60023,0.21300001,0.011386179,0.97700006,1.4770001,0.57,0.87,98,96,15.933001,-14.740001,6.05,3.164,2.7520814,0,nan,0.0,3,0,1,20,0
314246613,1693632457800320,366633237,1263412664,41155,58807,0.209,0.011862304,0.97700006,1.4770001,0.57,0.87,98,90,15.907001,-14.658001,6.1790004,2.887,2.7426178,0,nan,0.0,3,0,1,20,0
314860614,1693632458400320,366632448,1263413079,39246,56898,0.20600002,0.011953585,0.97700006,1.4740001,0.57,0.87,98,90,15.842001,-14.622001,6.0950003,2.9310002,2.746638,0,nan,0.0,3,0,1,20,0
315237631,1693632458800320,366631923,1263413355,38050,55703,0.20600002,0.012657127,0.97700006,1.47,0.57,0.87,98,94,15.787001,-14.544001,6.1390004,2.887,2.7422092,0,nan,0.0,3,0,1,20,0
315842862,1693632459400320,366631134,1263413765,36212,53864,0.21400002,0.01243198,0.9760001,1.4640001,0.57,0.87,98,94,15.663001,-14.523001,5.866,2.986,2.757718,0,nan,0.0,3,0,1,20,0
316250628,1693632459800320,366630609,1263414030,35047,52700,0.22000001,0.012981061,0.9760001,1.4610001,0.57,0.87,98,93,15.661001,-14.568001,5.749,2.8830001,2.7657287,0,nan,0.0,3,0,1,20,0
316843840,1693632460400321,366629826,1263414422,33298,50951,0.21700001,0.012898856,0.97700006,1.4560001,0.57,0.87,98,93,15.545001,-14.412001,5.8240004,2.7310002,2.757539,0,nan,0.0,3,0,1,20,0
317246611,1693632460800321,366629310,1263414679,32251,49904,0.208,0.01268959,0.97700006,1.452,0.57,0.87,98,87,15.575001,-14.446001,5.8230004,2.8420002,2.7584476,0,nan,0.0,3,0,1,20,0
317834613,1693632461400321,366628537,1263415058,30505,48158,0.22500001,0.013350197,0.97800004,1.4480001,0.57,0.87,98,87,15.165001,-14.216001,5.2790003,2.8620002,2.7860546,0,nan,0.0,3,0,1,20,0
318243613,1693632461800321,366628021,1263415284,29385,47037,0.20700002,0.0130828135,0.97800004,1.4460001,0.57,0.87,98,95,14.982,-14.291,4.498,3.0670002,2.8367002,0,nan,0.0,3,0,1,20,0
318835630,1693632462400321,366627224,1263415498,27466,45119,0.201,0.014232986,0.97700006,1.4430001,0.57,0.87,98,95,15.27,-15.190001,1.559,2.8500001,3.0393243,0,nan,0.0,3,0,1,20,0
319241613,1693632462800321,366626674,1263415529,26391,44044,0.21900001,0.015327831,0.97800004,1.44,0.57,0.87,98,94,15.325001,-15.325001,0.023000002,2.7470002,3.1401167,0,nan,0.0,3,0,1,20,0
319846815,1693632463400321,366625838,1263415496,24972,42625,0.21900001,0.01229567,0.975,1.44,0.57,0.87,98,94,15.373001,-15.357,-0.707,2.196,3.1876075,0,nan,0.0,3,0,1,20,0
320246612,1693632463800322,366625290,1263415497,23931,41584,0.21800001,0.011321601,0.97200006,1.4410001,0.57,0.87,98,97,15.028001,-15.012001,0.68,2.9570003,3.0963242,0,nan,0.0,3,0,1,20,0
320846613,1693632464400322,366624487,1263415716,22037,39690,0.19600001,0.011005173,0.96800005,1.44,0.57,0.87,98,97,15.7300005,-14.543,5.9950004,3.2580001,2.7505872,0,nan,0.0,3,0,1,20,0
321245622,1693632464800322,366623978,1263416051,20712,38365,0.23200001,0.011770675,0.96900004,1.442,0.57,0.87,98,82,16.156,-13.635,8.666,3.0330002,2.5754447,0,nan,0.0,3,0,1,20,0
321845617,1693632465400322,366623267,1263416706,19051,36704,0.22500001,0.011805581,0.97300005,1.447,0.64,0.96,98,82,16.701,-13.054001,10.417001,1.8210001,2.468091,0,nan,0.0,3,0,1,18,0
322240613,1693632465800322,366622793,1263417176,18435,36088,0.20400001,0.011617959,0.9760001,1.447,0.58,0.87,98,100,16.986,-13.455001,10.368,1.455,2.485042,0,nan,0.0,3,0,1,19,0
322851612,1693632466400322,366622034,1263417845,17640,35294,0.224,0.011678696,0.97900003,1.447,0.58,0.87,98,100,17.512001,-14.807001,9.351001,1.1450001,2.578318,0,nan,0.0,3,0,1,19,0
323240614,1693632466800322,366621480,1263418238,17344,34998,0.19600001,0.009762324,0.97900003,1.4430001,0.58,0.87,98,93,17.928001,-15.913001,8.257,0.48700002,2.6629484,0,nan,0.0,3,0,1,19,0
323846612,1693632467400323,366620590,1263418745,17396,35050,0.21400002,0.011388447,0.97800004,1.439,0.57,0.87,98,93,18.124,-16.669,7.1150002,0.098000005,2.7381444,0,nan,0.0,3,0,1,20,0
324241613,1693632467800323,366619987,1263419054,17501,35155,0.223,0.011818497,0.97900003,1.4360001,0.57,0.87,98,96,18.072,-16.803001,6.6530004,-0.076000005,2.7645993,0,nan,0.0,3,0,1,20,0
324841613,1693632468400323,366619085,1263419497,17678,35332,0.224,0.011346909,0.97900003,1.432,0.58,0.87,98,96,17.814001,-16.585001,6.5020003,-0.569,2.7679417,0,nan,0.0,3,0,1,19,0
325244637,1693632468800323,366618492,1263419790,17813,35467,0.21700001,0.011476587,0.97900003,1.4280001,0.58,0.87,98,82,17.561,-16.337,6.4410005,-0.648,2.7660246,0,nan,0.0,3,0,1,19,0
325843664,1693632469400323,366617616,1263420216,17981,35636,0.215,0.011150035,0.97800004,1.422,0.57,0.87,98,82,17.206001,-16.055,6.188,0.136,2.7737043,0,nan,0.0,3,0,1,20,0
326245635,1693632469800323,366617042,1263420500,17840,35495,0.21200001,0.011125949,0.97700006,1.419,0.58,0.87,98,110,17.044,-15.834001,6.3050003,0.492,2.7626455,0,nan,0.0,3,0,1,19,0
326841612,1693632470400323,366616192,1263420931,17415,35070,0.20400001,0.011298388,0.97800004,1.4150001,0.58,0.87,98,110,17.027,-15.751,6.4690003,0.72,2.7518933,0,nan,0.0,3,0,1,19,0
327246613,1693632470800324,366615625,1263421225,17135,34790,0.22100002,0.011671191,0.97800004,1.4130001,0.58,0.87,98,94,17.143002,-15.786001,6.6850004,0.35700002,2.7410314,0,nan,0.0,3,0,1,19,0
327845614,1693632471400324,366614772,1263421682,16858,34513,0.231,0.011273256,0.97700006,1.4070001,0.57,0.87,98,94,17.231,-15.768001,6.9470005,0.73300004,2.726594,0,nan,0.0,4,0,1,20,0
328231614,1693632471800324,366614200,1263421993,16625,34280,0.20500001,0.011039208,0.97700006,1.4020001,0.57,0.87,98,99,17.389,-15.956,6.9140005,0.505,2.7326875,0,nan,0.0,4,0,1,20,0
328845619,1693632472400324,366613327,1263422465,16517,34173,0.192,0.010366383,0.975,1.393,0.57,0.87,98,99,17.777,-16.25,7.2070003,-0.335,2.724154,0,nan,0.0,4,0,1,20,0
329248771,1693632472800324,366612740,1263422788,16701,34356,0.21100001,0.011220197,0.975,1.389,0.57,0.87,98,92,17.76,-16.247002,7.1740003,-0.499,2.7257864,0,nan,0.0,4,0,1,20,0
329859614,1693632473400324,366611862,1263423269,17081,34736,0.224,0.010105456,0.97300005,1.3790001,0.57,0.87,98,92,17.684,-16.174002,7.1500006,-0.32900003,2.725369,0,nan,0.0,4,0,1,20,0
330242613,1693632473800324,366611283,1263423590,17290,34946,0.21800001,0.0102094775,0.97200006,1.3740001,0.57,0.87,98,89,17.499,-15.940001,7.221,-0.49600002,2.7162492,0,nan,0.0,4,0,1,20,0
330839613,1693632474400325,366610431,1263424073,17713,35368,0.19700001,0.011417944,0.97200006,1.368,0.57,0.87,98,89,17.19,-15.651001,7.1110005,-0.91,2.7151303,0,nan,0.0,4,0,1,20,0
331246614,1693632474800325,366609872,1263424392,17923,35579,0.21700001,0.012124976,0.9710001,1.365,0.57,0.87,98,82,16.936,-15.437,6.9680004,-0.38900003,2.717603,0,nan,0.0,4,0,1,20,0
331846613,1693632475400325,366609043,1263424855,18049,35705,0.209,0.011343941,0.9710001,1.36,0.57,0.87,98,82,16.636002,-15.223001,6.7110004,0.141,2.7263536,0,nan,0.0,4,0,1,20,0
332246613,1693632475800325,366608499,1263425155,18012,35668,0.21300001,0.011785684,0.97,1.355,0.57,0.87,98,93,16.432001,-15.041,6.617,0.019000001,2.7271562,0,nan,0.0,4,0,1,20,0
332851630,1693632476400325,366607695,1263425595,17790,35446,0.22100002,0.012474567,0.96900004,1.35,0.57,0.87,98,93,16.079,-14.727,6.453,0.46800002,2.7286499,0,nan,0.0,4,0,1,20,0
333248614,1693632476800325,366607164,1263425883,17594,35250,0.19800001,0.012647004,0.96900004,1.3470001,0.57,0.87,98,92,15.996,-14.627001,6.4760003,0.605,2.724799,0,nan,0.0,4,0,1,20,0
333844613,1693632477400326,366606369,1263426321,17334,34991,0.21100001,0.011479205,0.96800005,1.3390001,0.57,0.87,98,92,16.063002,-14.656001,6.5740004,0.441,2.7199378,0,nan,0.0,4,0,1,20,0
334244636,1693632477800326,366605839,1263426623,17161,34818,0.21100001,0.01189372,0.96700007,1.332,0.57,0.87,98,98,16.269001,-14.780001,6.7980003,0.58000004,2.7105203,0,nan,0.0,4,0,1,20,0
334844613,1693632478400326,366605034,1263427082,16768,34424,0.192,0.011963185,0.96700007,1.3290001,0.57,0.87,98,98,16.589,-15.106001,6.8550005,0.88000005,2.7155986,0,nan,0.0,4,0,1,20,0
335245618,1693632478800326,366604485,1263427390,16517,34173,0.22200002,0.011683757,0.96700007,1.327,0.57,0.87,98,100,16.880001,-15.3550005,7.011,0.55,2.713235,0,nan,0.0,4,0,1,20,0
335845612,1693632479400326,366603639,1263427863,16232,33889,0.20700002,0.011005173,0.966,1.3180001,0.57,0.87,98,100,17.461,-15.961,7.0800004,0.071,2.7240787,0,nan,0.0,4,0,1,20,0
336244613,1693632479800326,366603051,1263428187,16451,34108,0.22500001,0.010928204,0.96500003,1.314,0.57,0.87,98,83,18.043001,-16.517,7.2630005,-1.179,2.7273297,0,nan,0.0,4,0,1,20,0
336841614,1693632480400326,366602148,1263428685,17152,34809,0.216,0.009896889,0.96400005,1.304,0.57,0.87,98,83,18.387001,-16.749,7.5880003,-0.86,2.7162278,0,nan,0.0,4,0,1,20,0
337241713,1693632480800327,366601547,1263429042,17452,35109,0.201,0.010044021,0.9620001,1.3050001,0.57,0.87,98,95,18.59,-16.626001,8.318001,-0.897,2.6777055,0,nan,0.0,4,0,1,20,0
337848612,1693632481400327,366600657,1263429669,18332,35989,0.201,0.0088306675,0.957,1.2770001,0.58,0.87,98,95,19.161001,-15.858001,10.754001,-1.4200001,2.5456853,0,nan,0.0,4,0,1,19,0
338246690,1693632481800327,366600108,1263430195,19025,36683,0.216,0.009378177,0.957,1.2780001,0.58,0.87,98,100,19.393002,-14.636001,12.722001,-2.1780002,2.4260502,0,nan,0.0,4,0,1,19,0
338839613,1693632482400327,366599364,1263431131,20336,37994,0.23200001,0.009258796,0.95800006,1.2850001,0.64,0.96,98,100,19.819,-13.066001,14.901001,-2.121,2.2906663,0,nan,0.0,4,0,1,18,0
339240612,1693632482800327,366598916,1263431830,21235,38893,0.231,0.009106255,0.96000004,1.2900001,0.64,0.96,98,95,20.11,-11.788,16.293001,-2.315,2.197114,0,nan,0.0,4,0,1,18,0
339841612,1693632483400327,366598355,1263432989,22691,40349,0.25100002,0.010333745,0.96400005,1.2980001,0.58,0.87,98,95,20.215,-8.884001,18.158,-2.799,2.0258048,0,nan,0.0,4,0,1,19,0
340249613,1693632483800327,366598070,1263433823,23944,41602,0.26000002,0.010226058,0.96700007,1.302,0.58,0.87,98,78,20.191002,-6.8810005,18.983002,-3.147,1.9185376,0,nan,0.0,4,0,1,19,0
340847613,1693632484400328,366597801,1263435118,26240,43899,0.263,0.0115183005,0.975,1.3100001,0.62,0.88,98,78,19.777,-3.551,19.456001,-3.657,1.7513456,0,nan,0.0,4,0,1,18,0
341240632,1693632484800328,366597709,1263435992,27483,45142,0.24000001,0.011688819,0.97700006,1.3130001,0.58,0.87,98,95,19.762001,-1.9640001,19.664001,-2.8300002,1.6703355,0,nan,0.0,4,0,1,19,0
341840613,1693632485400328,366597688,1263437304,29006,46665,0.23200001,0.011757062,0.97900003,1.3080001,0.58,0.87,98,95,19.570002,1.1780001,19.534,-2.4060001,1.5105693,0,nan,0.0,4,0,1,19,0
342240613,1693632485800328,366597784,1263438160,30108,47767,0.20300001,0.0111641735,0.97700006,1.302,0.57,0.87,98,79,19.213001,3.8860002,18.816,-2.8950002,1.3671293,0,nan,0.0,4,0,1,20,0
342850613,1693632486400328,366598078,1263439387,31803,49463,0.19100001,0.00990579,0.97,1.299,0.57,0.87,98,79,19.114,6.7120004,17.896,-2.7770002,1.2119724,0,nan,0.0,4,0,1,20,0
343247619,1693632486800328,366598350,1263440169,32820,50479,0.18800001,0.009086882,0.96400005,1.2950001,0.57,0.87,98,95,19.146002,8.238,17.283,-2.4520001,1.1259974,0,nan,0.0,4,0,1,20,0
