timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
218018544,-0.23666553,0.13626736,-0.0012833081,0.0,0.0,-0.001
218038546,-0.2368405,0.1362606,-0.0012690593,0.0,0.0,-0.001
218058576,-0.23694192,0.13614044,-0.0013383925,0.0,0.0,-0.001
218078642,-0.23692083,0.13600203,-0.0013422412,0.0,0.0,-0.001
218098586,-0.23680949,0.1362462,-0.0012958858,0.0,0.0,-0.001
218118550,-0.23704425,0.13617012,-0.0012050365,0.0,0.0,-0.001
218138587,-0.2367319,0.13606323,-0.0012583035,0.0,0.0,-0.001
218158554,-0.23692128,0.13589205,-0.001108561,0.0,0.0,-0.001
218178560,-0.23700441,0.1358334,-0.0011675721,0.0,0.0,-0.001
218198559,-0.23689441,0.13588496,-0.0012338732,0.0,0.0,-0.001
218218557,-0.23679161,0.1359946,-0.0012289637,0.0,0.0,-0.001
218238559,-0.23681971,0.13609083,-0.0012474168,0.0,0.0,-0.001
218258578,-0.2367709,0.13601284,-0.0012731833,0.0,0.0,-0.001
218278695,-0.23699693,0.13627473,-0.0011687904,0.0,0.0,-0.001
218298564,-0.23692359,0.13629675,-0.001317376,0.0,0.0,-0.001
218318565,-0.23693235,0.13637173,-0.0012795584,0.0,0.0,-0.001
218338593,-0.23690829,0.13644303,-0.0011819134,0.0,0.0,-0.001
218358560,-0.13722725,0.111639984,-0.0015285047,0.0,0.0,-0.020112313
218378506,-0.284004,0.15323363,-0.0012060958,0.0,0.0,-0.02279214
218398601,-0.21300644,0.13483886,-0.0013218899,0.0,0.0,-0.025529258
218418562,-0.21155943,0.1351819,-0.0013558349,0.0,0.0,-0.02832887
218438566,-0.20944887,0.13640262,-0.0013652741,0.0,0.0,-0.031262603
218458611,-0.20983389,0.13650613,-0.0014884045,0.0,0.0,-0.034183357
218478759,-0.21054569,0.13667768,-0.0014075397,0.0,0.0,-0.03717189
218498576,-0.2091571,0.13967282,-0.0014253069,0.0,0.0,-0.04032248
218518578,-0.20874189,0.14071627,-0.0014726496,0.0,0.0,-0.043520324
218538579,-0.20908752,0.13981524,-0.0014163805,0.0,0.0,-0.046770856
218558622,-0.20854717,0.13975507,-0.0013330046,0.0,0.0,-0.05008929
218578578,-0.20866641,0.14071119,-0.0014116021,0.0,0.0,-0.053535976
218598580,-0.20709994,0.14090024,-0.0014359995,0.0,0.0,-0.056998722
218618602,-0.20770691,0.14120555,-0.0014301601,0.0,0.0,-0.06056175
218638586,-0.20748168,0.14018874,-0.0013968388,0.0,0.0,-0.06417406
218658609,-0.20646228,0.14040448,-0.0014799209,0.0,0.0,-0.06784964
218678714,-0.20552665,0.14196117,-0.001537295,0.0,0.0,-0.07169993
218698589,-0.20544554,0.14344868,-0.0015049326,0.0,0.0,-0.07557965
218718593,-0.20477135,0.14487557,-0.00154274,0.0,0.0,-0.07946301
218738644,-0.20515645,0.14546597,-0.001553269,0.0,0.0,-0.08344385
218758595,-0.20546106,0.14717191,-0.0014486511,0.0,0.0,-0.087590575
218778604,-0.20431696,0.14775918,-0.0013621553,0.0,0.0,-0.091685966
218798604,-0.20331514,0.14836709,-0.0014486617,0.0,0.0,-0.09592705
218818603,-0.20319128,0.1480029,-0.0015653935,0.0,0.0,-0.10023532
218838602,-0.2019978,0.14851339,-0.001452156,0.0,0.0,-0.10467116
218858622,-0.20280004,0.1504919,-0.0015072287,0.0,0.0,-0.10914438
218878748,-0.20312744,0.15130067,-0.0014482879,0.0,0.0,-0.11366675
218898605,-0.20471027,0.15069173,-0.0014812498,0.0,0.0,-0.118203096
218918646,-0.20569025,0.1500506,-0.0015511209,0.0,0.0,-0.122887924
218938609,-0.20648076,0.15202534,-0.0014153633,0.0,0.0,-0.12759891
218958614,-0.20688954,0.15046303,-0.0015121258,0.0,0.0,-0.13243583
218978622,-0.20782211,0.1494781,-0.0015096187,0.0,0.0,-0.13733497
218998662,-0.20903885,0.14924118,-0.0014638109,0.0,0.0,-0.14225796
219018614,-0.20928015,0.15073685,-0.00147769,0.0,0.0,-0.14725815
219038623,-0.20817305,0.14961588,-0.0015902447,0.0,0.0,-0.15235157
219058642,-0.20784003,0.15045737,-0.0015780957,0.0,0.0,-0.15752055
219078772,-0.20837614,0.15141247,-0.0014615799,0.0,0.0,-0.16274549
219098630,-0.21007016,0.15256862,-0.0014462846,0.0,0.0,-0.16812049
219118633,-0.21120563,0.15404382,-0.0015619849,0.0,0.0,-0.17352484
219138628,-0.2116153,0.15390722,-0.0015019046,0.0,0.0,-0.17899512
219158638,-0.21084517,0.15369318,-0.0015968311,0.0,0.0,-0.18462619
219178685,-0.21260503,0.15401521,-0.0016034944,0.0,0.0,-0.19027394
219198635,-0.21296456,0.15461853,-0.0015911497,0.0,0.0,-0.19600643
219218633,-0.21191548,0.15324256,-0.0017192598,0.0,0.0,-0.20175005
219238640,-0.21333548,0.15252936,-0.0015704425,0.0,0.0,-0.20760044
219258656,-0.2113733,0.15114138,-0.0016995901,0.0,0.0,-0.2135053
219278798,-0.21371017,0.15333082,-0.0014736983,0.0,0.0,-0.21951671
219298646,-0.21049637,0.15539634,-0.0014385431,0.0,0.0,-0.22563645
219318651,-0.21242394,0.1517155,-0.0014321012,0.0,0.0,-0.23158997
219338654,-0.21178293,0.15216883,-0.0013695073,0.0,0.0,-0.23781173
219358698,-0.21267384,0.15394422,-0.001526071,0.0,0.0,-0.24411969
219378651,-0.21418916,0.15591483,-0.0016994822,0.0,0.0,-0.25058216
219398583,-0.21515095,0.15371464,-0.0016182032,0.0,0.0,-0.25698835
219418652,-0.21185629,0.15578908,-0.001636369,0.0,0.0,-0.26354223
219438658,-0.21131605,0.15510897,-0.0014944405,0.0,0.0,-0.27007577
219458674,-0.21081682,0.15330529,-0.0015133136,0.0,0.0,-0.27694985
219478825,-0.20989724,0.15592496,-0.0013953552,0.0,0.0,-0.28374484
219498659,-0.20686351,0.15471955,-0.0012809738,0.0,0.0,-0.2906188
219518691,-0.2060819,0.15682186,-0.0013805885,0.0,0.0,-0.29221267
219538725,-0.20591015,0.1544811,-0.0014852325,0.0,0.0,-0.29315504
219558662,-0.2030698,0.16040757,-0.0017262192,0.0,0.0,-0.29388538
219578666,-0.20911545,0.1587234,-0.0016291464,0.0,0.0,-0.294834
219598667,-0.20469302,0.1609744,-0.0015617964,0.0,0.0,-0.29572457
219618668,-0.19995342,0.15891294,-0.0012804199,0.0,0.0,-0.29696754
219638735,-0.21122298,0.15594459,-0.0012178998,0.0,0.0,-0.2978443
219658680,-0.20897844,0.1582738,-0.0012083661,0.0,0.0,-0.2982181
219678679,-0.20616381,0.15938218,-0.0011623006,0.0,0.0,-0.30000854
219698678,-0.20225978,0.15405883,-0.0011165862,0.0,0.0,-0.30112058
219718678,-0.20000222,0.15302205,-0.0011991502,0.0,0.0,-0.30120462
219738683,-0.20864964,0.15346803,-0.0013374516,0.0,0.0,-0.30299357
219758678,-0.20636594,0.15517353,-0.001283633,0.0,0.0,-0.30351007
219778689,-0.20365682,0.15530956,-0.0014093329,0.0,0.0,-0.3049597
219798683,-0.19724384,0.1527802,-0.0013622644,0.0,0.0,-0.3057364
219818724,-0.20384194,0.15208416,-0.0011646793,0.0,0.0,-0.30722064
219838688,-0.19610023,0.15292141,-0.0012187412,0.0,0.0,-0.3080889
219858689,-0.20421201,0.1496301,-0.0012085704,0.0,0.0,-0.3094082
219878699,-0.19931827,0.14668179,-0.001132323,0.0,0.0,-0.31011876
219898695,-0.20021176,0.14824405,-0.0012939249,0.0,0.0,-0.31145275
219918691,-0.21180688,0.14225982,-0.0014450083,0.0,0.0,-0.31242758
219938698,-0.21125232,0.15487063,-0.0014986736,0.0,0.0,-0.3138099
219958706,-0.19541976,0.15226151,-0.0016824432,0.0,0.0,-0.31464282
219978700,-0.20085137,0.14876089,-0.0016845826,0.0,0.0,-0.31542155
219998752,-0.20336808,0.14617167,-0.0015160692,0.0,0.0,-0.31704715
220018705,-0.20473625,0.14751849,-0.0013650535,0.0,0.0,-0.31783426
220038700,-0.20403011,0.14799383,-0.0011958148,0.0,0.0,-0.31925952
220058709,-0.19924517,0.14685544,-0.0011661535,0.0,0.0,-0.31981513
220078716,-0.19146158,0.14586288,-0.0013678996,0.0,0.0,-0.32097578
220098727,-0.18211523,0.15106726,-0.0012358912,0.0,0.0,-0.32301086
220118712,-0.1733959,0.15219758,-0.0012854553,0.0,0.0,-0.32373518
220138718,-0.17732328,0.14679915,-0.0009874112,0.0,0.0,-0.32529354
220158719,-0.18726613,0.14417423,-0.0007926843,0.0,0.0,-0.3262028
220178716,-0.19275676,0.1393908,-0.00079003896,0.0,0.0,-0.32761872
220198719,-0.18487033,0.13880304,-0.0009198529,0.0,0.0,-0.3284273
220218721,-0.17163333,0.13656007,-0.0009735093,0.0,0.0,-0.33008984
220238727,-0.17007801,0.13550042,-0.0011247341,0.0,0.0,-0.33152324
220258753,-0.17092738,0.12895781,-0.0010666405,0.0,0.0,-0.33282608
220278734,-0.18548529,0.12339983,-0.0010689056,0.0,0.0,-0.3335844
220298729,-0.17964329,0.12707525,-0.0011715288,0.0,0.0,-0.33524588
220318729,-0.17592065,0.1224003,-0.0012199078,0.0,0.0,-0.3371242
220338735,-0.16708922,0.123774305,-0.0012795224,0.0,0.0,-0.33817872
220358735,-0.1645426,0.120897554,-0.0012233844,0.0,0.0,-0.3397707
220378734,-0.16751319,0.12178069,-0.0012097788,0.0,0.0,-0.34102884
220398738,-0.1642864,0.121411115,-0.0012139558,0.0,0.0,-0.34279045
220418706,-0.1619044,0.11833366,-0.0011224821,0.0,0.0,-0.3442764
220438771,-0.15896699,0.116384685,-0.0011173072,0.0,0.0,-0.3453143
220458737,-0.14261684,0.11661916,-0.0011869693,0.0,0.0,-0.34700966
220478754,-0.14036894,0.115864076,-0.00096881663,0.0,0.0,-0.3485111
220498758,-0.13206007,0.111033365,-0.0008834363,0.0,0.0,-0.3498448
220518742,-0.12736824,0.0998642,-0.00066555256,0.0,0.0,-0.35137913
220538741,-0.13727307,0.10278085,-0.0006505671,0.0,0.0,-0.35293216
220558748,-0.14085734,0.101073965,-0.00043966528,0.0,0.0,-0.35474968
220578750,-0.1270339,0.09897719,-0.0006023858,0.0,0.0,-0.35620627
220598755,-0.1245294,0.108497016,-0.00049402507,0.0,0.0,-0.35765478
220618780,-0.108357236,0.10765411,-0.000475398,0.0,0.0,-0.3592568
220638757,-0.11263322,0.11075233,-0.00058669347,0.0,0.0,-0.3614115
220658751,-0.12237922,0.109276466,-0.000466889,0.0,0.0,-0.36215675
220678777,-0.1229623,0.11075607,-0.0004994595,0.0,0.0,-0.36424533
220698777,-0.12404219,0.10750391,-0.0003692677,0.0,0.0,-0.3660426
220718763,-0.10370183,0.10047286,-0.00029774875,0.0,0.0,-0.36688986
220738762,-0.09602633,0.09868327,-0.000362056,0.0,0.0,-0.36861283
220758761,-0.09828078,0.101308964,-0.00046930605,0.0,0.0,-0.37131435
220778768,-0.10085501,0.10188321,-0.00034390515,0.0,0.0,-0.37207323
220798767,-0.10073657,0.10993075,-0.00052172807,0.0,0.0,-0.37456784
220818765,-0.096147366,0.10133046,-0.0004955454,0.0,0.0,-0.3764895
220838794,-0.09325994,0.10119325,-0.00041401846,0.0,0.0,-0.37775654
220858773,-0.08229057,0.10558443,-0.00026682994,0.0,0.0,-0.37931156
220878784,-0.073687226,0.100336924,-0.00048895733,0.0,0.0,-0.38157943
220898812,-0.071676135,0.10285047,-0.000428111,0.0,0.0,-0.38331538
220918793,-0.08091962,0.103669554,-0.00043436716,0.0,0.0,-0.3851786
220938780,-0.083557084,0.111091115,-0.00030003258,0.0,0.0,-0.38734525
220958799,-0.07901214,0.107954755,-0.0005184986,0.0,0.0,-0.38938358
220978788,-0.075499624,0.10995869,-0.00039881346,0.0,0.0,-0.39097175
220998786,-0.06743893,0.10036453,-0.00033121405,0.0,0.0,-0.39255923
221018783,-0.06520909,0.09784377,-0.00029768507,0.0,0.0,-0.3950221
221038793,-0.06680343,0.095304646,-0.00032410107,0.0,0.0,-0.396318
221058796,-0.07453057,0.08654324,-0.0003070767,0.0,0.0,-0.39785758
221078867,-0.0719965,0.096881524,-0.0003318059,0.0,0.0,-0.399553
221098803,-0.05590545,0.092719406,-0.00031969385,0.0,0.0,-0.40018907
221118791,-0.057067536,0.08613756,-0.0001876596,0.0,0.0,-0.40298834
221138797,-0.053494655,0.09918417,-0.00023000017,0.0,0.0,-0.4057281
221158831,-0.063431665,0.093814604,-0.00024781475,0.0,0.0,-0.40639472
221178792,-0.069478616,0.088786304,-0.00027291756,0.0,0.0,-0.40886658
221198802,-0.071482725,0.093578316,-0.00022499941,0.0,0.0,-0.41129008
221218798,-0.058582973,0.08766114,-0.00022911624,0.0,0.0,-0.41261423
221238809,-0.056624092,0.074354224,-0.00033543518,0.0,0.0,-0.41431665
221258805,-0.04379981,0.07593481,-0.000744284,0.0,0.0,-0.41706204
221278814,-0.041547965,0.07370041,-0.00070622447,0.0,0.0,-0.4185238
221298821,-0.042608764,0.082729146,-0.0007492047,0.0,0.0,-0.42083663
221318806,-0.050716825,0.07598172,-0.00061346154,0.0,0.0,-0.4217752
221338849,-0.056459226,0.08210535,-0.0003494537,0.0,0.0,-0.42400867
221358811,-0.043510184,0.077876344,-0.00030321704,0.0,0.0,-0.44353998
221378812,-0.035121765,0.07726387,-0.000120626006,0.0,0.0,-0.44615194
221398828,-0.03324437,0.0637913,-5.5956152e-05,0.0,0.0,-0.44767773
221418820,-0.041565243,0.039109677,-9.3449824e-05,0.0,0.0,-0.4486638
221438814,-0.036744926,0.030115582,4.1316616e-05,0.0,0.0,-0.45007187
221458819,-0.036816414,0.0347775,7.671996e-05,0.0,0.0,-0.45186964
221478830,-0.03689585,0.02726646,9.916518e-05,0.0,0.0,-0.4544577
221498844,-0.022163853,0.034162506,-8.251023e-06,0.0,0.0,-0.4567464
221518851,-0.007697694,0.018601606,2.0883468e-05,0.0,0.0,-0.45888102
221538826,-0.011819168,-0.01463125,0.00028854533,0.0,0.0,-0.45981315
221558829,-0.0054874266,-0.026823942,0.0005460083,0.0,0.0,-0.46206713
221578848,-0.008939414,-0.039758936,0.00042389237,0.0,0.0,-0.46420243
221598832,-0.0017372479,-0.0478901,0.00059799623,0.0,0.0,-0.46736515
221618833,0.008361017,-0.045581512,0.00043035313,0.0,0.0,-0.46987852
221638854,0.01204633,-0.051991932,0.00049511506,0.0,0.0,-0.46962106
221658836,0.013472729,-0.04584409,0.00063312374,0.0,0.0,-0.47315797
221678848,0.0035490536,-0.048910916,0.00038097252,0.0,0.0,-0.47561073
221698908,-0.007318536,-0.04915753,0.00022386332,0.0,0.0,-0.47818437
221718847,0.008373533,-0.06762053,6.318536e-05,0.0,0.0,-0.48046586
221738846,0.0109652765,-0.080966465,2.4833951e-05,0.0,0.0,-0.48319998
221758851,0.002705792,-0.08425782,0.00014585187,0.0,0.0,-0.4859047
221778884,-0.0015507125,-0.08994164,1.5918521e-06,0.0,0.0,-0.48918697
221798848,-0.0009287693,-0.09894424,-0.0002073767,0.0,0.0,-0.49028498
221818850,-0.0011622289,-0.103148215,-0.00020342103,0.0,0.0,-0.49182126
221838858,0.010464545,-0.10896807,0.00013320806,0.0,0.0,-0.4956911
221858853,0.037959754,-0.105515935,-4.531112e-05,0.0,0.0,-0.4988234
221878867,0.06690942,-0.11438063,-0.00027465847,0.0,0.0,-0.50110847
221898902,0.041619673,-0.12565313,-0.00054381945,0.0,0.0,-0.502533
221918857,0.05391254,-0.13588646,-0.00055612065,0.0,0.0,-0.5048597
221938860,0.036342524,-0.12906182,-0.00088826235,0.0,0.0,-0.5081004
221958863,0.025618453,-0.1364779,-0.0011836875,0.0,0.0,-0.51103866
221978902,0.025139526,-0.16299264,-0.0012616377,0.0,0.0,-0.51262516
221998868,-0.0057682963,-0.13928977,-0.0015956189,0.0,0.0,-0.51679325
222018866,-0.01368877,-0.14917938,-0.0016113932,0.0,0.0,-0.5191143
222038902,-0.032130986,-0.15131526,-0.0018538944,0.0,0.0,-0.5221748
222058869,-0.033268716,-0.15048502,-0.0015702313,0.0,0.0,-0.5240481
222078885,-0.05682389,-0.13530603,-0.0015310815,0.0,0.0,-0.5263373
222098939,-0.051559858,-0.13783187,-0.0013843136,0.0,0.0,-0.52990043
222118888,-0.023407461,-0.14768463,-0.001276432,0.0,0.0,-0.5316074
222138875,-0.029358432,-0.13557607,-0.00094056514,0.0,0.0,-0.5346804
222158944,-0.040612627,-0.14997439,-0.0010454587,0.0,0.0,-0.5382796
222178879,-0.0128134405,-0.16150561,-0.0008837072,0.0,0.0,-0.5416227
222198882,0.009605251,-0.16086872,-0.00040789944,0.0,0.0,-0.5434801
222218882,0.00084444316,-0.16110961,-0.00043106772,0.0,0.0,-0.54544127
222238909,0.028967774,-0.16980384,-0.00065178785,0.0,0.0,-0.54891646
222258887,0.029806934,-0.15095855,-4.0254447e-05,0.0,0.0,-0.55182207
222278895,0.009224848,-0.12980136,-0.0009750845,0.0,0.0,-0.5542206
222298949,0.0113675725,-0.11612908,-0.0015178546,0.0,0.0,-0.5569622
222318890,-0.0023173625,-0.122425385,-0.0016236289,0.0,0.0,-0.5601982
222338899,-0.025205402,-0.12644319,-0.0017872324,0.0,0.0,-0.56282985
222358906,-0.006886372,-0.12260755,-0.0014441672,0.0,0.0,-0.56594056
222378903,0.034271177,-0.12225913,-0.0013444305,0.0,0.0,-0.56841165
222398900,0.032332607,-0.11035375,-0.0014916414,0.0,0.0,-0.57249445
222418931,0.0060986956,-0.11625877,-0.0012621196,0.0,0.0,-0.574309
222438933,0.01734528,-0.12615187,-0.0012390253,0.0,0.0,-0.5771055
222458861,0.0014824156,-0.13919173,-0.0027557171,0.0,0.0,-0.57821876
222478913,0.009177844,-0.13186762,-0.00092272914,0.0,0.0,-0.58266044
222498978,-0.025945915,-0.11899779,-0.0010771147,0.0,0.0,-0.5850614
222518910,-0.030035036,-0.11399533,-0.0011318572,0.0,0.0,-0.5885714
222538921,-0.02384579,-0.112162374,-0.0011445715,0.0,0.0,-0.59056544
222558913,0.0012560454,-0.1332091,-0.0009457231,0.0,0.0,-0.5940936
222578920,0.033315074,-0.14468178,-0.00069827907,0.0,0.0,-0.5962626
222598946,0.069483906,-0.16778316,-0.0005746826,0.0,0.0,-0.59853137
222618920,0.116817616,-0.1938735,0.0032371772,0.0,0.0,-0.59955955
222638917,0.17603938,-0.20729391,0.009385165,0.0,0.0,-0.60201895
222658925,0.15979159,-0.21353129,0.017654467,0.0,0.0,-0.6028249
222678940,0.17948633,-0.20929079,0.01427816,0.0,0.0,-0.60457784
222699005,0.16835904,-0.19925293,0.016344836,0.0,0.0,-0.60762215
222718937,0.18457453,-0.18505181,0.0128418775,0.0,0.0,-0.61049736
222738935,0.15204784,-0.17781202,0.013515829,0.0,0.0,-0.61823934
222758929,0.1729516,-0.19260952,0.0070467917,0.0,0.0,-0.6244689
222778949,0.1394339,-0.19502547,0.008939595,0.0,0.0,-0.6301715
222798930,0.12131085,-0.19099474,0.0027629207,0.0,0.0,-0.6373456
222818936,0.14282784,-0.19530353,-0.00026929527,0.0,0.0,-0.634087
222838936,0.15675932,-0.17615026,0.0015432942,0.0,0.0,-0.63992405
222858977,0.1945939,-0.19095743,0.0030535115,0.0,0.0,-0.63919824
222878953,0.17667568,-0.16704287,0.008316552,0.0,0.0,-0.6454507
222899031,0.1996505,-0.19976033,0.00610724,0.0,0.0,-0.64613104
222918942,0.21185046,-0.20155059,0.009757666,0.0,0.0,-0.65190977
222938942,0.21105532,-0.20441172,0.011649631,0.0,0.0,-0.6581541
222958946,0.24040316,-0.19628201,0.011732062,0.0,0.0,-0.66176385
222978961,0.23733637,-0.1671692,0.01641243,0.0,0.0,-0.6683759
222998963,0.24501644,-0.1465003,0.01567925,0.0,0.0,-0.66989017
223018950,0.24761157,-0.1361573,0.016803151,0.0,0.0,-0.67077494
223038989,0.26040292,-0.118528046,0.016556375,0.0,0.0,-0.6701859
223059039,0.26763466,-0.14088897,0.018030474,0.0,0.0,-0.6716877
223078969,0.30490932,-0.09409134,0.019210635,0.0,0.0,-0.6778687
223099055,0.3317688,-0.10015608,0.024003386,0.0,0.0,-0.67683977
223118956,0.39678657,-0.08333935,0.025131183,0.0,0.0,-0.6801912
223139025,0.45419693,-0.09518017,0.03164904,0.0,0.0,-0.6825585
223158962,0.49353325,-0.1175538,0.036298204,0.0,0.0,-0.6833157
223178959,0.5354397,-0.09843292,0.03956919,0.0,0.0,-0.68792564
223198970,0.5646248,-0.11488173,0.044450685,0.0,0.0,-0.68905723
223218967,0.60346276,-0.09930811,0.046992302,0.0,0.0,-0.69217414
223238978,0.6371069,-0.10132863,0.050724562,0.0,0.0,-0.69566643
223258969,0.6923232,-0.0709452,0.055540998,0.0,0.0,-0.6989891
223279012,0.7150154,-0.09551544,0.066445604,0.0,0.0,-0.69750214
223299096,0.71035236,-0.086374976,0.07185774,0.0,0.0,-0.7015064
223319028,0.70298725,-0.084605455,0.07368278,0.0,0.0,-0.70109624
223338986,0.6573346,-0.08040633,0.074971035,0.0,0.0,-0.6987096
223358982,0.61575717,-0.08665462,0.07226522,0.0,0.0,-0.6982298
223378983,0.6029535,-0.07442815,0.071043506,0.0,0.0,-0.6963748
223398985,0.57950336,-0.07825191,0.076274775,0.0,0.0,-0.69667214
223418986,0.54209024,-0.09641302,0.08169834,0.0,0.0,-0.6962003
223438987,0.46711668,-0.06864685,0.08362973,0.0,0.0,-0.7000398
223458990,0.39186662,-0.05897647,0.08125859,0.0,0.0,-0.7022076
223478936,0.32011998,-0.07259823,0.081671044,0.0,0.0,-0.7022818
223499180,0.2608748,-0.051739827,0.08194926,0.0,0.0,-0.70016074
223519004,0.14163265,-0.05346715,0.08413308,0.0,0.0,-0.6933751
223539035,0.100301534,-0.064516395,0.0757511,0.0,0.0,-0.6867204
223559013,0.019204872,-0.05962848,0.07786607,0.0,0.0,-0.6829086
223579022,-0.10368505,-0.06106323,0.07285349,0.0,0.0,-0.6809772
223599009,-0.14917424,-0.05458602,0.060449317,0.0,0.0,-0.6794294
223619005,-0.20772494,-0.04506657,0.05957292,0.0,0.0,-0.68160975
223639002,-0.24716417,-0.061541226,0.056028944,0.0,0.0,-0.68323976
223659007,-0.30589265,-0.04114722,0.053086378,0.0,0.0,-0.6844422
223679019,-0.31918323,-0.062243424,0.046229567,0.0,0.0,-0.6816735
223699151,-0.37366414,-0.057547987,0.04515253,0.0,0.0,-0.68352205
223719009,-0.33491156,-0.05222981,0.035071287,0.0,0.0,-0.6853226
223739012,-0.34009382,-0.05042041,0.039951913,0.0,0.0,-0.685396
223759050,-0.33475643,-0.06490459,0.03508527,0.0,0.0,-0.68443
223779036,-0.3068468,-0.07650804,0.031152407,0.0,0.0,-0.6875143
223799026,-0.23870586,-0.07812083,0.029876951,0.0,0.0,-0.6877339
223819016,-0.22029446,-0.10070914,0.034822445,0.0,0.0,-0.6880468
223839021,-0.20186698,-0.10144328,0.031165598,0.0,0.0,-0.68936634
223859023,-0.09962303,-0.09829071,0.02587412,0.0,0.0,-0.6886523
223879038,-0.108608484,-0.109176636,0.034195486,0.0,0.0,-0.6896161
223899173,-0.043589246,-0.14873013,0.024775399,0.0,0.0,-0.69089127
223919029,0.0324483,-0.1427705,0.02713391,0.0,0.0,-0.6925587
223939095,0.08664455,-0.18410496,0.032784473,0.0,0.0,-0.68988717
223959030,0.08977084,-0.19243388,0.035768095,0.0,0.0,-0.6937953
223979032,0.13727105,-0.19482139,0.031188317,0.0,0.0,-0.6923628
223999045,0.15493597,-0.23390687,0.034715902,0.0,0.0,-0.6916333
224019032,0.20692654,-0.20393816,0.034150444,0.0,0.0,-0.6968426
224039034,0.24091175,-0.21913509,0.040842917,0.0,0.0,-0.6962748
224059052,0.24214906,-0.2140313,0.04548234,0.0,0.0,-0.6986658
224079061,0.23959875,-0.2056284,0.04532894,0.0,0.0,-0.7014961
224099201,0.23765151,-0.17880335,0.045779545,0.0,0.0,-0.7032399
224119081,0.22975142,-0.1612505,0.046428923,0.0,0.0,-0.7041656
224139047,0.22285156,-0.16916364,0.04779469,0.0,0.0,-0.7035277
224159051,0.18160765,-0.12353918,0.04930407,0.0,0.0,-0.70666796
224179051,0.13919064,-0.10871175,0.04655742,0.0,0.0,-0.70385945
224199055,0.097032145,-0.108105965,0.043335192,0.0,0.0,-0.7038604
224219087,0.1362426,-0.038450535,0.038966104,0.0,0.0,-0.7068795
224239089,0.081134245,-0.024488145,0.047589384,0.0,0.0,-0.70565134
224259054,0.058994208,-0.016500335,0.043095093,0.0,0.0,-0.70545834
224279088,0.0017455725,0.020143216,0.042184718,0.0,0.0,-0.70744383
224299268,-0.016619336,0.039809454,0.035428353,0.0,0.0,-0.70430607
224319060,-0.025588118,0.053005952,0.034498375,0.0,0.0,-0.7043235
224339097,-0.07400387,0.07477936,0.034506746,0.0,0.0,-0.7024183
224359069,-0.052941237,0.08084903,0.0275774,0.0,0.0,-0.70205253
224379064,-0.09678769,0.09890107,0.031065252,0.0,0.0,-0.70198816
224399097,-0.10419381,0.07762042,0.023185866,0.0,0.0,-0.69992286
224419071,-0.10134692,0.07427392,0.020647375,0.0,0.0,-0.70125884
224439073,-0.059431665,0.09443769,0.018085625,0.0,0.0,-0.70172673
224459080,-0.035280645,0.058455322,0.02215096,0.0,0.0,-0.69995564
224479099,-0.054294772,0.07035394,0.02282708,0.0,0.0,-0.7038597
224499089,-0.0033544074,0.06446142,0.015582589,0.0,0.0,-0.7042508
