timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
219071573,218972173,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
219259331,219159853,2.8997116,3.702404,-2.5132666,-1.2566295,7.846855e-06,1.256645,2.513282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
220256746,220157517,-2.054134,3.7619412,-2.5114043,-1.2548226,0.0018067884,1.2584946,2.5151715,-0.0088143125,-0.0022384785,-0.0012536459,-0.0072212163,-0.011894032,0.026562788,0.027664078,0.034258656,0.037232976,0.032476567,0.20002171,0.20001699,0.19998872,0.19997606,0.19999647
221254412,221155182,1.2233834,3.5543706,-2.507155,-1.2504425,0.006215082,1.2627896,2.519369,-0.022362065,-0.010060992,-0.006989157,-0.017392498,-0.026893428,-0.057370897,-0.05660376,-0.044667035,-0.038057398,-0.04590892,0.19997297,0.19997443,0.20001142,0.20003249,0.20000881
222262251,222162725,2.506711,3.552464,-2.475619,-1.2188199,0.03828118,1.2950432,2.551295,0.02802532,0.06156302,0.031226344,-0.02104194,-0.023016583,-0.022514608,0.02026875,0.065382175,0.050467215,-0.0038420707,0.20005308,0.19983251,0.19984372,0.20007053,0.20020014
223259757,223160392,1.919812,3.8663023,-2.4145083,-1.1572757,0.09990175,1.3562776,2.6122146,0.032119416,0.012983763,0.005585842,0.02014542,0.036532048,0.028929226,0.030501246,0.012783559,0.00028131902,0.010255225,0.19988818,0.19969754,0.19992518,0.2002559,0.2002332
224257570,224158061,1.2806593,3.4368982,-2.443773,-1.1678449,0.09379443,1.3341691,2.575985,0.19417426,0.20079935,0.017133133,-0.100734465,0.0054188874,-0.022207513,0.17449638,0.23910776,0.08721785,-0.07386497,0.19297528,0.19350524,0.20298798,0.20842835,0.20210308
225254991,225155726,1.4801795,3.252183,-2.4653835,-1.1577017,0.12081995,1.3408613,2.5530105,0.122178555,0.34481287,0.22822092,-0.04783888,-0.11570229,-0.38979596,-0.2017479,0.06057836,0.033100247,-0.23417689,0.18387121,0.18019123,0.20338054,0.22272761,0.20982942
226262546,226163272,1.3884516,2.9423788,-2.5015461,-1.1463119,0.14476198,1.3269565,2.5024266,0.17007482,0.3903613,0.2790379,0.027180508,-0.047336385,-0.3013295,-0.12432735,0.12324268,0.1009142,-0.1402497,0.16592835,0.16277833,0.2095109,0.24622776,0.21555465
227260173,227160940,1.4046824,2.79348,-2.5154333,-1.1356888,0.16614392,1.3300179,2.484992,-0.15048689,-0.035927817,0.09142674,0.059671104,-0.075539544,-0.21872593,-0.32881433,-0.2467347,-0.11302458,-0.08900282,0.15743908,0.15268226,0.21062613,0.2590546,0.22019786
228258135,228158610,1.432675,2.689572,-2.473167,-1.0739712,0.23002563,1.3786528,2.521945,-0.34093648,-0.3290686,-0.17085779,-0.10262387,-0.19008696,0.081789844,-0.08693165,-0.110932834,0.015284389,0.12874916,0.15078814,0.14688829,0.21316712,0.26786575,0.22129068
229255579,229156279,1.5047232,2.6046717,-2.4070427,-0.9911748,0.3166058,1.4535651,2.5857165,-0.1774321,-0.24070129,-0.16412322,-0.07686331,-0.07712447,0.16632791,0.06933957,-0.00740356,0.032790914,0.12871647,0.14558847,0.14156152,0.21439566,0.2754433,0.22301108
230253199,230153949,1.5239036,2.544832,-2.3936563,-0.9655104,0.34492105,1.4739965,2.5979173,-0.104661204,-0.20027429,-0.19415176,-0.116387084,-0.06266632,0.13984221,0.11354937,0.021691374,-0.0014721677,0.05886718,0.14187771,0.13773589,0.21519932,0.2809525,0.22423463
231260892,231161498,1.5686432,2.4811573,-2.3905697,-0.9500224,0.36858898,1.4921752,2.6048908,0.33611232,0.31619686,0.083654754,-0.00839372,0.11555451,-0.0610966,0.18978672,0.2172659,0.03422003,-0.1267013,0.13928674,0.1325488,0.21326688,0.28666365,0.22823389
232258453,232159169,1.6268846,2.241682,-2.4178042,-0.930447,0.41148356,1.5099779,2.583581,0.36117274,0.38546044,0.17139316,0.06287064,0.14696044,0.006966412,0.2473755,0.30556706,0.15244259,-0.011736363,0.12713969,0.11469427,0.2093075,0.30936155,0.23949696
233256065,233156841,1.6625026,2.1668272,-2.4811862,-0.98092824,0.38329864,1.4810877,2.53647,0.12545666,0.34636566,0.23113921,0.025213435,-0.04558684,-0.12716562,0.030920587,0.25352043,0.22539401,0.03672546,0.12672217,0.10627086,0.20004882,0.31582746,0.25113073
234253743,234154513,1.6066307,2.0203452,-2.53478,-1.0062174,0.36368376,1.4425792,2.4797065,-0.2398078,0.14391483,0.15647194,-0.113005035,-0.32803607,-0.40642303,-0.37178466,-0.016840756,0.089170724,-0.08780525,0.11769063,0.097782575,0.20088264,0.32998645,0.25365767
235261706,235162064,1.5024474,1.809415,-2.5621283,-0.98715216,0.3726547,1.41384,2.4305358,-0.3332178,-0.027452618,0.084398925,-0.07909137,-0.2933635,-0.358257,-0.45080978,-0.18795195,-0.030287579,-0.089070305,0.09985187,0.08820499,0.21204057,0.3538446,0.24605802
