timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
218200962,218200819,4325386,0.0031957931,0.0027696874,-0.012144014,nan,0,5
219201042,219200901,4325386,-0.010226538,0.01107875,-0.0031957931,nan,0,5
220198626,220198483,4325386,-0.008735168,-0.016831176,-0.0012783173,nan,0,5
221201207,221201067,4325386,-0.061146174,0.0038349517,0.033875406,nan,0,5
222201291,222201151,4325386,-0.0057524275,-0.066259444,0.11590076,nan,0,5
223201379,223201235,4325386,-0.037710357,0.1306014,0.023861922,nan,0,5
224198962,224198819,4325386,0.49982205,-0.21326593,0.051984902,nan,0,5
225201544,225201404,4325386,0.03195793,0.16426377,0.008522115,nan,0,5
226201639,226201490,4325386,0.1301753,-0.11014833,0.03792341,nan,0,5
227199213,227199076,4325386,0.19025622,-0.18002968,0.024714133,nan,0,5
228199303,228199162,4325386,-0.034727618,-0.06668555,0.08074704,nan,0,5
229201894,229201750,4325386,-0.049215212,-0.1474326,0.016618123,nan,0,5
230201976,230201837,4325386,-0.09203884,0.116966024,-0.022370553,nan,0,5
231199564,231199425,4325386,-0.0850081,-0.032384038,-0.036005937,nan,0,5
232202153,232202013,4325386,0.13805826,-0.092464946,0.03259709,nan,0,5
233202243,233202102,4325386,0.0080960095,0.025140239,-0.07946872,nan,0,5
234199831,234199691,4325386,0.048576057,-0.07478156,-0.02364887,nan,0,5
235199922,235199780,4325386,-0.0036218988,0.16959009,0.009374326,nan,0,5
236202513,236202370,4325386,0.021731393,0.025353292,0.026418556,nan,0,5
237202605,237202461,4325386,-0.34557176,0.033875406,-0.024927186,nan,0,5
238200193,238200052,4325386,0.3159574,-0.020666128,0.0014913701,nan,0,5
239200286,239200143,4325386,-0.036432043,0.06221144,0.035366777,nan,0,5
240202876,240202736,4325386,-0.35068503,0.16128102,-0.026631609,nan,0,5
241200465,241200327,4325386,-0.4520982,0.06988134,-0.06348976,nan,0,5
242200561,242200420,4325386,0.1663943,-0.017683389,0.0031957931,nan,0,5
243200658,243200513,4325386,0.35409388,-0.17747304,0.038775623,nan,0,5
244203244,244203106,4325386,0.3847735,-0.08287757,0.032810144,nan,0,5
245200869,245200699,4325386,0.059654806,-0.012144014,-0.0036218988,nan,0,5
246201020,246200792,4325386,-0.0057524275,0.079894826,-0.020240024,nan,0,5
247201202,247200886,4325386,-0.31212246,0.034301512,-0.06221144,nan,0,5
248198621,248198479,4325386,0.029827403,0.054328483,0.015765913,nan,0,5
249201213,249201074,4325386,0.15659386,-0.09651295,0.058376487,nan,0,5
250201310,250201168,4325386,0.08649947,-0.020879181,0.0592287,nan,0,5
251201405,251201262,4325386,-0.02364887,1.0002832,0.028549084,nan,0,5
252199008,252198857,4325386,-0.087777786,-0.23350595,0.057737328,nan,0,5
253201596,253201452,4325386,-0.785739,-0.49875677,-0.11568771,nan,0,5
254201688,254201547,4325386,-0.47489485,1.6626647,-0.106313385,nan,0,5
255199282,255199142,4325386,-0.479582,-0.18769959,-0.16085492,nan,0,5
256199378,256199237,4325386,0.6097573,0.09864348,-0.07435545,nan,0,5
257201974,257201833,4325386,0.11760519,-0.38754317,-0.14125405,nan,0,5
258202073,258201929,4325386,-0.31169635,-0.21092235,-0.027909927,nan,0,5
259199735,259199525,4325386,-0.10610033,0.10801781,0.108443916,nan,0,5
260202264,260202122,4325386,0.5311408,0.30892667,0.08863,nan,0,5
261202358,261202219,4325386,0.22327942,-0.4891694,0.11419634,nan,0,5
262199957,262199816,4325386,0.042823628,-0.29081717,0.10908307,nan,0,5
263200066,263199913,4325386,-0.008522115,-0.027057715,0.020453077,nan,0,5
264202663,264202516,4325386,-0.47297737,0.092464946,0.09523463,nan,0,5
265200263,265200109,4325386,-0.2993393,-0.25055018,-0.35196334,nan,0,5
266200358,266200207,4325386,-0.097152114,0.37667748,-0.025353292,nan,0,5
267200451,267200305,4325386,0.028762138,-0.59122175,-0.009374326,nan,0,5
268203049,268202905,4325386,-0.22775352,-0.08990831,-0.11185276,nan,0,5
269200653,269200504,4325386,1.1941614,-0.25459817,0.05347627,nan,0,5
270200752,270200603,4325386,-0.8645686,-0.006604639,0.5134574,nan,0,5
271200847,271200702,4325386,-0.037497304,-0.018109495,0.064768076,nan,0,5
272203405,272203302,4325386,0.10311759,0.11163971,-0.13209279,nan,0,5
273201049,273200902,4325386,0.30104372,0.028336031,-0.038136464,nan,0,5
274201148,274201001,4325386,0.04814995,-0.022370553,-0.02450108,nan,0,5
275201245,275201100,4325386,-1.1660384,-0.18514295,-0.070733555,nan,0,5
276198804,276198699,4325386,0.092678,0.6299974,-0.6233927,nan,0,5
277201440,277201299,4325386,0.17512946,0.59995687,-0.5351888,nan,0,5
278201541,278201398,4325386,0.511753,0.37454695,-0.45231125,nan,0,5
279201642,279201496,4325386,0.4919391,0.40970066,-0.535828,nan,0,5
280199198,280199094,4325386,1.2046009,0.051984902,-0.041119203,nan,0,5
281201866,281201692,4325386,-0.22221415,0.08841694,0.42738408,nan,0,5
282201934,282201790,4325386,-0.13805826,0.30338728,0.3453587,nan,0,5
283199497,283199387,4325386,-0.1817341,0.39116508,0.08990831,nan,0,5
284199586,284199484,4325386,-0.5873868,0.13401026,0.004900216,nan,0,5
285202225,285202080,4325386,0.04814995,-0.049428266,0.06519418,nan,0,5
286202324,286202176,4325386,-0.23542343,0.052197956,-0.18642126,nan,0,5
287199878,287199771,4325386,0.105248116,-0.116539925,0.036645096,nan,0,5
288200057,288199866,4325386,-0.06902913,-0.026418556,-0.013848437,nan,0,5
289202658,289202460,4325386,0.318301,0.27142936,-0.026844662,nan,0,5
290200284,290200053,4325386,0.061146174,0.14423679,0.05113269,nan,0,5
291200251,291200147,4325386,0.006817692,-0.23861922,0.12165319,nan,0,5
292200345,292200239,4325386,0.011930961,0.12868394,-0.04005394,nan,0,5
293202974,293202831,4325386,-0.28634307,0.062637545,-0.019387811,nan,0,5
294200524,294200423,4325386,-0.06370281,0.06434197,-0.09864348,nan,0,5
295200620,295200514,4325386,0.15425028,-0.2518285,0.12335762,nan,0,5
296203252,296203105,4325386,-0.05496764,-0.11036139,-0.021944446,nan,0,5
297198333,297198194,4325386,0.027909927,0.050280478,0.041758362,nan,0,5
