timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
226864737,226864047,4325386,2000.08,3.9064062,31.25125,nan,nan,82.55796,nan,nan,nan,nan,nan,4.774926,nan,nan,9.605173,nan,nan,0.0,0.0,0.0
226924974,226924052,4325386,2000.08,3.9064062,31.25125,nan,nan,82.55796,nan,nan,nan,nan,nan,4.237464,nan,nan,9.605173,nan,nan,0.0,0.0,0.0
226929757,226929053,4325386,2000.08,3.9064062,31.25125,nan,nan,82.506294,nan,nan,nan,nan,nan,4.237464,nan,nan,10.728879,nan,nan,0.0,0.0,0.0
226994637,226991558,4325386,2000.08,3.9064062,31.25125,nan,nan,82.506294,nan,nan,nan,nan,nan,4.237464,nan,nan,10.805651,nan,nan,0.0,0.0,0.0
227060015,227056563,4325386,2000.08,3.9064062,31.25125,nan,nan,81.871414,nan,nan,nan,nan,nan,4.237464,nan,nan,9.928759,nan,nan,0.0,0.0,0.0
227124637,227121569,4325386,2000.08,3.9064062,31.25125,nan,nan,81.85943,nan,nan,nan,nan,nan,4.237464,nan,nan,10.450047,nan,nan,0.0,0.0,0.0
227184744,227184075,4325386,2000.08,3.9064062,31.25125,nan,nan,81.83827,nan,nan,nan,nan,nan,4.237464,nan,nan,11.708755,nan,nan,0.0,0.0,0.0
227244743,227244080,4325386,2000.08,3.9064062,31.25125,nan,nan,81.83827,nan,nan,nan,nan,nan,4.0206094,nan,nan,11.708755,nan,nan,0.0,0.0,0.0
227249769,227249080,4325386,2000.08,3.9064062,31.25125,nan,nan,81.827774,nan,nan,nan,nan,nan,4.0206094,nan,nan,11.278416,nan,nan,0.0,0.0,0.0
227314865,227311586,4325386,2000.08,3.9064062,31.25125,nan,nan,81.827774,nan,nan,nan,nan,nan,4.0206094,nan,nan,10.568652,nan,nan,0.0,0.0,0.0
227379789,227376591,4325386,2000.08,3.9064062,31.25125,nan,nan,81.83827,nan,nan,nan,nan,nan,4.0206094,nan,nan,10.373285,nan,nan,0.0,0.0,0.0
227444708,227441597,4325386,2000.08,3.9064062,31.25125,nan,nan,81.85943,nan,nan,nan,nan,nan,4.0206094,nan,nan,10.675182,nan,nan,0.0,0.0,0.0
227504771,227504102,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,nan,nan,nan,nan,nan,4.0206094,nan,nan,9.546425,nan,nan,0.0,0.0,0.0
227629809,227626613,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,nan,nan,nan,nan,nan,4.0861835,nan,nan,9.546425,nan,nan,0.0,0.0,0.0
227634699,227631614,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,nan,nan,nan,nan,nan,4.0861835,nan,nan,9.200216,nan,nan,0.0,0.0,0.0
227699913,227696619,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,140.77856,nan,nan,nan,nan,4.0861835,nan,nan,9.200216,10.798083,nan,0.0,0.0,0.0
227764762,227761624,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,140.77856,nan,nan,nan,nan,4.0861835,nan,nan,9.735614,10.798083,nan,0.0,0.0,0.0
227824796,227824130,4325386,2000.08,3.9064062,31.25125,nan,nan,82.03453,nan,nan,nan,nan,nan,4.0861835,nan,nan,8.9891815,nan,nan,0.0,0.0,0.0
227889872,227889135,4325386,2000.08,3.9064062,31.25125,nan,nan,81.838585,nan,nan,nan,nan,nan,4.0861835,nan,nan,9.180607,nan,nan,0.0,0.0,0.0
227954750,227951641,4325386,2000.08,3.9064062,31.25125,nan,nan,81.838585,nan,nan,nan,nan,nan,4.0861835,nan,nan,10.793037,nan,nan,0.0,0.0,0.0
228019914,228016646,4325386,2000.08,3.9064062,31.25125,nan,nan,81.79704,nan,nan,nan,nan,nan,4.0861835,nan,nan,9.661169,nan,nan,0.0,0.0,0.0
228084890,228081652,4325386,2000.08,3.9064062,31.25125,nan,nan,81.76237,nan,nan,nan,nan,nan,4.0861835,nan,nan,7.3721437,nan,nan,0.0,0.0,0.0
228140043,228139157,4325386,2000.08,3.9064062,31.25125,nan,nan,81.76237,nan,nan,nan,nan,nan,3.3745992,nan,nan,7.3721437,nan,nan,0.0,0.0,0.0
228274783,228271669,4325386,2000.08,3.9064062,31.25125,nan,nan,81.79704,nan,nan,nan,nan,nan,3.3745992,nan,nan,11.182892,nan,nan,0.0,0.0,0.0
228339943,228336674,4325386,2000.08,3.9064062,31.25125,nan,nan,81.76237,nan,nan,nan,nan,nan,3.3745992,nan,nan,8.256868,nan,nan,0.0,0.0,0.0
