timestamp,timestamp_sample,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,beta_innov,beta_innov_var
268793390,268692953,0.02014922,3.7392368,5.7454753,5.4460764,0.0,0.0,-0.0007444616,0.15774852
268803229,268702954,0.02014922,3.7392368,5.7454753,5.4460764,0.0,0.0,-0.0007444616,0.15774852
269793365,269693053,0.11921427,3.9912171,1.703259,1.063922,-0.5437765,2.4030242,0.015951188,0.09901274
270793494,270693152,-0.087358646,4.228272,0.667902,0.2053749,1.0975046,2.3689413,-0.15175137,0.098738655
271793606,271693252,-1.1353192,4.7544117,0.46510974,0.09948784,0.15601349,2.2530732,0.10121293,0.09670662
272793690,272693351,-1.2908657,4.8535285,0.40591347,0.07341906,0.618598,2.1873686,0.053088207,0.09285171
273793824,273693451,-0.9658854,4.8984957,0.35668728,0.06258526,0.15550709,2.1599956,-0.05070611,0.09225953
274793903,274693550,-0.58367115,4.863178,0.31862026,0.055903476,-0.24898624,2.1450443,-0.11863992,0.09219067
275793964,275693649,-0.22910242,4.8114586,0.29264057,0.05138802,1.2492561,2.1437168,-0.19753458,0.09189206
276794059,276693749,0.92792726,4.667216,0.20047383,0.047840018,4.0961657,2.2773848,-0.08631372,0.090309314
277794186,277693848,1.8566109,4.420632,0.14751036,0.043792885,6.3047075,2.2566433,-0.037506066,0.090100445
278794272,278693946,1.8889606,4.412932,0.14661385,0.04377353,11.289798,2.1719487,-0.031940743,0.09012144
279794329,279694045,1.9291958,4.405775,0.14542691,0.043744374,12.770036,2.1361332,0.027715337,0.090212315
280794466,280694143,1.9322505,4.4120555,0.14318228,0.04354205,10.639908,2.1313026,-0.048890155,0.0901924
281794523,281694241,1.8630157,4.4445543,0.14150661,0.04349214,8.197464,2.1441631,-0.24500874,0.090279914
282794632,282694338,1.8502214,4.462046,0.1393406,0.043472387,7.301135,2.1683059,-0.31294852,0.09031531
283794755,283694435,1.8112625,4.4722457,0.13728711,0.043518737,6.779663,2.1704087,-0.33447748,0.09031933
284794816,284694531,1.744911,4.478436,0.13571711,0.04361214,6.779663,2.1704087,-0.34698337,0.09031912
285794911,285694627,1.63255,4.48777,0.13399403,0.04371335,6.779663,2.1704087,-0.37552238,0.0903363
286795092,286694723,1.5219858,4.495965,0.13238986,0.043817066,6.779663,2.1704087,-0.32641768,0.09032284
287795295,287694818,1.4414178,4.5004926,0.13108492,0.043921947,6.779663,2.1704087,-0.35095713,0.090340495
288795334,288694912,1.3496859,4.507043,0.12967996,0.04402686,6.779663,2.1704087,-0.33377627,0.09034389
289795513,289695006,1.2569337,4.5145154,0.12837899,0.04413375,6.779663,2.1704087,-0.32173684,0.0903533
290795464,290695099,1.170923,4.5219245,0.12734224,0.04424412,6.779663,2.1704087,-0.36671886,0.09039401
291795565,291695192,1.0468904,4.5300574,0.12617843,0.044355396,6.779663,2.1704087,-0.4400756,0.09047454
292795649,292695285,0.9137389,4.5329623,0.12508732,0.04446681,6.779663,2.1704087,-0.42368174,0.09048182
293785676,293685376,0.8215791,4.5320487,0.12432337,0.044576682,6.779663,2.1704087,-0.40851864,0.0904754
294795799,294695468,0.7230552,4.529034,0.12350283,0.044685043,6.779663,2.1704087,-0.37694985,0.09047705
295795892,295695559,0.6320975,4.5250354,0.12270929,0.044787213,6.779663,2.1704087,-0.42629847,0.09053217
296795977,296695649,0.55554855,4.519859,0.12204576,0.044888537,6.779663,2.1704087,-0.41486832,0.09054027
297786022,297685738,0.46944398,4.514536,0.121321745,0.044986773,6.779663,2.1704087,-0.41744423,0.0905651
298796143,298695828,0.38808164,4.508072,0.120637655,0.045083765,6.779663,2.1704087,-0.40475908,0.09058427
299796223,299695917,0.3203442,4.5036807,0.12011824,0.04517987,6.779663,2.1704087,-0.38815045,0.090590626
300786331,300686004,0.22637908,4.4994674,0.11954901,0.04527672,6.779663,2.1704087,-0.4583519,0.09069462
301796427,301696093,0.14746684,4.49482,0.118996,0.045365315,6.779663,2.1704087,-0.2637585,0.090369955
302796460,302696180,0.39594454,4.4238667,0.11777812,0.04531503,6.779663,2.1704087,-0.3421385,0.09040389
303786574,303686266,0.60714465,4.3350363,0.116284594,0.04472822,6.779663,2.1704087,-0.2455454,0.090503
304786636,304686352,0.7191935,4.2743597,0.113816254,0.04385251,6.779663,2.1704087,-0.22278862,0.090690434
