timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
218148482,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,0.032910798,0.008673576,4.186306e-11,-0.2846445,-0.0191742,-9.778226,0.002180231,0.00246496,0.0006161684,0.002796603,0.0019210877,0.016161617,4.9478214e-05,7.54421e-05,9.969741e-05,39.0,nan
219158562,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,0.032978605,0.008689778,4.1234863e-11,-0.28694955,-0.01825996,-9.769502,0.0024724316,0.0033329169,-0.0007942886,0.0028118948,0.0038504133,0.017496737,9.904067e-05,0.000111287176,9.655489e-05,39.0,nan
220163647,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,0.58501655,0.0143105155,2.0229338e-10,-0.29118142,0.044049773,-9.813717,-0.011419632,0.005802818,-0.004764507,0.11643218,0.634433,0.4757761,0.00061437883,0.00050714123,8.370461e-05,39.0,nan
221183725,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,1.2700927,0.028877974,3.7487055e-10,-0.19169496,0.15352038,-9.84188,-0.0065042204,0.020160275,-0.00027175513,0.97948796,2.3101425,4.1557446,0.0024444992,0.0038379214,-7.903229e-05,39.0,nan
222093918,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.0110347,0.050309,6.096631e-09,0.29297882,0.31291094,-9.765175,0.085058965,0.00856084,0.08983656,2.2997105,2.5156412,4.887274,0.0031291158,0.008683177,-1.43406105e-05,39.0,nan
223108890,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.0666904,0.061376274,4.7602886e-09,-0.30422136,0.018750947,-10.14402,-0.07308786,-0.101700306,-0.00493575,4.858831,11.851553,17.158045,0.0165797,0.0134353675,-0.0007032558,39.0,nan
224113989,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.2381296,0.06747553,3.0722516e-09,-0.40370136,0.2053111,-9.635518,0.04364901,-0.09499131,-0.0296893,1.9932317,13.170255,11.823106,0.009696171,0.0064481646,-0.00029212743,39.0,nan
225124062,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.1584125,0.058735725,5.500541e-09,-0.49576706,0.07369767,-9.930745,0.094852395,0.08341375,0.0054411637,4.507009,19.906607,16.58909,0.013997251,0.00871336,-0.00038293918,39.0,nan
226129167,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.1685874,0.043717112,2.7046558e-09,-0.4929377,0.15278071,-10.033446,-0.054125667,-0.04089904,-0.008409669,3.2251415,35.76169,22.250235,0.028652275,0.02565341,-0.0014940086,39.0,nan
227134238,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.9038432,0.054526247,1.9625677e-09,-0.46854642,0.23035756,-9.737669,0.025360439,0.029391421,-0.008847395,6.670424,29.088734,16.129162,0.021533882,0.012313447,-0.00088512275,39.0,nan
228139323,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.7362707,0.054333176,5.2198104e-09,-0.35247946,0.12599507,-9.834808,0.008456911,0.07257727,0.08205937,5.66835,63.556416,23.028189,0.037287027,0.025797646,-0.00071171345,39.0,nan
229144406,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.759369,0.051937006,3.0651646e-09,-0.20582022,0.05250676,-9.7680645,0.020664163,0.022482036,0.0414134,7.8754597,40.60361,13.1390505,0.023369348,0.010671304,-0.00059451297,39.0,nan
230164499,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.5492055,0.048935033,2.4478959e-09,-0.3192998,-0.054261632,-9.898919,0.053116262,-0.0042044213,0.016103785,6.790273,26.292084,19.504324,0.015071323,0.018439503,-0.00054414076,39.5,nan
231169582,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.5996938,0.048937373,2.8510727e-09,-0.25125444,-0.15085489,-9.679492,-0.02899016,0.059214715,0.006963789,4.642094,16.02631,18.813324,0.014841253,0.016990412,-0.0008628215,39.0,nan
232189678,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.2895334,0.044942707,9.908745e-10,-0.3341849,0.06400087,-9.923813,0.018581266,-0.04426955,-0.0030040317,1.0426427,9.644207,0.7844178,0.008357565,0.0007685521,-5.635605e-05,39.5,nan
233094759,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.3193,0.059892174,3.0716916e-09,-0.4357776,0.12642987,-9.791232,-0.052405227,-7.16408e-05,-0.0529837,3.504844,1.1994492,11.7478895,0.0023499161,0.0036721646,-8.9258014e-05,39.5,nan
234094846,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.9516788,0.054094795,1.4263974e-09,-0.34958598,0.051028084,-9.787833,0.013822957,-0.0047972393,-0.03278934,2.2564058,15.503227,8.431629,0.006814759,0.0073537985,1.0062663e-05,39.5,nan
235099933,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.5570116,0.04657164,1.662487e-09,-0.38652265,0.11241246,-10.5426655,-0.025083464,0.02671256,0.00069042546,2.7325428,15.0332985,9.387337,0.012867095,0.003879763,-0.00049133284,39.5,nan
236105027,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.4491656,0.05360198,2.2224185e-09,-0.3697768,-0.157801,-10.154382,0.046433758,0.0742116,-0.003948773,1.3856579,23.9131,9.553078,0.016000614,0.011260068,-0.0005675123,39.5,nan
237120117,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.4746184,0.07340297,7.678716e-09,-0.33949828,0.11806139,-9.713304,-0.063900955,-0.03045597,0.06912639,2.9158633,114.66017,14.051819,0.08014573,0.015376633,-0.002384953,39.5,nan
238130207,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.380158,0.04597705,2.406043e-09,-0.29805002,0.037995502,-9.634042,0.02003473,0.07618168,0.0052071945,2.093885,174.87862,3.1749833,0.09918421,0.008689561,-0.0026292724,39.5,nan
239135301,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.2416327,0.069381304,2.9360578e-09,-0.29667017,0.15679547,-9.772535,0.00039312438,-0.026798889,0.029511645,1.6008016,24.589878,16.508612,0.02840541,0.008621822,-0.0011167934,39.5,nan
240140393,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.1573257,0.065493755,2.5747608e-09,-0.24664389,0.10691828,-9.7066765,-0.040957004,0.0058956887,0.02918716,2.3456357,85.36666,9.887349,0.06757584,0.010731353,-0.0023567397,39.5,nan
241145483,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.1060073,0.06880436,2.8464722e-09,-0.2861792,-0.27818587,-9.853597,-0.010795003,0.014456649,0.01756035,2.6154873,129.52457,11.782963,0.08530747,0.008026969,-0.0024185923,39.5,nan
242150578,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.2259302,0.06719677,2.2642836e-09,-0.3826061,-0.06252871,-9.714454,0.01634188,0.021995004,0.022322971,3.0179229,213.59425,6.495816,0.1786559,0.01194163,-0.0071632187,39.5,nan
243160735,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.4513671,0.057239182,2.1627375e-09,-0.27156174,0.43071997,-9.702371,-0.014768552,-0.02215777,-0.026684714,2.323447,88.37652,2.6331427,0.06570887,0.006110662,-0.0016904095,39.5,nan
244190867,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.9702613,0.0628791,1.6370314e-09,-0.31308764,0.2707259,-9.843075,0.045712195,-0.03472768,0.014178861,2.7413142,17.404682,12.264482,0.022335663,0.0075927735,-0.00081527553,39.5,nan
245105851,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.1898997,0.058018774,1.2954039e-09,-0.27566898,0.20356308,-9.742642,-0.021302128,0.0047503537,0.010206286,1.4979162,13.084208,8.25288,0.010083847,0.004340715,-0.00035766693,39.5,nan
246110945,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.9591722,0.060175687,2.3793276e-09,-0.2787914,0.25266042,-9.79359,-0.027639652,0.02949964,0.010495261,2.5126274,216.38525,0.51933455,0.13247347,0.01094795,-0.003225722,39.5,nan
247121039,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.7261024,0.05416636,1.9467736e-09,-0.26534688,0.09521701,-9.865621,0.029876092,0.03865856,-0.013626216,3.0967839,132.50137,2.9269357,0.08525169,0.012147068,-0.0026812195,39.5,nan
248126133,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.0979054,0.046389684,1.5128822e-09,-0.225862,0.19290903,-8.728072,0.037528012,0.010481164,0.006156541,3.2557611,20.800097,7.3560305,0.011092721,0.0076875724,0.00014515688,39.5,nan
249131229,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.6698866,0.051412858,4.9271542e-09,-0.3320556,0.07756135,-9.249635,0.03364504,-0.024961673,0.030030802,5.228555,88.624245,19.91768,0.061910886,0.023260836,-0.0022121675,39.5,nan
250146328,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,3.02946,0.057210255,3.951739e-09,-0.2618225,0.1528571,-9.251059,-0.010408093,-0.025337998,0.04557503,5.7314835,32.198074,15.594874,0.02059721,0.012865232,-0.00019682424,39.5,nan
251151419,4259850,4325386,0,0,0,0,0,411.04898,400.016,2055.2449,2000.08,2.7513516,0.060141414,1.7117529e-08,-0.37491506,0.065197,-10.009806,0.0008822352,0.47517857,0.02698141,3.301413,89.59019,4.420375,0.043488156,0.016846614,-0.0007855697,39.5,nan
