timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
217908512,217908295,-0.86378425,-0.0209527,-5.9102542e-05,-0.5034261,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
218408540,218408336,-0.86288375,-0.021045953,-0.00011143862,-0.5049642,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
218908579,218908377,-0.86197317,-0.021158427,-0.00014972898,-0.50651234,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
219408626,219408418,-0.8611483,-0.020981677,-8.110629e-05,-0.50792056,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
219913669,219913460,-0.8609027,-0.019959623,0.00049022277,-0.5083778,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
220408710,220408501,-0.8601632,-0.016925,0.00080171484,-0.5097375,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
220908753,220908542,-0.86032456,-0.011602932,0.0013103609,-0.50961286,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
221408789,221408584,-0.86088175,-0.007994091,-0.0022321723,-0.5087375,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
221908831,221908626,-0.86037695,0.004987431,-0.012839272,-0.5094721,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
222408871,222408668,-0.8516747,0.001748093,-0.0132956,-0.52389926,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
222908916,222908710,-0.8447667,0.0067328354,-0.006632792,-0.53505147,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
223408999,223408752,-0.84907895,-0.010179303,0.0059348824,-0.52813447,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
223909020,223908794,-0.8552224,-0.025041934,-0.0006306697,-0.5176555,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
224409040,224408837,-0.861665,-0.038907766,0.0137166865,-0.505798,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
224909153,224908879,-0.8647488,-0.022395533,0.018513445,-0.5013634,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
225409174,225408922,-0.86739516,-0.031880323,0.006584697,-0.49655417,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
225909289,225908965,-0.87373585,-0.012765041,0.01233571,-0.48607686,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
226409217,226409008,-0.8775327,-0.0043965206,0.019594118,-0.47909606,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
226909274,226909051,-0.87985605,-0.004674136,0.020818776,-0.47476122,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
227409300,227409094,-0.882896,-0.0062760618,0.016856242,-0.46922392,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
227909391,227909137,-0.87930125,-0.010117144,0.014703644,-0.47593167,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
228409386,228409180,-0.87208515,-0.009341745,0.0015461511,-0.48926255,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
228909436,228909224,-0.8654626,-0.006301536,0.0046596797,-0.5009123,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
229409471,229409268,-0.8639571,-0.008484282,-0.0025034696,-0.5034877,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
229909534,229909311,-0.86490035,-0.017161539,-0.0044106436,-0.50163096,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
230409555,230409355,-0.86618876,-0.02553868,-0.008951793,-0.49898377,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
230909605,230909399,-0.8675972,-0.029784879,-0.0038577928,-0.4963597,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
231409653,231409443,-0.869608,-0.023791157,-0.0030956166,-0.4931596,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
231909770,231909487,-0.87199783,-0.01886766,0.0043914495,-0.4891263,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
232409739,232409531,-0.87629,-0.020917846,0.012523123,-0.48116663,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
232909779,232909576,-0.8848449,-0.025266014,0.01250096,-0.46503213,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
233409829,233409620,-0.89306873,-0.022684166,0.017922353,-0.44899058,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
233909871,233909665,-0.89972085,-0.01643603,0.017833572,-0.43579167,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
234409915,234409709,-0.90531677,-0.01626328,0.013390514,-0.42421424,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
234909962,234909754,-0.9089468,-0.016208513,0.008548242,-0.41650924,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
235410004,235409799,-0.9108755,-0.010546952,0.0051854034,-0.41251394,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
235910049,235909844,-0.91341627,-0.014369506,0.00791197,-0.40669614,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
236410129,236409889,-0.91454244,-0.021798935,-0.004421945,-0.40387797,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
236910138,236909935,-0.9116837,-0.027133163,-0.007424206,-0.4099287,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
237410188,237409980,-0.90715075,-0.022259803,0.002946842,-0.42020652,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
237910230,237910026,-0.90689695,-0.017454125,0.0081245415,-0.42091238,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
238410280,238410071,-0.9089201,-0.021106761,0.0036586819,-0.41641957,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
238910341,238910117,-0.90914965,-0.020710465,0.0029097393,-0.4159441,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
239410381,239410163,-0.9083142,-0.01876193,0.007773122,-0.4177952,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
239910411,239910208,-0.9068209,-0.023628345,0.006412348,-0.42080444,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
240410456,240410254,-0.90626943,-0.020098502,0.008664258,-0.42213356,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
240910509,240910301,-0.90599835,-0.017302735,0.007940353,-0.42285284,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
241410554,241410347,-0.9070187,-0.015803002,0.003159294,-0.42078203,0.99999946,3.7847108e-09,5.242912e-10,-0.0010803554,3
