timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
217453773,217353250,0.0002884254,0.0035211854,0.00776558,67109399,0,0.3684293,0.3965385,0.067909494,0.02799435,0.010501324,0.01749902,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217463950,217363250,0.00035081728,0.008968111,0.01485638,67109399,0,0.35284665,0.39285123,0.067909494,0.033627886,0.010336212,0.01749902,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217653793,217553266,0.00059973745,0.0048386166,0.0102179665,67109399,0,0.3680102,0.39552623,0.081016235,0.033627886,0.010336212,0.01842687,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
217853802,217753282,0.0006914638,0.0039115897,0.00864305,67109399,0,0.36760107,0.39705366,0.0841618,0.017485853,0.009083063,0.003551883,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218053826,217953298,0.0005677386,0.0016399721,0.0054900507,67109399,0,0.3671979,0.39604127,0.07672357,0.0060170363,0.008712696,0.020078216,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218253824,218153315,0.0006306114,0.0022035062,0.006328642,67109399,0,0.36678472,0.39505455,0.08062184,0.016889626,0.009035011,0.017754342,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218453842,218353331,0.0006330967,0.002267977,0.00626783,67109399,0,0.36636442,0.3966157,0.08222027,0.017787348,0.009503127,0.01579399,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218653877,218553348,0.0006517861,0.00081538124,0.0035413848,67109399,0,0.3658618,0.39564288,0.072013825,0.0066721626,0.007791132,0.011745454,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
218853776,218753364,0.00049667555,0.0014559008,0.004537217,67109399,0,0.36542922,0.39470148,0.08443513,0.020082409,0.009208925,0.016931007,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
219053850,218953381,0.00057503994,0.00240823,0.003700529,67109399,0,0.36498582,0.39629802,0.04317069,0.030956753,0.008838558,0.017724711,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
