timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
386583852,nan,nan,nan,nan,nan,0,-1
386783851,nan,nan,nan,nan,nan,0,-1
386983850,nan,nan,nan,nan,nan,0,-1
387183852,nan,nan,nan,nan,nan,0,-1
387383851,nan,nan,nan,nan,nan,0,-1
387583850,nan,nan,nan,nan,nan,0,-1
387783851,nan,nan,nan,nan,nan,0,-1
387983851,nan,nan,nan,nan,nan,0,-1
388183851,nan,nan,nan,nan,nan,0,-1
388383851,nan,nan,nan,nan,nan,0,-1
388583851,nan,nan,nan,nan,nan,0,-1
388783851,nan,nan,nan,nan,nan,0,-1
388983850,nan,nan,nan,nan,nan,0,-1
389183851,nan,nan,nan,nan,nan,0,-1
389383851,nan,nan,nan,nan,nan,0,-1
389583852,nan,nan,nan,nan,nan,0,-1
389783851,nan,nan,nan,nan,nan,0,-1
389983851,nan,nan,nan,nan,nan,0,-1
390183851,nan,nan,nan,nan,nan,0,-1
390383852,nan,nan,nan,nan,nan,0,-1
390583851,nan,nan,nan,nan,nan,0,-1
390783851,nan,nan,nan,nan,nan,0,-1
390983852,nan,nan,nan,nan,nan,0,-1
391183852,nan,nan,nan,nan,nan,0,-1
391383850,nan,nan,nan,nan,nan,0,-1
391583850,nan,nan,nan,nan,nan,0,-1
391783851,nan,nan,nan,nan,nan,0,-1
391983851,nan,nan,nan,nan,nan,0,-1
392183851,nan,nan,nan,nan,nan,0,-1
392383866,nan,nan,nan,nan,nan,0,-1
392583851,nan,nan,nan,nan,nan,0,-1
392783852,nan,nan,nan,nan,nan,0,-1
392983851,nan,nan,nan,nan,nan,0,-1
393183851,nan,nan,nan,nan,nan,0,-1
393383862,nan,nan,nan,nan,nan,0,-1
393583852,nan,nan,nan,nan,nan,0,-1
393783851,nan,nan,nan,nan,nan,0,-1
393983851,nan,nan,nan,nan,nan,0,-1
394183862,nan,nan,nan,nan,nan,0,-1
394383851,nan,nan,nan,nan,nan,0,-1
394583851,nan,nan,nan,nan,nan,0,-1
394783850,nan,nan,nan,nan,nan,0,-1
394983851,nan,nan,nan,nan,nan,0,-1
395183851,nan,nan,nan,nan,nan,0,-1
395383850,nan,nan,nan,nan,nan,0,-1
395583861,nan,nan,nan,nan,nan,0,-1
395783852,nan,nan,nan,nan,nan,0,-1
395983852,nan,nan,nan,nan,nan,0,-1
396183851,nan,nan,nan,nan,nan,0,-1
396383851,nan,nan,nan,nan,nan,0,-1
396583851,nan,nan,nan,nan,nan,0,-1
396783850,nan,nan,nan,nan,nan,0,-1
396983851,nan,nan,nan,nan,nan,0,-1
397183853,nan,nan,nan,nan,nan,0,-1
397383852,nan,nan,nan,nan,nan,0,-1
397583850,nan,nan,nan,nan,nan,0,-1
397783851,nan,nan,nan,nan,nan,0,-1
397983850,nan,nan,nan,nan,nan,0,-1
398183851,nan,nan,nan,nan,nan,0,-1
398383850,nan,nan,nan,nan,nan,0,-1
398583851,nan,nan,nan,nan,nan,0,-1
398783853,nan,nan,nan,nan,nan,0,-1
398983851,nan,nan,nan,nan,nan,0,-1
399183851,nan,nan,nan,nan,nan,0,-1
399383850,nan,nan,nan,nan,nan,0,-1
399583860,nan,nan,nan,nan,nan,0,-1
399783867,nan,nan,nan,nan,nan,0,-1
399983855,nan,nan,nan,nan,nan,0,-1
400183851,nan,nan,nan,nan,nan,0,-1
400383861,nan,nan,nan,nan,nan,0,-1
400583852,nan,nan,nan,nan,nan,0,-1
400783858,nan,nan,nan,nan,nan,0,-1
400983856,nan,nan,nan,nan,nan,0,-1
401183882,nan,nan,nan,nan,nan,0,-1
401383882,nan,nan,nan,nan,nan,0,-1
401583852,nan,nan,nan,nan,nan,0,-1
401783852,nan,nan,nan,nan,nan,0,-1
401983852,nan,nan,nan,nan,nan,0,-1
402183852,nan,nan,nan,nan,nan,0,-1
402383852,nan,nan,nan,nan,nan,0,-1
402583852,nan,nan,nan,nan,nan,0,-1
402783853,nan,nan,nan,nan,nan,0,-1
402983852,nan,nan,nan,nan,nan,0,-1
403183852,nan,nan,nan,nan,nan,0,-1
403383851,nan,nan,nan,nan,nan,0,-1
403583851,nan,nan,nan,nan,nan,0,-1
403783852,nan,nan,nan,nan,nan,0,-1
403983857,nan,nan,nan,nan,nan,0,-1
404183877,nan,nan,nan,nan,nan,0,-1
404383851,nan,nan,nan,nan,nan,0,-1
404583859,nan,nan,nan,nan,nan,0,-1
404783878,nan,nan,nan,nan,nan,0,-1
404983892,nan,nan,nan,nan,nan,0,-1
405183906,nan,nan,nan,nan,nan,0,-1
405383931,nan,nan,nan,nan,nan,0,-1
405583944,nan,nan,nan,nan,nan,0,-1
405783935,nan,nan,nan,nan,nan,0,-1
405983851,nan,nan,nan,nan,nan,0,-1
406183851,nan,nan,nan,nan,nan,0,-1
406383855,nan,nan,nan,nan,nan,0,-1
406583864,nan,nan,nan,nan,nan,0,-1
406783851,nan,nan,nan,nan,nan,0,-1
406983851,nan,nan,nan,nan,nan,0,-1
407183851,nan,nan,nan,nan,nan,0,-1
407383851,nan,nan,nan,nan,nan,0,-1
407583851,nan,nan,nan,nan,nan,0,-1
407783851,nan,nan,nan,nan,nan,0,-1
407983851,nan,nan,nan,nan,nan,0,-1
408183851,nan,nan,nan,nan,nan,0,-1
408383850,nan,nan,nan,nan,nan,0,-1
408583850,nan,nan,nan,nan,nan,0,-1
408783851,nan,nan,nan,nan,nan,0,-1
408983851,nan,nan,nan,nan,nan,0,-1
409183851,nan,nan,nan,nan,nan,0,-1
409383851,nan,nan,nan,nan,nan,0,-1
409583851,nan,nan,nan,nan,nan,0,-1
409783851,nan,nan,nan,nan,nan,0,-1
409983852,nan,nan,nan,nan,nan,0,-1
410183850,nan,nan,nan,nan,nan,0,-1
410383851,nan,nan,nan,nan,nan,0,-1
410583851,nan,nan,nan,nan,nan,0,-1
410783851,nan,nan,nan,nan,nan,0,-1
410983850,nan,nan,nan,nan,nan,0,-1
411183851,nan,nan,nan,nan,nan,0,-1
411383851,nan,nan,nan,nan,nan,0,-1
411583851,nan,nan,nan,nan,nan,0,-1
411783851,nan,nan,nan,nan,nan,0,-1
411983851,nan,nan,nan,nan,nan,0,-1
412183852,nan,nan,nan,nan,nan,0,-1
412383857,nan,nan,nan,nan,nan,0,-1
412583851,nan,nan,nan,nan,nan,0,-1
412783851,nan,nan,nan,nan,nan,0,-1
412983852,nan,nan,nan,nan,nan,0,-1
413183868,nan,nan,nan,nan,nan,0,-1
413383853,nan,nan,nan,nan,nan,0,-1
413583851,nan,nan,nan,nan,nan,0,-1
413783852,nan,nan,nan,nan,nan,0,-1
413983851,nan,nan,nan,nan,nan,0,-1
414183850,nan,nan,nan,nan,nan,0,-1
414383851,nan,nan,nan,nan,nan,0,-1
414583852,nan,nan,nan,nan,nan,0,-1
414783851,nan,nan,nan,nan,nan,0,-1
414983852,nan,nan,nan,nan,nan,0,-1
415183851,nan,nan,nan,nan,nan,0,-1
415383865,nan,nan,nan,nan,nan,0,-1
415583899,nan,nan,nan,nan,nan,0,-1
415783851,nan,nan,nan,nan,nan,0,-1
415983851,nan,nan,nan,nan,nan,0,-1
416183850,nan,nan,nan,nan,nan,0,-1
416383851,nan,nan,nan,nan,nan,0,-1
416583851,nan,nan,nan,nan,nan,0,-1
416783863,nan,nan,nan,nan,nan,0,-1
416983851,nan,nan,nan,nan,nan,0,-1
417183851,nan,nan,nan,nan,nan,0,-1
417383851,nan,nan,nan,nan,nan,0,-1
417583851,nan,nan,nan,nan,nan,0,-1
417783850,nan,nan,nan,nan,nan,0,-1
417983850,nan,nan,nan,nan,nan,0,-1
418183851,nan,nan,nan,nan,nan,0,-1
418383850,nan,nan,nan,nan,nan,0,-1
418583852,nan,nan,nan,nan,nan,0,-1
418783852,nan,nan,nan,nan,nan,0,-1
418983852,nan,nan,nan,nan,nan,0,-1
419183851,nan,nan,nan,nan,nan,0,-1
419383851,nan,nan,nan,nan,nan,0,-1
419583851,nan,nan,nan,nan,nan,0,-1
419783852,nan,nan,nan,nan,nan,0,-1
419983852,nan,nan,nan,nan,nan,0,-1
420183852,nan,nan,nan,nan,nan,0,-1
420383852,nan,nan,nan,nan,nan,0,-1
420583851,nan,nan,nan,nan,nan,0,-1
420783851,nan,nan,nan,nan,nan,0,-1
420983851,nan,nan,nan,nan,nan,0,-1
421183851,nan,nan,nan,nan,nan,0,-1
421383850,nan,nan,nan,nan,nan,0,-1
421583851,nan,nan,nan,nan,nan,0,-1
421783851,nan,nan,nan,nan,nan,0,-1
421983851,nan,nan,nan,nan,nan,0,-1
422183851,nan,nan,nan,nan,nan,0,-1
422383851,nan,nan,nan,nan,nan,0,-1
422583851,nan,nan,nan,nan,nan,0,-1
422783851,nan,nan,nan,nan,nan,0,-1
422983851,nan,nan,nan,nan,nan,0,-1
423183851,nan,nan,nan,nan,nan,0,-1
423383850,nan,nan,nan,nan,nan,0,-1
423583852,nan,nan,nan,nan,nan,0,-1
423783851,nan,nan,nan,nan,nan,0,-1
423983851,nan,nan,nan,nan,nan,0,-1
424183851,nan,nan,nan,nan,nan,0,-1
424383851,nan,nan,nan,nan,nan,0,-1
424583851,nan,nan,nan,nan,nan,0,-1
424783851,nan,nan,nan,nan,nan,0,-1
424983851,nan,nan,nan,nan,nan,0,-1
425183851,nan,nan,nan,nan,nan,0,-1
425383851,nan,nan,nan,nan,nan,0,-1
425583850,nan,nan,nan,nan,nan,0,-1
425783851,nan,nan,nan,nan,nan,0,-1
425983851,nan,nan,nan,nan,nan,0,-1
426183851,nan,nan,nan,nan,nan,0,-1
426383851,nan,nan,nan,nan,nan,0,-1
426583851,nan,nan,nan,nan,nan,0,-1
426783851,nan,nan,nan,nan,nan,0,-1
426983851,nan,nan,nan,nan,nan,0,-1
427183851,nan,nan,nan,nan,nan,0,-1
427383850,nan,nan,nan,nan,nan,0,-1
427583851,nan,nan,nan,nan,nan,0,-1
427783850,nan,nan,nan,nan,nan,0,-1
427983851,nan,nan,nan,nan,nan,0,-1
428183851,nan,nan,nan,nan,nan,0,-1
428383851,nan,nan,nan,nan,nan,0,-1
428583851,nan,nan,nan,nan,nan,0,-1
428783851,nan,nan,nan,nan,nan,0,-1
428983866,nan,nan,nan,nan,nan,0,-1
429183851,nan,nan,nan,nan,nan,0,-1
429383851,nan,nan,nan,nan,nan,0,-1
429583851,nan,nan,nan,nan,nan,0,-1
429783851,nan,nan,nan,nan,nan,0,-1
429983851,nan,nan,nan,nan,nan,0,-1
430183851,nan,nan,nan,nan,nan,0,-1
430383851,nan,nan,nan,nan,nan,0,-1
430583851,nan,nan,nan,nan,nan,0,-1
430783851,nan,nan,nan,nan,nan,0,-1
430983851,nan,nan,nan,nan,nan,0,-1
431183850,nan,nan,nan,nan,nan,0,-1
431383851,nan,nan,nan,nan,nan,0,-1
431583852,nan,nan,nan,nan,nan,0,-1
431783852,nan,nan,nan,nan,nan,0,-1
431983859,nan,nan,nan,nan,nan,0,-1
432183851,nan,nan,nan,nan,nan,0,-1
432383852,nan,nan,nan,nan,nan,0,-1
432583852,nan,nan,nan,nan,nan,0,-1
432783851,nan,nan,nan,nan,nan,0,-1
432983851,nan,nan,nan,nan,nan,0,-1
433183853,nan,nan,nan,nan,nan,0,-1
433383851,nan,nan,nan,nan,nan,0,-1
433583851,nan,nan,nan,nan,nan,0,-1
433783857,nan,nan,nan,nan,nan,0,-1
433983852,nan,nan,nan,nan,nan,0,-1
434183852,nan,nan,nan,nan,nan,0,-1
434383851,nan,nan,nan,nan,nan,0,-1
434583851,nan,nan,nan,nan,nan,0,-1
434783851,nan,nan,nan,nan,nan,0,-1
434983851,nan,nan,nan,nan,nan,0,-1
435183867,nan,nan,nan,nan,nan,0,-1
435383889,nan,nan,nan,nan,nan,0,-1
435583851,nan,nan,nan,nan,nan,0,-1
435783851,nan,nan,nan,nan,nan,0,-1
435983851,nan,nan,nan,nan,nan,0,-1
436183852,nan,nan,nan,nan,nan,0,-1
436383859,nan,nan,nan,nan,nan,0,-1
436583852,nan,nan,nan,nan,nan,0,-1
436783852,nan,nan,nan,nan,nan,0,-1
436983852,nan,nan,nan,nan,nan,0,-1
437183851,nan,nan,nan,nan,nan,0,-1
437383852,nan,nan,nan,nan,nan,0,-1
437583851,nan,nan,nan,nan,nan,0,-1
437783851,nan,nan,nan,nan,nan,0,-1
437983851,nan,nan,nan,nan,nan,0,-1
438183855,nan,nan,nan,nan,nan,0,-1
438383871,nan,nan,nan,nan,nan,0,-1
438583891,nan,nan,nan,nan,nan,0,-1
438783902,nan,nan,nan,nan,nan,0,-1
438983917,nan,nan,nan,nan,nan,0,-1
439183934,nan,nan,nan,nan,nan,0,-1
439383851,nan,nan,nan,nan,nan,0,-1
439583850,nan,nan,nan,nan,nan,0,-1
439783861,nan,nan,nan,nan,nan,0,-1
439983851,nan,nan,nan,nan,nan,0,-1
440183851,nan,nan,nan,nan,nan,0,-1
440383851,nan,nan,nan,nan,nan,0,-1
440583851,nan,nan,nan,nan,nan,0,-1
440783850,nan,nan,nan,nan,nan,0,-1
440983851,nan,nan,nan,nan,nan,0,-1
441183851,nan,nan,nan,nan,nan,0,-1
441383851,nan,nan,nan,nan,nan,0,-1
441583851,nan,nan,nan,nan,nan,0,-1
441783851,nan,nan,nan,nan,nan,0,-1
441983851,nan,nan,nan,nan,nan,0,-1
442183851,nan,nan,nan,nan,nan,0,-1
442383865,nan,nan,nan,nan,nan,0,-1
442583851,nan,nan,nan,nan,nan,0,-1
442783851,nan,nan,nan,nan,nan,0,-1
442983893,nan,nan,nan,nan,nan,0,-1
443183851,nan,nan,nan,nan,nan,0,-1
443383851,nan,nan,nan,nan,nan,0,-1
443583851,nan,nan,nan,nan,nan,0,-1
443783851,nan,nan,nan,nan,nan,0,-1
443983851,nan,nan,nan,nan,nan,0,-1
444183851,nan,nan,nan,nan,nan,0,-1
444383850,nan,nan,nan,nan,nan,0,-1
444583851,nan,nan,nan,nan,nan,0,-1
444783852,nan,nan,nan,nan,nan,0,-1
444983851,nan,nan,nan,nan,nan,0,-1
445183851,nan,nan,nan,nan,nan,0,-1
445383851,nan,nan,nan,nan,nan,0,-1
445583851,nan,nan,nan,nan,nan,0,-1
445783851,nan,nan,nan,nan,nan,0,-1
445983850,nan,nan,nan,nan,nan,0,-1
446183851,nan,nan,nan,nan,nan,0,-1
446383851,nan,nan,nan,nan,nan,0,-1
446583850,nan,nan,nan,nan,nan,0,-1
446783861,nan,nan,nan,nan,nan,0,-1
446983851,nan,nan,nan,nan,nan,0,-1
447183851,nan,nan,nan,nan,nan,0,-1
447383851,nan,nan,nan,nan,nan,0,-1
447583851,nan,nan,nan,nan,nan,0,-1
447783851,nan,nan,nan,nan,nan,0,-1
447983850,nan,nan,nan,nan,nan,0,-1
448183851,nan,nan,nan,nan,nan,0,-1
448383852,nan,nan,nan,nan,nan,0,-1
448583851,nan,nan,nan,nan,nan,0,-1
448783851,nan,nan,nan,nan,nan,0,-1
448983851,nan,nan,nan,nan,nan,0,-1
449183851,nan,nan,nan,nan,nan,0,-1
449383851,nan,nan,nan,nan,nan,0,-1
449583851,nan,nan,nan,nan,nan,0,-1
449783851,nan,nan,nan,nan,nan,0,-1
449983851,nan,nan,nan,nan,nan,0,-1
450183851,nan,nan,nan,nan,nan,0,-1
450383851,nan,nan,nan,nan,nan,0,-1
450583852,nan,nan,nan,nan,nan,0,-1
450783851,nan,nan,nan,nan,nan,0,-1
450983852,nan,nan,nan,nan,nan,0,-1
451183851,nan,nan,nan,nan,nan,0,-1
451383852,nan,nan,nan,nan,nan,0,-1
451583869,nan,nan,nan,nan,nan,0,-1
451783852,nan,nan,nan,nan,nan,0,-1
451983851,nan,nan,nan,nan,nan,0,-1
452183885,nan,nan,nan,nan,nan,0,-1
452383851,nan,nan,nan,nan,nan,0,-1
452583852,nan,nan,nan,nan,nan,0,-1
452783851,nan,nan,nan,nan,nan,0,-1
452983851,nan,nan,nan,nan,nan,0,-1
453183857,nan,nan,nan,nan,nan,0,-1
453383880,nan,nan,nan,nan,nan,0,-1
453583851,nan,nan,nan,nan,nan,0,-1
453783851,nan,nan,nan,nan,nan,0,-1
453983851,nan,nan,nan,nan,nan,0,-1
454183851,nan,nan,nan,nan,nan,0,-1
454383864,nan,nan,nan,nan,nan,0,-1
454583851,nan,nan,nan,nan,nan,0,-1
454783851,nan,nan,nan,nan,nan,0,-1
454983852,nan,nan,nan,nan,nan,0,-1
455183851,nan,nan,nan,nan,nan,0,-1
455383851,nan,nan,nan,nan,nan,0,-1
455583851,nan,nan,nan,nan,nan,0,-1
455783852,nan,nan,nan,nan,nan,0,-1
455983852,nan,nan,nan,nan,nan,0,-1
456183852,nan,nan,nan,nan,nan,0,-1
456383851,nan,nan,nan,nan,nan,0,-1
456583851,nan,nan,nan,nan,nan,0,-1
456783851,nan,nan,nan,nan,nan,0,-1
456983851,nan,nan,nan,nan,nan,0,-1
457183851,nan,nan,nan,nan,nan,0,-1
457383851,nan,nan,nan,nan,nan,0,-1
457583851,nan,nan,nan,nan,nan,0,-1
457783852,nan,nan,nan,nan,nan,0,-1
457983852,nan,nan,nan,nan,nan,0,-1
458183852,nan,nan,nan,nan,nan,0,-1
458383850,nan,nan,nan,nan,nan,0,-1
458583851,nan,nan,nan,nan,nan,0,-1
458783851,nan,nan,nan,nan,nan,0,-1
458983851,nan,nan,nan,nan,nan,0,-1
459183850,nan,nan,nan,nan,nan,0,-1
459383851,nan,nan,nan,nan,nan,0,-1
459583870,nan,nan,nan,nan,nan,0,-1
459783855,nan,nan,nan,nan,nan,0,-1
459983851,nan,nan,nan,nan,nan,0,-1
460183851,nan,nan,nan,nan,nan,0,-1
460383870,nan,nan,nan,nan,nan,0,-1
460583850,nan,nan,nan,nan,nan,0,-1
460783851,nan,nan,nan,nan,nan,0,-1
460983851,nan,nan,nan,nan,nan,0,-1
461183853,nan,nan,nan,nan,nan,0,-1
461383852,nan,nan,nan,nan,nan,0,-1
461583851,nan,nan,nan,nan,nan,0,-1
461783869,nan,nan,nan,nan,nan,0,-1
461983851,nan,nan,nan,nan,nan,0,-1
462183851,nan,nan,nan,nan,nan,0,-1
462383865,nan,nan,nan,nan,nan,0,-1
462583881,nan,nan,nan,nan,nan,0,-1
462783880,nan,nan,nan,nan,nan,0,-1
462983877,nan,nan,nan,nan,nan,0,-1
463183872,nan,nan,nan,nan,nan,0,-1
463383856,nan,nan,nan,nan,nan,0,-1
463583858,nan,nan,nan,nan,nan,0,-1
463783852,nan,nan,nan,nan,nan,0,-1
463983852,nan,nan,nan,nan,nan,0,-1
464183852,nan,nan,nan,nan,nan,0,-1
464383851,nan,nan,nan,nan,nan,0,-1
464583853,nan,nan,nan,nan,nan,0,-1
464783871,nan,nan,nan,nan,nan,0,-1
464983851,nan,nan,nan,nan,nan,0,-1
465183851,nan,nan,nan,nan,nan,0,-1
465383854,nan,nan,nan,nan,nan,0,-1
465583877,nan,nan,nan,nan,nan,0,-1
465783850,nan,nan,nan,nan,nan,0,-1
465983882,nan,nan,nan,nan,nan,0,-1
466183884,nan,nan,nan,nan,nan,0,-1
466383907,nan,nan,nan,nan,nan,0,-1
466583940,nan,nan,nan,nan,nan,0,-1
466783851,nan,nan,nan,nan,nan,0,-1
466983851,nan,nan,nan,nan,nan,0,-1
467183861,nan,nan,nan,nan,nan,0,-1
467383851,nan,nan,nan,nan,nan,0,-1
467583851,nan,nan,nan,nan,nan,0,-1
467783870,nan,nan,nan,nan,nan,0,-1
467983852,nan,nan,nan,nan,nan,0,-1
468183851,nan,nan,nan,nan,nan,0,-1
468383851,nan,nan,nan,nan,nan,0,-1
468583852,nan,nan,nan,nan,nan,0,-1
468783852,nan,nan,nan,nan,nan,0,-1
468983851,nan,nan,nan,nan,nan,0,-1
469183851,nan,nan,nan,nan,nan,0,-1
469383851,nan,nan,nan,nan,nan,0,-1
469583851,nan,nan,nan,nan,nan,0,-1
469783856,nan,nan,nan,nan,nan,0,-1
469983851,nan,nan,nan,nan,nan,0,-1
470183850,nan,nan,nan,nan,nan,0,-1
470383851,nan,nan,nan,nan,nan,0,-1
470583851,nan,nan,nan,nan,nan,0,-1
470783851,nan,nan,nan,nan,nan,0,-1
470983851,nan,nan,nan,nan,nan,0,-1
471183851,nan,nan,nan,nan,nan,0,-1
471383850,nan,nan,nan,nan,nan,0,-1
471583851,nan,nan,nan,nan,nan,0,-1
471783850,nan,nan,nan,nan,nan,0,-1
471983851,nan,nan,nan,nan,nan,0,-1
472183851,nan,nan,nan,nan,nan,0,-1
472383851,nan,nan,nan,nan,nan,0,-1
472583851,nan,nan,nan,nan,nan,0,-1
472783851,nan,nan,nan,nan,nan,0,-1
472983850,nan,nan,nan,nan,nan,0,-1
473183851,nan,nan,nan,nan,nan,0,-1
473383851,nan,nan,nan,nan,nan,0,-1
473583851,nan,nan,nan,nan,nan,0,-1
473783851,nan,nan,nan,nan,nan,0,-1
473983851,nan,nan,nan,nan,nan,0,-1
474183850,nan,nan,nan,nan,nan,0,-1
474383851,nan,nan,nan,nan,nan,0,-1
474583850,nan,nan,nan,nan,nan,0,-1
474783851,nan,nan,nan,nan,nan,0,-1
474983850,nan,nan,nan,nan,nan,0,-1
475183851,nan,nan,nan,nan,nan,0,-1
475383851,nan,nan,nan,nan,nan,0,-1
475583850,nan,nan,nan,nan,nan,0,-1
475783851,nan,nan,nan,nan,nan,0,-1
475983851,nan,nan,nan,nan,nan,0,-1
476183851,nan,nan,nan,nan,nan,0,-1
476383852,nan,nan,nan,nan,nan,0,-1
476583852,nan,nan,nan,nan,nan,0,-1
476783851,nan,nan,nan,nan,nan,0,-1
476983851,nan,nan,nan,nan,nan,0,-1
477183851,nan,nan,nan,nan,nan,0,-1
477383851,nan,nan,nan,nan,nan,0,-1
477583852,nan,nan,nan,nan,nan,0,-1
477783851,nan,nan,nan,nan,nan,0,-1
477983850,nan,nan,nan,nan,nan,0,-1
478183851,nan,nan,nan,nan,nan,0,-1
478383851,nan,nan,nan,nan,nan,0,-1
478583851,nan,nan,nan,nan,nan,0,-1
478783851,nan,nan,nan,nan,nan,0,-1
478983851,nan,nan,nan,nan,nan,0,-1
479183851,nan,nan,nan,nan,nan,0,-1
479383852,nan,nan,nan,nan,nan,0,-1
479583850,nan,nan,nan,nan,nan,0,-1
479783851,nan,nan,nan,nan,nan,0,-1
479983850,nan,nan,nan,nan,nan,0,-1
480183851,nan,nan,nan,nan,nan,0,-1
480383851,nan,nan,nan,nan,nan,0,-1
480583851,nan,nan,nan,nan,nan,0,-1
480783851,nan,nan,nan,nan,nan,0,-1
480983850,nan,nan,nan,nan,nan,0,-1
481183852,nan,nan,nan,nan,nan,0,-1
481383851,nan,nan,nan,nan,nan,0,-1
481583851,nan,nan,nan,nan,nan,0,-1
481783850,nan,nan,nan,nan,nan,0,-1
481983851,nan,nan,nan,nan,nan,0,-1
482183864,nan,nan,nan,nan,nan,0,-1
482383851,nan,nan,nan,nan,nan,0,-1
482583851,nan,nan,nan,nan,nan,0,-1
482783851,nan,nan,nan,nan,nan,0,-1
482983851,nan,nan,nan,nan,nan,0,-1
483183851,nan,nan,nan,nan,nan,0,-1
483383851,nan,nan,nan,nan,nan,0,-1
483583854,nan,nan,nan,nan,nan,0,-1
483783851,nan,nan,nan,nan,nan,0,-1
483983851,nan,nan,nan,nan,nan,0,-1
484183852,nan,nan,nan,nan,nan,0,-1
484383851,nan,nan,nan,nan,nan,0,-1
484583851,nan,nan,nan,nan,nan,0,-1
484783851,nan,nan,nan,nan,nan,0,-1
484983851,nan,nan,nan,nan,nan,0,-1
485183857,nan,nan,nan,nan,nan,0,-1
485383851,nan,nan,nan,nan,nan,0,-1
485583851,nan,nan,nan,nan,nan,0,-1
485783851,nan,nan,nan,nan,nan,0,-1
485983851,nan,nan,nan,nan,nan,0,-1
486183862,nan,nan,nan,nan,nan,0,-1
486383851,nan,nan,nan,nan,nan,0,-1
486583851,nan,nan,nan,nan,nan,0,-1
486783851,nan,nan,nan,nan,nan,0,-1
486983851,nan,nan,nan,nan,nan,0,-1
487183851,nan,nan,nan,nan,nan,0,-1
487383868,nan,nan,nan,nan,nan,0,-1
487583881,nan,nan,nan,nan,nan,0,-1
487783851,nan,nan,nan,nan,nan,0,-1
487983851,nan,nan,nan,nan,nan,0,-1
488183851,nan,nan,nan,nan,nan,0,-1
488383851,nan,nan,nan,nan,nan,0,-1
488583851,nan,nan,nan,nan,nan,0,-1
488783851,nan,nan,nan,nan,nan,0,-1
488983851,nan,nan,nan,nan,nan,0,-1
489183851,nan,nan,nan,nan,nan,0,-1
489383851,nan,nan,nan,nan,nan,0,-1
489583853,nan,nan,nan,nan,nan,0,-1
489783875,nan,nan,nan,nan,nan,0,-1
489983899,nan,nan,nan,nan,nan,0,-1
490183919,nan,nan,nan,nan,nan,0,-1
490383855,nan,nan,nan,nan,nan,0,-1
490583851,nan,nan,nan,nan,nan,0,-1
490783866,nan,nan,nan,nan,nan,0,-1
490983851,nan,nan,nan,nan,nan,0,-1
491183851,nan,nan,nan,nan,nan,0,-1
491383850,nan,nan,nan,nan,nan,0,-1
491583869,nan,nan,nan,nan,nan,0,-1
491783851,nan,nan,nan,nan,nan,0,-1
491983850,nan,nan,nan,nan,nan,0,-1
492183850,nan,nan,nan,nan,nan,0,-1
492383851,nan,nan,nan,nan,nan,0,-1
492583851,nan,nan,nan,nan,nan,0,-1
492783851,nan,nan,nan,nan,nan,0,-1
492983851,nan,nan,nan,nan,nan,0,-1
493183851,nan,nan,nan,nan,nan,0,-1
493383850,nan,nan,nan,nan,nan,0,-1
493583851,nan,nan,nan,nan,nan,0,-1
493783850,nan,nan,nan,nan,nan,0,-1
493983851,nan,nan,nan,nan,nan,0,-1
494183851,nan,nan,nan,nan,nan,0,-1
494383855,nan,nan,nan,nan,nan,0,-1
494583850,nan,nan,nan,nan,nan,0,-1
494783851,nan,nan,nan,nan,nan,0,-1
494983851,nan,nan,nan,nan,nan,0,-1
495183851,nan,nan,nan,nan,nan,0,-1
495383851,nan,nan,nan,nan,nan,0,-1
495583851,nan,nan,nan,nan,nan,0,-1
495783851,nan,nan,nan,nan,nan,0,-1
495983851,nan,nan,nan,nan,nan,0,-1
496183851,nan,nan,nan,nan,nan,0,-1
496383851,nan,nan,nan,nan,nan,0,-1
496583851,nan,nan,nan,nan,nan,0,-1
496783851,nan,nan,nan,nan,nan,0,-1
496983851,nan,nan,nan,nan,nan,0,-1
497183852,nan,nan,nan,nan,nan,0,-1
497383851,nan,nan,nan,nan,nan,0,-1
497583851,nan,nan,nan,nan,nan,0,-1
497783852,nan,nan,nan,nan,nan,0,-1
497983852,nan,nan,nan,nan,nan,0,-1
498183851,nan,nan,nan,nan,nan,0,-1
498383851,nan,nan,nan,nan,nan,0,-1
498583851,nan,nan,nan,nan,nan,0,-1
498783852,nan,nan,nan,nan,nan,0,-1
498983851,nan,nan,nan,nan,nan,0,-1
499183851,nan,nan,nan,nan,nan,0,-1
499383851,nan,nan,nan,nan,nan,0,-1
499583857,nan,nan,nan,nan,nan,0,-1
499783852,nan,nan,nan,nan,nan,0,-1
499983851,nan,nan,nan,nan,nan,0,-1
500183851,nan,nan,nan,nan,nan,0,-1
500383851,nan,nan,nan,nan,nan,0,-1
500583850,nan,nan,nan,nan,nan,0,-1
500783851,nan,nan,nan,nan,nan,0,-1
500983851,nan,nan,nan,nan,nan,0,-1
501183850,nan,nan,nan,nan,nan,0,-1
501383851,nan,nan,nan,nan,nan,0,-1
501583851,nan,nan,nan,nan,nan,0,-1
501783852,nan,nan,nan,nan,nan,0,-1
501983851,nan,nan,nan,nan,nan,0,-1
502183851,nan,nan,nan,nan,nan,0,-1
