timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
227259266,4259850,4259850,2490378,0,0,0.10936408,0.10936405,0.0,0.0,4325386,4325386,2490378,0,0,0.002274497,0.002274497,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
227459285,4259850,4259850,2490378,0,0,0.11130442,0.11130443,0.0,0.0,4325386,4325386,2490378,0,0,0.002322895,0.0023228955,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
227659303,4259850,4259850,2490378,0,0,0.15897666,0.15897658,0.0,0.0,4325386,4325386,2490378,0,0,0.0030434786,0.0030434786,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
227859322,4259850,4259850,2490378,0,0,0.11232322,0.112323195,0.0,0.0,4325386,4325386,2490378,0,0,0.002723694,0.0027236948,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
228059385,4259850,4259850,2490378,0,0,0.104135156,0.10413515,0.0,0.0,4325386,4325386,2490378,0,0,0.0040948777,0.0040948777,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
228259385,4259850,4259850,2490378,0,0,0.12666278,0.12666278,0.0,0.0,4325386,4325386,2490378,0,0,0.0041299467,0.004129947,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
228459370,4259850,4259850,2490378,0,0,0.113782406,0.11378234,0.0,0.0,4325386,4325386,2490378,0,0,0.00233408,0.0023340797,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
228659414,4259850,4259850,2490378,0,0,0.11704876,0.117048785,0.0,0.0,4325386,4325386,2490378,0,0,0.0032058896,0.0032058891,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
228859404,4259850,4259850,2490378,0,0,0.14107634,0.14107637,0.0,0.0,4325386,4325386,2490378,0,0,0.002508454,0.0025084538,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
229059425,4259850,4259850,2490378,0,0,0.12575588,0.12575589,0.0,0.0,4325386,4325386,2490378,0,0,0.0033312573,0.0033312575,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
229259439,4259850,4259850,2490378,0,0,0.15873882,0.15873888,0.0,0.0,4325386,4325386,2490378,0,0,0.0020288008,0.0020288005,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
229459456,4259850,4259850,2490378,0,0,0.13255352,0.13255353,0.0,0.0,4325386,4325386,2490378,0,0,0.0028658994,0.0028658996,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
229659478,4259850,4259850,2490378,0,0,0.1240672,0.12406718,0.0,0.0,4325386,4325386,2490378,0,0,0.0027405012,0.0027405012,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
229859556,4259850,4259850,2490378,0,0,0.11720726,0.117207244,0.0,0.0,4325386,4325386,2490378,0,0,0.0027620783,0.0027620778,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
230059507,4259850,4259850,2490378,0,0,0.11190672,0.11190671,0.0,0.0,4325386,4325386,2490378,0,0,0.0034069761,0.0034069761,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
230259526,4259850,4259850,2490378,0,0,0.11921491,0.11921486,0.0,0.0,4325386,4325386,2490378,0,0,0.002554344,0.0025543447,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
230459547,4259850,4259850,2490378,0,0,0.106248826,0.10624881,0.0,0.0,4325386,4325386,2490378,0,0,0.0021792047,0.0021792045,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
230659584,4259850,4259850,2490378,0,0,0.12692273,0.12692274,0.0,0.0,4325386,4325386,2490378,0,0,0.0023619856,0.0023619856,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
230859578,4259850,4259850,2490378,0,0,0.15243256,0.15243256,0.0,0.0,4325386,4325386,2490378,0,0,0.0032295284,0.0032295273,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
231059597,4259850,4259850,2490378,0,0,0.13814439,0.13814442,0.0,0.0,4325386,4325386,2490378,0,0,0.003525682,0.0035256818,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
231259619,4259850,4259850,2490378,0,0,0.11127056,0.11127053,0.0,0.0,4325386,4325386,2490378,0,0,0.00062369806,0.0006236978,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
231459641,4259850,4259850,2490378,0,0,0.11973032,0.11973035,0.0,0.0,4325386,4325386,2490378,0,0,0.0020474475,0.0020474473,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
231659652,4259850,4259850,2490378,0,0,0.13382536,0.13382533,0.0,0.0,4325386,4325386,2490378,0,0,0.0026944869,0.0026944866,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
231859673,4259850,4259850,2490378,0,0,0.11614258,0.11614249,0.0,0.0,4325386,4325386,2490378,0,0,0.0016957356,0.0016957355,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
232059691,4259850,4259850,2490378,0,0,0.11126993,0.11126989,0.0,0.0,4325386,4325386,2490378,0,0,0.0022037437,0.0022037437,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
232259710,4259850,4259850,2490378,0,0,0.12215943,0.122159384,0.0,0.0,4325386,4325386,2490378,0,0,0.002121872,0.002121872,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
232459725,4259850,4259850,2490378,0,0,0.12695429,0.12695423,0.0,0.0,4325386,4325386,2490378,0,0,0.0025623653,0.0025623653,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
232659741,4259850,4259850,2490378,0,0,0.13604063,0.13604063,0.0,0.0,4325386,4325386,2490378,0,0,0.0028365233,0.0028365236,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
232859755,4259850,4259850,2490378,0,0,0.12279564,0.12279566,0.0,0.0,4325386,4325386,2490378,0,0,0.0026239015,0.0026239012,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
233059782,4259850,4259850,2490378,0,0,0.11407222,0.114072226,0.0,0.0,4325386,4325386,2490378,0,0,0.001488911,0.0014889108,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
233259794,4259850,4259850,2490378,0,0,0.12721696,0.12721696,0.0,0.0,4325386,4325386,2490378,0,0,0.0018840105,0.0018840106,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
233459812,4259850,4259850,2490378,0,0,0.13633442,0.1363344,0.0,0.0,4325386,4325386,2490378,0,0,0.0020301722,0.0020301722,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
233659831,4259850,4259850,2490378,0,0,0.12565707,0.12565699,0.0,0.0,4325386,4325386,2490378,0,0,0.0030311109,0.0030311102,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
233859848,4259850,4259850,2490378,0,0,0.12031895,0.12031893,0.0,0.0,4325386,4325386,2490378,0,0,0.0021318283,0.0021318288,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
234059864,4259850,4259850,2490378,0,0,0.11054292,0.11054292,0.0,0.0,4325386,4325386,2490378,0,0,0.0021189612,0.0021189612,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
234259883,4259850,4259850,2490378,0,0,0.122832105,0.12283213,0.0,0.0,4325386,4325386,2490378,0,0,0.0022928324,0.0022928324,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
234459903,4259850,4259850,2490378,0,0,0.1303688,0.13036878,0.0,0.0,4325386,4325386,2490378,0,0,0.001817795,0.0018177952,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
234659929,4259850,4259850,2490378,0,0,0.11493863,0.114938624,0.0,0.0,4325386,4325386,2490378,0,0,0.0019522699,0.00195227,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
234859977,4259850,4259850,2490378,0,0,0.118540674,0.11854067,0.0,0.0,4325386,4325386,2490378,0,0,0.002619896,0.002619896,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
235059956,4259850,4259850,2490378,0,0,0.13931447,0.13931447,0.0,0.0,4325386,4325386,2490378,0,0,0.0028084654,0.002808465,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
235259970,4259850,4259850,2490378,0,0,0.15070935,0.15070936,0.0,0.0,4325386,4325386,2490378,0,0,0.003140965,0.003140964,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
235459990,4259850,4259850,2490378,0,0,0.15097994,0.15097994,0.0,0.0,4325386,4325386,2490378,0,0,0.0037974599,0.0037974606,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
235660007,4259850,4259850,2490378,0,0,0.15379901,0.15379901,0.0,0.0,4325386,4325386,2490378,0,0,0.0019424708,0.0019424707,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
235860025,4259850,4259850,2490378,0,0,0.14263439,0.14263439,0.0,0.0,4325386,4325386,2490378,0,0,0.0024791504,0.002479151,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
236060045,4259850,4259850,2490378,0,0,0.13194446,0.13194446,0.0,0.0,4325386,4325386,2490378,0,0,0.0024856268,0.002485627,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
236260066,4259850,4259850,2490378,0,0,0.12481394,0.12481394,0.0,0.0,4325386,4325386,2490378,0,0,0.002481617,0.002481617,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
236460077,4259850,4259850,2490378,0,0,0.1118689,0.11186892,0.0,0.0,4325386,4325386,2490378,0,0,0.003408693,0.003408693,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
236660100,4259850,4259850,2490378,0,0,0.12183829,0.12183828,0.0,0.0,4325386,4325386,2490378,0,0,0.00271595,0.0027159494,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
236860116,4259850,4259850,2490378,0,0,0.17373249,0.17373244,0.0,0.0,4325386,4325386,2490378,0,0,0.002480328,0.0024803276,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
237060137,4259850,4259850,2490378,0,0,0.12540968,0.12540965,0.0,0.0,4325386,4325386,2490378,0,0,0.0018658105,0.0018658099,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
237260153,4259850,4259850,2490378,0,0,0.1537392,0.15373918,0.0,0.0,4325386,4325386,2490378,0,0,0.0036115625,0.0036115623,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
237460171,4259850,4259850,2490378,0,0,0.12438535,0.12438536,0.0,0.0,4325386,4325386,2490378,0,0,0.0038190247,0.0038190237,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
237660189,4259850,4259850,2490378,0,0,0.11169352,0.11169351,0.0,0.0,4325386,4325386,2490378,0,0,0.0024215777,0.002421577,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
237860218,4259850,4259850,2490378,0,0,0.11725342,0.11725342,0.0,0.0,4325386,4325386,2490378,0,0,0.0010997871,0.0010997867,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
238060238,4259850,4259850,2490378,0,0,0.108320236,0.1083202,0.0,0.0,4325386,4325386,2490378,0,0,0.0033490171,0.0033490174,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
238260313,4259850,4259850,2490378,0,0,0.10285285,0.102852866,0.0,0.0,4325386,4325386,2490378,0,0,0.0019156226,0.0019156229,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
238460263,4259850,4259850,2490378,0,0,0.13110878,0.13110882,0.0,0.0,4325386,4325386,2490378,0,0,0.0024273726,0.0024273724,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
238660282,4259850,4259850,2490378,0,0,0.12203829,0.12203829,0.0,0.0,4325386,4325386,2490378,0,0,0.0025031997,0.0025032004,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
238860299,4259850,4259850,2490378,0,0,0.11718377,0.11718375,0.0,0.0,4325386,4325386,2490378,0,0,0.0033698662,0.003369866,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
239060314,4259850,4259850,2490378,0,0,0.11156015,0.11156016,0.0,0.0,4325386,4325386,2490378,0,0,0.003494012,0.003494012,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
239260334,4259850,4259850,2490378,0,0,0.1018311,0.101830974,0.0,0.0,4325386,4325386,2490378,0,0,0.0028974651,0.0028974656,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
239460354,4259850,4259850,2490378,0,0,0.10861066,0.10861066,0.0,0.0,4325386,4325386,2490378,0,0,0.0031874808,0.0031874804,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
239660370,4259850,4259850,2490378,0,0,0.17911078,0.17911074,0.0,0.0,4325386,4325386,2490378,0,0,0.0029443929,0.0029443926,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
239855410,4259850,4259850,2490378,0,0,0.13479549,0.13479547,0.0,0.0,4325386,4325386,2490378,0,0,0.0033692422,0.0033692424,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
240060408,4259850,4259850,2490378,0,0,0.1479179,0.14791791,0.0,0.0,4325386,4325386,2490378,0,0,0.0024834268,0.0024834273,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
240260428,4259850,4259850,2490378,0,0,0.11509236,0.11509238,0.0,0.0,4325386,4325386,2490378,0,0,0.0019845122,0.0019845115,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
240460444,4259850,4259850,2490378,0,0,0.116848126,0.11684815,0.0,0.0,4325386,4325386,2490378,0,0,0.0028628337,0.002862833,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
240660465,4259850,4259850,2490378,0,0,0.11154224,0.11154221,0.0,0.0,4325386,4325386,2490378,0,0,0.0027093538,0.0027093538,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
240860479,4259850,4259850,2490378,0,0,0.10035155,0.10035152,0.0,0.0,4325386,4325386,2490378,0,0,0.0015122413,0.0015122413,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
241060501,4259850,4259850,2490378,0,0,0.12376664,0.12376665,0.0,0.0,4325386,4325386,2490378,0,0,0.0021175395,0.0021175393,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
