timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
218268981,218136639,0.012923536,0.011322399,0.016710969,1,0,0,0,0,0,0,0,0,0,0
219269017,219139138,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
220259085,220132614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
221269137,221135617,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
222259226,222130615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
223269336,223136625,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
224259378,224126611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
225269467,225139615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
226269530,226139614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
227269810,227140615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
228259730,228131614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
229259775,229133621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
230269930,230138619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
231269944,231139908,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
232270083,232140615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
233260129,233135615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
234260263,234134611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
235260327,235131612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
236260462,236135613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
237250494,237119613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
238260725,238133614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
239270675,239138615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
240270816,240136636,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
241270920,241139626,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
242271006,242143614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
243271043,243138609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
244271136,244139610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
245261254,245134611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
246261303,246129612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
247261436,247132621,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
248271606,248138659,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
249271625,249138608,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
250251695,250122615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
251271783,251137612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
252261895,252130611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
253271979,253143616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
254262055,254137041,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
255272059,255138612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
256262249,256137730,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
257272303,257140612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
258262481,258130612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
259252624,259127630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
260262745,260129622,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
261272783,261138615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
262262839,262138000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
263252915,263123085,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
264263040,264133407,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
265263099,265138636,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
266263198,266133785,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
267253293,267128615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
268263393,268135614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
269263425,269133616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
270263534,270134610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
271263630,271133678,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
272263754,272138885,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
273263849,273132614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
274263930,274131609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
275264026,275131611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
276244157,276117634,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
277254224,277123614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
278254410,278125650,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
279254423,279127611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
280254700,280128611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
281254627,281129668,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
282254720,282124837,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
283264855,283131616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
284264918,284136615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
285265000,285133610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
286265114,286132610,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
287265249,287137614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
288255462,288129619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
289255375,289121613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
290265507,290131615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
291255630,291128609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
292265660,292131618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
293265761,293137618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
294265921,294132616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
295265931,295132608,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
296266106,296135633,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
297266119,297136613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
298256225,298129614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
299266332,299133615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
300256449,300131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
301256588,301128731,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
302246709,302121630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
303266731,303138611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
304266875,304138613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
305276924,305147616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
306266947,306132616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
307257043,307131620,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
308267117,308134611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
309257202,309128611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
310257329,310130614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
311257408,311131613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
312257436,312131615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
313257496,313131609,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
314257605,314131611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
315247750,315122630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
316267743,316135630,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
317257814,317131614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
318257895,318128612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
319257980,319126612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
320258066,320131612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
321258167,321130624,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
322258227,322125616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
323258325,323125612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
324258372,324126612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
325258458,325129637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
326258693,326130637,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
327258632,327131616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
