timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
216869267,216769412,2490378,-0.00035699163,-0.0005944766,0.0013185927,0.34906584,2.1613586e-07,2.1846137e-07,4.2531607e-07,2490378,0.13609079,0.05432291,-0.044688035,0.4,0.0005124404,0.00059813145,0.0005124404,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
217876153,217776953,2490378,-0.0003441323,-0.0006004826,0.0012637682,0.34906584,2.13571e-07,2.1607066e-07,4.2596216e-07,2490378,0.1360908,0.05441148,-0.044608463,0.4,0.00051244104,0.0005979434,0.00051244104,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
218883988,218784494,2490378,-0.00034581812,-0.00062187837,0.0011022118,0.34906584,2.110487e-07,2.1362415e-07,4.258564e-07,2490378,0.13606192,0.054621745,-0.04524791,0.4,0.00051244214,0.0005979338,0.0005124422,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
219891240,219792036,2490378,-0.00034686876,-0.00064668484,0.001038028,0.34906584,2.0868922e-07,2.1125187e-07,4.2643586e-07,2490378,0.13599509,0.054644495,-0.045011163,0.4,0.0005124421,0.00059784995,0.0005124413,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
220899214,220799579,2490378,-0.00035752778,-0.00065731077,0.0011288873,0.34906584,2.065749e-07,2.090475e-07,4.269774e-07,2490378,0.13591185,0.054491412,-0.044710163,0.4,0.00051244354,0.00059763575,0.00051244354,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
221471756,221372495,2490378,-0.00036867868,-0.0006470766,0.0012800171,0.34906584,2.0509069e-07,2.07478e-07,4.2683075e-07,2490378,0.13588238,0.054317553,-0.04348872,0.4,0.00051244063,0.00059745554,0.00051244063,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
222114117,222014557,2490378,-0.0003698095,-0.00065034855,0.0015418266,0.34906584,2.0430772e-07,2.0658676e-07,4.2662336e-07,2490378,0.13583337,0.05387748,-0.04259092,0.4,0.0005124413,0.0005972566,0.00051244133,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
223121205,223022101,2490378,-0.00038731255,-0.00063262356,0.0021054524,0.34906584,2.0277683e-07,2.0486686e-07,4.2709058e-07,2490378,0.13581218,0.05313497,-0.042211052,0.4,0.0005124456,0.00059683516,0.0005124439,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
223664703,223565385,2490378,-0.00039090402,-0.00061810034,0.0024584052,0.34906584,2.012446e-07,2.0326864e-07,4.2728868e-07,2490378,0.1358871,0.052679043,-0.043434955,0.4,0.00051244017,0.0005964304,0.00051244017,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
224474906,224375372,2490378,-0.00035391285,-0.0006159422,0.0029412962,0.34906584,2.0006856e-07,2.0185965e-07,4.2715536e-07,2490378,0.13606541,0.05174208,-0.044343602,0.4,0.00051244,0.00059584895,0.00051244,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
224760965,224661831,2490378,-0.00036426392,-0.00063662574,0.0030671724,0.34906584,2.0062834e-07,2.0235238e-07,4.2774042e-07,2490378,0.13584507,0.05146576,-0.043405343,0.4,0.0005124476,0.0005957259,0.0005124399,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
225264911,225165604,2490378,-0.00035773823,-0.00065385,0.003370961,0.34906584,1.988791e-07,2.0042252e-07,4.2746845e-07,2490378,0.13574731,0.050879892,-0.044322032,0.4,0.0005124396,0.00059537234,0.0005124396,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
225867405,225768156,2490378,-0.00036607942,-0.00065651955,0.0037109407,0.34906584,1.9827104e-07,1.9964449e-07,4.2743426e-07,2490378,0.1356781,0.050449155,-0.045240283,0.4,0.0005124391,0.00059511873,0.0005124391,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
226874804,226775702,2490378,-0.00040895818,-0.00066679926,0.004249646,0.34906584,1.9746012e-07,1.9862992e-07,4.2780442e-07,2490378,0.1354883,0.049832527,-0.045348186,0.4,0.0005124403,0.00059488206,0.00051243947,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
227358872,227259720,2490378,-0.0004435005,-0.00066069723,0.004529224,0.34906584,1.9800063e-07,1.9911997e-07,4.2743312e-07,2490378,0.1354688,0.04959069,-0.044214513,0.4,0.00051244535,0.00059484615,0.00051243755,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
228060407,227961051,2490378,-0.0004290324,-0.0006221406,0.004875746,0.34906584,1.965622e-07,1.9760876e-07,4.2771126e-07,2490378,0.13562305,0.049171392,-0.045670737,0.4,0.0005124381,0.0005948108,0.0005124381,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
228662919,228563604,2490378,-0.0004297283,-0.00060827925,0.005192974,0.34906584,1.9623984e-07,1.9723834e-07,4.277675e-07,2490378,0.13568507,0.048782807,-0.044707306,0.4,0.00051243755,0.00059480895,0.00051243755,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
229265449,229166157,2490378,-0.00042098045,-0.00057946175,0.0055175023,0.34906584,1.9600995e-07,1.9696466e-07,4.278098e-07,2490378,0.13580284,0.04839286,-0.043224428,0.4,0.00051243696,0.0005948023,0.00051243696,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
230065595,229966268,2490378,-0.00038982864,-0.0005816584,0.0059180553,0.34906584,1.957053e-07,1.9660254e-07,4.282918e-07,2490378,0.13588122,0.047867335,-0.044404633,0.4,0.00051243656,0.00059475383,0.00051243656,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
231072967,230973817,2490378,-0.00035352603,-0.0005753425,0.0063921423,0.34906584,1.9539264e-07,1.9617212e-07,4.2852434e-07,2490378,0.13605458,0.04725234,-0.04425546,0.4,0.00051243504,0.00059463363,0.00051243504,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
231478112,231378812,2490378,-0.00036981126,-0.0006039811,0.006606029,0.34906584,1.9525206e-07,1.9597277e-07,4.2800113e-07,2490378,0.1359477,0.04686533,-0.04326132,0.4,0.0005124334,0.0005945771,0.0005124334,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
232475758,232376484,2490378,-0.00032501644,-0.00066032814,0.007044942,0.34906584,1.9489046e-07,1.9549806e-07,4.2813932e-07,2490378,0.13607839,0.046078358,-0.042634852,0.4,0.0005124308,0.0005944523,0.0005124308,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
233068405,232969160,2490378,-0.0003313983,-0.00072132994,0.0072943177,0.34906584,1.946073e-07,1.9516771e-07,4.2806735e-07,2490378,0.13595927,0.04559253,-0.0411342,0.4,0.0005124312,0.0005944154,0.0005124312,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
233671012,233571714,2490378,-0.00034724353,-0.00075803115,0.0075194957,0.34906584,1.9445716e-07,1.9497806e-07,4.2807224e-07,2490378,0.13588649,0.04529747,-0.04212976,0.4,0.0005124434,0.0005944306,0.0005124317,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
234066088,233966832,2490378,-0.0003445848,-0.00076624274,0.0076564844,0.34906584,1.9431405e-07,1.9481068e-07,4.2823987e-07,2490378,0.13588224,0.045152042,-0.04351379,0.4,0.00051246356,0.0005944559,0.0005124314,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
234283318,234184147,2490378,-0.00035346893,-0.0007693753,0.0077335336,0.34906584,1.9444471e-07,1.9492954e-07,4.2814943e-07,2490378,0.13588294,0.045085546,-0.0447127,0.4,0.00051247526,0.00059446995,0.0005124314,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
