timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
277999250,253931924,4,4259850,4028193,4325386,396809,0.24779485,0.24674906,0.20400035,0.19808322,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
278999343,253931924,4,4259850,4028193,4325386,396809,0.20712657,0.22757001,0.06541158,0.05173878,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
279999441,253931924,4,4259850,4028193,4325386,396809,0.28535947,0.3116613,0.22182432,0.2625289,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
280999642,253931924,4,4259850,4028193,4325386,396809,0.33413613,0.3239462,0.37302062,0.40830824,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
281999866,253931924,4,4259850,4028193,4325386,396809,0.40555176,0.4109617,0.20249346,0.1717121,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
283009736,253931924,4,4259850,4028193,4325386,396809,0.5175793,0.52152693,0.34370005,0.29170656,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
284009976,253931924,4,4259850,4028193,4325386,396809,0.2602587,0.29637706,0.21020609,0.2265633,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
285019930,253931924,4,4259850,4028193,4325386,396809,0.24635841,0.27608803,0.2361874,0.24798389,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
286020060,253931924,4,4259850,4028193,4325386,396809,0.1433411,0.15624648,0.15167172,0.15576129,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
287020123,253931924,4,4259850,4028193,4325386,396809,0.16654126,0.16640873,0.14321843,0.13714576,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
288020275,253931924,4,4259850,4028193,4325386,396809,0.1793501,0.16830702,0.11018053,0.1077504,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
289020358,253931924,4,4259850,4028193,4325386,396809,0.13174534,0.13312145,0.073855706,0.072785206,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
290020423,253931924,4,4259850,4028193,4325386,396809,0.14677571,0.14366594,0.08307092,0.07423845,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
291020493,253931924,4,4259850,4028193,4325386,396809,0.14055836,0.13571367,0.08833668,0.09960832,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
292020586,253931924,4,4259850,4028193,4325386,396809,0.15675311,0.16464904,0.15016843,0.156261,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
293020749,253931924,4,4259850,4028193,4325386,396809,0.09335858,0.09293213,0.07360303,0.065132216,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
294020923,253931924,4,4259850,4028193,4325386,396809,0.058500253,0.06314007,0.07086618,0.064815536,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
295021044,253931924,4,4259850,4028193,4325386,396809,0.10426155,0.10517239,0.10337061,0.1106966,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
296031037,253931924,4,4259850,4028193,4325386,396809,0.0721419,0.07752021,0.053165074,0.044051826,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
297031231,253931924,4,4259850,4028193,4325386,396809,0.091384426,0.094306454,0.08854205,0.09079668,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
298041253,253931924,4,4259850,4028193,4325386,396809,0.06758555,0.07207607,0.04451073,0.054297,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
299041368,253931924,4,4259850,4028193,4325386,396809,0.2400682,0.23837017,0.24188814,0.24066475,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
300051416,253931924,4,4259850,4028193,4325386,396809,0.067193896,0.06578715,0.06043452,0.059928972,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
301051621,253931924,4,4259850,4028193,4325386,396809,0.038688794,0.03866919,0.046716496,0.048080564,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
302061698,253931924,4,4259850,4028193,4325386,396809,0.3831504,0.36811697,0.38291624,0.3114671,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
303061818,253931924,4,4259850,4028193,4325386,396809,0.38205072,0.59624225,0.16904166,0.17558306,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
304062000,253931924,4,4259850,4028193,4325386,396809,0.1153436,0.19426037,0.17207447,0.16035834,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
305072063,253931924,4,4259850,4028193,4325386,396809,0.111111775,0.10101513,0.10573989,0.12990166,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
306081902,253931924,4,4259850,4028193,4325386,396809,0.0644378,0.04498692,0.1037654,0.08507159,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
306492225,253931924,4,4259850,4028193,4325386,396809,0.25839585,0.28180242,0.46051696,0.29140136,nan,nan,nan,nan,nan,0.79787886,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
307502007,253931924,4,4259850,4028193,4325386,396809,0.14564636,0.13530684,0.15047929,0.15020867,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
308502055,253931924,4,4259850,4028193,4325386,396809,0.25181147,0.26106352,0.17951146,0.18780012,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
309502197,253931924,4,4259850,4028193,4325386,396809,0.10496404,0.09701812,0.105790906,0.09835288,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
310502234,253931924,4,4259850,4028193,4325386,396809,0.09432722,0.115042254,0.15474422,0.15948422,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
311502550,253931924,4,4259850,4028193,4325386,396809,0.066868976,0.09189833,0.11834097,0.1106214,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
312512441,253931924,4,4259850,4028193,4325386,396809,0.0373461,0.054331712,0.06719507,0.031184245,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
313512506,253931924,4,4259850,4028193,4325386,396809,0.10844714,0.09109132,0.07401893,0.09088719,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
314512646,253931924,4,4259850,4028193,4325386,396809,0.080253676,0.06975502,0.07825787,0.088858,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
315512785,253931924,4,4259850,4028193,4325386,396809,0.06863581,0.06588447,0.07424827,0.09420973,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
316512795,253931924,4,4259850,4028193,4325386,396809,0.11117515,0.09038174,0.10003689,0.089671254,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
317512856,253931924,4,4259850,4028193,4325386,396809,0.09329026,0.07720314,0.08356291,0.088449314,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
318512914,253931924,4,4259850,4028193,4325386,396809,0.12969697,0.12289417,0.13485906,0.14957228,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
319512985,253931924,4,4259850,4028193,4325386,396809,0.065335885,0.07074766,0.087536015,0.08639598,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
320513034,253931924,4,4259850,4028193,4325386,396809,0.2698302,0.29253265,0.23619291,0.2654547,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
321513356,253931924,4,4259850,4028193,4325386,396809,0.11170595,0.110486485,0.11968683,0.12635793,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
322523228,253931924,4,4259850,4028193,4325386,396809,0.2464142,0.24755289,0.24472599,0.24620403,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
323473349,253931924,4,4259850,4028193,4325386,396809,0.11502081,0.114621975,0.3240099,0.113084875,nan,nan,nan,nan,nan,0.7910109,0.7906121,0.0,0.789075,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
323583300,253931924,4,4259850,4028193,4325386,396809,0.060031723,0.3998732,0.39809144,0.39833075,nan,nan,nan,nan,nan,0.46413034,0.8430584,0.0,0.864246,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
324233356,253931924,4,4259850,4028193,4325386,396809,0.06925365,0.3493593,0.3491892,0.34773725,nan,nan,nan,nan,nan,0.65589094,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
325233396,253931924,4,4259850,4028193,4325386,396809,0.17289422,0.16969061,0.17112152,0.16810042,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
326233502,253931924,4,4259850,4028193,4325386,396809,0.22631408,0.22982018,0.22790523,0.2312958,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
326833596,253931924,4,4259850,4028193,4325386,396809,0.10102586,0.33285278,0.33552152,0.3314144,nan,nan,nan,nan,nan,0.76550436,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
327833614,253931924,4,4259850,4028193,4325386,396809,0.21381167,0.20970505,0.21268865,0.20833129,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
328033652,253931924,4,4259850,4028193,4325386,396809,0.045280937,0.041875124,0.28067484,0.042761177,nan,nan,nan,nan,nan,0.7646061,0.7612003,0.0,0.76208633,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
329033739,253931924,4,4259850,4028193,4325386,396809,0.036500566,0.05170089,0.031359546,0.052952494,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
329123762,253931924,4,4259850,4028193,4325386,396809,0.09413396,0.2965683,0.3002555,0.29535586,nan,nan,nan,nan,nan,0.79387844,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
330123826,253931924,4,4259850,4028193,4325386,396809,0.17739356,0.18182035,0.17786223,0.18296176,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
331123887,253931924,4,4259850,4028193,4325386,396809,0.25109026,0.24692662,0.25057405,0.24588178,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
332123950,253931924,4,4259850,4028193,4325386,396809,0.05215933,0.056341294,0.052906822,0.057279233,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
333124025,253931924,4,4259850,4028193,4325386,396809,0.063648626,0.055367384,0.04740876,0.04468119,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
334124100,253931924,4,4259850,4028193,4325386,396809,0.064165875,0.06107253,0.054538216,0.057493713,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
334534182,253931924,4,4259850,4028193,4325386,396809,0.043908983,0.04559493,0.25234583,0.042835485,nan,nan,nan,nan,nan,0.79156315,0.79324913,0.0,0.7904897,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
334644197,253931924,4,4259850,4028193,4325386,396809,0.043908983,0.2880594,0.29100648,0.28743124,nan,nan,nan,nan,nan,0.5828892,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
335294204,253931924,4,4259850,4028193,4325386,396809,0.06107112,0.08048889,0.29685554,0.06315968,nan,nan,nan,nan,nan,0.7642156,0.78363335,0.0,0.76630414,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
336294281,253931924,4,4259850,4028193,4325386,396809,0.11128337,0.11444517,0.111859195,0.11499294,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
337294364,253931924,4,4259850,4028193,4325386,396809,0.09436949,0.07854429,0.10782272,0.097021505,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
338294425,253931924,4,4259850,4028193,4325386,396809,0.12765458,0.12396397,0.14031133,0.12313737,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
339294516,253931924,4,4259850,4028193,4325386,396809,0.08627175,0.090388894,0.14563474,0.13576937,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
340294593,253931924,4,4259850,4028193,4325386,396809,0.088610366,0.085328326,0.18093733,0.17688955,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
341294655,253931924,4,4259850,4028193,4325386,396809,0.1860322,0.18002899,0.18751232,0.18294315,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
342294752,253931924,4,4259850,4028193,4325386,396809,0.087163955,0.099295735,0.08391584,0.087018065,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
343294799,253931924,4,4259850,4028193,4325386,396809,0.06512667,0.07401769,0.083092585,0.07085234,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
344295023,253931924,4,4259850,4028193,4325386,396809,0.10857745,0.11047688,0.10332158,0.10575616,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
345295051,253931924,4,4259850,4028193,4325386,396809,0.12362603,0.12137731,0.12739325,0.12602034,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
346295141,253931924,4,4259850,4028193,4325386,396809,0.10412504,0.10963152,0.09410499,0.111770615,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
347305085,253931924,4,4259850,4028193,4325386,396809,0.09362753,0.100067854,0.09027773,0.09646377,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
348305201,253931924,4,4259850,4028193,4325386,396809,0.14341244,0.115563124,0.1192147,0.118487164,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
349305243,253931924,4,4259850,4028193,4325386,396809,0.13131216,0.1212703,0.11755742,0.1270028,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
350305339,253931924,4,4259850,4028193,4325386,396809,0.13884446,0.13333294,0.13007136,0.14676088,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
351305399,253931924,4,4259850,4028193,4325386,396809,0.108981565,0.11021259,0.1266603,0.12805438,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
352305494,253931924,4,4259850,4028193,4325386,396809,0.07541023,0.07959482,0.08365346,0.095535874,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
353305561,253931924,4,4259850,4028193,4325386,396809,0.13635714,0.13712816,0.13495877,0.13634063,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
354305752,253931924,4,4259850,4028193,4325386,396809,0.1717673,0.17134821,0.17298111,0.171935,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
355315720,253931924,4,4259850,4028193,4325386,396809,0.07887722,0.071952924,0.07078723,0.068331495,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
355355717,253931924,4,4259850,4028193,4325386,396809,0.3193517,0.071952924,0.318242,0.068331495,nan,nan,nan,nan,nan,1.0,0.7537109,0.0,0.75008947,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
356355771,253931924,4,4259850,4028193,4325386,396809,0.05532754,0.06850834,0.05876083,0.06734774,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
357355839,253931924,4,4259850,4028193,4325386,396809,0.088035464,0.10365099,0.09032842,0.10212448,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
358355960,253931924,4,4259850,4028193,4325386,396809,0.13311748,0.13177353,0.13158038,0.13134743,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
359356063,253931924,4,4259850,4028193,4325386,396809,0.13428421,0.13688359,0.16320728,0.1299609,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
360356230,253931924,4,4259850,4028193,4325386,396809,0.19575003,0.1937847,0.19520165,0.19435498,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,2,4,1,1,1,1,0,0,0,0,0,0,0
