timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
218135065,218134116,396809,0.093939394,-0.30378786,0.3962121,nan,0
219138037,219137087,396809,0.090909086,-0.30151513,0.37878788,nan,0
220141422,220140472,396809,0.09772727,-0.30454543,0.34318182,nan,0
221144373,221143424,396809,0.112878785,-0.3022727,0.3333333,nan,0
222126052,222125102,396809,0.1030303,-0.3121212,0.3181818,nan,0
223129328,223128379,396809,0.12045454,-0.3409091,0.25833333,nan,0
224132188,224131239,396809,0.14242424,-0.3242424,0.26287878,nan,0
225135140,225134190,396809,0.14318182,-0.32272726,0.26666665,nan,0
226138465,226137515,396809,0.14848484,-0.32954544,0.25833333,nan,0
227141367,227140403,396809,0.14166667,-0.3363636,0.2590909,nan,0
228144785,228143835,396809,0.12121212,-0.3340909,0.26590908,nan,0
229126339,229125390,396809,0.093939394,-0.33560604,0.26590908,nan,0
230129243,230128294,396809,0.089393936,-0.32272726,0.27575758,nan,0
231132641,231131691,396809,0.08484848,-0.31969696,0.27727273,nan,0
232135620,232134670,396809,0.090909086,-0.32954544,0.26969695,nan,0
233138667,233137718,396809,0.10833333,-0.33257574,0.2621212,nan,0
234142041,234141091,396809,0.12121212,-0.33181816,0.26590908,nan,0
235123972,235123023,396809,0.13863637,-0.33863634,0.23181817,nan,0
236126696,236125747,396809,0.12196969,-0.3333333,0.25151515,nan,0
237130113,237129163,396809,0.109848484,-0.32878786,0.24924241,nan,0
238133316,238132366,396809,0.11212121,-0.34545454,0.2219697,nan,0
239136687,239135738,396809,0.115909085,-0.3363636,0.22575757,nan,0
240139815,240138855,396809,0.09924242,-0.34015152,0.2340909,nan,0
241142782,241141832,396809,0.09469697,-0.34545454,0.23181817,nan,0
242124909,242123959,396809,0.07878788,-0.34621212,0.2280303,nan,0
243127874,243126925,396809,0.08030303,-0.34242424,0.2340909,nan,0
244130754,244129803,396809,0.09621212,-0.34242424,0.22575757,nan,0
245134106,245133156,396809,0.09621212,-0.34545454,0.22651514,nan,0
246137317,246136367,396809,0.09015151,-0.3560606,0.21818182,nan,0
247140621,247139672,396809,0.0810606,-0.35984847,0.2151515,nan,0
248143504,248142555,396809,0.05681818,-0.3409091,0.25151515,nan,0
249125316,249124366,396809,0.054545455,-0.330303,0.26287878,nan,0
250128622,250127672,396809,0.05530303,-0.3310606,0.27575758,nan,0
251131635,251130671,396809,0.034090906,-0.3340909,0.27348483,nan,0
252134621,252133671,396809,0.028030302,-0.32575756,0.27045453,nan,0
253138076,253137127,396809,0.08181818,-0.37424242,0.22651514,nan,0
254141131,254140182,396809,0.11818182,-0.46287876,0.12727273,nan,0
255122911,255121962,396809,0.06060606,-0.4333333,0.15151514,nan,0
256126353,256125403,396809,0.016666666,-0.305303,0.29166666,nan,0
257129521,257128571,396809,0.11969697,-0.3393939,0.25454545,nan,0
258132797,258131847,396809,0.3560606,-0.30833334,0.19318181,nan,0
259135627,259134677,396809,0.19999999,-0.31969696,0.26666665,nan,0
260138405,260137456,396809,0.20378788,-0.34621212,0.23787878,nan,0
261141811,261140862,396809,0.11363636,-0.2962121,0.27727273,nan,0
262123546,262122596,396809,0.14166667,-0.3159091,0.27575758,nan,0
263126480,263125530,396809,0.15681818,-0.32954544,0.26287878,nan,0
264129896,264128946,396809,0.17424242,-0.34772727,0.12878788,nan,0
265132991,265132041,396809,0.13181818,-0.40378785,0.09469697,nan,0
266136345,266135396,396809,0.15075757,-0.36590907,0.18939394,nan,0
267139444,267138494,396809,0.16666666,-0.3242424,0.22954544,nan,0
268142421,268141471,396809,0.16060606,-0.3090909,0.24696968,nan,0
269124688,269123739,396809,0.10530303,-0.23257574,0.35833332,nan,0
270127621,270126671,396809,-0.022727272,0.015151515,0.3810606,nan,0
271130426,271129463,396809,0.020454545,-0.40681818,0.2090909,nan,0
272133759,272132809,396809,0.0780303,-0.45378786,0.14166667,nan,0
273136543,273135593,396809,0.090909086,-0.39242423,0.2219697,nan,0
274139786,274138837,396809,0.090909086,-0.3439394,0.24924241,nan,0
275142685,275141736,396809,0.07727273,-0.33484846,0.27045453,nan,0
276124040,276123090,396809,0.19621211,-0.5530303,-0.14469697,nan,0
