timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
218271517,218172067,-0.85999924,-0.012970785,-0.0037697698,-0.5101165,0.039366115,-0.0011350644,0.06385624,13.333927,0.66360635,4.3971763,-2.9886676e-06,-6.0064162e-06,1.3782753e-05,0.0013230483,0.0005811761,-0.0004443149,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.1961925e-05,5.1215065e-06,5.2004707e-06,6.363971e-05,0.009371985,0.009375661,0.011059338,0.061816078,0.0618308,0.15378669,2.0733533e-11,2.0993702e-11,4.1447082e-11,5.0000082e-08,5.745517e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
219269802,219169731,-0.85934526,-0.013041951,-0.0038374935,-0.5112153,0.037932295,0.0020696581,0.06521568,13.35471,0.66624177,4.4306345,-3.1157288e-06,-6.1997384e-06,1.3180882e-05,0.0013225997,0.00058172294,-0.00044801555,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.2053502e-05,5.1389484e-06,5.21935e-06,6.3852676e-05,0.009323945,0.009323354,0.011063927,0.06092443,0.060933553,0.15387072,2.0481138e-11,2.074559e-11,4.1502954e-11,5e-08,5.745293e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
220266979,220167395,-0.8584117,-0.010938368,-0.0029790092,-0.51283604,0.03466426,-0.009440801,0.061133236,13.378504,0.6462023,4.4440255,-3.158417e-06,-6.535226e-06,1.2750015e-05,0.0013214399,0.00058146537,-0.00044523858,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.2218208e-05,5.1339935e-06,5.213793e-06,6.398864e-05,0.009275315,0.009273578,0.011016383,0.06004079,0.060045477,0.15221538,2.0248678e-11,2.050831e-11,4.15555e-11,5e-08,5.7440197e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
221264876,221165060,-0.8575303,-0.0026089116,-0.0037089381,-0.51441365,0.034330703,0.005285686,0.04889299,13.410769,0.66103315,4.439536,-3.2846187e-06,-6.46871e-06,1.2943893e-05,0.0013209976,0.00058172597,-0.00043569965,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.2395903e-05,5.118468e-06,5.1876236e-06,6.377792e-05,0.009239425,0.009238264,0.011031092,0.059181765,0.059183314,0.15265118,2.0043273e-11,2.0290618e-11,4.153453e-11,5e-08,5.7415914e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
222271964,222172603,-0.84930533,0.008151126,-0.021180764,-0.52741396,0.011978429,0.006336526,0.036909115,13.415047,0.6545918,4.4051547,-3.4146613e-06,-6.695281e-06,1.3434504e-05,0.0013190948,0.00058032246,-0.00042244402,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.3744216e-05,5.1319794e-06,5.163285e-06,6.271105e-05,0.00922541,0.009225704,0.011020694,0.058537118,0.058536716,0.15176913,1.9862749e-11,2.0092124e-11,4.158991e-11,5.000008e-08,5.738333e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
223269990,223170270,-0.8343793,0.015120045,0.0054674996,-0.5509562,0.07505749,-0.12512127,0.009048846,13.430127,0.63344735,4.3519497,-3.5606583e-06,-6.7559313e-06,1.444831e-05,0.0013177415,0.0005788153,-0.00041656397,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.6180081e-05,5.0713966e-06,5.136429e-06,6.056366e-05,0.009199849,0.009197718,0.011024644,0.057685617,0.05768426,0.15230465,1.9704415e-11,1.99152e-11,4.163267e-11,5e-08,5.7333008e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
224267167,224167936,-0.8418672,-0.01703951,0.004239135,-0.539399,-0.0900661,-0.091043815,-0.33591083,13.508417,0.48062992,4.0907693,-3.344134e-06,-6.812856e-06,1.5969295e-05,0.0013190487,0.00057482993,-0.0004327415,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.5321813e-05,5.0055105e-06,5.1207553e-06,6.127952e-05,0.009277085,0.009288664,0.011038497,0.05689816,0.056896295,0.15293948,1.9544524e-11,1.9733883e-11,4.159506e-11,5.0000086e-08,5.724978e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
225265184,225165604,-0.84367144,-0.015698625,0.0021450368,-0.536626,-0.09971976,0.11226507,-0.58711934,13.392754,0.49267948,3.5769243,-3.1906181e-06,-7.1348045e-06,1.7413793e-05,0.0013178203,0.0005693825,-0.0004390501,0.28325912,-0.041381765,0.38266158,0.0,0.0,0.0,0.0,0.0,2.5357347e-05,4.932986e-06,5.0413328e-06,6.141623e-05,0.009242541,0.009239505,0.010994306,0.05611588,0.056114532,0.15172453,1.9403265e-11,1.9561144e-11,4.1617428e-11,5e-08,5.7172162e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
226272825,226173149,0.8781287,0.0042255595,-0.012704812,0.47823703,-0.15352237,0.17934367,-0.76390576,13.230062,0.65995646,2.8914425,-3.343827e-06,-7.259148e-06,1.8814548e-05,0.0013162013,0.00056731224,-0.0004481322,0.3154327,-0.04608208,0.2995521,0.0,0.0,0.0,0.0,0.0,0.000535394,5.472577e-06,5.226674e-06,0.0017845329,0.00924003,0.009240708,0.011002708,0.055685744,0.055684805,0.15109164,1.9309202e-11,1.9440793e-11,4.1652515e-11,5e-08,5.711682e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
227270541,227170818,0.8773809,-0.002953593,-0.010092395,0.4796795,0.040928956,0.07216317,-0.8774547,13.14872,0.8303472,2.022082,-3.693669e-06,-7.2183157e-06,1.8801062e-05,0.0013160919,0.0005562178,-0.0004395413,0.3154327,-0.04608208,0.2995521,0.0,0.0,0.0,0.0,0.0,0.00022801623,5.583052e-06,5.5761193e-06,0.0007598052,0.007939137,0.007911533,0.011026148,0.054886118,0.05488516,0.15186086,1.9662251e-11,1.9797348e-11,4.260925e-11,5e-08,5.668582e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
228267766,228168487,0.86407614,-0.0020724528,-0.0040277382,0.50334084,0.13163441,0.037996434,-0.95282257,13.264139,0.910085,1.101363,-3.6899703e-06,-7.0040624e-06,1.8817285e-05,0.001296333,0.0005579271,-0.00045233063,0.3154327,-0.04608208,0.2995521,0.0,0.0,0.0,0.0,0.0,0.00015830024,5.320419e-06,5.375378e-06,0.00046808203,0.009405224,0.009231069,0.011049809,0.053796366,0.05378625,0.15265076,2.0340072e-11,2.049016e-11,4.356607e-11,5.0000086e-08,5.4824767e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
229265714,229166157,0.8443387,0.00069586607,0.0023267996,0.53580445,0.1373732,-0.03902185,-0.9983426,13.405174,0.8958625,0.032882098,-3.6347697e-06,-7.013768e-06,1.8806753e-05,0.0012993147,0.00056302967,-0.0004276222,0.3154327,-0.04608208,0.2995521,0.0,0.0,0.0,0.0,0.0,0.00012873868,4.8411002e-06,4.887112e-06,0.00032216366,0.010352315,0.010165324,0.011092435,0.052960675,0.052925963,0.15500388,2.1133246e-11,2.1293831e-11,4.4518646e-11,5e-08,5.2405618e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
230272999,230173705,0.838653,0.014569645,0.0122900065,0.54433244,0.1004827,-0.14001144,-0.99364305,13.562935,0.756385,-0.97776884,-3.4932664e-06,-7.107474e-06,1.8783334e-05,0.0013137994,0.00057539425,-0.00044090234,0.3154327,-0.04608208,0.2995521,0.0,0.0,0.0,0.0,0.0,0.000105483225,4.55018e-06,4.6891387e-06,0.00025286558,0.010426819,0.010321813,0.011053347,0.05275162,0.052699152,0.15352091,2.196242e-11,2.2129798e-11,4.5475856e-11,5.0000086e-08,5.0569096e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
