timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
217878817,217878292,19482731,36.660603099999996,126.342033,13.314175,0.6568322,4.4092536,0.00075414986,0.0026697728,0.0,0.012578987,-0.013907296,0.07433185,0.023122096,0.11503945,-0.07196041,0.1729673,0.0065559824,0.0062729195,-0.0036273205,1.0547371,-0.0021607112,13.964353,0.1,0.35300872,0.39184582,0.13750394,0.10484432,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
218378630,218378333,19482731,36.660603099999996,126.342033,13.332858,0.65459657,4.421237,0.00075414986,0.0026697728,0.0,0.01610053,-0.013533704,0.07432445,0.023884935,0.11503945,-0.07196041,0.1729673,0.0054464657,0.0060513215,0.03389919,1.0583266,-0.0021607112,13.964353,0.1,0.35996473,0.39404178,0.14187574,0.10636017,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
218878920,218878374,19482731,36.660603099999996,126.342033,13.349757,0.656429,4.440439,0.00075414986,0.0026697728,0.0,0.017391346,-0.010089972,0.07548065,0.030999288,0.11503945,-0.07196041,0.1729673,-0.009683377,-0.0023666215,-0.04770711,1.0619344,-0.0021607112,13.964353,0.1,0.3506389,0.3919986,0.13720115,0.104901955,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
219378764,219378416,19482731,36.660603099999996,126.342033,13.355013,0.6597979,4.4555073,0.00075414986,0.0026697728,0.0,0.008001426,-0.0053277574,0.07546184,0.030127766,0.11503945,-0.07196041,0.1729673,-0.037535947,-0.06149384,-0.23852961,1.0651251,-0.0021607112,13.964353,0.1,0.35764173,0.39434636,0.14172423,0.106440745,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
219878913,219878457,19482731,36.660603099999996,126.342033,13.364063,0.65457743,4.472504,0.00075414986,0.0026697728,0.0,-0.0026313832,-0.0016427079,0.08017374,0.03516813,0.11503945,-0.07196041,0.1729673,0.062437832,0.28109804,0.5102024,1.0663502,-0.0021607112,13.964353,0.1,0.34838676,0.38999858,0.13707845,0.10475752,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
220378914,220378498,19482731,36.660603099999996,126.342033,13.370684,0.64376795,4.47206,0.00075414986,0.0026697728,0.0,-0.015176237,-0.0038251264,0.074528545,0.017716557,0.11503945,-0.07196041,0.1729673,-0.14278603,0.26040387,0.4453986,1.0692284,-0.0021607112,13.964353,0.1,0.35542428,0.3924313,0.14158759,0.10629082,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
220878966,220878540,19482731,36.660603099999996,126.342033,13.379336,0.64167416,4.4787936,0.00075414986,0.0026697728,0.0,-0.006288664,-0.005335201,0.06995705,0.012931657,0.11503945,-0.07196041,0.1729673,0.19709767,-0.4372697,-0.9920265,1.0694555,-0.0021607112,13.964353,0.1,0.34616122,0.3905952,0.13696373,0.10487224,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
221378965,221378582,19482731,36.660603099999996,126.342033,13.396625,0.65127796,4.4692106,0.00075414986,0.0026697728,0.0,0.0011406244,-0.00052474684,0.06055469,-0.008205222,0.11503945,-0.07196041,0.1729673,0.74467397,0.42685464,-0.1023516,1.0676856,-0.0021607112,13.964353,0.10420799,0.35320917,0.39320987,0.1414164,0.106431454,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
221879052,221878624,19482731,36.660603099999996,126.342033,13.405982,0.6593265,4.4470224,0.00075414986,0.0026697728,0.0,-0.0023108537,-0.0024893791,0.054835,-0.022985026,0.11503945,-0.07196041,0.1729673,-0.042938735,0.20854697,0.33424842,1.0681959,-0.0021607112,13.964353,0.12639618,0.343884,0.39144078,0.13671674,0.1049985,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
222379080,222378665,19482731,36.660603099999996,126.342033,13.406525,0.6536545,4.4299955,0.00075414986,0.0026697728,0.0,-0.007355386,0.0017544102,0.06422111,-0.017744593,0.11503945,-0.07196041,0.1729673,-0.7571805,-0.45470914,-1.1464525,1.1008419,-0.0021607112,13.964353,0.14342308,0.3507251,0.39154485,0.14089933,0.10621974,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
222879145,222878708,19482731,36.660603099999996,126.342033,13.4179,0.6409861,4.4279943,0.00075414986,0.0026697728,0.0,-0.0005268126,-0.06590484,0.055963114,-0.015383692,0.11503945,-0.07196041,0.1729673,-0.14989373,0.1627762,-0.046606302,1.1285801,-0.0021607112,13.964353,0.14542437,0.34134635,0.3898404,0.13620253,0.104781225,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
223379092,223378750,19482731,36.660603099999996,126.342033,13.447615,0.5828476,4.3762245,0.00075414986,0.0026697728,0.0,0.17716967,-0.24143304,-0.085950136,-0.18757473,0.11503945,-0.07196041,0.1729673,1.8289938,0.5108101,0.042060666,1.1135561,-0.0021607112,13.964353,0.1971941,0.3485115,0.39243674,0.14098999,0.10631068,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
223879226,223878792,19482731,36.660603099999996,126.342033,13.489333,0.5049881,4.218802,0.00075414986,0.0026697728,0.0,-0.10817914,-0.110597506,-0.2823551,-0.3840512,0.11503945,-0.07196041,0.1729673,0.33937368,-0.63348573,-2.6218646,1.0902014,-0.0021607112,13.964353,0.35461664,0.33916733,0.39073977,0.13703972,0.104861826,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
224379235,224378834,19482731,36.660603099999996,126.342033,13.46566,0.45378932,4.0289416,0.00075414986,0.0026697728,0.0,-0.14880715,-0.046732232,-0.40168613,-0.48594126,0.11503945,-0.07196041,0.1729673,0.020303925,0.4447888,-1.6474886,1.0612024,-0.0021607112,13.964353,0.544477,0.34636733,0.39095122,0.1415859,0.10613736,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
224879525,224878877,19482731,36.660603099999996,126.342033,13.407323,0.46917918,3.7763166,0.00075414986,0.0026697728,0.0,-0.13980384,0.06980332,-0.5270578,-0.6040843,0.11503945,-0.07196041,0.1729673,-1.1550865,0.057435032,-0.27859315,1.0505269,-0.0021607112,13.964353,0.797102,0.33695585,0.38931292,0.13685456,0.10468838,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
225379335,225378919,19482731,36.660603099999996,126.342033,13.359622,0.50301385,3.4712324,0.00075414986,0.0026697728,0.0,-0.16058098,0.09799494,-0.5932441,-0.6569797,0.11503945,-0.07196041,0.1729673,-0.7229835,0.7118147,1.6816572,1.0400566,-0.0021607112,13.964353,1.1021862,0.34424385,0.39199892,0.14126958,0.106233254,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
225879345,225878962,19482731,36.660603099999996,126.342033,13.301369,0.5894957,3.1403756,0.00075414986,0.0026697728,0.0,-0.14108944,0.13612783,-0.6827439,-0.72396934,0.11503945,-0.07196041,0.1729673,0.08499866,0.040808443,-0.045713857,1.0163279,-0.0021607112,13.964353,1.433043,0.33502465,0.39039877,0.13664514,0.104830034,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
226379421,226379005,19482731,36.660603099999996,126.342033,13.209335,0.67117316,2.7542963,0.00075414986,0.0026697728,0.0,-0.114320986,0.12460448,-0.7972585,-0.83726376,0.11503945,-0.07196041,0.1729673,0.06624785,-0.286954,1.536508,1.0002882,-0.0021607112,13.964353,1.8191223,0.34233218,0.39068964,0.14096425,0.106107116,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
226879392,226879048,19482731,36.660603099999996,126.342033,13.164578,0.7472717,2.3227885,0.00075414986,0.0026697728,0.0,-0.0009127141,0.064991504,-0.84824747,-0.8855214,0.11503945,-0.07196041,0.1729673,1.3234105,0.4202239,1.6300625,0.9908922,-0.0021607112,13.964353,2.2506301,0.3331755,0.38912916,0.13619246,0.104709536,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
227379439,227379091,19482731,36.660603099999996,126.342033,13.16215,0.81930333,1.8685476,0.00075414986,0.0026697728,0.0,0.043603316,0.010501594,-0.8832521,-0.9242101,0.11503945,-0.07196041,0.1729673,0.121551394,0.5498417,1.7833904,0.9770934,-0.0021607112,13.964353,2.7048712,0.34054258,0.39187476,0.14039178,0.10626184,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
227879486,227879134,19482731,36.660603099999996,126.342033,13.175941,0.8391451,1.3824742,0.00075414986,0.0026697728,0.0,0.05744221,-0.013759524,-0.9400779,-0.98723763,0.11503945,-0.07196041,0.1729673,0.8514193,1.2993087,0.62359387,0.9906378,-0.0021607112,13.964353,3.1909444,0.3313926,0.39029557,0.13571276,0.10485635,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
228379590,228379178,19482731,36.660603099999996,126.342033,13.266337,0.8837705,0.9137863,0.00075414986,0.0026697728,0.0,0.08948798,-0.023949908,-0.946474,-0.9670129,0.11503945,-0.07196041,0.1729673,-0.32592583,1.286861,0.8645784,1.0205891,-0.0021607112,13.964353,3.6596322,0.33889058,0.3930413,0.14013281,0.10641795,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
228879563,228879221,19482731,36.660603099999996,126.342033,13.334529,0.88930416,0.3949072,0.00075414986,0.0026697728,0.0,0.07838003,-0.06133443,-0.981385,-1.0281258,0.11503945,-0.07196041,0.1729673,1.5601554,-0.21990275,0.24036439,1.0480857,-0.0021607112,13.964353,4.1785116,0.3296675,0.39128813,0.13535252,0.10495446,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
229379607,229379265,19482731,36.660603099999996,126.342033,13.414883,0.8745126,-0.14990765,0.00075414986,0.0026697728,0.0,0.09409044,-0.071823314,-0.9885401,-1.0555221,0.11503945,-0.07196041,0.1729673,-0.78502256,0.996055,2.9264867,1.0554031,-0.0021607112,13.964353,4.723326,0.3370705,0.39613283,0.13972425,0.10668042,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
229879728,229879309,19482731,36.660603099999996,126.342033,13.471835,0.8090716,-0.68336666,0.00075414986,0.0026697728,0.0,0.07231318,-0.13051967,-1.0003409,-1.0660334,0.11503945,-0.07196041,0.1729673,0.8221954,0.95189506,0.16786116,1.0514075,-0.0021607112,13.964353,5.2567854,0.3279661,0.3939812,0.13522303,0.10516893,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
