timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
217580320,217579344,396809,0.093642995,-0.27355602,0.42074078,3
218177647,218176671,396809,0.09353888,-0.27701837,0.41788426,3
218625751,218624776,396809,0.10092197,-0.28278902,0.44736975,3
219074303,219073328,396809,0.082092844,-0.27404007,0.41388798,3
219671765,219670790,396809,0.10524732,-0.28512946,0.4375717,3
220119791,220118816,396809,0.09451043,-0.2805248,0.4301455,3
220568315,220567340,396809,0.10807563,-0.27220616,0.38318387,3
221165652,221164677,396809,0.10872951,-0.27416542,0.3793074,3
221613805,221612828,396809,0.105526425,-0.27900037,0.37447932,3
222062316,222061341,396809,0.0981572,-0.28593037,0.3534367,3
222659548,222658548,396809,0.09462152,-0.2921606,0.33355963,3
223107696,223106724,396809,0.114771985,-0.304734,0.28719842,3
223556252,223555276,396809,0.12360245,-0.26976526,0.3245927,3
224153466,224152491,396809,0.13657606,-0.2894461,0.30283803,3
224601658,224600684,396809,0.14410448,-0.28695154,0.29786798,3
225050090,225049115,396809,0.13789941,-0.2919139,0.29494238,3
225647454,225646478,396809,0.14167699,-0.29330802,0.29471537,3
226095580,226094605,396809,0.14158002,-0.29455328,0.29084146,3
226671957,226617551,396809,0.14031228,-0.30311012,0.28392076,3
227141392,227140403,396809,0.13620783,-0.3019269,0.29287592,3
227589508,227588517,396809,0.13452715,-0.30004686,0.28404456,3
228166099,228111679,396809,0.11741948,-0.30159196,0.2967829,3
228635435,228634405,396809,0.09670977,-0.3023916,0.2943108,3
229083441,229082467,396809,0.09080339,-0.30289295,0.30293554,3
229659904,229605486,396809,0.08264269,-0.29918808,0.30415934,3
230129282,230128294,396809,0.08436016,-0.29055497,0.3143665,3
230577407,230576432,396809,0.081397824,-0.2885475,0.31685817,3
231175172,231174198,396809,0.07832225,-0.28774408,0.3146726,3
231623264,231622290,396809,0.08210187,-0.29361355,0.3172837,3
232071423,232070448,396809,0.08640314,-0.29663822,0.3067536,3
232669220,232668245,396809,0.096297994,-0.2965734,0.30739903,3
233117419,233116444,396809,0.10295588,-0.29827783,0.29971775,3
233565569,233564595,396809,0.111584015,-0.29514313,0.31059745,3
234163342,234162368,396809,0.11591784,-0.29825,0.30167407,3
234611646,234610671,396809,0.11436801,-0.29819041,0.30021527,3
235059760,235058786,396809,0.12583321,-0.3015254,0.26900554,3
235657502,235656531,396809,0.14306103,-0.30995634,0.22572523,3
236105469,236104494,396809,0.11853841,-0.29939458,0.28231263,3
236553710,236552736,396809,0.115631364,-0.29380146,0.2852509,3
237151410,237150435,396809,0.1019121,-0.29682416,0.28526053,3
237599662,237598670,396809,0.103557564,-0.29265496,0.28870118,3
238176301,238121815,396809,0.106711805,-0.3075515,0.26088303,3
238645586,238644609,396809,0.108231604,-0.30512455,0.26543963,3
239093781,239092803,396809,0.10517944,-0.30214512,0.26304004,3
239670365,239615845,396809,0.10146791,-0.30506694,0.26301342,3
240139837,240138855,396809,0.09314799,-0.30483085,0.2708637,3
240587951,240586925,396809,0.09226052,-0.30749694,0.26640314,3
241164497,241110017,396809,0.08748974,-0.30969238,0.2637379,3
241633899,241632925,396809,0.07933111,-0.30760697,0.2660535,3
242082026,242081049,396809,0.07324638,-0.30914813,0.2667877,3
242658424,242603979,396809,0.0731503,-0.30736408,0.2671572,3
243127900,243126925,396809,0.074158624,-0.30728957,0.27292627,3
243575901,243574924,396809,0.07791078,-0.3063844,0.27007526,3
244173693,244172716,396809,0.09227612,-0.30604625,0.26626042,3
244621841,244620866,396809,0.091469325,-0.30742607,0.26487043,3
245069970,245068994,396809,0.08840222,-0.3073891,0.26355955,3
245667901,245666925,396809,0.086022876,-0.31237715,0.2618709,3
246116107,246115114,396809,0.08329532,-0.32021114,0.24527587,3
246564159,246563184,396809,0.07738827,-0.3192207,0.25295454,3
247161900,247160925,396809,0.074265234,-0.32127762,0.2502511,3
247609899,247608925,396809,0.057562444,-0.31746078,0.2851204,3
248058061,248057086,396809,0.0510802,-0.3087495,0.29690808,3
248655898,248654923,396809,0.046696216,-0.3025358,0.3015295,3
249104088,249103113,396809,0.04854475,-0.2981344,0.31453857,3
249552255,249551279,396809,0.048721746,-0.29411104,0.32053703,3
250149900,250148926,396809,0.048415232,-0.29929742,0.309058,3
250597974,250597001,396809,0.052207753,-0.2977491,0.30774233,3
251174171,251119966,396809,0.0304422,-0.30145347,0.31713367,3
251643980,251642924,396809,-0.04485472,-0.2572756,0.32994053,3
252092089,252091113,396809,0.0179883,-0.29954425,0.307999,3
252668155,252613964,396809,0.051831387,-0.32215995,0.28652853,3
253138103,253137127,396809,0.07518554,-0.33732027,0.26774198,3
253586269,253585293,396809,0.105999425,-0.3836774,0.20682685,3
254162423,254108218,396809,0.12316036,-0.4149413,0.15616493,3
254632195,254631219,396809,0.082753316,-0.42736074,0.13962957,3
255080428,255079454,396809,0.048543748,-0.39131254,0.18986093,3
255656651,255602396,396809,0.03157319,-0.338812,0.2790156,3
256126378,256125403,396809,0.01205197,-0.27582055,0.33669338,3
256574707,256573732,396809,0.027879687,-0.26191065,0.32180646,3
257172469,257171491,396809,0.12077534,-0.30298737,0.28244758,3
257620559,257619581,396809,0.2450586,-0.2933454,0.25916472,3
