timestamp,timestamp_sample,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,beta_innov,beta_innov_var
268797077,268697938,-0.07483372,0.057550248,0.9781709,0.9870897,0.0,0.0,0.15480378,0.09341241
268806908,268707816,-0.07483372,0.057550248,0.9781709,0.9870897,0.0,0.0,0.15480378,0.09341241
269794718,269695626,0.99983686,2.524099,0.6354053,0.35247386,0.41748333,2.3303823,0.08428175,0.09543865
270792432,270693309,0.2312008,3.6226428,0.48811132,0.14295113,1.7996264,2.2843838,-0.17862846,0.09838016
271800053,271700873,-0.7996217,4.2750964,0.39819002,0.0836229,0.6143646,2.2365627,0.13035308,0.0971981
272797659,272698559,-0.9481761,4.4803686,0.3572283,0.063288644,0.8883829,2.1856,0.06505759,0.092811584
273795342,273696246,-0.6185121,4.60088,0.32132554,0.053751137,0.3096218,2.1595857,-0.052899268,0.09219618
274793059,274693932,-0.2534018,4.6182675,0.291794,0.047865614,-0.17068481,2.1448624,-0.1207256,0.092208594
275800629,275701496,0.14815103,4.5878983,0.2667055,0.043676693,1.2965794,2.1434422,-0.2453856,0.091852725
276798331,276699182,1.1779468,4.5204034,0.18735978,0.041740797,4.0576963,2.2704375,-0.11449049,0.09030112
277795972,277696868,1.971344,4.346486,0.14049534,0.0392576,6.2258844,2.2437594,-0.07699218,0.09010599
278793680,278694554,1.9750369,4.351317,0.13969922,0.03926549,11.304818,2.1632092,-0.058120206,0.09012154
279791372,279692239,2.006179,4.354083,0.13884039,0.039286334,12.8219385,2.135824,0.0120941745,0.09018977
280798894,280699802,2.0075204,4.366575,0.13708676,0.039193925,10.638807,2.1312704,-0.070662476,0.09020708
281796607,281697487,1.9235654,4.400337,0.1352673,0.039175723,8.140724,2.1405573,-0.26945525,0.09029956
282794265,282695171,1.8854399,4.4292784,0.13347103,0.039222416,7.2173185,2.1608615,-0.34692797,0.0903379
283792167,283692855,1.841907,4.447653,0.13168965,0.039310522,6.6907063,2.1629493,-0.35586864,0.09035245
284799513,284700417,1.7404156,4.4600463,0.12980536,0.039425757,6.6907063,2.1629493,-0.37917322,0.090345256
285797293,285698100,1.6322944,4.4682007,0.12830867,0.039551858,6.6907063,2.1629493,-0.4041722,0.09035572
286795313,286695782,1.5216614,4.475357,0.12691164,0.039679676,6.6907063,2.1629493,-0.3578115,0.090337284
287792656,287693464,1.4059325,4.4827604,0.12537915,0.039805774,6.6907063,2.1629493,-0.37830362,0.09036119
288800583,288701023,1.3169956,4.4881325,0.12418841,0.03993549,6.6907063,2.1629493,-0.3645319,0.09036374
289797916,289698704,1.2272968,4.493793,0.123069204,0.040063325,6.6907063,2.1629493,-0.35624412,0.09037426
290795708,290696384,1.1152148,4.500336,0.12181966,0.040189583,6.6907063,2.1629493,-0.40649027,0.09043062
291793242,291694063,1.0005218,4.5038733,0.12078377,0.040314883,6.6907063,2.1629493,-0.47360462,0.09051278
292801014,292701620,0.8735737,4.503398,0.11977602,0.04043852,6.6907063,2.1629493,-0.4703017,0.09053206
293798457,293699298,0.7525881,4.499655,0.11880931,0.04055871,6.6907063,2.1629493,-0.44420952,0.09051525
294796098,294696976,0.6597589,4.4948993,0.11807173,0.040674105,6.6907063,2.1629493,-0.41109043,0.09050881
295793749,295694655,0.5747398,4.4899364,0.11735842,0.040784065,6.6907063,2.1629493,-0.45957804,0.09056792
296801431,296702207,0.47225717,4.4829087,0.11653485,0.04089361,6.6907063,2.1629493,-0.44541186,0.09057978
297798967,297699883,0.39237046,4.476807,0.11588362,0.040999465,6.6907063,2.1629493,-0.45084116,0.090605564
298796645,298697558,0.3166823,4.4699473,0.115259975,0.041101422,6.6907063,2.1629493,-0.44284123,0.090625614
299794340,299695232,0.21859476,4.4642076,0.11464647,0.041201573,6.6907063,2.1629493,-0.4263655,0.09064733
300791994,300692906,0.12670106,4.458586,0.11412645,0.04130019,6.6907063,2.1629493,-0.49690777,0.09076004
301799545,301700457,0.07745886,4.449244,0.113588005,0.04139478,6.6907063,2.1629493,-0.3117167,0.090465434
302797225,302698129,0.21412688,4.401191,0.112915464,0.041345254,6.6907063,2.1629493,-0.40926093,0.09063416
303794910,303695801,0.5009831,4.325043,0.11131821,0.040877882,6.6907063,2.1629493,-0.25243068,0.090491585
304792587,304693472,0.6197521,4.270264,0.10915637,0.040200952,6.6907063,2.1629493,-0.22935726,0.09065166
305800116,305701021,0.69586056,4.2315784,0.10608604,0.039416615,6.6907063,2.1629493,-0.06804508,0.09198281
306797790,306698690,0.68024653,4.2316833,0.10464465,0.03931472,6.6907063,2.1629493,0.090196125,0.098719865
307795452,307696360,0.6496468,4.2330546,0.1041851,0.039396483,6.6907063,2.1629493,0.21844852,0.09278493
308793153,308694028,0.6730094,4.2203646,0.10416041,0.03942124,6.6907063,2.1629493,0.20406988,0.09124119
309800763,309701574,0.7052958,4.204994,0.103913814,0.03927893,6.6907063,2.1629493,0.16183239,0.09090623
310798347,310699242,0.7411488,4.171507,0.10357013,0.039047144,6.6907063,2.1629493,0.26217607,0.09075854
311796003,311696909,0.78879195,4.1188745,0.10342934,0.03877537,6.6907063,2.1629493,0.29627523,0.09070631
312793704,312694575,0.81706154,4.0718412,0.103518724,0.038601406,6.6907063,2.1629493,0.35918713,0.09064519
313801217,313702118,0.8430251,4.011744,0.10368665,0.038434714,6.6907063,2.1629493,0.40917978,0.0906524
314798876,314699783,0.86907554,3.9421215,0.103899196,0.03825222,6.6907063,2.1629493,0.37874526,0.090661585
315796547,315697448,0.8871182,3.8952363,0.10415062,0.038201567,6.6907063,2.1629493,0.30110705,0.09064127
316794247,316695112,0.90611845,3.852855,0.10442697,0.0381911,6.6907063,2.1629493,0.32017136,0.09072021
317801766,317702653,0.92454904,3.826724,0.104715206,0.0381691,6.6907063,2.1629493,0.2531862,0.0907339
318789612,318690439,0.97017,3.790697,0.104774944,0.038166117,6.6907063,2.1629493,0.27251908,0.090564676
319797067,319697980,0.9704301,3.7882726,0.10464825,0.038164545,6.6907063,2.1629493,-0.062406056,0.09052534
320794771,320695642,0.9714493,3.7717047,0.10490725,0.038334455,6.6907063,2.1629493,0.15306298,0.09032804
321792394,321693304,0.9386624,3.7497463,0.10519354,0.038539503,6.6907063,2.1629493,0.3623006,0.09048325
322790192,322690966,0.91887206,3.7174008,0.10551185,0.038764272,6.6907063,2.1629493,0.16561528,0.09031347
323797660,323698506,0.9187111,3.696138,0.10589542,0.03892581,6.6907063,2.1629493,0.114465795,0.09033292
324795255,324696167,0.9225872,3.6741905,0.106234066,0.039039567,6.6907063,2.1629493,0.15277453,0.09037913
325792922,325693828,0.92627364,3.656592,0.10652955,0.039106324,6.6907063,2.1629493,0.15755956,0.09042994
326790863,326691488,0.93002295,3.633609,0.10680115,0.039136164,6.6907063,2.1629493,0.15659279,0.09047225
