timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
254484311,nan,0,0,0,0,0,0,0,0
254989648,nan,0,0,0,0,0,0,0,0
255496648,nan,0,0,0,0,0,0,0,0
256002694,nan,0,0,0,0,0,0,0,0
256508965,nan,0,0,0,0,0,0,0,0
257014649,nan,0,0,0,0,0,0,0,0
257521648,nan,0,0,0,0,0,0,0,0
258027648,nan,0,0,0,0,0,0,0,0
258533937,nan,0,0,0,0,0,0,0,0
259039716,nan,0,0,0,0,0,0,0,0
259545647,nan,0,0,0,0,0,0,0,0
260051645,nan,0,0,0,0,0,0,0,0
260062996,nan,0,0,0,0,0,0,0,0
260568798,nan,0,0,0,0,0,0,0,0
261075654,nan,0,0,0,0,0,0,0,0
261581647,nan,0,0,0,0,0,0,0,0
262087856,nan,0,0,0,0,0,0,0,0
262593818,nan,0,0,0,0,0,0,0,0
263099645,nan,0,0,0,0,0,0,0,0
263133029,nan,0,0,0,0,0,0,0,0
263639651,nan,0,0,0,0,0,0,0,0
264145648,nan,0,0,0,0,0,0,0,0
264651647,nan,0,0,0,0,0,0,0,0
265158247,nan,0,0,0,0,0,0,0,0
265663651,nan,0,0,0,0,0,0,0,0
266169669,nan,0,0,0,0,0,0,0,0
266675663,nan,0,0,0,0,0,0,0,0
267181649,nan,0,0,0,0,0,0,0,0
267687647,nan,0,0,0,0,0,0,0,0
268193647,nan,0,0,0,0,0,0,0,0
268699649,nan,0,0,0,0,0,0,0,0
268787647,nan,0,0,0,0,0,0,0,0
269293647,nan,0,0,0,0,0,0,0,0
269799648,nan,0,0,0,0,0,0,0,0
270305656,nan,0,0,0,0,0,0,0,0
270811649,nan,0,0,0,0,0,0,0,0
271317647,nan,0,0,0,0,0,0,0,0
271823709,nan,0,0,0,0,0,0,0,0
272329648,nan,0,0,0,0,0,0,0,0
272835648,nan,0,0,0,0,0,0,0,0
273341647,nan,0,0,0,0,0,0,0,0
273847648,nan,0,0,0,0,0,0,0,0
274354648,nan,0,0,0,0,0,0,0,0
274860670,nan,0,0,0,0,0,0,0,0
275366648,nan,0,0,0,0,0,0,0,0
275872647,nan,0,0,0,0,0,0,0,0
276378647,nan,0,0,0,0,0,0,0,0
276884662,nan,0,0,0,0,0,0,0,0
277390668,nan,0,0,0,0,0,0,0,0
277896648,nan,0,0,0,0,0,0,0,0
278402662,nan,0,0,0,0,0,0,0,0
278908648,nan,0,0,0,0,0,0,0,0
279414650,nan,0,0,0,0,0,0,0,0
279920648,nan,0,0,0,0,0,0,0,0
280426669,nan,0,0,0,0,0,0,0,0
280932661,nan,0,0,0,0,0,0,0,0
281438671,nan,0,0,0,0,0,0,0,0
281945055,nan,0,0,0,0,0,0,0,0
282450648,nan,0,0,0,0,0,0,0,0
282956648,nan,0,0,0,0,0,0,0,0
283462647,nan,0,0,0,0,0,0,0,0
283968648,nan,0,0,0,0,0,0,0,0
284475130,nan,0,0,0,0,0,0,0,0
284980649,nan,0,0,0,0,0,0,0,0
285486648,nan,0,0,0,0,0,0,0,0
285992648,nan,0,0,0,0,0,0,0,0
286499647,nan,0,0,0,0,0,0,0,0
287005648,nan,0,0,0,0,0,0,0,0
287511647,nan,0,0,0,0,0,0,0,0
288017648,nan,0,0,0,0,0,0,0,0
288523894,nan,0,0,0,0,0,0,0,0
289029678,nan,0,0,0,0,0,0,0,0
289535646,nan,0,0,0,0,0,0,0,0
290041649,nan,0,0,0,0,0,0,0,0
290547735,nan,0,0,0,0,0,0,0,0
291053649,nan,0,0,0,0,0,0,0,0
291559648,nan,0,0,0,0,0,0,0,0
292065673,nan,0,0,0,0,0,0,0,0
292571650,nan,0,0,0,0,0,0,0,0
293077648,nan,0,0,0,0,0,0,0,0
293583648,nan,0,0,0,0,0,0,0,0
294089739,nan,0,0,0,0,0,0,0,0
294596012,nan,0,0,0,0,0,0,0,0
295101647,nan,0,0,0,0,0,0,0,0
295607647,nan,0,0,0,0,0,0,0,0
296113647,nan,0,0,0,0,0,0,0,0
296619648,nan,0,0,0,0,0,0,0,0
297125649,nan,0,0,0,0,0,0,0,0
297631667,nan,0,0,0,0,0,0,0,0
298137648,nan,0,0,0,0,0,0,0,0
298643682,nan,0,0,0,0,0,0,0,0
299149669,nan,0,0,0,0,0,0,0,0
299655649,nan,0,0,0,0,0,0,0,0
300161647,nan,0,0,0,0,0,0,0,0
300667648,nan,0,0,0,0,0,0,0,0
301173736,nan,0,0,0,0,0,0,0,0
301679648,nan,0,0,0,0,0,0,0,0
302185648,nan,0,0,0,0,0,0,0,0
302691893,nan,0,0,0,0,0,0,0,0
303197667,nan,0,0,0,0,0,0,0,0
303703648,nan,0,0,0,0,0,0,0,0
304210161,nan,0,0,0,0,0,0,0,0
304715649,nan,0,0,0,0,0,0,0,0
305221970,nan,0,0,0,0,0,0,0,0
305728679,nan,0,0,0,0,0,0,0,0
306234941,nan,0,0,0,0,0,0,0,0
306742325,nan,0,0,0,0,0,0,0,0
307247668,nan,0,0,0,0,0,0,0,0
307753648,nan,0,0,0,0,0,0,0,0
308260240,nan,0,0,0,0,0,0,0,0
308765680,nan,0,0,0,0,0,0,0,0
309271647,nan,0,0,0,0,0,0,0,0
309778692,nan,0,0,0,0,0,0,0,0
310285021,nan,0,0,0,0,0,0,0,0
310790661,nan,0,0,0,0,0,0,0,0
311296682,nan,0,0,0,0,0,0,0,0
311802942,nan,0,0,0,0,0,0,0,0
312308648,nan,0,0,0,0,0,0,0,0
312814721,nan,0,0,0,0,0,0,0,0
313320647,nan,0,0,0,0,0,0,0,0
313826648,nan,0,0,0,0,0,0,0,0
314332704,nan,0,0,0,0,0,0,0,0
314838693,nan,0,0,0,0,0,0,0,0
315344648,nan,0,0,0,0,0,0,0,0
315850648,nan,0,0,0,0,0,0,0,0
316356647,nan,0,0,0,0,0,0,0,0
316863675,nan,0,0,0,0,0,0,0,0
317369648,nan,0,0,0,0,0,0,0,0
317875649,nan,0,0,0,0,0,0,0,0
318381667,nan,0,0,0,0,0,0,0,0
318887949,nan,0,0,0,0,0,0,0,0
319393648,nan,0,0,0,0,0,0,0,0
319899648,nan,0,0,0,0,0,0,0,0
320405647,nan,0,0,0,0,0,0,0,0
320911647,nan,0,0,0,0,0,0,0,0
321417648,nan,0,0,0,0,0,0,0,0
321923647,nan,0,0,0,0,0,0,0,0
322429648,nan,0,0,0,0,0,0,0,0
322935679,nan,0,0,0,0,0,0,0,0
323441669,nan,0,0,0,0,0,0,0,0
323947649,nan,0,0,0,0,0,0,0,0
324453648,nan,0,0,0,0,0,0,0,0
324959648,nan,0,0,0,0,0,0,0,0
325465729,nan,0,0,0,0,0,0,0,0
325971647,nan,0,0,0,0,0,0,0,0
326477668,nan,0,0,0,0,0,0,0,0
326983703,nan,0,0,0,0,0,0,0,0
327489650,nan,0,0,0,0,0,0,0,0
327996039,nan,0,0,0,0,0,0,0,0
328501661,nan,0,0,0,0,0,0,0,0
329007661,nan,0,0,0,0,0,0,0,0
329513896,nan,0,0,0,0,0,0,0,0
330019649,nan,0,0,0,0,0,0,0,0
330525649,nan,0,0,0,0,0,0,0,0
331031647,nan,0,0,0,0,0,0,0,0
331538941,nan,0,0,0,0,0,0,0,0
332044667,nan,0,0,0,0,0,0,0,0
332550647,nan,0,0,0,0,0,0,0,0
333056647,nan,0,0,0,0,0,0,0,0
333562663,nan,0,0,0,0,0,0,0,0
334068648,nan,0,0,0,0,0,0,0,0
334574645,nan,0,0,0,0,0,0,0,0
335081647,nan,0,0,0,0,0,0,0,0
335587648,nan,0,0,0,0,0,0,0,0
336093647,nan,0,0,0,0,0,0,0,0
336599909,nan,0,0,0,0,0,0,0,0
337105648,nan,0,0,0,0,0,0,0,0
337611857,nan,0,0,0,0,0,0,0,0
338117648,nan,0,0,0,0,0,0,0,0
338623650,nan,0,0,0,0,0,0,0,0
339129745,nan,0,0,0,0,0,0,0,0
339635650,nan,0,0,0,0,0,0,0,0
340141648,nan,0,0,0,0,0,0,0,0
340647681,nan,0,0,0,0,0,0,0,0
341153649,nan,0,0,0,0,0,0,0,0
341659881,nan,0,0,0,0,0,0,0,0
342166648,nan,0,0,0,0,0,0,0,0
342672647,nan,0,0,0,0,0,0,0,0
343178648,nan,0,0,0,0,0,0,0,0
343684973,nan,0,0,0,0,0,0,0,0
344191649,nan,0,0,0,0,0,0,0,0
344697648,nan,0,0,0,0,0,0,0,0
345205138,nan,0,0,0,0,0,0,0,0
345710649,nan,0,0,0,0,0,0,0,0
346217667,nan,0,0,0,0,0,0,0,0
346723661,nan,0,0,0,0,0,0,0,0
347229647,nan,0,0,0,0,0,0,0,0
347735648,nan,0,0,0,0,0,0,0,0
348241672,nan,0,0,0,0,0,0,0,0
348747647,nan,0,0,0,0,0,0,0,0
349253649,nan,0,0,0,0,0,0,0,0
349759648,nan,0,0,0,0,0,0,0,0
350265788,nan,0,0,0,0,0,0,0,0
350771649,nan,0,0,0,0,0,0,0,0
351277992,nan,0,0,0,0,0,0,0,0
351783647,nan,0,0,0,0,0,0,0,0
352289647,nan,0,0,0,0,0,0,0,0
352795794,nan,0,0,0,0,0,0,0,0
353301648,nan,0,0,0,0,0,0,0,0
353807648,nan,0,0,0,0,0,0,0,0
354313649,nan,0,0,0,0,0,0,0,0
354819646,nan,0,0,0,0,0,0,0,0
355326020,nan,0,0,0,0,0,0,0,0
355831649,nan,0,0,0,0,0,0,0,0
356337648,nan,0,0,0,0,0,0,0,0
356843736,nan,0,0,0,0,0,0,0,0
357349648,nan,0,0,0,0,0,0,0,0
357856951,nan,0,0,0,0,0,0,0,0
358362648,nan,0,0,0,0,0,0,0,0
358868682,nan,0,0,0,0,0,0,0,0
359374663,nan,0,0,0,0,0,0,0,0
359880647,nan,0,0,0,0,0,0,0,0
360386647,nan,0,0,0,0,0,0,0,0
360892670,nan,0,0,0,0,0,0,0,0
361398679,nan,0,0,0,0,0,0,0,0
361904648,nan,0,0,0,0,0,0,0,0
362410668,nan,0,0,0,0,0,0,0,0
362916647,nan,0,0,0,0,0,0,0,0
363422647,nan,0,0,0,0,0,0,0,0
363929665,nan,0,0,0,0,0,0,0,0
364435648,nan,0,0,0,0,0,0,0,0
364941648,nan,0,0,0,0,0,0,0,0
365447649,nan,0,0,0,0,0,0,0,0
365953747,nan,0,0,0,0,0,0,0,0
366459974,nan,0,0,0,0,0,0,0,0
366965673,nan,0,0,0,0,0,0,0,0
367471647,nan,0,0,0,0,0,0,0,0
367977647,nan,0,0,0,0,0,0,0,0
368483648,nan,0,0,0,0,0,0,0,0
368989647,nan,0,0,0,0,0,0,0,0
369495650,nan,0,0,0,0,0,0,0,0
370001789,nan,0,0,0,0,0,0,0,0
370507683,nan,0,0,0,0,0,0,0,0
371013648,nan,0,0,0,0,0,0,0,0
371519648,nan,0,0,0,0,0,0,0,0
372025649,nan,0,0,0,0,0,0,0,0
372532010,nan,0,0,0,0,0,0,0,0
373037648,nan,0,0,0,0,0,0,0,0
373544648,nan,0,0,0,0,0,0,0,0
374050739,nan,0,0,0,0,0,0,0,0
374556647,nan,0,0,0,0,0,0,0,0
375063668,nan,0,0,0,0,0,0,0,0
375569727,nan,0,0,0,0,0,0,0,0
376075692,nan,0,0,0,0,0,0,0,0
376582648,nan,0,0,0,0,0,0,0,0
377088784,nan,0,0,0,0,0,0,0,0
377594648,nan,0,0,0,0,0,0,0,0
378100648,nan,0,0,0,0,0,0,0,0
378606648,nan,0,0,0,0,0,0,0,0
379112647,nan,0,0,0,0,0,0,0,0
379618649,nan,0,0,0,0,0,0,0,0
380124730,nan,0,0,0,0,0,0,0,0
380630669,nan,0,0,0,0,0,0,0,0
381136647,nan,0,0,0,0,0,0,0,0
381643227,nan,0,0,0,0,0,0,0,0
382148668,nan,0,0,0,0,0,0,0,0
382654650,nan,0,0,0,0,0,0,0,0
383160673,nan,0,0,0,0,0,0,0,0
383424704,nan,0,0,0,0,0,0,0,0
383930761,nan,0,0,0,0,0,0,0,0
384436667,nan,0,0,0,0,0,0,0,0
384943012,nan,0,0,0,0,0,0,0,0
385448682,nan,0,0,0,0,0,0,0,0
385955647,nan,0,0,0,0,0,0,0,0
386463021,nan,0,0,0,0,0,0,0,0
386968648,nan,0,0,0,0,0,0,0,0
387430667,nan,0,0,0,0,0,0,0,0
387938172,nan,0,0,0,0,0,0,0,0
388179668,nan,0,1,0,0,0,0,0,0
388323068,nan,1,1,0,0,0,0,0,0
388344668,nan,0,1,0,0,0,0,0,0
388454719,nan,0,0,0,0,0,0,0,0
388960661,nan,0,0,0,0,0,0,0,0
389466648,nan,0,0,0,0,0,0,0,0
389973647,nan,0,0,0,0,0,0,0,0
390479649,nan,0,0,0,0,0,0,0,0
390985648,nan,0,0,0,0,0,0,0,0
391491648,nan,0,0,0,0,0,0,0,0
391997648,nan,0,0,0,0,0,0,0,0
392503648,nan,0,0,0,0,0,0,0,0
393009647,nan,0,0,0,0,0,0,0,0
393515651,nan,0,0,0,0,0,0,0,0
394021668,nan,0,0,0,0,0,0,0,0
394527661,nan,0,0,0,0,0,0,0,0
395033656,nan,0,0,0,0,0,0,0,0
395540277,nan,0,0,0,0,0,0,0,0
396045666,nan,0,0,0,0,0,0,0,0
396551660,nan,0,0,0,0,0,0,0,0
397057648,nan,0,0,0,0,0,0,0,0
397564878,nan,0,0,0,0,0,0,0,0
398071647,nan,0,0,0,0,0,0,0,0
398577647,nan,0,0,0,0,0,0,0,0
399083924,nan,0,0,0,0,0,0,0,0
399589937,nan,0,0,0,0,0,0,0,0
400095677,nan,0,0,0,0,0,0,0,0
400601649,nan,0,0,0,0,0,0,0,0
401107648,nan,0,0,0,0,0,0,0,0
401614004,nan,0,0,0,0,0,0,0,0
402119647,nan,0,0,0,0,0,0,0,0
402625648,nan,0,0,0,0,0,0,0,0
403131648,nan,0,0,0,0,0,0,0,0
403637697,nan,0,0,0,0,0,0,0,0
404143648,nan,0,0,0,0,0,0,0,0
404649669,nan,0,0,0,0,0,0,0,0
405155651,nan,0,0,0,0,0,0,0,0
405661666,nan,0,0,0,0,0,0,0,0
406167648,nan,0,0,0,0,0,0,0,0
406673646,nan,0,0,0,0,0,0,0,0
407179649,nan,0,0,0,0,0,0,0,0
407685648,nan,0,0,0,0,0,0,0,0
408191680,nan,0,0,0,0,0,0,0,0
408697661,nan,0,0,0,0,0,0,0,0
409203667,nan,0,0,0,0,0,0,0,0
409709718,nan,0,0,0,0,0,0,0,0
410215648,nan,0,0,0,0,0,0,0,0
410722132,nan,0,0,0,0,0,0,0,0
411227663,nan,0,0,0,0,0,0,0,0
411733647,nan,0,0,0,0,0,0,0,0
412239914,nan,0,0,0,0,0,0,0,0
412745650,nan,0,0,0,0,0,0,0,0
413251647,nan,0,0,0,0,0,0,0,0
413757647,nan,0,0,0,0,0,0,0,0
414263647,nan,0,0,0,0,0,0,0,0
414770017,nan,0,0,0,0,0,0,0,0
415275648,nan,0,0,0,0,0,0,0,0
415781667,nan,0,0,0,0,0,0,0,0
416287757,nan,0,0,0,0,0,0,0,0
416795058,nan,0,0,0,0,0,0,0,0
417302648,nan,0,0,0,0,0,0,0,0
417808647,nan,0,0,0,0,0,0,0,0
418314646,nan,0,0,0,0,0,0,0,0
418820649,nan,0,0,0,0,0,0,0,0
419326648,nan,0,0,0,0,0,0,0,0
419832692,nan,0,0,0,0,0,0,0,0
420338647,nan,0,0,0,0,0,0,0,0
420844668,nan,0,0,0,0,0,0,0,0
421350830,nan,0,0,0,0,0,0,0,0
421856648,nan,0,0,0,0,0,0,0,0
422362774,nan,0,0,0,0,0,0,0,0
422868667,nan,0,0,0,0,0,0,0,0
423374648,nan,0,0,0,0,0,0,0,0
423880814,nan,0,0,0,0,0,0,0,0
424386648,nan,0,0,0,0,0,0,0,0
424892647,nan,0,0,0,0,0,0,0,0
425398745,nan,0,0,0,0,0,0,0,0
425904648,nan,0,0,0,0,0,0,0,0
426410809,nan,0,0,0,0,0,0,0,0
426916668,nan,0,0,0,0,0,0,0,0
427422648,nan,0,0,0,0,0,0,0,0
427928971,nan,0,0,0,0,0,0,0,0
428434647,nan,0,0,0,0,0,0,0,0
428941271,nan,0,0,0,0,0,0,0,0
429447648,nan,0,0,0,0,0,0,0,0
429954663,nan,0,0,0,0,0,0,0,0
430461459,nan,0,0,0,0,0,0,0,0
430966648,nan,0,0,0,0,0,0,0,0
431472647,nan,0,0,0,0,0,0,0,0
431978978,nan,0,0,0,0,0,0,0,0
432484660,nan,0,0,0,0,0,0,0,0
432990648,nan,0,0,0,0,0,0,0,0
433496648,nan,0,0,0,0,0,0,0,0
434002647,nan,0,0,0,0,0,0,0,0
434508647,nan,0,0,0,0,0,0,0,0
435014681,nan,0,0,0,0,0,0,0,0
435520647,nan,0,0,0,0,0,0,0,0
436027669,nan,0,0,0,0,0,0,0,0
436533736,nan,0,0,0,0,0,0,0,0
437039647,nan,0,0,0,0,0,0,0,0
437545648,nan,0,0,0,0,0,0,0,0
438051898,nan,0,0,0,0,0,0,0,0
438557648,nan,0,0,0,0,0,0,0,0
439063667,nan,0,0,0,0,0,0,0,0
439569747,nan,0,0,0,0,0,0,0,0
440075648,nan,0,0,0,0,0,0,0,0
440582730,nan,0,0,0,0,0,0,0,0
441088647,nan,0,0,0,0,0,0,0,0
441594689,nan,0,0,0,0,0,0,0,0
442100647,nan,0,0,0,0,0,0,0,0
442607649,nan,0,0,0,0,0,0,0,0
443113648,nan,0,0,0,0,0,0,0,0
443619782,nan,0,0,0,0,0,0,0,0
444126660,nan,0,0,0,0,0,0,0,0
444632731,nan,0,0,0,0,0,0,0,0
445138649,nan,0,0,0,0,0,0,0,0
445644785,nan,0,0,0,0,0,0,0,0
446150652,nan,0,0,0,0,0,0,0,0
446656647,nan,0,0,0,0,0,0,0,0
447162667,nan,0,0,0,0,0,0,0,0
447668648,nan,0,0,0,0,0,0,0,0
448174731,nan,0,0,0,0,0,0,0,0
448680647,nan,0,0,0,0,0,0,0,0
449186648,nan,0,0,0,0,0,0,0,0
449692850,nan,0,0,0,0,0,0,0,0
450198648,nan,0,0,0,0,0,0,0,0
450704667,nan,0,0,0,0,0,0,0,0
451210647,nan,0,0,0,0,0,0,0,0
451716648,nan,0,0,0,0,0,0,0,0
452223414,nan,0,0,0,0,0,0,0,0
452728647,nan,0,0,0,0,0,0,0,0
453234666,nan,0,0,0,0,0,0,0,0
453740648,nan,0,0,0,0,0,0,0,0
454246649,nan,0,0,0,0,0,0,0,0
454752693,nan,0,0,0,0,0,0,0,0
455258647,nan,0,0,0,0,0,0,0,0
455765000,nan,0,0,0,0,0,0,0,0
456270664,nan,0,0,0,0,0,0,0,0
456776669,nan,0,0,0,0,0,0,0,0
457282647,nan,0,0,0,0,0,0,0,0
457788726,nan,0,0,0,0,0,0,0,0
458294648,nan,0,0,0,0,0,0,0,0
458800743,nan,0,0,0,0,0,0,0,0
459306661,nan,0,0,0,0,0,0,0,0
459812647,nan,0,0,0,0,0,0,0,0
460319095,nan,0,0,0,0,0,0,0,0
460824647,nan,0,0,0,0,0,0,0,0
461330647,nan,0,0,0,0,0,0,0,0
461836647,nan,0,0,0,0,0,0,0,0
462342649,nan,0,0,0,0,0,0,0,0
462849172,nan,0,0,0,0,0,0,0,0
463354648,nan,0,0,0,0,0,0,0,0
463860673,nan,0,0,0,0,0,0,0,0
464366647,nan,0,0,0,0,0,0,0,0
464872647,nan,0,0,0,0,0,0,0,0
465378647,nan,0,0,0,0,0,0,0,0
465884648,nan,0,0,0,0,0,0,0,0
466390648,nan,0,0,0,0,0,0,0,0
466896647,nan,0,0,0,0,0,0,0,0
467402647,nan,0,0,0,0,0,0,0,0
467908648,nan,0,0,0,0,0,0,0,0
468414647,nan,0,0,0,0,0,0,0,0
468920647,nan,0,0,0,0,0,0,0,0
469426731,nan,0,0,0,0,0,0,0,0
469932647,nan,0,0,0,0,0,0,0,0
470438647,nan,0,0,0,0,0,0,0,0
470944867,nan,0,0,0,0,0,0,0,0
471450661,nan,0,0,0,0,0,0,0,0
471956648,nan,0,0,0,0,0,0,0,0
472462647,nan,0,0,0,0,0,0,0,0
472970220,nan,0,0,0,0,0,0,0,0
473475664,nan,0,0,0,0,0,0,0,0
473981647,nan,0,0,0,0,0,0,0,0
474487647,nan,0,0,0,0,0,0,0,0
474993647,nan,0,0,0,0,0,0,0,0
475499647,nan,0,0,0,0,0,0,0,0
476005650,nan,0,0,0,0,0,0,0,0
476511648,nan,0,0,0,0,0,0,0,0
477017648,nan,0,0,0,0,0,0,0,0
477523650,nan,0,0,0,0,0,0,0,0
477853649,nan,0,0,0,0,0,0,0,0
477864685,nan,0,0,0,0,0,0,0,0
478371647,nan,0,0,0,0,0,0,0,0
478877726,nan,0,0,0,0,0,0,0,0
479383647,nan,0,0,0,0,0,0,0,0
479889686,nan,0,0,0,0,0,0,0,0
480396092,nan,0,0,0,0,0,0,0,0
480901677,nan,0,0,0,0,0,0,0,0
481407648,nan,0,0,0,0,0,0,0,0
481913647,nan,0,0,0,0,0,0,0,0
482419648,nan,0,0,0,0,0,0,0,0
482926007,nan,0,0,0,0,0,0,0,0
483431680,nan,0,0,0,0,0,0,0,0
483937647,nan,0,0,0,0,0,0,0,0
484444677,nan,0,0,0,0,0,0,0,0
484950668,nan,0,0,0,0,0,0,0,0
485456647,nan,0,0,0,0,0,0,0,0
485962647,nan,0,0,0,0,0,0,0,0
486469678,nan,0,0,0,0,0,0,0,0
486975650,nan,0,0,0,0,0,0,0,0
487481647,nan,0,0,0,0,0,0,0,0
487492648,nan,1,0,0,0,0,0,0,0
487998740,nan,1,0,0,0,0,0,0,0
488504649,nan,1,0,0,0,0,0,0,0
489010647,nan,1,0,0,0,0,0,0,0
489516856,nan,1,0,0,0,0,0,0,0
490022647,nan,1,0,0,0,0,0,0,0
490528648,nan,1,0,0,0,0,0,0,0
491034649,nan,1,0,0,0,0,0,0,0
491540648,nan,1,0,0,0,0,0,0,0
492048648,nan,1,0,0,0,0,0,0,0
492554667,nan,1,0,0,0,0,0,0,0
493060647,nan,1,0,0,0,0,0,0,0
493566648,nan,1,0,0,0,0,0,0,0
494072866,nan,1,0,0,0,0,0,0,0
494578648,nan,1,0,0,0,0,0,0,0
495084647,nan,1,0,0,0,0,0,0,0
495590662,nan,1,0,0,0,0,0,0,0
496097735,nan,1,0,0,0,0,0,0,0
496603647,nan,1,0,0,0,0,0,0,0
497109732,nan,1,0,0,0,0,0,0,0
497615650,nan,1,0,0,0,0,0,0,0
498121677,nan,1,0,0,0,0,0,0,0
498462950,nan,0,0,0,0,0,0,0,0
498968647,nan,0,0,0,0,0,0,0,0
499474683,nan,0,0,0,0,0,0,0,0
499980648,nan,0,0,0,0,0,0,0,0
500486647,nan,0,0,0,0,0,0,0,0
500993114,nan,0,0,0,0,0,0,0,0
501498647,nan,0,0,0,0,0,0,0,0
502004647,nan,0,0,0,0,0,0,0,0
502510663,nan,0,0,0,0,0,0,0,0
503016676,nan,0,0,0,0,0,0,0,0
503522662,nan,0,0,0,0,0,0,0,0
504028648,nan,0,0,0,0,0,0,0,0
504534647,nan,0,0,0,0,0,0,0,0
505040705,nan,0,0,0,0,0,0,0,0
505546647,nan,0,0,0,0,0,0,0,0
506052647,nan,0,0,0,0,0,0,0,0
506558789,nan,0,0,0,0,0,0,0,0
507064669,nan,0,0,0,0,0,0,0,0
507570647,nan,0,0,0,0,0,0,0,0
508076671,nan,0,0,0,0,0,0,0,0
508582647,nan,0,0,0,0,0,0,0,0
509089048,nan,0,0,0,0,0,0,0,0
509594647,nan,0,0,0,0,0,0,0,0
509928358,nan,0,0,0,0,0,0,0,0
509945218,nan,0,0,0,0,0,0,0,0
509961160,nan,0,0,0,0,0,0,0,0
510470970,nan,0,0,0,0,0,0,0,0
