timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
243441020,243440941,0.69996756,9.2129085e-06,1.5203812,6.8654847,0.037410304,1.7565793,1
243530983,243530942,0.69998837,9.197834e-06,0.59005713,7.4396186,0.0051998994,1.8804306,1
243631064,243631018,0.6999971,9.1822585e-06,0.14709067,7.4968762,0.00032066196,1.8946922,1
243730998,243730958,0.69999593,9.166675e-06,-0.26728272,7.2611904,0.0010931795,1.8386217,1
243831016,243830954,0.699967,9.149908e-06,-0.3681631,7.317345,0.0020581854,1.8589882,1
243931077,243931031,0.7,9.133079e-06,-2.477353,7.090575,0.09617271,1.8190881,1
244031071,244031031,0.7,9.115532e-06,-3.2207167,6.972606,0.16529793,1.8137072,1
244141131,244141048,0.7,9.097238e-06,-3.5206244,7.391172,0.18633035,1.9250135,1
244231161,244231120,0.7,9.0836575e-06,-3.8263004,7.6544204,0.2125217,1.9894044,1
244331054,244331013,0.7,9.0701915e-06,-2.8831072,8.2772455,0.11158177,2.1085618,1
244431091,244431025,0.7,9.058793e-06,-2.3114593,8.686884,0.06833859,2.1972847,1
244531127,244531086,0.7,9.048135e-06,-3.568936,8.837542,0.16014138,2.2571032,1
244631080,244631039,0.7,9.037852e-06,-4.708027,9.015361,0.27318212,2.341613,1
244731088,244731047,0.7,9.0284275e-06,-2.5341063,9.550762,0.074708335,2.4319482,1
244831166,244831125,0.7,9.019454e-06,-1.0271025,9.406189,0.012461529,2.377795,1
244931151,244931110,0.7,9.009834e-06,-1.3649235,9.145402,0.022634521,2.2979088,1
245031180,245031123,0.7,9.0002e-06,-0.76705194,9.205521,0.00710164,2.294556,1
245131176,245131135,0.7,8.990653e-06,-0.51047975,9.099416,0.003182006,2.2677128,1
245231175,245231134,0.7,8.980324e-06,-0.04616797,8.702081,2.7215476e-05,2.1887367,1
245331162,245331121,0.7,8.968878e-06,-1.4658812,8.324905,0.028679775,2.111062,1
245431203,245431160,0.7,8.956259e-06,-3.2264357,7.9246864,0.14595583,2.044845,1
245531200,245531157,0.7,8.943341e-06,-4.0154104,8.064812,0.22213815,2.1011372,1
245631256,245631212,0.7,8.93163e-06,-4.328021,8.451442,0.24626654,2.2237446,1
245731199,245731156,0.7,8.920608e-06,-2.3186684,8.667117,0.068922356,2.2284014,1
245831250,245831207,0.7,8.910202e-06,-0.5601236,9.03226,0.0038594804,2.2940142,1
245931232,245931189,0.7,8.900308e-06,-2.3353958,9.025714,0.06714241,2.299687,1
246031262,246031220,0.7,8.8903125e-06,-1.7577795,8.728264,0.03933312,2.2028587,1
246131223,246131180,0.6999967,8.879399e-06,0.1940893,8.436924,0.0004961083,2.133143,1
246231230,246231187,0.7,8.867839e-06,-0.4892968,8.203331,0.003242739,2.0709383,1
246331306,246331263,0.69997436,8.85585e-06,-0.89253914,8.223089,0.010764083,2.0840452,1
246431256,246431215,0.69995683,8.844855e-06,-2.1063023,8.76425,0.056245025,2.2334926,1
246531263,246531223,0.7,8.8350325e-06,-2.6319106,8.828634,0.087177865,2.2653255,1
246631286,246631245,0.7,8.826355e-06,-3.8254275,8.847151,0.18378668,2.318018,1
246731317,246731276,0.7,8.818291e-06,-1.9999688,8.456271,0.05255633,2.3028338,1
246831286,246831245,0.7,8.80808e-06,-1.5982773,7.48876,0.0379011,2.214079,1
246931342,246931300,0.7,8.79376e-06,-2.216752,6.7772174,0.080563866,2.1490865,1
247031334,247031292,0.7,8.776911e-06,-2.7695785,6.551776,0.13008457,2.117057,1
247131338,247131273,0.7,8.759189e-06,-1.4462215,6.433568,0.036122285,2.0345492,1
247231330,247231289,0.7,8.740448e-06,-2.4360728,6.21267,0.10613527,1.9543896,1
247331402,247331346,0.7,8.722941e-06,-2.212459,6.1119885,0.08898677,1.9159775,1
247431352,247431289,0.7,8.706163e-06,-0.40909773,5.559718,0.0033447128,1.8422586,1
247531360,247531319,0.7,8.687098e-06,-2.444096,4.8561015,0.13668041,1.85141,1
247631548,247631505,0.7,8.662939e-06,-2.5457623,4.0133424,0.17942666,1.8286489,1
247731373,247731332,0.7,8.6309665e-06,-2.136598,3.347555,0.15152192,1.8266966,1
247831382,247831342,0.7,8.589812e-06,-2.0694094,2.7423341,0.17351216,1.7841241,1
247931463,247931422,0.7,8.538364e-06,-0.1902527,2.2657537,0.0017750332,1.7427953,1
248031416,248031374,0.7,8.4739195e-06,-1.3848984,1.814327,0.11745669,1.6726618,1
248131430,248131389,0.7,8.396458e-06,-0.522679,1.6197886,0.018739982,1.6149077,1
248231498,248231457,0.7,8.317071e-06,-0.83303434,1.5767174,0.048902314,1.5692027,1
