timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
231942621,5.036105,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
232442551,5.058563,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
232942566,5.0364075,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
233442552,5.035904,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
233942551,4.9404325,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
234442551,5.0453706,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
234942598,5.0499024,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
235442552,5.008914,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
235942554,5.01969,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
236442631,5.017676,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
236942647,5.0445647,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
237442649,5.0388246,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
237942572,5.001663,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
238442553,5.032379,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
238942551,5.0339904,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
239442552,5.023215,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
239942551,4.9191833,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
240442573,5.0156617,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
240942582,4.9860535,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
241442551,5.034091,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
241942551,5.0345945,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
242442685,5.029962,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
242942566,4.932779,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
243442571,5.006799,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
243942551,5.0328827,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
244442551,4.9140472,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
244942551,5.028955,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
245442552,5.0266385,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
245942551,4.926535,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
246442551,5.0311704,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
246942552,5.0197906,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
247442552,5.045471,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
247942551,5.0328827,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
248442552,5.037918,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
248942552,5.061484,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
249442555,5.0464783,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
249942551,5.050003,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
250442550,4.943756,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
250942551,5.0494995,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
251442550,5.0208983,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
251942565,4.931671,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
252442571,5.027142,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
252942550,5.0480895,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
253442551,5.0368104,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
253942551,5.053729,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
254442550,5.0136476,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
254942551,4.922305,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
255442552,5.05242,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
255942550,5.033688,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
256442552,4.9371095,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
256942551,5.0322785,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
257442551,5.0470824,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
257942550,4.9387207,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
258442551,5.0223083,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
258942592,5.0501037,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
259443078,4.93006,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
259942604,5.0435576,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
260442727,5.0280485,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
260942677,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
261442882,5.0463777,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
261942966,5.0421476,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
262442889,4.9465756,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
262942943,5.0213013,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
263442937,5.050406,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
263943033,4.8381133,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
264442571,4.975882,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
264942571,5.010123,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
265442553,4.9059906,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
265942552,5.014453,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
266442550,4.999649,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
266942551,4.9139466,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
267442551,4.98988,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
267942569,5.0231137,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
268442553,4.9156585,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
268942551,5.0976377,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
269442551,5.022812,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
269942551,4.921701,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
270442552,5.074576,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
270942552,5.032782,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
271442552,5.051715,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
271942551,5.01828,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
272442552,5.0439606,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
272942577,4.9350953,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
273442553,4.9394255,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
273942551,5.0425506,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
274442567,4.9160614,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
274942551,5.0442624,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
275442588,5.0122375,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
275942551,4.9163632,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
276442887,5.0132446,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
276942550,5.037616,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
277442567,4.896725,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
277942580,5.037616,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
278442576,5.0194883,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
278942551,4.9000487,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
279442575,5.040234,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
279942565,5.0436583,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
280442553,4.8896756,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
280942551,5.033688,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
281442551,5.0194883,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
281942551,4.9289517,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
282442562,5.0221066,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
282942646,5.037314,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
283442551,4.974472,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
283942552,5.053326,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
284442565,5.035501,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
284942551,4.9194856,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
285442551,5.0516143,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
285942570,5.023416,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
286442551,4.9479856,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
286942553,5.0353,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
287442552,5.0417447,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
287942551,4.935397,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
288442590,5.0266385,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
288942659,5.040234,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
289442669,4.9467773,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
289942571,5.0657134,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
290442552,5.0302644,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
290942551,5.0446653,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
291442551,5.029761,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
291942551,5.05242,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
292442552,4.9404325,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
292942551,5.0184813,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
293442552,5.015259,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
293942551,5.030566,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
294442551,5.033386,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
294942586,5.028955,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
295442552,4.934592,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
295942551,5.0388246,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
296442550,5.039227,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
296942552,5.033386,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
297442551,5.0147552,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
297942551,5.0349975,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
298442552,4.921298,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
298942552,4.9270387,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
299442560,5.045572,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
299942757,5.0407376,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
300442551,5.037213,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
300942554,5.0315733,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
301442568,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
301942551,4.978601,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
302442551,5.020596,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
302942551,5.0478883,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
303442550,5.0553403,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
303942551,5.0563474,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
304442551,5.037112,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
304942551,5.031775,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
305442553,5.061282,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
305942571,5.057858,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
306442551,4.9242187,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
306942552,5.0219054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
307442551,5.0381193,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
307942576,5.062491,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
308442551,5.0615845,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
308942551,5.066821,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
309442551,5.080115,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
309942551,5.0615845,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
310442551,5.0943146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
310942552,4.9801116,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
311442580,5.0835385,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
311942550,5.07951,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
312442742,5.0308685,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
312942620,5.076892,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
313442809,5.0704465,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
313942745,5.080115,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
314442716,5.0815244,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
314942890,5.0740724,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
315442944,5.0805173,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
315942826,5.066217,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
316442882,5.0749784,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
316943090,5.069641,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
317443008,5.0698423,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
317943000,5.0660157,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
318443018,5.0891786,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
318943094,5.054736,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
319442552,5.0667205,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
319942552,5.090387,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
320442551,5.043054,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
320942552,5.0650086,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
321442570,4.9158597,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
321942551,5.0669217,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
322442553,5.045572,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
322942551,5.0669217,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
323442552,5.0550385,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
323942550,5.040637,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
324442551,5.0439606,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
324942576,5.0450683,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
325442591,5.0597715,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
325942551,4.9610777,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
326442551,5.065512,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
326942550,5.0649076,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
327442774,5.07518,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
327942553,5.0621886,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
328442581,5.0391264,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
328942552,5.0421476,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
329442553,5.054333,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
329942568,5.06803,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
330442551,5.0522184,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
330942555,5.0399323,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
331442551,5.0632963,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
331942551,4.9532228,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
332442551,5.058563,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
332942551,5.043457,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
333442565,5.067627,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
333942552,5.063397,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
334442551,5.069943,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
334942584,5.062289,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
335442553,5.0231137,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
335942551,5.0354004,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
336442551,4.939929,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
336942551,5.0191865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
337442574,5.018683,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
337943085,4.925125,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
338442554,5.0191865,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
338942565,4.990686,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
339442552,4.916162,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
339942551,5.0139494,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
340442552,5.0250273,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
340942551,4.9211974,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
341442553,5.01687,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
341942551,5.0276456,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
342442551,5.0147552,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
342942551,5.028351,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
343442551,4.999951,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
343942551,5.0225096,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
344442777,4.9987426,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
344942551,5.0256314,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
345442552,4.920694,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
345942581,5.025833,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
346442621,5.020294,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
346942551,5.0036774,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
347442591,4.999246,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
347942552,5.010324,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
348442551,4.9928007,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
348942551,5.0246243,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
349442593,5.02261,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
349942621,5.036911,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
350442636,5.0046844,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
350942656,5.013849,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
351442571,4.916565,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
351942551,5.0397305,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
352442551,5.0374146,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
352942551,4.9435544,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
353442551,5.032782,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
353942551,5.0273438,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
354442551,5.039026,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
354942553,5.0294585,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
355442551,5.045169,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
355942551,4.9174714,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
356442553,5.0415435,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
356942551,5.04104,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
357442550,4.9311676,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
357942580,5.0432553,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
358442552,5.0155606,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
358942557,4.950604,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
359442551,5.029962,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
359942551,5.043457,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
360442553,4.921097,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
360942559,5.061282,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
361442551,5.0501037,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
361942580,4.9381166,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
362442561,5.046176,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
362942551,5.0385222,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
363442551,4.944763,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
363942552,5.0532255,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
364442551,5.047989,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
364942551,5.057556,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
365442603,5.0273438,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
365942552,5.03822,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
366442551,4.920694,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
366942552,5.053125,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
367442573,5.0351987,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
367942551,5.044766,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
368442582,4.925528,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
368942550,5.035501,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
369442566,4.927844,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
369942553,5.0302644,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
370442551,5.050003,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
370942551,4.9263334,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
371442552,5.052722,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
371942551,5.038925,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
372442552,4.9452667,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
372942550,5.0480895,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
373442551,5.0247254,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
373942551,5.044766,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
374442551,4.939627,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
374942550,5.047787,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
