timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
217838746,217738281,-0.031195939,-0.014253542,0.03314623,0.0020809174,-0.05056572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252003,0.0,0.0,nan,0.0,0.0,-0.14615035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218338736,218238322,-0.031434253,-0.0044990666,-0.032956973,0.009253502,-0.052550018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20358562,0.0,0.0,nan,0.0,0.0,-0.13119566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218838720,218738363,-0.021303445,-0.009757237,-0.046308562,-0.00022983551,-0.05059266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14602566,0.0,0.0,nan,0.0,0.0,-0.120382786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219338824,219238404,-0.0118519915,0.01853941,-0.026242971,-0.014912605,-0.045455515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13624096,0.0,0.0,nan,0.0,0.0,-0.12023413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219838829,219738445,-0.007938524,0.06931676,-0.055902995,-0.0262146,-0.0380162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23604774,0.0,0.0,nan,0.0,0.0,0.006299138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220338912,220238487,0.010503591,0.021332083,0.008105889,-0.035974503,-0.0373829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44909763,0.0,0.0,nan,0.0,0.0,-0.0006715059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220838988,220738528,-0.0123650385,-0.018890116,0.021935396,-0.042020798,-0.03983748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4042139,0.0,0.0,nan,0.0,0.0,0.16689003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221339019,221238570,-0.032830954,-0.024923107,0.050954197,-0.037431717,-0.04598725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891863,0.0,0.0,nan,0.0,0.0,0.19926906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221839002,221738612,-0.024489252,-0.022107728,0.01102614,-0.042931557,-0.04785663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463896,0.0,0.0,nan,0.0,0.0,0.31459403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222339057,222238654,0.037729334,-0.0036541875,-0.0124456845,-0.036691666,-0.03822142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6461735,0.0,0.0,nan,0.0,0.0,0.40311217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222839096,222738696,0.0055270735,-0.04281542,-0.026144527,-0.054665565,-0.038047075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535758,0.0,0.0,nan,0.0,0.0,0.49475944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223339197,223238738,0.034558505,-0.0020997971,-0.011770263,-0.056886673,-0.032402813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1281595,0.0,0.0,nan,0.0,0.0,0.58948493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223839141,223738780,-0.11038995,-0.03625381,-0.11052428,-0.060328484,-0.047387898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3575201,0.0,0.0,nan,0.0,0.0,0.46834946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224339250,224238823,0.023459949,-0.03268768,-0.03029856,-0.056806564,-0.050210327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08086491,0.0,0.0,nan,0.0,0.0,0.48416698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224839300,224738867,0.111972675,0.05780425,0.07577655,-0.037654877,-0.052782953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35408688,0.0,0.0,nan,0.0,0.0,0.48858285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225339298,225238908,0.036194466,-0.0086177215,-0.031094491,-0.049120903,-0.053865045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.4803214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225839400,225738950,-0.022413492,0.035840236,-0.017540693,-0.053400993,-0.05146891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.47640812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226339377,226238993,0.048502788,-0.096093625,-0.005227685,-0.037420273,-0.06341457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25586224,0.0,0.0,nan,0.0,0.0,0.4618374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226839463,226739036,0.06557453,-0.07192192,-0.018215716,-0.0446043,-0.047125638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.45110548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227339470,227239081,0.099088416,-0.0010902695,0.020414174,-0.033118248,-0.045404673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31762886,0.0,0.0,nan,0.0,0.0,0.4366991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227839528,227739122,-0.028933328,-0.08306469,-0.039822042,-0.050085068,-0.040514886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15272427,0.0,0.0,nan,0.0,0.0,0.4269262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228339622,228239166,-0.024040848,-0.20914865,-0.010742843,-0.05835533,-0.076658964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2399807,0.0,0.0,nan,0.0,0.0,0.4294473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228839577,228739209,0.024473414,0.06671173,0.053702712,-0.055583954,-0.048455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20338917,0.0,0.0,nan,0.0,0.0,0.45138752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
