timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
217787335,217688052,0.10057,0.100580886,0.21413915,1.2339665,1.2339867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406697,0.0,0.0,nan,0.0,0.0,0.090342976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218291178,218191822,0.100587204,0.100591935,0.2141524,1.2163594,1.2163757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.408199,0.0,0.0,nan,0.0,0.0,0.09034322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218784950,218685715,0.10060075,0.10060265,0.21419115,1.2033213,1.2033352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4056425,0.0,0.0,nan,0.0,0.0,0.090343684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219289287,219189486,0.10060924,0.10060845,0.21420337,1.1859053,1.1859156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404897,0.0,0.0,nan,0.0,0.0,0.09034409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219792470,219693257,0.100559935,0.10055819,0.21420068,1.1748734,1.1748815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405957,0.0,0.0,nan,0.0,0.0,0.09034447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220286499,220187151,0.10055141,0.10054911,0.21421087,1.1576428,1.1576481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404131,0.0,0.0,nan,0.0,0.0,0.09034473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220790136,220690922,0.100499876,0.10049774,0.21414721,1.1446538,1.1446575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405765,0.0,0.0,nan,0.0,0.0,0.0903451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221284440,221184816,0.10050995,0.10050834,0.21416664,1.1297457,1.1297475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403672,0.0,0.0,nan,0.0,0.0,0.090345465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221787856,221688587,0.100471266,0.10047046,0.21416633,1.1189835,1.1189843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405398,0.0,0.0,nan,0.0,0.0,0.09034579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222291734,222192359,0.10041711,0.10041749,0.21417004,1.1041709,1.1041706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403673,0.0,0.0,nan,0.0,0.0,0.090345986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222785478,222686255,0.100502014,0.10050343,0.21419041,1.0940421,1.0940411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404874,0.0,0.0,nan,0.0,0.0,0.09034632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223289539,223190025,0.10046756,0.10046478,0.21415943,1.0812432,1.0812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406673,0.0,0.0,nan,0.0,0.0,0.09034663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223783141,223683921,0.10056084,0.100558795,0.21415943,1.0687275,1.0687257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404423,0.0,0.0,nan,0.0,0.0,0.09034691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224286925,224187692,0.10048417,0.10049758,0.21412914,1.0540736,1.0540715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403452,0.0,0.0,nan,0.0,0.0,0.09034696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224790742,224691465,0.10060118,0.10061105,0.21415721,1.0482181,1.048216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404732,0.0,0.0,nan,0.0,0.0,0.09034708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225284665,225185359,0.100528255,0.10052443,0.2141255,1.033715,1.0337135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406059,0.0,0.0,nan,0.0,0.0,0.09034728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225788483,225689132,0.1004864,0.100486055,0.21413203,1.0254525,1.0254512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405101,0.0,0.0,nan,0.0,0.0,0.09034736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226292181,226192905,0.1005314,0.10053221,0.2141955,1.0156122,1.0156112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402979,0.0,0.0,nan,0.0,0.0,0.100346096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226786063,226686801,0.09899937,0.09900627,0.21413647,1.0074579,1.007457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404293,0.0,0.0,nan,0.0,0.0,0.096119925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227289984,227190574,0.09889048,0.09885709,0.21416111,0.9953252,0.99532413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4062195,0.0,0.0,nan,0.0,0.0,0.09413873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227783750,227684470,0.09947765,0.099342525,0.2141634,0.98893213,0.98892975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404737,0.0,0.0,nan,0.0,0.0,0.09311819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228287585,228188243,0.10059518,0.10037733,0.21414173,0.9784795,0.978469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403678,0.0,0.0,nan,0.0,0.0,0.09250363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228791342,228692017,0.1012735,0.10100447,0.21417607,0.9705304,0.9705107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405999,0.0,0.0,nan,0.0,0.0,0.09214482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229285196,229185913,0.101911515,0.10166928,0.21423528,0.95876235,0.9587232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406045,0.0,0.0,nan,0.0,0.0,0.091838814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229788944,229689687,0.1020225,0.1018127,0.21421956,0.9508887,0.95084095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.407006,0.0,0.0,nan,0.0,0.0,0.091610074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230292752,230193461,0.1019482,0.10180869,0.2142079,0.93942094,0.93936354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405469,0.0,0.0,nan,0.0,0.0,0.091455385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230786629,230687357,0.10170575,0.10163306,0.21413393,0.93352926,0.9334704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.40645,0.0,0.0,nan,0.0,0.0,0.09130879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231290361,231191131,0.10146396,0.10147046,0.21417797,0.92810875,0.92804956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.408555,0.0,0.0,nan,0.0,0.0,0.091189094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231784254,231685028,0.101098746,0.10112713,0.21412195,0.92198837,0.9219346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405949,0.0,0.0,nan,0.0,0.0,0.09110134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
