timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
218389686,218389380,36.66072306494919,126.34204044132062,9.561716,22.915575,-0.0,1.781944,2.9327345,9.464344,2,0,1,0
219387377,219387044,36.660723291302794,126.3420404869615,9.5269985,22.981108,-0.0,1.7814327,2.9324176,9.431566,2,0,1,0
220385087,220384708,36.660723507227274,126.34204025822794,9.511274,23.064732,-0.0,1.7809248,2.9324687,9.413284,2,0,1,0
221392628,221392251,36.660723736008045,126.34204034098855,9.515546,23.16781,-0.0,1.7805941,2.9326394,9.408609,2,0,1,0
222390221,222389917,36.660723792416334,126.34204041022433,9.557853,23.299273,-0.0,1.7800684,2.9323976,9.408609,2,0,1,0
223387915,223387583,36.66072416897197,126.34203968452364,9.621031,23.438183,-0.0,1.7795788,2.9324913,9.408609,2,0,1,0
224385552,224385250,36.66072432801648,126.34203834401627,9.969898,23.841612,-0.0,1.7791348,2.932274,nan,2,0,0,0
225393101,225392795,36.660723379830536,126.34203892789021,10.535895,24.45538,-0.0,1.7788438,2.9324837,nan,2,0,0,0
226390772,226390463,36.66072201863837,126.34204082146377,11.25449,25.21629,-0.0,1.7784493,2.9322839,nan,2,0,0,0
227388453,227388132,36.66072155156524,126.34204243483802,12.137473,26.138754,-0.0,1.7780662,2.9324183,nan,2,0,0,0
228386122,228385801,36.66072248862726,126.34204312883172,13.086089,27.120369,-0.0,1.7777138,2.9325562,nan,2,0,0,0
229393686,229393349,36.66072383663709,126.34204302145535,14.153001,28.220547,-0.0,1.7774659,2.9327002,nan,2,0,0,0
230391326,230391019,36.6607250406202,126.34204144345813,15.175216,29.266743,-0.0,1.777099,2.9326916,nan,2,0,0,0
231389063,231388690,36.66072500866386,126.34204054713503,16.189842,30.305954,-0.0,1.7767391,2.9326982,nan,2,0,0,0
232386698,232386362,36.66072354786325,126.34203935106362,17.225788,31.3689,-0.0,1.776424,2.9326975,nan,2,0,0,0
233394232,233393912,36.66072234785984,126.34203838154046,18.295431,32.467422,-0.0,1.7762313,2.9327936,nan,2,0,0,0
234391919,234391584,36.660721780946616,126.34203905746897,19.147718,33.350296,-0.0,1.7759731,2.9324923,nan,2,0,0,0
235389561,235389257,36.660722380982556,126.34204048285385,20.065529,34.307175,-0.0,1.7757635,2.9325416,nan,2,0,0,0
236387243,236386931,36.6607233321874,126.34204105746976,22.467884,36.745182,-0.0,1.775595,2.9326017,nan,2,0,0,0
237394786,237394483,36.66072397400005,126.34204101939454,25.280853,39.60621,-0.0,1.7755846,2.9324293,nan,2,0,0,0
238392474,238392158,36.66072379621578,126.34204033823947,28.20293,42.58179,-0.0,1.7753353,2.9325106,nan,2,0,0,0
239390138,239389833,36.660723573258515,126.34204022238988,31.085815,45.52231,-0.0,1.775092,2.9326007,nan,2,0,0,0
240387923,240387508,36.66072304080609,126.34204000340424,34.058636,48.558224,-0.0,1.7749145,2.932365,nan,2,0,0,0
241385853,241385185,36.66072280727382,126.34204076358317,36.99413,51.556026,-0.0,1.7746869,2.9324672,nan,2,0,0,0
242393151,242392739,36.660723554724356,126.34204193350098,39.986885,54.624603,-0.0,1.7746751,2.9326537,nan,2,0,0,0
243391196,243390416,36.660724085684464,126.34204190255636,42.902603,57.620968,-0.0,1.7745069,2.932433,nan,2,0,0,0
244388543,244388094,36.6607231840267,126.3420402871746,45.811695,60.61868,-0.0,1.7743626,2.9322307,nan,2,0,0,0
245386355,245385772,36.66072228383545,126.34203987580125,48.740032,63.64407,-0.0,1.774238,2.9323683,nan,2,0,0,0
246393832,246393328,36.66072141337058,126.3420412909268,51.619232,66.62277,-0.0,1.7743437,2.9322793,nan,2,0,0,0
247391624,247391006,36.66072192203996,126.34204322919051,54.41936,69.5232,-0.0,1.774219,2.9324236,nan,2,0,0,0
248389036,248388687,36.660723883885495,126.34204393150038,56.60403,71.80847,-0.0,1.7741166,2.9322374,nan,2,0,0,0
249386700,249386365,36.66072518549609,126.34204177251387,57.87819,73.18263,-0.0,1.7739778,2.9323642,nan,2,0,0,0
250394268,250393922,36.660724049602884,126.34203903444889,58.648304,74.05115,-0.0,1.7740357,2.93255,nan,2,0,0,0
251391996,251391602,36.66072186028882,126.34203697766563,59.03306,74.5374,-0.0,1.7739793,2.932651,nan,2,0,0,0
252389586,252389282,36.6607139393621,126.34203020035254,59.19915,74.80279,-0.0,1.7739855,2.9324043,nan,2,0,0,0
253387294,253386962,36.66070920689736,126.3420250066155,59.30655,75.01149,-0.0,1.7739929,2.932497,nan,2,0,0,0
254394824,254394520,36.66071756001635,126.34203409168293,59.398422,75.202705,-0.0,1.7755885,2.9326303,nan,2,0,0,0
255392626,255392205,36.66074146318693,126.34203092082261,59.50187,75.40631,-0.0,1.7855599,2.9326074,nan,2,0,0,0
256390211,256389883,36.66076144553088,126.34203632741489,59.697403,75.70175,-0.0,1.7864934,2.9325998,nan,2,0,0,0
257387911,257387564,36.6607712224079,126.34203768593277,59.63212,75.736755,-0.0,1.7802287,2.9326255,nan,2,0,0,0
258395439,258395124,36.66077740917172,126.34202325038444,59.63503,75.83867,-0.0,1.777666,2.9324365,nan,2,0,0,0
259393130,259392806,36.66079174176709,126.34202941121505,59.473225,75.776566,-0.0,1.7762427,2.9325035,nan,2,0,0,0
260390869,260390489,36.66080429221316,126.3420419296106,59.39032,75.79386,-0.0,1.7755463,2.9322734,nan,2,0,0,0
261388475,261388172,36.66081079471529,126.34205023193428,59.39854,75.89995,-0.0,1.7751391,2.93239,nan,2,0,0,0
262386253,262385855,36.66080937343581,126.34204858429808,59.438286,76.02679,-0.0,1.774963,2.9325035,nan,2,0,0,0
263393721,263393416,36.66080799219202,126.34204558877326,59.45164,76.11445,-0.0,1.7750407,2.9323833,nan,2,0,0,0
264391405,264391100,36.660810700475544,126.34205073115385,59.57898,76.31134,-0.0,1.7750125,2.9324977,nan,2,0,0,0
265389146,265388784,36.66083895104332,126.34209015513913,60.090256,76.85025,-0.0,1.7824373,2.932286,nan,2,0,0,0
266386781,266386469,36.6608931863829,126.34216082721832,60.349995,77.110855,-0.0,1.7987858,2.932444,nan,2,0,0,0
267394369,267394032,36.66096029159832,126.34228122559458,60.354046,77.084435,-0.0,1.8140235,2.9323716,nan,2,0,0,0
268392051,268391717,36.66103027552449,126.3424505785943,61.10783,77.75557,-0.0,1.8191758,2.9325457,nan,2,0,0,0
269389790,269389403,36.661097313703614,126.34264617036501,62.397976,78.945915,-0.0,1.8064396,2.9323494,nan,2,0,0,0
270387437,270387089,36.66112908549417,126.34286950018499,63.42099,79.86883,-0.0,1.7872111,2.9324343,nan,2,0,0,0
271394965,271394653,36.661114707363396,126.3430800787087,63.056377,79.40431,-0.0,1.7811584,2.9322896,nan,2,0,0,0
272392722,272392339,36.66111212331776,126.343285524181,61.15704,77.40445,-0.0,1.778625,2.9323986,nan,2,0,0,0
273390404,273390025,36.66113949485066,126.3435023936295,59.774853,75.92289,-0.0,1.7772776,2.9321716,nan,2,0,0,0
274388061,274387711,36.661181882265694,126.34372253878608,58.870335,74.91847,-0.0,1.7765985,2.9323,nan,2,0,0,0
275395584,275395275,36.66122889043266,126.34394378014764,58.663414,74.61155,-0.0,1.7762717,2.9322116,nan,2,0,0,0
276393320,276392962,36.661305348544424,126.34414799827506,58.216927,74.06646,-0.0,1.7762233,2.932341,nan,2,0,0,0
277391070,277390647,36.661462638179465,126.34421935917273,59.422047,75.17098,-0.0,1.7764411,2.9322057,nan,2,0,0,0
278388652,278388333,36.661604603777945,126.34411357812787,61.162453,76.81119,-0.0,1.7767168,2.9324954,nan,2,0,0,0
