timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
217458356,0.0,0.0,0.0,0.0
217463354,0.0,0.0,0.0,0.0
217660898,0.0,0.0,0.0,0.0
217860882,0.0,0.0,0.0,0.0
218060900,0.0,0.0,0.0,0.0
218260917,0.0,0.0,0.0,0.0
218460932,0.0,0.0,0.0,0.0
218658445,0.0,0.0,0.0,0.0
218858461,0.0,0.0,0.0,0.0
219060979,0.0,0.0,0.0,0.0
219260998,-0.008122668,0.0058685383,-6.016744e-05,0.0
219461011,-0.016496109,0.012028219,-8.12946e-05,0.0
219661028,-0.024535134,0.018317671,-0.00014530723,0.0
219861046,-0.032596588,0.024504777,-0.00017747412,0.0
220058561,-0.040555272,0.030433929,-0.000390991,0.0
220258581,-0.04729453,0.03590222,-0.00034107198,0.0
220461095,-0.05345476,0.040534504,-0.0006058258,0.0
220661112,-0.057626903,0.04440093,-0.0007071986,0.0
220858631,-0.06098537,0.04799368,-0.00082568126,0.0
221061148,-0.06365874,0.051715277,-0.00092691573,0.0
221261161,-0.06578899,0.054394253,-0.0010100262,0.0
221458680,-0.06725161,0.055685427,-0.0011816304,0.0
221658696,-0.06643553,0.0520799,-0.0012313161,0.0
221861213,-0.06564651,0.04631949,-0.0017756065,0.0
222061231,-0.06557277,0.03974851,-0.0031906995,0.0
222261244,-0.066483065,0.03401333,-0.004940975,0.0
222461262,-0.06606097,0.030159527,-0.006835229,0.0
222661281,-0.06308183,0.023007145,-0.008387595,0.0
222858796,-0.0546829,0.016280077,-0.009707582,0.0
223058871,-0.04522938,0.0142975915,-0.009936626,0.0
223261331,-0.02216124,0.012735958,-0.00884248,0.0
223461346,-0.00968071,0.01155782,-0.007248319,0.0
223661365,-0.023582764,0.010901372,-0.005715281,0.0
223861379,-0.026487075,0.0072283386,-0.004258198,0.0
224058899,-0.014548296,-0.00030767464,-0.0027219665,0.0
224258913,-0.013288009,0.00063700334,-0.0013680042,0.0
224458933,-0.014780908,0.0042719883,-0.00038331584,0.0
224661453,-0.0097595975,0.004091133,9.124489e-05,0.0
224861466,-0.00455453,0.0070547285,0.00022637102,0.0
225061483,0.0006246035,0.006149596,0.0005446401,0.0
225261500,-0.00289196,0.00234825,0.0008843708,0.0
225459017,-0.009495921,0.0017764536,0.0012105929,0.0
225659035,-0.007837037,0.002556382,0.001750443,0.0
225859049,-0.005435342,0.00029660197,0.002228153,0.0
226061568,-0.009211161,-1.4668492e-06,0.0024687287,0.0
226261587,-0.009356994,0.001040906,0.002658029,0.0
226461606,-0.007853842,0.00026599405,0.0026356217,0.0
226661627,-0.007408107,0.00063500466,0.0024426684,0.0
226859137,-0.005733573,0.002899583,0.0024489602,0.0
227059153,-0.0050103962,0.002298248,0.0026869997,0.0
