timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
261262738,0.0,0.0,0.0,0.0
261457568,0.0,0.0,0.0,0.0
261657541,0.0,0.0,0.0,0.0
261857613,0.0,0.0,0.0,0.0
262057573,0.0,0.0,0.0,0.0
262257657,0.0,0.0,0.0,0.0
262462782,0.0,0.0,0.0,0.0
262663006,0.0,0.0,0.0,0.0
262857663,0.0,0.0,0.0,0.0
263057686,0.0,0.0,0.0,0.0
263257666,0.0017352097,0.007527438,-0.0005427742,0.0
263457741,-0.003946742,-8.455642e-05,-0.0010481724,0.0
263657744,-0.004834351,-0.00429381,-0.0016552288,0.0
263863086,-0.0047592833,-0.0054270695,-0.0022996806,0.0
264063112,-0.02640206,-0.024865763,-0.0030404173,0.0
264257821,-0.037173685,-0.03326304,-0.00519744,0.0
264457820,-0.045647293,-0.048513897,-0.008133604,0.0
264657846,-0.045943815,-0.065375686,-0.0117001515,0.0
264857860,-0.04291489,-0.08706041,-0.013688227,0.0
265057893,-0.032516025,-0.106699355,-0.013124338,0.0
265263166,-0.028342083,-0.1310772,-0.011201447,0.0
265463241,-0.035326447,-0.14885214,-0.0091549875,0.0
265657954,-0.05400095,-0.17142677,-0.006716284,0.0
265857965,-0.061395116,-0.18744004,-0.004128455,0.0
266057963,-0.055498496,-0.18810125,-0.0043631,0.0
266257989,-0.048403006,-0.1983915,-0.00604591,0.0
266458009,-0.047810633,-0.20377684,-0.0072563,0.0
266663302,-0.036380447,-0.20917489,-0.005946008,0.0
266858046,-0.028016457,-0.2112147,-0.0038555572,0.0
267058074,-0.03146802,-0.2182844,-0.0023507385,0.0
267258110,-0.026533466,-0.2233567,-0.001907123,0.0
267458111,-0.026908424,-0.22616714,-0.0035463045,0.0
267658132,-0.031289645,-0.23433803,-0.005419985,0.0
267858136,-0.033739142,-0.23179762,-0.0063990457,0.0
268063407,-0.029026814,-0.23440036,-0.005733555,0.0
268258226,-0.025833856,-0.23025303,-0.0034605183,0.0
268458209,-0.03171568,-0.2377466,-0.0010671797,0.0
268658233,-0.023149617,-0.2374729,-0.00017436528,0.0
268858207,-0.019984739,-0.24703994,-0.0011392606,0.0
269058222,0.01672824,-0.26186872,-0.0017587977,0.0
269258237,0.02046019,-0.2697566,0.004630266,0.0
269463573,0.024164727,-0.25758275,0.010813383,0.0
269658306,0.012455842,-0.25775042,0.014987714,0.0
269858297,-0.017424066,-0.27813312,0.01972291,0.0
270058359,-0.04716116,-0.30478573,0.01971035,0.0
270258333,-0.07231998,-0.31600976,0.015177821,0.0
270458358,-0.09747405,-0.32071993,0.013109553,0.0
270658382,-0.097164586,-0.32986456,0.019070754,0.0
270863515,-0.09088337,-0.3344217,0.025813056,0.0
271058410,-0.06827569,-0.32777384,0.02336764,0.0
271258445,-0.066550136,-0.3309591,0.01850714,0.0
271458468,-0.05823789,-0.3368151,0.014122274,0.0
271658512,-0.050473507,-0.33111504,0.013243547,0.0
271858492,-0.04078729,-0.33650458,0.015130393,0.0
272058510,-0.02543197,-0.33953673,0.017105833,0.0
272258532,-0.023407752,-0.3418287,0.017400326,0.0
272458552,-0.009658467,-0.34594268,0.016019601,0.0
272658577,-0.008878936,-0.34130704,0.0152602,0.0
272858594,-0.0038096434,-0.34905532,0.014913478,0.0
273058624,-0.005949272,-0.35054246,0.014469943,0.0
273258685,-0.004742756,-0.34545743,0.014085185,0.0
273458662,-0.004205632,-0.35234943,0.014264237,0.0
273658677,-0.0042918595,-0.3498914,0.014613805,0.0
273858698,-0.0018903303,-0.3487453,0.015097012,0.0
274058763,-0.007449049,-0.3522285,0.0154723395,0.0
274258771,-0.0038338145,-0.34649497,0.01615925,0.0
274458761,-0.007182712,-0.35165334,0.016562223,0.0
274658784,-0.0029824297,-0.35079435,0.016347907,0.0
274858792,-0.006345288,-0.34897658,0.015916307,0.0
275058818,-0.011443971,-0.35424057,0.016177429,0.0
275258859,-0.034313455,-0.35137793,0.015663639,0.0
275458868,-0.04044045,-0.35230693,0.012141375,0.0
275658917,-0.04173321,-0.35781533,0.008409378,0.0
275858925,-0.029549222,-0.35483232,0.00483027,0.0
276058955,-0.014997181,-0.36818758,0.0021719679,0.0
276258935,-0.008980731,-0.3824076,0.0016894933,0.0
276458955,-0.0017297545,-0.39367676,0.002090987,0.0
276658968,0.0093028825,-0.39966583,0.0014884827,0.0
276859008,0.031584043,-0.4,0.000283459,0.0
277059010,0.0439731,-0.4,-0.0019005995,0.0
277259032,0.055859264,-0.4,-0.006562548,0.0
277459048,0.06778473,-0.4,-0.012486379,0.0
277659082,0.07211957,-0.4,-0.018861441,0.0
277859089,0.08318814,-0.4,-0.027045127,0.0
278059109,0.09327036,-0.4,-0.035996556,0.0
278259162,0.09521878,-0.4,-0.046595134,0.0
278459147,0.10764832,-0.4,-0.059004404,0.0
278659175,0.10359533,-0.4,-0.07217271,0.0
278859188,0.09724171,-0.4,-0.08636578,0.0
279059207,0.115881324,-0.39982682,-0.09924044,0.0
279259229,0.11403504,-0.4,-0.10802481,0.0
279459250,0.15246466,-0.4,-0.111129545,0.0
279659305,0.1561647,-0.4,-0.11131367,0.0
279859333,0.1558767,-0.39894357,-0.115337335,0.0
280059331,0.15384409,-0.39437643,-0.121146664,0.0
280259330,0.1505156,-0.4,-0.11723455,0.0
280459355,0.14492187,-0.4,-0.10815917,0.0
280659363,0.12352448,-0.4,-0.10062211,0.0
280859386,0.10739684,-0.4,-0.098447785,0.0
281059407,0.087745085,-0.4,-0.10040487,0.0
281259423,0.067756586,-0.3988684,-0.10297107,0.0
281459545,0.06837104,-0.4,-0.101512074,0.0
281659504,0.055719458,-0.39982128,-0.095878124,0.0
281859485,0.056777995,-0.4,-0.089411825,0.0
282059499,0.04493028,-0.39987913,-0.08521296,0.0
282259521,0.041684438,-0.4,-0.08420297,0.0
282459541,0.030354345,-0.4,-0.084077924,0.0
282659561,0.029142665,-0.4,-0.08249381,0.0
282859580,0.020434815,-0.39985022,-0.07990151,0.0
283059621,0.02033551,-0.39468417,-0.078134894,0.0
283259669,0.015715795,-0.39801928,-0.07614327,0.0
283459639,0.01049711,-0.39846495,-0.07440519,0.0
283659668,0.011421077,-0.39221334,-0.07531262,0.0
283859685,0.0069571324,-0.395646,-0.07656453,0.0
284059702,0.0018650232,-0.39491925,-0.07720086,0.0
284259716,-0.00012506651,-0.39034882,-0.07722582,0.0
284459731,-0.004870359,-0.3938754,-0.0767281,0.0
284659778,-0.004658351,-0.38949418,-0.076441705,0.0
284859821,-0.0046309833,-0.38714287,-0.0774395,0.0
285059802,-0.004035269,-0.39126962,-0.07869617,0.0
285259817,-0.010285442,-0.38658467,-0.07948158,0.0
285459835,-0.0028927343,-0.3874182,-0.079076774,0.0
285659852,-0.003958584,-0.38529482,-0.07889956,0.0
285859875,0.0041128425,-0.38183922,-0.07982097,0.0
286059891,-0.0022494611,-0.3833396,-0.08021175,0.0
286259916,0.00029705238,-0.37727985,-0.07849659,0.0
286459931,-0.00038773826,-0.3753715,-0.07605348,0.0
286659981,0.006657092,-0.37833548,-0.07447089,0.0
286859960,0.0074517494,-0.37312612,-0.074682236,0.0
287059994,0.0062363506,-0.37348628,-0.0754933,0.0
287260004,0.009411719,-0.37381396,-0.07635452,0.0
287460025,0.011765557,-0.3666769,-0.07635443,0.0
287660080,0.011183876,-0.36903217,-0.07550288,0.0
287860053,0.011116968,-0.36693865,-0.07419187,0.0
288060084,0.009556254,-0.36221215,-0.07340616,0.0
288260097,0.008261624,-0.36540976,-0.07301119,0.0
288460127,0.01248454,-0.35971683,-0.07308333,0.0
288660128,0.008534627,-0.35866174,-0.07334358,0.0
288860161,0.008558122,-0.36119574,-0.07313975,0.0
289060186,0.014379292,-0.354353,-0.0728706,0.0
289260195,0.006727384,-0.35436353,-0.07244558,0.0
289460219,0.010141811,-0.35532773,-0.07170523,0.0
289660249,0.007489839,-0.350042,-0.070972085,0.0
289860274,0.018529706,-0.35437068,-0.07014014,0.0
290060337,0.015692756,-0.35182562,-0.07002812,0.0
290260299,0.020144822,-0.3483388,-0.070671275,0.0
290460310,0.011948196,-0.35344997,-0.07108812,0.0
290660322,0.012140674,-0.34971684,-0.07138667,0.0
290860338,0.0123328315,-0.34667602,-0.07157895,0.0
291060352,0.006474403,-0.3532079,-0.071029,0.0
291260379,0.0035351594,-0.34827694,-0.07114004,0.0
291460399,0.00014247198,-0.3497106,-0.07242492,0.0
291660421,-0.0021417593,-0.3521536,-0.07391168,0.0
291860426,-0.00481953,-0.34703523,-0.07485178,0.0
292060456,-0.008732515,-0.3504419,-0.07515596,0.0
292260482,-0.0056024278,-0.35109022,-0.074714236,0.0
292460484,-0.009246465,-0.34398046,-0.0735442,0.0
292660507,-0.014176522,-0.34613797,-0.072091654,0.0
292860532,-0.011870125,-0.34588644,-0.071009085,0.0
293055656,-0.014227642,-0.33933228,-0.07043102,0.0
293260565,-0.018334858,-0.34191498,-0.06993461,0.0
293460632,-0.014343098,-0.3408622,-0.069867454,0.0
293660612,-0.015779957,-0.33628333,-0.06997558,0.0
293860620,-0.010116545,-0.34053683,-0.07023348,0.0
294060645,-0.016486388,-0.33672082,-0.07061868,0.0
294260665,-0.01852201,-0.33454266,-0.06964808,0.0
294455814,-0.02390237,-0.33784825,-0.0679569,0.0
294660704,-0.01105709,-0.33313206,-0.06673734,0.0
294860710,-0.009077106,-0.33198354,-0.06654398,0.0
295060765,-0.00793925,-0.3376345,-0.067058735,0.0
295260758,-0.004129654,-0.33318418,-0.0685804,0.0
295460773,-0.007812822,-0.33220294,-0.069332436,0.0
295660786,-0.0021480166,-0.33587536,-0.06934744,0.0
295856079,-0.0039947564,-0.33026615,-0.06938935,0.0
296060817,-0.0071735056,-0.33136413,-0.06959006,0.0
296260847,-0.004063196,-0.3336264,-0.06922915,0.0
296460857,-0.0076949825,-0.32806274,-0.0686593,0.0
296660918,-0.0021377301,-0.32959947,-0.067546375,0.0
296860896,-0.0032637655,-0.3322817,-0.066687204,0.0
297060965,0.005077697,-0.32717016,-0.06681769,0.0
297256045,0.0057187043,-0.3277818,-0.06684618,0.0
297460985,0.0051655844,-0.32938778,-0.06640579,0.0
297661000,-0.0008334418,-0.32427767,-0.06636309,0.0
297861009,-0.0022076988,-0.32705972,-0.06633817,0.0
298061004,0.004199998,-0.32948878,-0.066055,0.0
298261028,0.0015724197,-0.32497066,-0.06556146,0.0
298461035,0.002987585,-0.32789928,-0.0648982,0.0
298656172,0.004894,-0.32674003,-0.06412813,0.0
298861078,0.007977238,-0.3229831,-0.06330932,0.0
299061090,0.0005356441,-0.32853317,-0.062648304,0.0
299261112,0.012988107,-0.32498074,-0.062052567,0.0
299461124,0.01701171,-0.32293108,-0.0613781,0.0
299661136,0.021701077,-0.3282695,-0.061067674,0.0
299856298,0.019189209,-0.32726535,-0.061414488,0.0
300056439,0.018676966,-0.32344505,-0.062381998,0.0
300261232,0.012590621,-0.327888,-0.06356836,0.0
300461209,0.010471853,-0.32549474,-0.06422667,0.0
300661237,0.013820902,-0.32430086,-0.0646446,0.0
300861247,0.021073688,-0.3278233,-0.06456489,0.0
301061289,0.0389001,-0.32254145,-0.062479995,0.0
301256656,0.050904457,-0.32163206,-0.05787597,0.0
301456675,0.061682012,-0.32712618,-0.052198615,0.0
301661351,0.057828344,-0.33183762,-0.0475061,0.0
301861434,0.03961873,-0.3387528,-0.045520518,0.0
302061404,0.030565089,-0.3506969,-0.04622771,0.0
302261419,0.011928458,-0.36340162,-0.045809627,0.0
302461463,-0.017707692,-0.3763422,-0.042962205,0.0
302656848,-0.024397476,-0.3816008,-0.040561162,0.0
302856696,-0.03211269,-0.3832989,-0.038267553,0.0
303061535,-0.030404055,-0.37894082,-0.03699557,0.0
303261562,-0.03789461,-0.3789026,-0.03471953,0.0
303461596,-0.05933518,-0.38278,-0.031561088,0.0
303661650,-0.05711131,-0.37827516,-0.030276882,0.0
303856662,-0.03668628,-0.37169835,-0.029759131,0.0
304056851,-0.042053483,-0.37198424,-0.030309534,0.0
304256701,-0.04400111,-0.37327233,-0.031754285,0.0
304461568,-0.040520184,-0.3663609,-0.033048235,0.0
304661587,-0.042547125,-0.36432385,-0.03246304,0.0
304861596,-0.045792826,-0.36542392,-0.031387623,0.0
305061695,-0.034298718,-0.3584558,-0.030954836,0.0
305256855,-0.007711859,-0.3559226,-0.029139053,0.0
305456804,0.008685908,-0.35576764,-0.0244956,0.0
305656832,0.019306198,-0.35081133,-0.020988608,0.0
305856998,0.027066972,-0.34875426,-0.01928787,0.0
306061711,0.013088471,-0.35080186,-0.01820839,0.0
306261734,0.010883691,-0.3595856,-0.018144883,0.0
306461746,0.0018164179,-0.3681181,-0.018792788,0.0
306657057,-0.008854304,-0.3702167,-0.019416254,0.0
306856941,-0.013980602,-0.37752095,-0.019188749,0.0
307057207,-0.022904463,-0.38343382,-0.017302476,0.0
307261810,-0.03292906,-0.3865205,-0.013974264,0.0
307461845,-0.03761045,-0.39064053,-0.010095456,0.0
307661849,-0.045345575,-0.39144176,-0.006674676,0.0
307861890,-0.0443275,-0.3924676,-0.0030321728,0.0
308057258,-0.051882643,-0.39492735,0.002106384,0.0
308257035,-0.048863217,-0.39930016,0.008839324,0.0
308457033,-0.05433278,-0.4,0.015073723,0.0
308661914,-0.062538825,-0.4,0.018949503,0.0
308861934,-0.07538097,-0.4,0.019214625,0.0
309061947,-0.08268364,-0.4,0.017315539,0.0
309257301,-0.08194017,-0.4,0.014818659,0.0
309457284,-0.10101187,-0.4,0.01335143,0.0
309657438,-0.11369088,-0.4,0.012964203,0.0
309857291,-0.11161476,-0.39909333,0.012464784,0.0
310062030,-0.10550423,-0.39521733,0.012827174,0.0
310262051,-0.10026354,-0.39320993,0.014207898,0.0
310462078,-0.09143369,-0.39485216,0.016676178,0.0
310657365,-0.0833428,-0.3989899,0.019128678,0.0
310857416,-0.06650127,-0.39985815,0.021421125,0.0
311057428,-0.057268664,-0.39620972,0.02314599,0.0
311257475,-0.06033184,-0.39504611,0.023451632,0.0
311462195,-0.0480151,-0.3982737,0.022653818,0.0
311662168,-0.0373753,-0.39908928,0.02209624,0.0
311862185,-0.029907318,-0.3955686,0.022951672,0.0
312057566,-0.030094214,-0.39099887,0.025183504,0.0
312257515,-0.02186365,-0.38888302,0.027801229,0.0
312457353,-0.013770322,-0.3902725,0.02935411,0.0
312657510,-0.020460887,-0.3931099,0.030526213,0.0
312862280,-0.012848655,-0.3915429,0.032574613,0.0
313062278,-0.0059725232,-0.38622916,0.03485561,0.0
313262301,-0.0099335415,-0.3829591,0.036945682,0.0
313457578,-0.0015115493,-0.3836763,0.038153768,0.0
313657732,0.009485131,-0.38476136,0.03806657,0.0
313857667,0.018620651,-0.38270178,0.037932575,0.0
314057662,0.022119792,-0.3780684,0.038428135,0.0
314262402,0.013280612,-0.37483162,0.039096415,0.0
314462392,0.016289659,-0.37569395,0.03915524,0.0
314662414,0.015395696,-0.37644628,0.038210146,0.0
314857545,0.017814118,-0.3754632,0.037326787,0.0
315057747,0.020548996,-0.37217036,0.035883207,0.0
315257585,0.014075373,-0.36877805,0.034189582,0.0
315457788,0.0076121516,-0.36811095,0.03302934,0.0
315662489,0.0059049437,-0.36925298,0.03229882,0.0
315862513,0.012019872,-0.3684599,0.03268835,0.0
316057823,0.002501265,-0.36352915,0.033881705,0.0
316257713,-0.003712917,-0.35948545,0.035794217,0.0
316457671,0.004731331,-0.36030814,0.03647163,0.0
316657833,0.0030697421,-0.36126086,0.0352314,0.0
316857944,0.0017623339,-0.3613793,0.03275755,0.0
317062610,-0.0040302323,-0.35951582,0.030006297,0.0
317262623,-0.010220274,-0.35560027,0.028803622,0.0
317457897,-0.007901964,-0.35451993,0.029300082,0.0
317657939,0.020627143,-0.35597995,0.031519704,0.0
317857789,0.04453728,-0.3536759,0.036492024,0.0
318057962,0.05918195,-0.348937,0.042834535,0.0
318257963,0.07199164,-0.34954765,0.048363872,0.0
318462763,-0.016387414,-0.35401338,0.04933962,0.0
318662745,-0.045296367,-0.3647531,0.04116105,0.0
318857910,-0.07026138,-0.35822785,0.02460968,0.0
319058030,-0.090252906,-0.34535667,0.010086068,0.0
319258046,-0.11598295,-0.34358063,-0.0004298446,0.0
319458067,-0.1420109,-0.3512207,-0.0036898758,0.0
319658120,-0.16261594,-0.3599299,-0.00067151344,0.0
319862825,-0.17763662,-0.36504054,0.0061946623,0.0
320062854,-0.18185666,-0.36157095,0.013852483,0.0
320258147,-0.16581829,-0.35831434,0.020190746,0.0
320458136,-0.1412825,-0.36090472,0.026828831,0.0
320658007,-0.10097381,-0.36240518,0.035120685,0.0
320858180,-0.08019944,-0.35792163,0.044125546,0.0
321058193,-0.052723736,-0.3516799,0.05393102,0.0
321262948,-0.030317307,-0.3471208,0.062186826,0.0
321458098,-0.012088084,-0.3448896,0.06687894,0.0
321658372,-0.007436572,-0.33877182,0.068498656,0.0
321858259,-0.0057336623,-0.33382267,0.068470046,0.0
322058345,0.0038336385,-0.3297478,0.06537153,0.0
322258297,-0.0013762346,-0.3241989,0.060343947,0.0
322458310,-0.007771383,-0.32003185,0.055030562,0.0
322663051,-0.016426222,-0.32080045,0.050656557,0.0
322858266,-0.03160933,-0.31573758,0.047406588,0.0
323058347,-0.05227772,-0.3101061,0.04431824,0.0
323258395,-0.06499233,-0.31179103,0.04153804,0.0
323458410,-0.07125317,-0.30639243,0.039502624,0.0
323658277,-0.05524882,-0.3025275,0.040008094,0.0
323858441,-0.070762806,-0.30638328,0.0410792,0.0
324063172,-0.071092434,-0.30013585,0.04373317,0.0
324258440,-0.07330504,-0.29889652,0.04583957,0.0
324458348,-0.060961153,-0.30104607,0.045727026,0.0
324658481,-0.05081429,-0.2965141,0.042955436,0.0
324858483,-0.056225624,-0.2933334,0.040303525,0.0
325058494,-0.06380407,-0.2971485,0.038905386,0.0
325258524,-0.06173643,-0.29460487,0.03878625,0.0
325463269,-0.06255109,-0.28995758,0.040738054,0.0
325658557,-0.052555103,-0.29286936,0.04270961,0.0
325858624,-0.047441762,-0.29313245,0.043625455,0.0
326058654,-0.040285945,-0.2873868,0.04341093,0.0
326258760,-0.04401441,-0.28564307,0.043031864,0.0
326458500,-0.033661656,-0.28813428,0.043151602,0.0
326658650,-0.028903909,-0.28382853,0.043631747,0.0
326858665,-0.034406815,-0.27833107,0.045100857,0.0
327058735,-0.029168028,-0.27859282,0.046437178,0.0
327258704,-0.016826713,-0.2753387,0.04738237,0.0
327458716,-0.01490814,-0.26850286,0.047628846,0.0
327658717,-0.012013428,-0.2681514,0.04689138,0.0
327858728,-0.010783429,-0.2711096,0.045931682,0.0
328058741,-0.029977875,-0.2654873,0.04563842,0.0
328258646,-0.037981387,-0.26017648,0.04674328,0.0
328458677,-0.030154042,-0.26227528,0.04620237,0.0
328658791,-0.016939677,-0.25946715,0.04496178,0.0
328858875,-0.021084975,-0.25342593,0.043614518,0.0
329058885,-0.028532753,-0.25636607,0.043534197,0.0
