timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
395428491,395369268,396321,0.9418384,-0.3049362,1.0725183,3
395919549,395899598,396321,0.9507554,-0.28867745,1.080502,3
396367529,396353683,396321,0.9826093,-0.326603,1.1126513,3
396836899,396807980,396321,1.0281031,-0.35860747,1.1774925,3
397392240,397337851,396321,0.993929,-0.3091335,1.1168212,3
397882764,397868037,396321,0.81287706,-0.25131345,0.9188682,3
398330958,398316979,396321,0.8152726,-0.27197003,0.9048215,3
398907435,398847386,396321,0.7698941,-0.24962533,0.89866585,3
399397968,399377031,396321,0.70510817,-0.24024922,0.8317772,3
399846407,399831228,396321,0.7956506,-0.26730207,0.88757503,3
400422542,400361276,396321,0.68341345,-0.21790747,0.79190177,3
400913480,400891387,396321,0.7889109,-0.2339641,0.93302095,3
401361660,401346339,396321,0.80158067,-0.2469848,0.86891896,3
401830966,401800548,396321,0.7585676,-0.20404175,0.8465238,3
402428915,402406170,396321,0.7067874,-0.17290431,0.8204844,3
402876934,402860391,396321,0.73365545,-0.18896128,0.8465143,3
403346305,403314599,396321,0.75759757,-0.1973891,0.8880691,3
403901577,403844840,396321,0.7456444,-0.20634125,0.8783907,3
404392152,404375493,396321,0.73887813,-0.17886984,0.8877052,3
404862011,404829626,396321,0.7255539,-0.18902278,0.8470201,3
405416900,405359182,396321,0.7657753,-0.2059423,0.9078428,3
405907647,405889139,396321,0.78218925,-0.2055926,0.86067843,3
406356143,406343210,396321,0.626989,-0.16259,0.807744,3
406932152,406872922,396321,0.63667816,-0.15018879,0.84739697,3
407423133,407402594,396321,0.64931643,-0.15600742,0.95196587,3
407871314,407856789,396321,0.6982088,-0.19501711,0.90064096,3
408340714,408310988,396321,0.74197686,-0.22502524,0.9880795,3
408895730,408841843,396321,0.8170232,-0.26174203,1.0180283,3
409386842,409371729,396321,0.74602467,-0.30844945,1.1415799,3
409856089,409825821,396321,0.7274805,-0.30795386,0.98195,3
410411242,410355554,396321,0.84251577,-0.41972595,1.125203,3
410901869,410885355,396321,0.83952963,-0.37513947,1.0327358,3
411371644,411340358,396321,0.7163511,-0.25553542,0.88135993,3
411926497,411870794,396321,0.7271802,-0.1887598,0.8450226,3
412417143,412400467,396321,0.8286283,-0.22536036,0.9591159,3
412886974,412854610,396321,0.82058287,-0.2328071,0.9751693,3
413335075,413308818,396321,0.78919834,-0.22662921,0.9453418,3
