timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
217458369,217458259,-0.03571478,0.020198138,-0.0004883956,0.001,0.0,0.0,0.0,-1.0
217463367,217463258,-0.03578293,0.020275766,-0.00064540195,0.001,0.0,0.0,0.0,-1.0
217510871,217510762,-0.036392342,0.021842612,-0.000682617,0.001,0.0,0.0,0.0,-1.0
217560874,217560766,-0.035377976,0.02032239,-0.0009717812,0.001,0.0,0.0,0.0,-1.0
217608372,217608270,-0.034678683,0.020513024,-0.00043708645,0.001,0.0,0.0,0.0,-1.0
217660912,217660775,-0.037019376,0.021416828,0.00014537053,0.001,0.0,0.0,0.0,-1.0
217710887,217710779,-0.03546342,0.020542473,-0.00036765117,0.001,0.0,0.0,0.0,-1.0
217760889,217760783,-0.03634004,0.021572525,-0.00055629655,0.001,0.0,0.0,0.0,-1.0
217808392,217808287,-0.03600159,0.021682147,-0.0002084287,0.001,0.0,0.0,0.0,-1.0
217860897,217860791,-0.03572967,0.020464787,-0.0003430963,0.001,0.0,0.0,0.0,-1.0
217910904,217910795,-0.03651524,0.019673916,-0.00044781264,0.001,0.0,0.0,0.0,-1.0
217958403,217958299,-0.035844922,0.019884052,-0.00027701902,0.001,0.0,0.0,0.0,-1.0
218010911,218010803,-0.035433564,0.020974273,-0.00011368348,0.001,0.0,0.0,0.0,-1.0
218060915,218060807,-0.03635198,0.02219246,-0.0005753676,0.001,0.0,0.0,0.0,-1.0
218110916,218110811,-0.035996184,0.020477828,-0.00046109158,0.001,0.0,0.0,0.0,-1.0
218158421,218158315,-0.03715652,0.019763952,0.00045346498,0.001,0.0,0.0,0.0,-1.0
218210926,218210819,-0.035862356,0.020541394,-0.0004290045,0.001,0.0,0.0,0.0,-1.0
218260932,218260824,-0.03494523,0.02164645,-0.00019823584,0.001,0.0,0.0,0.0,-1.0
218308431,218308327,-0.037081607,0.020045267,-0.000251417,0.001,0.0,0.0,0.0,-1.0
218360950,218360832,-0.02013716,0.017361786,-0.0002694422,0.020112313,0.0,0.0,0.0,-1.0
218410941,218410836,-0.032052305,0.020013612,-0.00065994554,0.026899705,0.0,0.0,0.0,-1.0
218460947,218460840,-0.032081414,0.019641537,-0.00048201808,0.034183357,0.0,0.0,0.0,-1.0
218508449,218508344,-0.0318186,0.02215236,-0.00020803451,0.041883383,0.0,0.0,0.0,-1.0
218560958,218560848,-0.03178331,0.019657599,0.00018978115,0.05008929,0.0,0.0,0.0,-1.0
218610957,218610852,-0.03167449,0.020407138,2.2156071e-05,0.05873578,0.0,0.0,0.0,-1.0
218658457,218658356,-0.03185254,0.02108882,-0.00011162803,0.06784964,0.0,0.0,0.0,-1.0
218710966,218710861,-0.030645601,0.02156851,-0.00047382695,0.07751673,0.0,0.0,0.0,-1.0
218760970,218760865,-0.029929645,0.019923752,-0.00017567322,0.087590575,0.0,0.0,0.0,-1.0
218810974,218810869,-0.030737694,0.021232855,-0.0004798375,0.09808444,0.0,0.0,0.0,-1.0
218858473,218858373,-0.030108182,0.021867666,-0.000428244,0.10914438,0.0,0.0,0.0,-1.0
218910981,218910877,-0.031234473,0.022415755,-0.0005029212,0.12059011,0.0,0.0,0.0,-1.0
218960986,218960881,-0.030712662,0.02122776,-0.00012517063,0.13243583,0.0,0.0,0.0,-1.0
219008531,219008385,-0.031335972,0.023733363,-0.0006924918,0.14475274,0.0,0.0,0.0,-1.0
219060994,219060889,-0.0309943,0.021476438,-0.00019725412,0.15752055,0.0,0.0,0.0,-1.0
219111003,219110894,-0.03272097,0.023689488,-0.0005074856,0.17080003,0.0,0.0,0.0,-1.0
219161004,219160898,-0.034378156,0.025908789,-0.0012221024,0.18462619,0.0,0.0,0.0,-1.0
219208503,219208401,-0.038560677,0.02768716,-0.0009578111,0.1988687,0.0,0.0,0.0,-1.0
219261013,219260906,-0.03739523,0.028315963,-0.0010757224,0.2135053,0.0,0.0,0.0,-1.0
219311015,219310910,-0.041592397,0.028681098,0.001261268,0.22863607,0.0,0.0,0.0,-1.0
219358520,219358414,-0.043288857,0.030494234,-0.00033651857,0.24411969,0.0,0.0,0.0,-1.0
219411025,219410918,-0.044416927,0.0331379,-0.0011849058,0.26039106,0.0,0.0,0.0,-1.0
219461026,219460922,-0.04610961,0.03385664,-0.0008257745,0.27694985,0.0,0.0,0.0,-1.0
219511033,219510926,-0.046576414,0.038699746,0.00041532065,0.29227504,0.0,0.0,0.0,-1.0
219558531,219558430,-0.052104536,0.041114677,-0.0027016501,0.29388538,0.0,0.0,0.0,-1.0
219611040,219610935,-0.05281927,0.037622146,-0.0016242643,0.2971691,0.0,0.0,0.0,-1.0
219661043,219660939,-0.055543777,0.0465639,0.0009382046,0.2982181,0.0,0.0,0.0,-1.0
219708546,219708443,-0.055622473,0.03939892,-0.00028907417,0.30202836,0.0,0.0,0.0,-1.0
219761051,219760947,-0.05720565,0.046385597,-0.0013676357,0.30351007,0.0,0.0,0.0,-1.0
219811062,219810951,-0.05825503,0.04891567,-0.00083578064,0.30735967,0.0,0.0,0.0,-1.0
219861060,219860956,-0.061383974,0.049015846,-0.0012931322,0.3094082,0.0,0.0,0.0,-1.0
219908562,219908459,-0.06587471,0.047075406,-0.001904772,0.31218585,0.0,0.0,0.0,-1.0
219961073,219960964,-0.06744145,0.047360215,-0.0038341428,0.31464282,0.0,0.0,0.0,-1.0
220011071,220010968,-0.07075143,0.050905608,-0.0026280438,0.31806275,0.0,0.0,0.0,-1.0
220058574,220058472,-0.06974864,0.05605256,-0.000627436,0.31981513,0.0,0.0,0.0,-1.0
220111086,220110976,-0.06787232,0.052921508,0.00064343645,0.32385528,0.0,0.0,0.0,-1.0
220161086,220160980,-0.06840627,0.05852548,0.0013959737,0.3262028,0.0,0.0,0.0,-1.0
220211089,220210984,-0.069482766,0.053939577,0.0004011247,0.3304897,0.0,0.0,0.0,-1.0
220258593,220258488,-0.069059454,0.05391315,-0.0012764853,0.33282608,0.0,0.0,0.0,-1.0
220311098,220310993,-0.073592626,0.054313634,-0.0032513323,0.337088,0.0,0.0,0.0,-1.0
220361100,220360997,-0.07034336,0.052879173,-0.0037264286,0.3397707,0.0,0.0,0.0,-1.0
220408605,220408501,-0.07290232,0.0592288,-0.003073969,0.34419566,0.0,0.0,0.0,-1.0
220461110,220461005,-0.06873113,0.046807177,-0.002832401,0.34700966,0.0,0.0,0.0,-1.0
220511114,220511009,-0.072725385,0.058371678,-0.0005149531,0.3516333,0.0,0.0,0.0,-1.0
220561118,220561013,-0.070081316,0.06190793,-0.0013321557,0.35474968,0.0,0.0,0.0,-1.0
220608627,220608517,-0.07520432,0.05550465,-0.0041253446,0.35911137,0.0,0.0,0.0,-1.0
220661127,220661022,-0.06933333,0.056658175,-0.0007744427,0.36215675,0.0,0.0,0.0,-1.0
220711133,220711026,-0.07214461,0.05197609,-0.001797838,0.36756578,0.0,0.0,0.0,-1.0
220758635,220758530,-0.06850938,0.06621404,-0.001724876,0.37131435,0.0,0.0,0.0,-1.0
220808641,220808534,-0.068243854,0.066968605,-0.0027122593,0.3759567,0.0,0.0,0.0,-1.0
220858643,220858538,-0.07036452,0.06667628,-0.0010957547,0.37931156,0.0,0.0,0.0,-1.0
220911146,220911042,-0.06996438,0.05562856,-0.0020645307,0.3847492,0.0,0.0,0.0,-1.0
220958653,220958546,-0.073301785,0.05990719,-0.0024207833,0.38938358,0.0,0.0,0.0,-1.0
221011159,221011051,-0.07786379,0.07097056,-0.0013479043,0.3941405,0.0,0.0,0.0,-1.0
221061163,221061055,-0.074696854,0.058174413,-0.0011424014,0.39785758,0.0,0.0,0.0,-1.0
221108666,221108559,-0.069508225,0.06258904,-0.000586704,0.40303427,0.0,0.0,0.0,-1.0
221161172,221161064,-0.06563117,0.06206139,-0.000998229,0.40639472,0.0,0.0,0.0,-1.0
221211172,221211068,-0.069308005,0.064550295,-0.0024900972,0.41210216,0.0,0.0,0.0,-1.0
221261176,221261072,-0.07627233,0.061013214,-0.005025359,0.41706204,0.0,0.0,0.0,-1.0
221308679,221308576,-0.0745083,0.060969368,-0.003816293,0.4231093,0.0,0.0,0.0,-1.0
221361183,221361080,-0.07397192,0.0696684,-0.002368742,0.44353998,0.0,0.0,0.0,-1.0
221411190,221411084,-0.06639614,0.04961604,-0.0007274331,0.4479477,0.0,0.0,0.0,-1.0
221458692,221458588,-0.076441705,0.061583195,-0.0024046283,0.45186964,0.0,0.0,0.0,-1.0
221511206,221511093,-0.06745463,0.047112413,-0.0004780452,0.45762667,0.0,0.0,0.0,-1.0
221561203,221561097,-0.06315174,0.042026933,-0.0017109269,0.46206713,0.0,0.0,0.0,-1.0
221608707,221608601,-0.0598028,0.049976066,-0.0018088779,0.46894246,0.0,0.0,0.0,-1.0
221658708,221658605,-0.065915555,0.04991393,-0.00081603596,0.47315797,0.0,0.0,0.0,-1.0
221711214,221711109,-0.060455557,0.026838198,-0.004772732,0.47855714,0.0,0.0,0.0,-1.0
221761220,221761113,-0.07721284,0.03916468,-0.0061332704,0.4859047,0.0,0.0,0.0,-1.0
221808719,221808618,-0.06144334,0.020649837,-0.00867484,0.49211523,0.0,0.0,0.0,-1.0
221861228,221861122,-0.041342795,0.016943242,-0.009800618,0.4988234,0.0,0.0,0.0,-1.0
221911232,221911126,-0.050230592,0.0157487,-0.0128877405,0.505357,0.0,0.0,0.0,-1.0
221958732,221958630,-0.06525668,0.02517356,-0.017769497,0.51103866,0.0,0.0,0.0,-1.0
222008735,222008634,-0.08494801,0.029981405,-0.019083438,0.51829785,0.0,0.0,0.0,-1.0
222061246,222061139,-0.084726766,0.015987264,-0.019918354,0.5240481,0.0,0.0,0.0,-1.0
222111248,222111143,-0.08149278,0.010580574,-0.023805043,0.53210557,0.0,0.0,0.0,-1.0
222158815,222158647,-0.085787766,0.028068045,-0.022313619,0.5382796,0.0,0.0,0.0,-1.0
222211260,222211151,-0.055826426,0.015414361,-0.021190837,0.544575,0.0,0.0,0.0,-1.0
222261258,222261156,-0.060565274,0.01874611,-0.021463495,0.55182207,0.0,0.0,0.0,-1.0
222311273,222311160,-0.059849724,0.024140611,-0.026046315,0.55790997,0.0,0.0,0.0,-1.0
222358766,222358664,-0.07711249,0.013035563,-0.025323922,0.56594056,0.0,0.0,0.0,-1.0
222411274,222411168,-0.06769453,0.01522666,-0.025895027,0.5731696,0.0,0.0,0.0,-1.0
222461277,222461172,-0.07579875,0.009835654,-0.024690641,0.57821876,0.0,0.0,0.0,-1.0
222508785,222508676,-0.051709823,0.0018113672,-0.023258127,0.5877933,0.0,0.0,0.0,-1.0
222561287,222561181,-0.06472735,0.0066038393,-0.023203058,0.5940936,0.0,0.0,0.0,-1.0
222611289,222611185,-0.035572153,-0.009009108,-0.023736853,0.5998357,0.0,0.0,0.0,-1.0
222658793,222658689,-0.035516497,-0.014890273,-0.019326435,0.6028249,0.0,0.0,0.0,-1.0
222708795,222708693,-0.03726455,-0.0060453936,-0.022816371,0.6099588,0.0,0.0,0.0,-1.0
222761304,222761198,-0.031329166,-0.008095561,-0.02395709,0.6244689,0.0,0.0,0.0,-1.0
222811307,222811202,-0.018790824,-0.017205078,-0.024254473,0.63614845,0.0,0.0,0.0,-1.0
222858808,222858706,-0.029938262,0.02532385,-0.020134537,0.63919824,0.0,0.0,0.0,-1.0
222911315,222911210,-0.007381841,0.008205089,-0.014862829,0.6519597,0.0,0.0,0.0,-1.0
222961320,222961214,-0.018444877,-0.010812646,-0.010884784,0.66176385,0.0,0.0,0.0,-1.0
223008821,223008718,-0.011741455,0.011848551,-0.009067382,0.67014414,0.0,0.0,0.0,-1.0
223058883,223058723,-0.00143854,0.032724444,-0.0064705317,0.6707403,0.0,0.0,0.0,-1.0
