timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
217321711,-0.011477635,-0.013414686,0.0,0.0,0.01760123,-0.00523271,0.0,0.0,0.010438892,0.0043663788,0.0,0.0,0,0,0,0,0,0,0,0
510342132,0.00016609447,9.92603e-07,0.0,0.0,7.887706e-05,5.570214e-07,0.0,0.0,-1.5384652e-05,6.343848e-05,0.0,0.0,0,0,0,0,0,0,0,0
510361843,0.00014807875,4.8962133e-06,0.0,0.0,0.0002160673,-4.497171e-05,0.0,0.0,-1.37288625e-05,5.6027093e-05,0.0,0.0,0,0,0,0,0,0,0,0
510541842,0.00032719554,1.7613474e-05,0.0,0.0,0.00028212427,5.1993127e-05,0.0,0.0,0.00011797789,0.00010283511,0.0,0.0,0,0,0,0,0,0,0,0
510741842,0.00037050663,6.511388e-06,0.0,0.0,0.0004416459,8.164364e-05,0.0,0.0,0.00022665873,0.00011631603,0.0,0.0,0,0,0,0,0,0,0,0
