timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
285204709,285204580,4259850,4325386,0.0010095475,-0.0002969294,0.00024777293,-0.0009988978,0.0081715705,-0.05034284,5000,4862,0,2,0
285704752,285704628,4259850,4325386,-0.00084068574,-0.00044259673,0.00012268026,-0.005549296,-0.013620693,-0.041540552,5000,4863,0,2,0
286204800,286204676,4259850,4325386,-0.0010650794,-0.00024915993,-0.00062845944,-0.0041781054,0.0035518818,-0.052652907,5001,4863,0,2,0
286699847,286699723,4259850,4325386,0.00010793292,-9.105185e-05,-0.00016853506,-0.002905611,-1.464566e-05,-0.052589927,5000,4862,0,2,0
287199900,287199771,4259850,4325386,0.0011612923,-0.00054152,0.00028440432,-0.0003411451,-0.012093951,-0.05112635,5001,4863,0,2,0
287704947,287704819,4259850,4325386,0.00047310878,6.7122426e-05,-0.00023031548,0.003315465,-0.0009661053,-0.04632917,5001,4862,0,2,0
288204990,288204866,4259850,4325386,-0.00024164365,0.0005003972,-0.00011508106,-0.0018593806,0.0034294855,-0.060888518,5000,4863,0,2,0
288705040,288704913,4259850,4325386,0.00018516814,0.00037183092,0.00013950796,0.0019659756,-0.004503169,-0.044450827,5000,4863,0,2,0
289205103,289204960,4259850,4325386,0.0012106792,0.00082241156,-7.640631e-05,0.001480236,0.0060145147,-0.055564348,5000,4861,0,2,0
289705134,289705007,4259850,4325386,5.3421194e-05,0.00027367848,-5.1856117e-05,-0.0016843522,-0.008816457,-0.042616222,5000,4861,0,2,0
290200314,290200053,4259850,4325386,0.00013534416,-0.00015730364,0.00053421216,-0.0032320553,-0.006521635,-0.04591677,5000,4862,0,2,0
290700234,290700100,4259850,4325386,-0.00031033423,-0.0008299804,0.0005093248,-0.0052467464,-0.009137448,-0.03740388,5001,4863,0,2,0
291200280,291200147,4259850,4325386,-0.0009061169,-0.00053176883,0.0004211974,0.0011389842,0.0063572656,-0.04598164,5001,4862,0,2,0
291705318,291705193,4259850,4325386,-0.00043402895,-0.0005265283,0.0005507283,0.004876455,0.007684201,-0.03821814,5000,4862,0,2,0
292205375,292205240,4259850,4325386,-2.0547254e-06,-0.00034141933,5.7953297e-05,0.0031269093,0.008230936,-0.05284665,5001,4867,0,2,0
292705411,292705286,4259850,4325386,-0.0004336602,0.000454725,-0.00029422352,-0.0012815136,0.0044932268,-0.058748443,5001,4861,0,2,0
293205464,293205332,4259850,4325386,-0.0007269428,0.0005366338,-3.956533e-05,-0.0011868096,-0.0046341927,-0.062460277,5001,4863,0,2,0
293700503,293700377,4259850,4325386,-0.00031144547,0.0005196385,-1.1648535e-05,-0.0035058158,-0.0067379354,-0.056640197,5000,4862,0,2,0
294200546,294200423,4259850,4325386,-0.00053933926,8.233271e-05,-0.00035346008,-0.0014790816,-0.008142864,-0.049660325,5001,4862,0,2,0
294700595,294700469,4259850,4325386,0.0003260598,-0.00011883429,-0.00025076035,-0.0015789876,0.0041349786,-0.03763128,5001,4862,0,2,0
295205642,295205514,4259850,4325386,0.0007062129,-0.0006444929,0.00037688063,-0.00078128895,-0.006426425,-0.04483842,5000,4864,0,2,0
295705684,295705560,4259850,4325386,-7.76461e-06,-0.00040569567,5.582307e-05,-0.00097002205,-0.0006637101,-0.04952524,5001,4862,0,2,0
296205730,296205605,4259850,4325386,0.0004289612,-0.00036244318,-3.9826296e-05,0.0019742565,-0.011536836,-0.046958867,4999,4861,0,2,0
296705773,296705650,4259850,4325386,0.00068549765,0.0005369791,-0.0002327036,-0.0016972279,-0.0048625143,-0.054228187,5000,4863,0,2,0
297200835,297200695,4259850,4325386,0.00022026701,0.00038088567,8.184489e-05,0.00062439236,0.005958381,-0.05671253,5001,4863,0,2,0
297700867,297700739,4259850,4325386,-0.0001067366,0.00026794488,0.00010125442,0.005308893,0.007230807,-0.039729405,5000,4862,0,2,0
298200905,298200784,4259850,4325386,-2.678341e-05,-0.00014465734,-0.00019174689,0.0024693208,0.006999182,-0.04107686,5000,4861,0,2,0
298700953,298700829,4259850,4325386,-0.00038534304,-0.0005901955,-0.00020463923,-0.005700587,-0.005862416,-0.046999928,5001,4862,0,2,0
299205996,299205874,4259850,4325386,-0.00030181112,-0.0002909953,-0.00012210336,0.0023354045,0.0072976844,-0.044207696,5001,4863,0,2,0
299706044,299705918,4259850,4325386,0.0008694233,-0.00019809463,0.00022968542,0.0042421157,-0.00014747975,-0.05128516,5001,4862,0,2,0
300206103,300205962,4259850,4325386,0.00048882375,0.00040547585,0.00045594233,-0.0035318977,-0.005733703,-0.053335994,5000,4862,0,2,0
300701145,300701005,4259850,4325386,0.0007283412,0.00049996894,0.00021910702,0.002184564,0.006249846,-0.044918414,5000,4862,0,2,0
301201177,301201049,4259850,4325386,0.0042746244,0.00028196548,-0.00018351246,0.001228792,-0.012867908,-0.04869705,5000,4863,0,2,0
301701219,301701093,4259850,4325386,0.003601313,0.0024327273,0.002209347,0.0030128614,-0.014482578,-0.069917016,5000,4862,0,2,0
302201262,302201137,4259850,4325386,0.0010278996,0.0035775085,0.00271994,0.00915229,-0.007715226,-0.09150783,5001,4862,0,2,0
302701307,302701180,4259850,4325386,-0.0015665118,0.0013043518,0.0018044179,-0.0014155337,0.006892956,-0.066749975,5000,4862,0,2,0
