timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
218037408,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2003,1,1,1,1,0,0
260056050,0.0,0.0,3.0,0.0,0.0,0.0,0.0,93,1,1,1,1,0,0
263123883,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3000,1,1,1,1,0,0
383419548,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3000,1,1,1,1,0,0
477853678,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,1,1,0,0
477853680,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,1,1,0,0
