timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
410223045,410222976,4259850,4.8880024,18.07335,-3.769431,38.5,0,0,0,0,5
411223511,411223442,4259850,-4.1218576,-8.350976,-11.737334,38.5,0,0,0,0,5
412223054,412222862,4259850,5.2557516,14.909173,-8.53485,38.5,0,0,0,0,5
413222815,413222745,4259850,1.8770542,-15.368859,-7.8836274,38.5,0,0,0,0,5
414222634,414222564,4259850,4.129519,11.13208,-11.254663,38.5,0,0,0,0,5
415222400,415222331,4259850,4.811388,2.352064,-10.940544,38.5,0,0,0,0,5
416219864,416219794,4259850,-4.129519,-3.0875626,-5.3247046,38.5,0,0,0,0,5
417222018,417221948,4259850,-0.39073372,19.115307,-6.772718,38.5,0,0,0,0,5
418224173,418224104,4259850,-2.2984335,-14.801912,-14.495455,38.5,0,0,0,0,5
419223516,419223447,4259850,-4.075889,6.075526,-17.108007,38.5,0,0,0,0,5
420220892,420220822,4259850,-2.7427976,2.7734432,-12.794614,38.5,0,0,0,0,5
421223235,421223161,4259850,3.2254686,3.3480518,-5.7920527,38.5,0,0,0,0,5
422223094,422223025,4259850,-2.2984335,8.090487,-10.634087,38.5,0,0,0,0,5
423220507,423220437,4259850,1.5782578,13.3768835,-2.1528661,38.5,0,0,0,0,5
424222902,424222832,4259850,-0.75082165,-3.8920143,-13.246639,38.5,0,0,0,0,5
425222925,425222856,4259850,-2.6278758,9.492531,-8.159439,38.5,0,0,0,0,5
426222969,426222831,4259850,3.6698325,-12.426865,-11.323616,38.5,0,0,0,0,5
427222416,427222320,4259850,-2.1375432,10.60344,-11.982501,39.0,0,0,0,0,5
428222233,428222164,4259850,2.5665843,9.75302,-11.193372,38.5,0,0,0,0,5
429224671,429224598,4259850,0.8580819,13.951492,-7.5618467,39.0,0,0,0,0,5
430222131,430222061,4259850,-0.8963891,6.2900467,-6.910624,38.5,0,0,0,0,5
431222372,431222301,4259850,-3.6162024,-1.3943831,-7.7227373,38.5,0,0,0,0,5
432222116,432222045,4259850,2.0915747,8.695741,-14.166013,38.5,0,0,0,0,5
433224430,433224361,4259850,4.4436383,10.373597,-13.522451,39.0,0,0,0,0,5
434221865,434221781,4259850,0.9423578,12.036131,-8.113471,39.0,0,0,0,0,5
435221319,435221249,4259850,4.037582,0.36008793,-1.7544711,39.0,0,0,0,0,5
436223755,436223688,4259850,-5.2480903,16.954779,-11.446199,39.0,0,0,0,0,5
437221367,437221243,4259850,0.88106626,10.205046,-5.8839903,39.0,0,0,0,0,5
438221500,438221279,4259850,-0.32944214,-9.163089,-16.732597,39.0,0,0,0,0,5
439223760,439223689,4259850,4.765419,13.982138,-5.9606047,39.0,0,0,0,0,5
440223540,440223468,4259850,0.95001924,-17.75157,-10.419566,39.0,0,0,0,0,5
441220848,441220778,4259850,1.2334927,-2.1222205,-4.604529,39.0,0,0,0,0,5
442223468,442223397,4259850,-2.6202145,-13.338576,-20.846794,39.0,0,0,0,0,5
443225160,443225090,4259850,-0.58226985,10.588118,-14.012784,39.0,0,0,0,0,5
444219953,444219870,4259850,0.23750481,-6.0908494,-7.8299975,39.0,0,0,0,0,5
445222070,445221998,4259850,0.704853,-0.22984336,-6.864655,39.0,0,0,0,0,5
446224212,446224141,4259850,1.7468096,-4.6504974,-8.787678,39.0,0,0,0,0,5
447224060,447223989,4259850,-2.4746468,2.1222205,-11.752658,39.0,0,0,0,0,5
448221560,448221477,4259850,-0.842759,13.7063265,-13.606728,39.0,0,0,0,0,5
449221431,449221362,4259850,-1.340753,-10.358274,-18.487068,39.5,0,0,0,0,5
450224195,450224126,4259850,-2.2141578,-3.5549107,-4.3823466,39.5,0,0,0,0,5
451221134,451221065,4259850,-3.1718385,3.5395877,-8.948568,39.5,0,0,0,0,5
452220906,452220837,4259850,-1.5399506,-8.542512,-14.656345,39.5,0,0,0,0,5
453223022,453222951,4259850,2.5895686,-3.968629,-3.853707,39.5,0,0,0,0,5
454222818,454222745,4259850,2.3597252,5.998912,-4.39767,39.5,0,0,0,0,5
455222534,455222460,4259850,1.0955867,5.9069743,-3.715801,39.5,0,0,0,0,5
456222354,456222284,4259850,1.5935807,7.546524,-7.8146744,39.5,0,0,0,0,5
457224566,457224497,4259850,-6.435614,5.738423,-15.606364,39.5,0,0,0,0,5
458221370,458221301,4259850,1.7851168,7.8683047,-8.121132,39.5,0,0,0,0,5
459221162,459221094,4259850,-3.6698325,1.4863204,-10.151415,39.5,0,0,0,0,5
460223445,460223375,4259850,1.5935807,10.710701,-11.836933,39.5,0,0,0,0,5
461223266,461223197,4259850,-0.26048914,-15.077724,-17.360836,39.5,0,0,0,0,5
462221061,462220937,4259850,-2.888365,-1.1032481,-15.2616,39.5,0,0,0,0,5
463223226,463223155,4259850,-0.27581203,-5.692454,-5.30172,39.5,0,0,0,0,5
464223029,464222958,4259850,-2.1911733,2.0149603,-4.8880024,39.5,0,0,0,0,5
