timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
217448828,0.0,0.0,1.0523306,0.0,0.8647393,0.0,0.0,0.502221,0.0,0.0,-0.001,0,0,0,0,0
217458788,0.0,0.0,1.0523379,0.0,0.86473745,0.0,0.0,0.5022242,0.0,0.0,-0.001,0,0,0,0,0
217508698,0.0,0.0,1.0523064,0.0,0.8647454,0.0,0.0,0.50221056,0.0,0.0,-0.001,0,0,0,0,0
217558817,0.0,0.0,1.0524944,0.0,0.8646982,0.0,0.0,0.5022919,0.0,0.0,-0.001,0,0,0,0,0
217598785,0.0,0.0,1.0526836,0.0,0.8646506,0.0,0.0,0.50237364,0.0,0.0,-0.001,0,0,0,0,0
217658988,0.0,0.0,1.0530941,0.0,0.8645475,0.0,0.0,0.50255114,0.0,0.0,-0.001,0,0,0,0,0
217708774,0.0,0.0,1.0534312,0.0,0.8644628,0.0,0.0,0.5026968,0.0,0.0,-0.001,0,0,0,0,0
217758823,0.0,0.0,1.0537792,0.0,0.8643753,0.0,0.0,0.50284725,0.0,0.0,-0.001,0,0,0,0,0
217798776,0.0,0.0,1.0541382,0.0,0.86428505,0.0,0.0,0.50300235,0.0,0.0,-0.001,0,0,0,0,0
217858854,0.0,0.0,1.0545813,0.0,0.8641736,0.0,0.0,0.50319386,0.0,0.0,-0.001,0,0,0,0,0
217908741,0.0,0.0,1.0549939,0.0,0.86406976,0.0,0.0,0.5033721,0.0,0.0,-0.001,0,0,0,0,0
217948749,0.0,0.0,1.0553064,0.0,0.8639911,0.0,0.0,0.50350714,0.0,0.0,-0.001,0,0,0,0,0
218008790,0.0,0.0,1.0557401,0.0,0.8638819,0.0,0.0,0.50369453,0.0,0.0,-0.001,0,0,0,0,0
218058860,0.0,0.0,1.0560784,0.0,0.86379665,0.0,0.0,0.5038406,0.0,0.0,-0.001,0,0,0,0,0
218108748,0.0,0.0,1.0564889,0.0,0.86369324,0.0,0.0,0.50401783,0.0,0.0,-0.001,0,0,0,0,0
218148772,0.0,0.0,1.0567915,0.0,0.86361694,0.0,0.0,0.50414854,0.0,0.0,-0.001,0,0,0,0,0
218208753,0.0,0.0,1.057178,0.0,0.86351955,0.0,0.0,0.50431544,0.0,0.0,-0.001,0,0,0,0,0
218258868,0.0,0.0,1.0575303,0.0,0.8634307,0.0,0.0,0.5044675,0.0,0.0,-0.001,0,0,0,0,0
218298836,0.0,0.0,1.0577847,0.0,0.86336654,0.0,0.0,0.50457734,0.0,0.0,-0.001,0,0,0,0,0
218358935,-0.0073850653,0.0024534778,1.0581777,0.0,0.86325854,-0.0038068213,-0.000804793,0.5047471,0.0,0.0,-0.021422913,0,0,0,0,0
218408808,0.003912163,-0.00027018596,1.0585561,0.0,0.86317,0.0017566431,0.0008710368,0.5049096,0.0,0.0,-0.02832887,0,0,0,0,0
218458887,0.0042002425,-3.110746e-05,1.0589094,0.0,0.86308074,0.0018204323,0.001047268,0.5050617,0.0,0.0,-0.035692222,0,0,0,0,0
218498874,0.0043356773,0.0003952483,1.0592443,0.0,0.8629962,0.0017709979,0.0012657556,0.50520575,0.0,0.0,-0.041883383,0,0,0,0,0
218558862,0.0044603883,0.00036350463,1.0596993,0.0,0.8628811,0.0018325372,0.0012839778,0.505402,0.0,0.0,-0.051836226,0,0,0,0,0
218608783,0.0045624366,0.0005331573,1.0601102,0.0,0.86277723,0.0018334093,0.0013833373,0.50557905,0.0,0.0,-0.06056175,0,0,0,0,0
218648943,0.0047769602,0.00043370252,1.0603873,0.0,0.86270696,0.0019509002,0.0013949331,0.5056985,0.0,0.0,-0.06784964,0,0,0,0,0
218708790,0.0050575156,0.0011674364,1.0608648,0.0,0.86258626,0.0018859687,0.00178282,0.5059035,0.0,0.0,-0.07946301,0,0,0,0,0
218758836,0.0050261654,0.0015083421,1.0611699,0.0,0.86250925,0.0017859212,0.0019221923,0.50603455,0.0,0.0,-0.08959341,0,0,0,0,0
218808803,0.0053810035,0.0016596927,1.061498,0.0,0.8624259,0.0019003113,0.0020775548,0.5061756,0.0,0.0,-0.10023532,0,0,0,0,0
218848890,0.00542426,0.0020480622,1.0617547,0.0,0.862361,0.0018203821,0.0022562055,0.5062856,0.0,0.0,-0.10914438,0,0,0,0,0
218908849,0.0050223065,0.0019039949,1.062145,0.0,0.8622625,0.0016831291,0.0020926634,0.5064545,0.0,0.0,-0.122887924,0,0,0,0,0
218958883,0.0047987117,0.0018214567,1.0624398,0.0,0.862188,0.0016073367,0.0020006953,0.50658196,0.0,0.0,-0.13487403,0,0,0,0,0
218998924,0.004664617,0.0018424412,1.0626298,0.0,0.86214,0.0015440265,0.0019759233,0.50666404,0.0,0.0,-0.14475274,0,0,0,0,0
219059055,0.0048172474,0.001963347,1.063009,0.0,0.8620438,0.001578799,0.0020670076,0.5068271,0.0,0.0,-0.16014865,0,0,0,0,0
219108820,0.004387816,0.002453475,1.0633051,0.0,0.8619691,0.0012691775,0.0021696272,0.50695467,0.0,0.0,-0.17352484,0,0,0,0,0
219158871,0.004388167,0.0024528475,1.0636712,0.0,0.86187625,0.0012690906,0.002169678,0.5071124,0.0,0.0,-0.18740232,0,0,0,0,0
219198868,0.0037254407,0.0023563236,1.0640788,0.0,0.8617733,0.0010075717,0.0019602494,0.5072888,0.0,0.0,-0.1988687,0,0,0,0,0
219258999,0.0040661646,0.00232398,1.064702,0.0,0.861615,0.0011619553,0.0020330977,0.5075569,0.0,0.0,-0.21644317,0,0,0,0,0
219308849,0.003712869,0.0022204758,1.0647745,0.0,0.86159676,0.0010359515,0.001898886,0.5075887,0.0,0.0,-0.23158997,0,0,0,0,0
