timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
290195318,290195074,2490378,0.30146232,-0.16785471,0.17761724,36.757248,0,20
291197949,291197693,2490378,-0.3790662,-0.06770479,0.051237404,36.83273,0,20
292198038,292197842,2490378,-0.15726615,-0.19079047,-0.012440467,36.796497,0,20
293198220,293197990,2490378,-0.13272163,0.29272237,-0.05232324,36.760265,0,20
294195832,294195668,2490378,-0.11784303,0.041048545,-0.04635781,36.681763,0,20
295198447,295198284,2490378,0.0972255,-0.13200885,0.111184806,36.65459,0,20
296198592,296198430,2490378,-0.04451256,0.15574066,-0.04234755,36.582127,0,20
297196268,297196106,2490378,0.051786985,0.22428814,-0.020231165,36.61836,0,20
298196414,298196251,2490378,0.05492458,-0.034553524,-0.03312462,36.52778,0,20
299199026,299198864,2490378,-0.109742574,-0.22498094,-0.0019884764,36.627415,0,20
300199169,300199008,2490378,-0.036911715,0.13763787,0.08107121,36.488525,0,20
301196844,301196681,2490378,0.9806885,0.019834802,0.07890953,36.59722,0,20
302196987,302196823,2490378,0.19738875,0.69484425,0.5803586,36.55495,0,20
303199597,303199435,2490378,0.14242087,0.19695242,0.31705704,36.567028,0,20
304197272,304197106,2490378,-0.5475171,0.16918036,0.23144265,36.56099,0,20
305197409,305197246,2490378,1.0460551,-0.0814809,0.05171704,36.4221,0,20
306197549,306197386,2490378,-0.15594716,0.88529164,0.41763997,36.51268,0,20
307200156,307199995,2490378,-0.11638748,0.36672232,0.42314574,36.391907,0,20
308197834,308197664,2490378,0.11325655,0.61663747,0.41549495,36.4372,0,20
309197964,309197801,2490378,-0.80419046,0.26282528,0.3761984,36.394928,0,20
310198104,310197939,2490378,-0.43455368,-0.06387772,-0.20312102,36.43116,0,20
311195778,311195606,2490378,0.100316465,0.13064656,-0.10963932,36.416065,0,20
312198375,312198211,2490378,-0.059304558,0.04386972,-0.1957933,36.20773,0,20
313198508,313198346,2490378,0.13109954,0.07280754,-0.094311066,36.33454,0,20
314198643,314198481,2490378,0.040016003,-0.0850848,-0.010758423,36.25906,0,20
315196309,315196146,2490378,0.17834668,0.016470712,0.13083974,36.150364,0,20
316198913,316198749,2490378,-0.12911107,0.14390972,-0.08232025,36.213768,0,20
317199046,317198883,2490378,-0.04717052,-0.019265238,0.04592481,36.080917,0,20
318196709,318196546,2490378,0.6117612,0.10493626,0.115035184,36.183575,0,20
319196842,319196679,2490378,-0.6531295,0.17071918,0.45640028,36.24094,0,20
320199443,320199280,2490378,-0.7810715,0.7768947,-0.5713289,36.186596,0,20
321199610,321199412,2490378,0.8372984,0.16392106,-0.23280828,36.089977,0,20
322197235,322197074,2490378,0.29575336,-0.024834303,0.42087415,36.213768,0,20
323197367,323197205,2490378,-0.5097294,0.07783702,0.12576362,36.12621,0,20
324197498,324197336,2490378,-0.038473852,-0.06992975,-0.060600232,36.047707,0,20
325195162,325194997,2490378,0.030443339,0.01607435,0.032761563,36.12621,0,20
326197762,326197597,2490378,-0.049801838,0.045908157,-0.029174311,36.086956,0,20
327197896,327197727,2490378,0.03296141,-0.114222474,0.00088265695,36.11715,0,20
328198021,328197857,2490378,-0.35101104,-0.035802566,-0.13687512,36.032608,0,20
329195682,329195517,2490378,-0.27114224,-0.19052067,-0.060107276,36.086956,0,20
330198277,330198116,2490378,0.22090073,-0.12543721,0.07392003,36.02657,0,20
331198408,331198245,2490378,-0.10957937,-0.0045265313,-0.033797435,36.07488,0,20
332196069,332195905,2490378,-0.28839234,-0.0261866,0.04409954,36.02657,0,20
333196199,333196034,2490378,0.18458523,0.013722818,-0.020537596,36.099033,0,20
334198795,334198632,2490378,-0.046214588,-0.12241953,-0.026666233,36.092995,0,20
335198922,335198760,2490378,-0.09316861,-0.08859877,0.060600232,35.97826,0,20
336196684,336196419,2490378,-0.10948277,0.020870674,-0.08731642,36.108093,0,20
337196764,337196547,2490378,-0.37608847,-0.01415915,-0.20173542,36.017513,0,20
338199308,338199146,2490378,0.42630002,-0.039176647,-0.06456719,35.9843,0,20
339196965,339196802,2490378,0.0062385527,0.04835628,-0.33584264,35.97222,0,20
340197091,340196930,2490378,0.27292752,0.061729364,-0.3407722,36.047707,0,20
341197224,341197062,2490378,-0.04174468,0.30272803,-0.26123983,35.98732,0,20
342199819,342199653,2490378,0.016480705,0.19734877,-0.21191095,36.002415,0,20
343197471,343197311,2490378,-0.13132937,0.24263407,-0.22228633,35.920895,0,20
344197599,344197437,2490378,0.2624589,0.19420119,-0.2455918,36.023552,0,20
345197726,345197564,2490378,-0.16744502,0.102438174,-0.2330814,35.948067,0,20
346197852,346197690,2490378,0.15085107,0.020094601,-0.18917172,35.97222,0,20
347197977,347197816,2490378,0.50962615,-0.27952248,-0.0064517227,35.93599,0,20
348198103,348197942,2490378,0.05932787,-0.16661233,-0.1812278,35.88164,0,20
349198231,349198069,2490378,0.370626,-0.03969958,-0.19085376,35.842392,0,20
350195886,350195723,2490378,0.09612301,0.07336045,-0.12085073,36.011475,0,20
351198494,351198317,2490378,-0.2777072,0.10688476,-0.26906383,35.884663,0,20
352198604,352198442,2490378,-0.12658633,-0.09243917,-0.26037714,35.866547,0,20
353196260,353196097,2490378,0.24458924,0.018968798,-0.1560804,36.005436,0,20
354196384,354196221,2490378,-0.11934855,0.17056596,-0.2470307,35.920895,0,20
355198976,355198814,2490378,-0.15524104,0.22374855,-0.24615805,35.89372,0,20
356199100,356198938,2490378,0.013529632,-0.06418748,-0.2313827,35.90278,0,20
357196756,357196592,2490378,0.08664694,0.17580529,-0.27941257,35.83937,0,20
358196877,358196715,2490378,-0.16377783,0.19338848,-0.30286792,35.76691,0,20
359199468,359199307,2490378,0.16874737,0.3063919,-0.30225173,35.785027,0,20
360197123,360196960,2490378,-0.11066853,0.06495356,-0.3643841,35.923912,0,20
361197246,361197082,2490378,-0.025530437,0.39518717,-0.2171103,35.775967,0,20
362197368,362197204,2490378,0.15744935,0.13020024,-0.17032282,35.842392,0,20
363199955,363199795,2490378,-0.01718683,0.093491696,-0.35633695,35.878624,0,20
364197609,364197447,2490378,0.06429407,0.090770446,-0.18691345,35.80012,0,20
365197731,365197568,2490378,0.04268729,0.11214407,-0.17277427,35.824276,0,20
366197851,366197688,2490378,-0.25777248,0.19483404,-0.25979093,35.818237,0,20
367195502,367195339,2490378,-0.12659965,0.013199885,-0.20118584,35.76389,0,20
368198093,368197929,2490378,0.19403797,0.022479441,-0.1340173,35.778984,0,20
369198212,369198049,2490378,0.11301007,0.0546781,-0.31139806,35.736717,0,20
370198331,370198168,2490378,-0.027059264,0.015854517,-0.043962978,35.775967,0,20
371195980,371195818,2490378,-0.14057228,0.08492159,-0.24961872,35.682365,0,20
372198567,372198407,2490378,0.26845098,-0.027282428,-0.105492495,35.742752,0,20
373198689,373198526,2490378,0.08999437,0.2885622,-0.21004239,35.691425,0,20
374196336,374196175,2490378,0.21786305,-0.13030015,-0.14013262,35.697464,0,20
375196456,375196293,2490378,-0.076231584,0.29925737,-0.25196028,35.670288,0,20
376199042,376198880,2490378,-0.30147234,0.05913802,-0.27054936,35.74879,0,20
377199162,377198998,2490378,0.3844021,-0.11323323,-0.11263036,35.579712,0,20
378196809,378196646,2490378,0.10777075,0.10136233,-0.19512714,35.706524,0,20
379196926,379196763,2490378,-0.1952304,0.18362597,-0.25741607,35.76389,0,20
380199510,380199350,2490378,-0.2590848,-0.1646405,-0.24157156,35.646137,0,20
381197159,381196997,2490378,-0.11051198,0.1741399,-0.16982654,35.70048,0,20
382197277,382197114,2490378,0.0034640124,0.26540995,-0.32296252,35.558575,0,20
383197390,383197230,2490378,0.17062259,0.06663228,-0.25711632,35.63104,0,20
384199983,384199815,2490378,1.502009,-0.12921432,0.14078546,35.54348,0,20
385197719,385197462,2490378,-0.25278962,0.9606839,0.5725113,35.552536,0,20
386197796,386197577,2490378,-0.076577984,0.52069104,0.4392634,35.519325,0,20
387197857,387197693,2490378,-0.61607456,-0.008153752,0.19874437,35.597828,0,20
388195506,388195338,2490378,0.43227875,-0.21939854,0.10958936,35.612923,0,20
389198087,389197923,2490378,-2.127413,4.553872,-0.33486587,35.53442,0,20
390198204,390198038,2490378,0.58239704,0.7598877,0.35641354,35.510265,0,20
391198336,391198153,2490378,1.5975771,-1.024811,0.093423694,35.555557,0,20
392195962,392195798,2490378,1.7044231,-0.09568738,0.27798074,35.603867,0,20
393198546,393198382,2490378,0.21677722,-0.069763206,-0.5615397,35.573673,0,20
394198661,394198496,2490378,0.6218435,0.096086375,-0.3593313,35.54348,0,20
395196304,395196142,2490378,-0.27938592,0.042920444,-0.15631023,35.567635,0,20
396196418,396196256,2490378,0.3797024,-0.224045,0.12681283,35.54348,0,20
397199004,397198840,2490378,-0.417177,-0.044299386,-0.00789062,35.498188,0,20
398199118,398198955,2490378,0.83296174,0.2095261,0.15544756,35.594807,0,20
399196765,399196603,2490378,-0.35852194,0.19901417,-0.11595448,35.727657,0,20
400196880,400196716,2490378,-0.46569648,0.0049995026,-0.1255771,35.655193,0,20
401199463,401199300,2490378,0.15929793,0.04171137,0.064697094,35.670288,0,20
402197108,402196946,2490378,0.17112887,0.37224475,-0.05855846,35.49517,0,20
403197226,403197062,2490378,-0.6150887,-0.010435337,-0.043866385,35.57669,0,20
404197338,404197177,2490378,-0.26128313,0.27853322,-0.057878982,35.63104,0,20
405199926,405199763,2490378,0.21948515,-0.36638924,0.06760486,35.691425,0,20
406197570,406197410,2490378,-0.023661869,-0.30722457,-0.023691846,35.561596,0,20
407197688,407197526,2490378,0.7610668,0.49414802,0.16160284,35.612923,0,20
408197805,408197643,2490378,0.25190365,0.029007772,0.1974054,35.649155,0,20
409195453,409195291,2490378,-0.2591248,0.6504449,0.06874399,35.62802,0,20
410198041,410197877,2490378,-0.6672154,0.12570368,-0.15038143,35.727657,0,20
411198157,411197995,2490378,0.036768492,0.21390276,-0.107990585,35.72464,0,20
412198277,412198113,2490378,0.2060621,0.06434736,-0.0021383613,35.58273,0,20
413195925,413195763,2490378,0.10790065,0.11364625,0.13363427,35.788044,0,20
414198511,414198351,2490378,-0.3697067,0.011351302,0.054311715,35.79106,0,20
415198633,415198471,2490378,-0.47012976,0.029404135,-0.09870437,35.778984,0,20
416196282,416196121,2490378,-0.27001643,-0.35316938,-0.20086609,35.782005,0,20
417196403,417196241,2490378,0.4425542,0.1502815,0.0116577335,35.72464,0,20
418198994,418198832,2490378,0.36576307,-0.17712094,0.23993948,35.89674,0,20
419199116,419198953,2490378,0.053205896,-0.115198396,0.122952454,35.788044,0,20
420196769,420196606,2490378,0.20323093,-0.11831933,0.06651903,35.827293,0,20
421196892,421196728,2490378,0.4747995,-0.19008768,0.12077412,35.8907,0,20
422199481,422199320,2490378,0.17054932,-0.08999104,0.028851226,35.923912,0,20
423197134,423196974,2490378,-0.045045484,-0.17453292,0.009629288,35.8122,0,20
424197261,424197098,2490378,-0.0044332696,-0.12851486,0.0139160035,35.845413,0,20
425197385,425197223,2490378,0.019505054,-0.16958338,0.055927146,35.860508,0,20
426199979,426199817,2490378,0.021696707,0.14731711,-0.0047097243,35.860508,0,20
427197637,427197473,2490378,-0.060530283,-0.23580597,-0.014528867,35.92995,0,20
428197763,428197599,2490378,-0.084255435,-0.080524966,0.002997703,36.023552,0,20
429197890,429197726,2490378,0.57885975,-0.16176271,0.14071217,35.94505,0,20
430195544,430195384,2490378,0.07394334,0.08349602,-0.00086933386,36.005436,0,20
431198149,431197981,2490378,-0.3541786,-0.10961267,-0.087333076,36.02053,0,20
432198270,432198110,2490378,0.60374737,-0.3821938,0.10248813,36.0628,0,20
433198400,433198239,2490378,-0.46055377,-0.057239473,-0.13412055,36.053745,0,20
434196185,434195901,2490378,-0.35265312,0.024967534,-0.08265666,36.195652,0,20
435198759,435198499,2490378,0.11053863,-0.19505054,0.07511578,36.105072,0,20
436198803,436198630,2490378,0.11994809,-0.3290845,0.048459534,36.21679,0,20
437196455,437196292,2490378,-0.20507953,-0.07193488,0.041348316,36.2651,0,20
438196598,438196425,2490378,-0.09568668,0.045568414,-0.038270675,36.231884,0,20
439199210,439199027,2490378,-0.3795858,-0.041688055,-0.05530762,36.286232,0,20
440199398,440199161,2490378,-0.16486368,0.33495334,-0.014435605,36.16546,0,20
441197001,441196826,2490378,0.06707527,-0.089951076,0.013213209,36.283215,0,20
442197122,442196961,2490378,0.18829904,-0.3292777,0.09184296,36.38889,0,20
443199728,443199566,2490378,0.0030942955,-0.2859076,-0.008470176,36.25,0,20
444197396,444197233,2490378,-0.27482942,-0.20400368,-0.03893683,36.403988,0,20
445197532,445197370,2490378,-0.194441,0.020454327,-0.08272994,36.452293,0,20
446197669,446197507,2490378,0.36063698,-0.37696114,0.023152258,36.328503,0,20
447200276,447200115,2490378,0.0023848393,0.22218642,-0.020351073,36.400967,0,20
448197949,448197785,2490378,0.36532006,-0.07762385,0.0035672665,36.497585,0,20
449198088,449197925,2490378,-0.13353768,0.32625332,0.008167075,36.397945,0,20
450198236,450198065,2490378,-0.05096095,-0.09770846,0.06856746,36.47041,0,20
451195899,451195737,2490378,0.18844227,-0.065163404,0.117063634,36.579105,0,20
452196040,452195879,2490378,-0.058408577,0.08464847,0.021633424,36.567028,0,20
453198654,453198491,2490378,-0.36780816,-0.050581243,-0.043423392,36.567028,0,20
454198798,454198635,2490378,0.31141803,-0.2486961,0.05069782,36.509663,0,20
455196470,455196309,2490378,-0.37374693,0.48636064,-0.043903027,36.79046,0,20
456196620,456196454,2490378,-0.3533126,0.065183386,-0.11325322,36.636475,0,20
457199235,457199069,2490378,0.23956643,-0.23630226,0.055594068,36.766304,0,20
458196907,458196746,2490378,0.08091799,-0.20825708,0.020391041,36.757248,0,20
459197053,459196893,2490378,0.085700996,-0.010621861,-0.019465085,36.721016,0,20
460197200,460197040,2490378,-0.24736379,-0.06628254,-0.081331015,36.714977,0,20
461199821,461199658,2490378,-0.18024522,0.117073625,-0.013729479,36.711956,0,20
462197498,462197338,2490378,0.1877095,-0.0024581165,0.036295522,36.83575,0,20
463197649,463197487,2490378,-0.21771318,0.29131678,-0.010481968,36.84179,0,20
464197799,464197638,2490378,-0.038923506,0.258855,-0.04252408,36.862923,0,20
465195483,465195320,2490378,0.41323334,-0.2572995,0.022336219,36.902176,0,20
466198101,466197941,2490378,0.21455893,0.20008335,-0.017543225,36.896137,0,20
467198254,467198094,2490378,-0.20893323,0.17675789,-0.070466004,36.902176,0,20
468195939,468195778,2490378,0.43194568,-0.020517612,0.10012328,36.97162,0,20
469196095,469195932,2490378,0.507601,-0.011960835,0.120707504,36.99879,0,20
470198719,470198556,2490378,0.27171844,-0.2340773,0.07630819,37.004833,0,20
471198875,471198711,2490378,-0.0009725881,0.06436735,-0.011294679,36.95954,0,20
472196558,472196398,2490378,0.29771188,-0.45828882,0.085790925,37.110508,0,20
473196719,473196555,2490378,-0.24564843,-0.053155936,-0.09447427,37.107487,0,20
474199345,474199183,2490378,0.06627588,-0.026236562,0.008553445,37.161835,0,20
475199502,475199340,2490378,0.0011957504,-0.024377987,0.0042567383,37.13768,0,20
476197191,476197030,2490378,-0.003437366,-0.013882696,0.0056190277,37.255436,0,20
477197353,477197190,2490378,-0.0033441042,-0.017416654,0.00255804,37.113525,0,20
478197512,478197350,2490378,0.0036605285,-0.025170712,0.0060786754,37.23732,0,20
479195204,479195042,2490378,0.0035472817,-0.019045407,0.00575892,37.32488,0,20
480197840,480197674,2490378,-0.0021849924,-0.017476609,0.0042800535,37.32186,0,20
481198082,481197836,2490378,-0.001995138,-0.025820214,0.0048296326,37.24336,0,20
482198192,482198000,2490378,0.0040702145,-0.022842497,0.0062885145,37.469807,0,20
483195857,483195695,2490378,-0.00035972436,-0.027235797,0.0048429556,37.40942,0,20
484198504,484198329,2490378,-0.014069219,-0.065426536,0.008386906,37.439613,0,20
485198656,485198495,2490378,0.23130941,-0.45813894,-0.3260435,37.445652,0,20
486196370,486196192,2490378,-0.7951574,-0.52823526,0.07030946,37.46679,0,20
487196524,487196359,2490378,-0.3917598,-0.6422412,0.16657902,37.463768,0,20
488199158,488198997,2490378,-0.2478301,-0.360597,0.13835399,37.54831,0,20
489199327,489199165,2490378,-0.2450822,0.15130739,0.020874005,37.487923,0,20
490197028,490196865,2490378,-0.4824503,0.12547718,-0.078263365,37.602657,0,20
491197199,491197035,2490378,-0.04371317,0.13426712,-0.044429287,37.512077,0,20
492199841,492199675,2490378,-0.11574131,0.17465283,-0.013826072,37.626812,0,20
493195073,493194908,2490378,-0.091476575,0.039496403,-0.06495356,37.578503,0,20
494197713,494197550,2490378,0.13943648,-0.38719663,0.017823009,37.653988,0,20
495197886,495197722,2490378,0.24977528,-0.62040126,-0.026962673,37.786835,0,20
496198063,496197896,2490378,-0.000669487,0.1326317,0.057069603,37.647945,0,20
497195771,497195602,2490378,0.034087215,-0.13776444,-0.0863072,37.759663,0,20
498198408,498198245,2490378,0.50234175,0.48484847,-0.56066704,37.738525,0,20
499198584,499198421,2490378,0.44868284,0.7794427,-0.116480745,37.735508,0,20
500196290,500196128,2490378,0.13596249,0.27449632,-0.029917076,37.77778,0,20
501196467,501196305,2490378,-0.07940582,-0.039070062,-0.0806482,37.817028,0,20
502199113,502198953,2490378,-0.021606777,-0.04358327,-0.02294242,37.826088,0,20
503199294,503199131,2490378,0.031575803,-0.016004402,0.0033707505,37.789856,0,20
504197003,504196841,2490378,0.03116945,-0.02703262,0.0054558194,37.877415,0,20
505197181,505197021,2490378,0.033321135,-0.038836908,0.016224235,37.90459,0,20
506199837,506199671,2490378,-0.024910912,-0.04282718,-0.008959801,37.86232,0,20
507195076,507194913,2490378,-0.042117726,-0.051493876,-0.17241456,37.925724,0,20
508197727,508197565,2490378,-0.06892052,-0.03057324,0.0323652,38.103867,0,20
509197908,509197748,2490378,-0.02217967,-0.018755628,-0.0008093798,37.916668,0,20
510198095,510197931,2490378,0.0044499235,-0.0071711717,0.0045565083,37.980072,0,20
