timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
217876126,217875731,19482372,36.660603099999996,126.342033,13.31905,0.6667343,4.3898907,-0.0023442465,-0.00101622,0.0,0.032566495,-0.00092997245,0.06295185,0.024624541,0.11088751,-0.07729845,0.16924699,0.009336457,0.006367114,0.01192309,1.0340074,-0.0013807509,13.964416,0.1,0.35285804,0.39193785,0.13715957,0.105167694,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
218379828,218379502,19482372,36.660603099999996,126.342033,13.339045,0.66378504,4.4023576,-0.0023442465,-0.00101622,0.0,0.039380435,-0.0015043874,0.06282464,0.024981715,0.11088751,-0.07729845,0.16924699,0.0047690226,0.011003138,0.017558232,1.03746,-0.0013807509,13.964416,0.1,0.36016572,0.39442283,0.14180115,0.10678974,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
218874027,218873395,19482372,36.660603099999996,126.342033,13.357616,0.66540354,4.421528,-0.0023442465,-0.00101622,0.0,0.044362575,0.00097567873,0.064886786,0.032390714,0.11088751,-0.07729845,0.16924699,0.018680094,-0.0040503074,0.016356174,1.041063,-0.0013807509,13.964416,0.1,0.35038176,0.3919603,0.13683985,0.10519697,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
219377461,219377166,19482372,36.660603099999996,126.342033,13.364438,0.6678248,4.43722,-0.0023442465,-0.00101622,0.0,0.040476426,0.003495144,0.064873755,0.031317834,0.11088751,-0.07729845,0.16924699,-0.016222376,0.028557379,-0.23508115,1.0441037,-0.0013807509,13.964416,0.1,0.3576314,0.3945575,0.14142661,0.10681236,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
219871573,219871060,19482372,36.660603099999996,126.342033,13.3776,0.6609619,4.454316,-0.0023442465,-0.00101622,0.0,0.040479764,-0.0011999666,0.06559986,0.03268456,0.11088751,-0.07729845,0.16924699,-0.049615428,-0.134892,-0.48760232,1.0451815,-0.0013807509,13.964416,0.1,0.34785995,0.39220533,0.13650568,0.105230674,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
220375147,220374830,19482372,36.660603099999996,126.342033,13.388567,0.647676,4.453163,-0.0023442465,-0.00101622,0.0,0.035563514,-0.00673793,0.062046155,0.016474456,0.11088751,-0.07729845,0.16924699,-0.036836494,-0.049760982,0.48927546,1.04787,-0.0013807509,13.964416,0.1,0.35509717,0.39244473,0.14105967,0.10658112,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
220879313,220878603,19482372,36.660603099999996,126.342033,13.398942,0.6446867,4.459887,-0.0023442465,-0.00101622,0.0,0.0372759,-0.007363116,0.055509094,0.010047072,0.11088751,-0.07729845,0.16924699,0.16546217,-0.8720622,-1.3206648,1.0477188,-0.0013807509,13.964416,0.1,0.3461014,0.39083767,0.1366737,0.10521052,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
221372818,221372495,19482372,36.660603099999996,126.342033,13.413408,0.6542368,4.449742,-0.0023442465,-0.00101622,0.0,0.031455554,-0.00077091425,0.047970515,-0.009017218,0.11088751,-0.07729845,0.16924699,-0.8527772,-0.7664838,-0.6540635,1.045752,-0.0013807509,13.964416,0.1060648,0.3526235,0.39304507,0.14081353,0.10665777,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
221876698,221876267,19482372,36.660603099999996,126.342033,13.42173,0.66388494,4.426582,-0.0023442465,-0.00101622,0.0,0.028433729,0.0020464396,0.03476625,-0.03021407,0.11088751,-0.07729845,0.16924699,0.89575636,-0.37377352,-0.11472682,1.0455612,-0.0013807509,13.964416,0.12922478,0.34363374,0.39153156,0.13636872,0.10528821,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
222380334,222380039,19482372,36.660603099999996,126.342033,13.420451,0.6609418,4.406925,-0.0023442465,-0.00101622,0.0,0.016249552,0.01880745,0.040939007,-0.028004693,0.11088751,-0.07729845,0.16924699,0.045740765,-0.5926091,-1.0083854,1.0784208,-0.0013807509,13.964416,0.14888144,0.3507812,0.39191148,0.14069104,0.10660067,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
222874432,222873933,19482372,36.660603099999996,126.342033,13.43152,0.6533915,4.402852,-0.0023442465,-0.00101622,0.0,0.017545465,-0.035154775,0.027275803,-0.028532669,0.11088751,-0.07729845,0.16924699,-0.028959537,-2.2786736,-5.2761345,1.1059844,-0.0013807509,13.964416,0.15295458,0.3408609,0.38975194,0.1356281,0.10500087,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
223377997,223377705,19482372,36.660603099999996,126.342033,13.46059,0.5983288,4.346217,-0.0023442465,-0.00101622,0.0,0.19248527,-0.20503047,-0.11207199,-0.19772908,0.11088751,-0.07729845,0.16924699,1.980731,0.51247126,0.09661901,1.091383,-0.0013807509,13.964416,0.20958948,0.3482928,0.39261088,0.14064881,0.10661951,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
223872064,223871600,19482372,36.660603099999996,126.342033,13.503569,0.5261249,4.19055,-0.0023442465,-0.00101622,0.0,-0.070777915,-0.055872396,-0.30339432,-0.38665232,0.11088751,-0.07729845,0.16924699,0.66953385,0.90268743,-0.48340842,1.0698179,-0.0013807509,13.964416,0.3652568,0.33852977,0.39050743,0.13646287,0.10504949,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,1,0
224375699,224375372,19482372,36.660603099999996,126.342033,13.481019,0.47682464,3.9988012,-0.0023442465,-0.00101622,0.0,-0.12415607,0.008250437,-0.42783138,-0.49207705,0.11088751,-0.07729845,0.16924699,-1.5256937,0.51959556,-1.6501317,1.0408168,-0.0013807509,13.964416,0.5570054,0.34601706,0.39098996,0.14120814,0.106423475,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
224879987,224879145,19482372,36.660603099999996,126.342033,13.424293,0.495034,3.742526,-0.0023442465,-0.00101622,0.0,-0.10356083,0.12880185,-0.55213207,-0.6092064,0.11088751,-0.07729845,0.16924699,-0.17129232,0.5578462,-1.1509511,1.0293577,-0.0013807509,13.964416,0.8132806,0.33693653,0.38959116,0.1366284,0.10504007,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
225373336,225373039,19482372,36.660603099999996,126.342033,13.377573,0.5263529,3.4407904,-0.0023442465,-0.00101622,0.0,-0.12526332,0.15541553,-0.6137686,-0.6578188,0.11088751,-0.07729845,0.16924699,-0.19789742,0.6196372,1.1875247,1.0197384,-0.0013807509,13.964416,1.1150162,0.343697,0.39188498,0.140793,0.10647889,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
225877138,225876812,19482372,36.660603099999996,126.342033,13.319065,0.6143047,3.1085522,-0.0023442465,-0.00101622,0.0,-0.111257836,0.19442977,-0.6963783,-0.7203668,0.11088751,-0.07729845,0.16924699,0.17274457,-0.13910855,-0.2873325,0.9950135,-0.0013807509,13.964416,1.4472544,0.33486462,0.3905161,0.13632749,0.10514654,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
226380928,226380585,19482372,36.660603099999996,126.342033,13.22466,0.6959511,2.7185662,-0.0023442465,-0.00101622,0.0,-0.08168846,0.16823694,-0.81658846,-0.8409251,0.11088751,-0.07729845,0.16924699,0.54364884,-0.81656027,-1.4561195,0.9785163,-0.0013807509,13.964416,1.8372405,0.34247714,0.39106095,0.1408294,0.10651201,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
226874778,226874481,19482372,36.660603099999996,126.342033,13.177106,0.7706836,2.2941456,-0.0023442465,-0.00101622,0.0,0.011217507,0.1055945,-0.86793405,-0.8914698,0.11088751,-0.07729845,0.16924699,0.04489486,-0.58912766,-1.5916578,0.9691579,-0.0013807509,13.964416,2.261661,0.3328605,0.38907513,0.13577995,0.10498425,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
227378554,227378254,19482372,36.660603099999996,126.342033,13.1713,0.8407805,1.8367094,-0.0023442465,-0.00101622,0.0,0.06157362,0.04793865,-0.8946702,-0.9246913,0.11088751,-0.07729845,0.16924699,1.8222555,-0.09352573,0.3388164,0.9551823,-0.0013807509,13.964416,2.7190971,0.34048733,0.39206448,0.14011927,0.106615335,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
227872516,227872150,19482372,36.660603099999996,126.342033,13.183008,0.85909575,1.3569752,-0.0023442465,-0.00101622,0.0,0.06482946,0.01661611,-0.9452768,-0.9823174,0.11088751,-0.07729845,0.16924699,-1.1605538,0.5315255,-1.8077766,0.9683803,-0.0013807509,13.964416,3.1988316,0.33087677,0.3900697,0.1351649,0.10507865,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
228376337,228375923,19482372,36.660603099999996,126.342033,13.273762,0.9024199,0.88763905,-0.0023442465,-0.00101622,0.0,0.10210597,0.0019750125,-0.94761854,-0.9589191,0.11088751,-0.07729845,0.16924699,1.0841,-0.21166624,-0.23690118,0.9982686,-0.0013807509,13.964416,3.6681676,0.33864617,0.39309102,0.13968967,0.10673232,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
228880036,228879697,19482372,36.660603099999996,126.342033,13.343067,0.9081487,0.3658168,-0.0023442465,-0.00101622,0.0,0.08943984,-0.03053712,-0.9709635,-1.0092077,0.11088751,-0.07729845,0.16924699,-1.1408834,0.70760083,3.4684741,1.0258756,-0.0013807509,13.964416,4.18999,0.32967037,0.39157754,0.1350831,0.105314,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
229373887,229373593,19482372,36.660603099999996,126.342033,13.4221,0.89438224,-0.16750532,-0.0023442465,-0.00101622,0.0,0.11516048,-0.04924483,-1.0035185,-1.0623564,0.11088751,-0.07729845,0.16924699,-0.33375692,-1.1941764,-3.6139205,1.0333226,-0.0013807509,13.964416,4.723312,0.3365209,0.39601734,0.13910432,0.10692504,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
229877674,229877367,19482372,36.660603099999996,126.342033,13.480267,0.8299601,-0.7020809,-0.0023442465,-0.00101622,0.0,0.08588558,-0.10900053,-1.0038986,-1.0631266,0.11088751,-0.07729845,0.16924699,-0.3861074,-0.3570204,-1.3708421,1.0295686,-0.0013807509,13.964416,5.2578874,0.32774046,0.39410615,0.13476732,0.1054706,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
230381468,230381141,19482372,36.660603099999996,126.342033,13.558055,0.7547762,-1.2010401,-0.0023442465,-0.00101622,0.0,0.028487064,-0.09878861,-1.0055393,-1.0360419,0.11088751,-0.07729845,0.16924699,-0.74003506,-0.4949571,-0.43013504,1.0237432,-0.0013807509,13.964416,5.756847,0.33540922,0.39409968,0.13931967,0.1067388,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
230875344,230875038,19482372,36.660603099999996,126.342033,13.588148,0.69122833,-1.6928396,-0.0023442465,-0.00101622,0.0,-0.049998865,-0.05296584,-1.0196545,-1.037418,0.11088751,-0.07729845,0.16924699,-0.2642681,0.22160485,-0.5862563,1.0175134,-0.0013807509,13.964416,6.2486463,0.3257486,0.39163038,0.13459884,0.10512809,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
231379112,231378812,19482372,36.660603099999996,126.342033,13.557488,0.6737783,-2.2151113,-0.0023442465,-0.00101622,0.0,-0.1452039,-0.032715265,-1.0040355,-1.0289233,0.11088751,-0.07729845,0.16924699,0.098679096,0.16883798,-0.17016953,1.0103023,-0.0013807509,13.964416,6.770918,0.33350185,0.39414918,0.13911405,0.10668746,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
231873014,231872709,19482372,36.660603099999996,126.342033,13.466717,0.63641024,-2.7326586,-0.0023442465,-0.00101622,0.0,-0.14898568,-0.023465289,-0.9966018,-1.0212561,0.11088751,-0.07729845,0.16924699,-0.08109443,0.34923285,2.507562,1.0008702,-0.0013807509,13.964416,7.2884655,0.32401273,0.3941301,0.1343748,0.10534558,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,0,1,1,0,0
