timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
217698124,217697930,2490378,2490378,1.7151815e-06,-6.0288735e-06,9.097179e-06,0.00043285333,-0.001043877,-0.04857087,4939,4939,0,1,1
218201898,218201700,2490378,2490378,-2.9353503e-06,-5.944767e-06,4.1634166e-06,0.00039196297,-0.0009739507,-0.048759226,4939,4939,0,1,1
218700726,218700532,2490378,2490378,1.5895439e-06,-2.207295e-06,2.6764465e-06,0.00045102104,-0.0010494107,-0.04852034,4939,4939,0,1,1
219199559,219199364,2490378,2490378,-9.815282e-06,-1.2782695e-05,2.7853486e-05,4.6022637e-05,-0.0012428178,-0.049677916,4939,4939,0,1,1
219703329,219703135,2490378,2490378,1.0783433e-05,2.2136031e-05,-5.2846963e-06,2.8195183e-05,-0.0022324892,-0.051242493,4939,4939,0,1,1
220197225,220197029,2490378,2490378,-0.00010757225,1.3323749e-05,-4.77572e-05,0.0013048663,0.00094100944,-0.046886973,4939,4939,0,1,1
220700995,220700800,2490378,2490378,-3.811119e-05,0.000110566325,2.3835348e-05,0.0013592112,-0.0015687188,-0.052519485,4939,4939,0,1,1
221199829,221199632,2490378,2490378,-8.5622974e-05,0.00016656761,2.4279545e-05,0.0012230293,0.0007783647,-0.04715921,4938,4938,0,1,1
221698676,221698465,2490378,2490378,-6.836838e-05,0.00039368973,0.00013455,0.004440448,-0.0057054823,-0.052340224,4939,4939,0,1,1
222202453,222202237,2490378,2490378,-0.00016503475,8.996289e-05,0.00044077312,0.00451907,-0.0044619837,-0.044839766,4939,4939,0,1,1
222701275,222701070,2490378,2490378,-0.00050391414,0.00021503629,0.00038409638,0.0057813637,-0.0031501506,-0.03272045,4939,4939,0,1,1
223200094,223199903,2490378,2490378,-0.00052472414,-0.00056701835,-0.000108542845,-0.0033881066,-0.0014409628,-0.05389447,4939,4939,0,1,1
223698943,223698736,2490378,2490378,-0.00036232627,-9.1611524e-05,-0.00017401217,0.002587554,-0.00093550794,-0.038631104,4939,4939,0,1,1
224197765,224197570,2490378,2490378,0.0006191439,-0.0011044235,-7.014199e-05,-0.0016514714,0.0029647897,-0.041234717,4939,4939,0,1,1
224701548,224701343,2490378,2490378,-2.7338763e-05,-0.00014157122,9.876436e-05,-0.003721551,-0.00081240066,-0.059112743,4940,4940,0,1,1
225200374,225200176,2490378,2490378,0.0007459293,-8.49933e-06,8.4156665e-05,-0.0005257092,-0.0028201255,-0.056204997,4938,4938,0,1,1
225699546,225699010,2490378,2490378,-0.00044178002,0.00026796848,-0.0001547545,-0.0037046084,0.0011891613,-0.05321112,4939,4939,0,1,1
226202980,226202784,2490378,2490378,-0.0004594082,8.2420105e-05,-6.2448504e-05,0.00023170449,0.00347617,-0.0487271,4940,4940,0,1,1
226701870,226701619,2490378,2490378,-2.5869755e-05,-0.00020449149,0.000102350794,-0.0016839319,-0.003686988,-0.056144554,4940,4940,0,1,1
227200652,227200452,2490378,2490378,0.00017309203,-0.0003022668,3.0591964e-05,-0.002808019,0.002487298,-0.04728805,4939,4939,0,1,1
227699723,227699286,2490378,2490378,9.8724784e-05,-0.00016893583,0.0003324119,-0.0028464943,0.0049537406,-0.044537794,4938,4938,0,1,1
228198314,228198121,2490378,2490378,0.0002802002,0.00033965614,0.00045398355,-0.006052932,-0.00046403543,-0.05898213,4939,4939,0,1,1
228702127,228701895,2490378,2490378,-0.00024949588,0.00017654477,0.00041791573,0.0043150573,0.007955668,-0.034669865,4939,4939,0,1,1
229200925,229200729,2490378,2490378,-8.210808e-06,0.00038971187,0.0002181552,0.00027382377,-0.008805224,-0.048432007,4938,4938,0,1,1
229699897,229699565,2490378,2490378,0.00019471732,-0.00022876996,0.00010690173,-0.002547475,-0.0013313117,-0.05449045,4940,4940,0,1,1
230203533,230203339,2490378,2490378,-2.6151247e-05,0.00027008707,9.310594e-05,0.0044185463,0.00041568026,-0.043134585,4939,4939,0,1,1
230697444,230697235,2490378,2490378,1.6911397e-05,-0.00029415177,7.5486605e-05,-0.0031537616,0.0027733753,-0.054381784,4939,4939,0,1,1
231201209,231201009,2490378,2490378,-0.0001023697,1.2998332e-05,6.900387e-05,0.0031350271,-0.0055622063,-0.043809757,4937,4937,0,1,1
231700126,231699845,2490378,2490378,-0.00016398923,0.00025053252,6.635778e-05,0.00087847427,-0.007146419,-0.045713097,4939,4939,0,1,1
232198906,232198683,2490378,2490378,5.6620924e-05,-0.00019387339,-8.4787134e-05,-0.0020016357,-0.0030257076,-0.053324107,4941,4941,0,1,1
232702665,232702456,2490378,2490378,0.0002731977,-0.0002347621,-0.00023034368,0.0033333716,0.0011467566,-0.043017343,4939,4939,0,1,1
233201484,233201292,2490378,2490378,-0.000101453086,1.8681003e-05,-0.00025107467,0.0019178361,-0.002070401,-0.044748932,4939,4939,0,1,1
233700325,233700128,2490378,2490378,-0.0003106644,0.00018176321,-0.00017523975,0.0074150185,2.8678976e-05,-0.031641185,4937,4937,0,1,1
234199158,234198964,2490378,2490378,8.917446e-05,0.00017332501,-0.0001549961,0.0013832023,-0.0019094032,-0.048893258,4939,4939,0,1,1
234697994,234697800,2490378,2490378,0.00011667427,5.0728373e-05,-6.27364e-05,1.7360546e-05,-0.0018165727,-0.04998556,4939,4939,0,1,1
235201786,235201576,2490378,2490378,-0.00015115412,0.00015723344,3.720316e-05,0.0009054913,-0.0024340237,-0.06559771,4939,4939,0,1,1
235700611,235700413,2490378,2490378,0.00022366495,-0.00018816846,9.2015856e-05,0.0017732847,-0.009122453,-0.059664063,4939,4939,0,1,1
236199445,236199249,2490378,2490378,0.00029225135,0.00023021754,5.4845976e-05,0.0011061139,0.0046594692,-0.033620786,4938,4938,0,1,1
236703221,236703025,2490378,2490378,0.00024443318,3.879085e-05,0.00028674153,9.7431985e-06,-0.00735018,-0.061203323,4939,4939,0,1,1
237197119,237196924,2490378,2490378,-0.00012010803,-0.00058104796,0.0003877418,-0.0016738642,-0.002316125,-0.047200438,4939,4939,0,1,1
237695952,237695761,2490378,2490378,-0.00047958823,-0.00013278374,9.0803886e-05,0.0016729437,0.005794815,-0.05375738,4939,4939,0,1,1
