timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
218271347,218172067,-0.8684294,-0.012946801,-0.0033882263,-0.49563226,0.03685624,-0.002260218,0.06406348,13.331956,0.66349083,4.3970714,-3.332822e-06,-5.983978e-06,1.1919916e-05,0.0013443473,0.0005382379,-0.0004437363,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.0924024e-05,5.1082447e-06,5.246286e-06,6.594634e-05,0.009372344,0.009374338,0.011059643,0.061816312,0.061830472,0.15378743,2.0733448e-11,2.0981526e-11,4.1592847e-11,5.0000185e-08,5.8342252e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
219279217,219179608,-0.8666455,-0.013011081,-0.0034776889,-0.4987425,0.03601164,0.0015490205,0.06564006,13.353369,0.66615945,4.4312844,-3.4266473e-06,-6.2206736e-06,1.0322256e-05,0.001343795,0.00054019183,-0.00044741947,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.0959376e-05,5.135508e-06,5.275404e-06,6.5898166e-05,0.009384128,0.009382391,0.011105248,0.061188128,0.061196715,0.1543831,2.0491138e-11,2.0742984e-11,4.1581315e-11,5.0000086e-08,5.8339975e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
220276505,220177273,-0.8660933,-0.010853225,-0.0025828662,-0.49975786,0.035393734,-0.008462062,0.06252412,13.377308,0.64594436,4.444704,-3.451031e-06,-6.5278373e-06,1.025572e-05,0.0013428014,0.0005393619,-0.00044456348,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.1129652e-05,5.130104e-06,5.269277e-06,6.599601e-05,0.009334778,0.009332189,0.011057591,0.060302924,0.060307134,0.1527229,2.025878e-11,2.0506154e-11,4.16269e-11,5.0000086e-08,5.8326567e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
221274181,221174938,-0.8668662,-0.0024884713,-0.0035322378,-0.49852225,0.034046385,0.006900627,0.052807495,13.409688,0.6608627,4.440133,-3.5839646e-06,-6.3795205e-06,1.2019652e-05,0.001342627,0.00053742225,-0.00043490375,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.1395006e-05,5.1139714e-06,5.243253e-06,6.5993576e-05,0.009297423,0.00929546,0.011072289,0.059442535,0.0594437,0.15316108,2.0053296e-11,2.0289277e-11,4.1669026e-11,5.0000086e-08,5.8301307e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
222271801,222172603,-0.8627077,0.0076849684,-0.021151429,-0.50520194,0.01133476,0.008377721,0.036955014,13.413684,0.6543724,4.4052258,-3.7244615e-06,-6.446044e-06,1.5948373e-05,0.0013412647,0.0005312578,-0.000421473,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.2596718e-05,5.118235e-06,5.2137575e-06,6.4652144e-05,0.00922574,0.0092247175,0.011020824,0.05853715,0.058536567,0.15176958,1.9863243e-11,2.0081993e-11,4.1636687e-11,5.0000082e-08,5.8268636e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
223279572,223180147,-0.85412574,0.015798897,0.0056915297,-0.51979536,0.071226634,-0.12794235,0.0021210106,13.430079,0.63272315,4.352014,-3.8847033e-06,-6.27831e-06,2.1834452e-05,0.001340983,0.0005231939,-0.00041538186,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.49386e-05,5.0694684e-06,5.1822535e-06,6.261841e-05,0.009261589,0.009257857,0.011065704,0.057944417,0.057942867,0.15281455,1.9714692e-11,1.991599e-11,4.1681242e-11,5.0000086e-08,5.822293e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
224276934,224177814,-0.8662326,-0.017809208,0.005645187,-0.49929172,-0.089143276,-0.081111915,-0.34572878,13.505115,0.4795316,4.087353,-3.641978e-06,-6.132428e-06,2.7779995e-05,0.0013431924,0.0005135459,-0.0004314648,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.4105715e-05,5.005673e-06,5.1696443e-06,6.359772e-05,0.009338087,0.009348234,0.011025104,0.05715652,0.057154465,0.15155323,1.9555376e-11,1.9736452e-11,4.170573e-11,5.0000168e-08,5.81523e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
225274605,225175482,-0.87255126,-0.016018108,0.0028988023,-0.48825142,-0.08282134,0.11876492,-0.59409046,13.39059,0.49606094,3.5710125,-3.5336948e-06,-6.4586507e-06,3.3297943e-05,0.0013408954,0.0005025854,-0.00043780767,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.401833e-05,4.9332134e-06,5.088712e-06,6.38153e-05,0.009301273,0.009295582,0.01103529,0.05637237,0.056370765,0.1522327,1.9414647e-11,1.9565242e-11,4.1718674e-11,5.000009e-08,5.809204e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
226272440,226173149,-0.8820954,-0.004041436,0.012839399,-0.4708785,-0.13645548,0.1886562,-0.7640772,13.232487,0.66418904,2.8914053,-3.792849e-06,-6.6375987e-06,3.872634e-05,0.0013386527,0.00049554225,-0.0004470525,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.3348057e-05,4.897371e-06,5.011396e-06,6.462766e-05,0.009236451,0.009234395,0.011002803,0.055684764,0.055683352,0.15109177,1.9311726e-11,1.9436484e-11,4.1734897e-11,5e-08,5.8055623e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
227270276,227170818,-0.88838416,0.0029923555,0.009968182,-0.45898303,0.03903223,0.07622735,-0.8777575,13.150099,0.8376028,2.0221603,-4.376858e-06,-6.5377417e-06,4.435107e-05,0.0013380989,0.0004903479,-0.00043891554,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.3097175e-05,4.856303e-06,4.9815912e-06,6.473344e-05,0.009148142,0.009154769,0.01102353,0.05502424,0.055022918,0.15186073,1.9233812e-11,1.9343083e-11,4.1691744e-11,5e-08,5.8040186e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
228277467,228178365,-0.88204086,0.0019939295,0.0034645267,-0.47115606,0.121334545,0.035998262,-0.9572431,13.26964,0.92200756,1.0919327,-4.3690547e-06,-5.884768e-06,4.9305618e-05,0.0013405815,0.00048481175,-0.0004517869,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.489916e-05,4.851789e-06,4.973913e-06,6.315903e-05,0.009159127,0.009162661,0.01108835,0.054668132,0.054667402,0.15316209,1.9186788e-11,1.9287301e-11,4.1726775e-11,5.000017e-08,5.8037283e-08,5.000017e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
229275161,229176035,-0.87062025,-0.0009150335,-0.0023074592,-0.4919495,0.1158426,-0.029318029,-0.99170995,13.408622,0.9033154,0.022730436,-4.158404e-06,-5.723867e-06,5.4501354e-05,0.0013414472,0.00047801997,-0.00042696673,0.25746047,-0.037612792,0.4037317,0.0,0.0,0.0,0.0,0.0,2.7555952e-05,4.8566553e-06,4.96017e-06,6.067598e-05,0.009074078,0.0090723615,0.011132177,0.053974934,0.05397473,0.1555215,1.9134794e-11,1.9227949e-11,4.1752195e-11,5.0000086e-08,5.803672e-08,5.0000086e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
