timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
217787135,217688052,-0.015944278,0.000110345194,0.020676207,-0.00045204163,-0.039770186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37803745,0.0,0.0,nan,0.0,0.0,-0.14503682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218281233,218181945,-0.012502581,0.0080174375,-0.04437709,0.008969307,-0.042174518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29365063,0.0,0.0,nan,0.0,0.0,-0.12817991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218784829,218685715,0.0008163601,0.0023596822,-0.05801504,0.0010890961,-0.040533423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19721508,0.0,0.0,nan,0.0,0.0,-0.10888958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219289087,219189486,0.013205197,0.02919947,-0.037637785,-0.011178017,-0.03591013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27195072,0.0,0.0,nan,0.0,0.0,-0.12178671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219782523,219683379,0.02410435,0.07599465,-0.06868618,-0.02038765,-0.029289842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6267576,0.0,0.0,nan,0.0,0.0,0.012108207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220286336,220187151,0.054411516,0.020348167,-0.0037405938,-0.026124,-0.030365467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07012081,0.0,0.0,nan,0.0,0.0,0.0217067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220780133,220681044,0.033287484,-0.02133188,0.0046987534,-0.029912949,-0.03360629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.16808438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221284283,221184816,0.00416586,-0.02286525,0.038078837,-0.02365017,-0.040748596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38900852,0.0,0.0,nan,0.0,0.0,0.20307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221787676,221688587,0.0056584347,-0.020038305,-0.0122783035,-0.028524399,-0.04253602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618164,0.0,0.0,nan,0.0,0.0,0.3046354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222281634,222182481,0.058126308,0.012047185,-0.026395045,-0.022187233,-0.032505393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685566,0.0,0.0,nan,0.0,0.0,0.40393364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222785345,222686255,0.019931505,-0.023779212,-0.057710923,-0.03929615,-0.031244934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5213995,0.0,0.0,nan,0.0,0.0,0.49331474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223289411,223190025,0.0582695,0.028375119,-0.036978945,-0.040784836,-0.023008108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7116604,0.0,0.0,nan,0.0,0.0,0.58618426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223783007,223683921,-0.07968448,-0.0027311742,-0.14289574,-0.04598713,-0.035378516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4644842,0.0,0.0,nan,0.0,0.0,0.46018827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224286797,224187692,0.055021726,0.016790032,-0.05230391,-0.041810036,-0.035748333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.5092102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224780729,224681587,0.1462027,0.11624718,0.057439715,-0.023115158,-0.034828544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26417542,0.0,0.0,nan,0.0,0.0,0.4916345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225284532,225185359,0.067478105,0.04130418,-0.055274725,-0.032530785,-0.036052912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29187202,0.0,0.0,nan,0.0,0.0,0.4888779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225788300,225689132,0.008731782,0.094746836,-0.027668417,-0.035805702,-0.033681035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.47632504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226282213,226183027,0.073972985,-0.04231155,-0.018095195,-0.02301693,-0.040349126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.4653852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226785929,226686801,0.086342975,-0.016666695,-0.034136593,-0.03001213,-0.02417624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.45622534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227279853,227180696,0.121340826,0.037846945,0.017141938,-0.02031517,-0.023095667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.43972218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227783585,227684470,-0.015970368,-0.049455408,-0.050702572,-0.038718224,-0.018692613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12476444,0.0,0.0,nan,0.0,0.0,0.4299382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228287374,228188243,-0.011335276,-0.17864564,-0.015948057,-0.04706955,-0.054390132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37365627,0.0,0.0,nan,0.0,0.0,0.4337651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228781254,228682139,0.040245816,0.09513307,0.039589047,-0.04378414,-0.027063012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686804,0.0,0.0,nan,0.0,0.0,0.45445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229285033,229185913,-0.02704665,-0.031107534,0.10489297,-0.06622219,-0.040074468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,nan,0.0,0.0,0.44544387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
